id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_fwd_zone_pass,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_cmiss_high,att_goal_low_left,att_hd_miss,att_hd_total,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_obox_miss,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,big_chance_scored,blocked_pass,challenge_lost,clearance_off_line,corner_taken,crosses_18yard,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouled_final_third,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,head_pass,interception,interception_won,leftside_pass,long_pass_own_to_opp,losses,lost_corners,mins_played,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shield_ball_oop,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,times_tackled,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,winning_goal,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_freekick_cross,accurate_launches,accurate_pull_back,accurate_through_ball,att_assist_setplay,att_bx_left,att_bx_right,att_cmiss_left,att_cmiss_right,att_fastbreak,att_freekick_goal,att_freekick_miss,att_freekick_post,att_freekick_target,att_freekick_total,att_goal_low_centre,att_goal_low_right,att_ibox_blocked,att_lf_goal,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_post,att_obox_target,att_obxd_left,att_one_on_one,att_post_high,att_sv_high_centre,att_sv_high_left,att_sv_low_left,blocked_cross,blocked_scoring_att,clean_sheet,crosses_18yardplus,effective_blocked_cross,freekick_cross,goals_conceded_obox,goal_assist_deadball,goal_assist_setplay,hand_ball,hit_woodwork,interceptions_in_box,long_pass_own_to_opp_success,offtarget_att_assist,overrun,pen_goals_conceded,post_scoring_att,second_goal_assist,shot_fastbreak,six_yard_block,total_corners_intobox,total_fastbreak,total_pull_back,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,stand_catch,total_high_claim,total_keeper_sweeper,att_miss_high_left,offside_provoked,penalty_conceded,red_card,assist_blocked_shot,att_goal_high_centre,att_goal_high_right,att_hd_goal,att_ibox_post,att_post_right,error_lead_to_shot,assist_attempt_saved,att_cmiss_high_right,att_corner,att_hd_target,att_goal_high_left,att_pen_goal,own_goals,error_lead_to_goal,assist_own_goal,goal_fastbreak,assist_penalty_won,att_hd_post,att_post_left,att_sv_high_right,penalty_won,second_yellow,last_man_tackle,att_lg_centre,assist_pass_lost,att_cmiss_high_left,assist_handball_won,att_obxd_right,foul_throw_in,cross_not_claimed,dive_catch,penalty_faced,stand_save,dangerous_play,penalty_save,att_obx_left,assist_post,att_obp_goal,att_pen_target,assist_free_kick_won,att_obx_right,att_pen_post,back_pass,att_lg_left,att_pen_miss,att_lg_right
5272,187646.0,Pierre-Emile Højbjerg,Pierre-Emile,Højbjerg,1995-08-05,Denmark,Denmark,5.0,M,Centre Central Midfielder,210,603.0,75.0,891.0,20.0,107.0,1486.0,9.0,30.0,48.0,31.0,28.0,267.0,148.0,19.0,34.0,24.0,13.0,1.0,1.0,6.0,6.0,3.0,11.0,1.0,3.0,11.0,4.0,3.0,8.0,13.0,32.0,36.0,3.0,12.0,36.0,4.0,2.0,3.0,270.0,269.0,4.0,1.0,2.0,71.0,49.0,,2.0,17.0,46.0,8.0,179.0,188.0,28.0,14.0,312.0,8.0,47.0,542.0,31.0,4.0,58.0,54.0,4.0,3.0,2.0,3.0,14.0,137.0,60.0,60.0,488.0,212.0,15.0,4.0,2764.0,19.0,19.0,1733.0,8.0,301.0,274.0,61.0,452.0,452.0,22.0,83.0,164.0,71.0,493.0,,24.0,385.0,1428.0,43.0,4.0,28.0,672.0,141.0,28.0,35.0,29.0,27.0,330400.365234375,540.0,14.0,1150.0,42.0,21.0,197.0,,1793.0,53.0,2.0,,71.0,7.0,11.0,2364.0,45.0,56.0,56.0,48.0,0.0,8.0,22.0,13.0,49.0,7.0,1.0,8.0,7.0,6.0,,6.0,,3.0,,3.0,2.0,1.0,4.0,1.0,,2.0,,,2.0,1.0,1.0,4.0,1.0,8.0,6.0,1.0,,14.0,,,,5.0,,3.0,2.0,10.0,4.0,10.0,2.0,,4.0,,,3.0,1.0,6.0,125.0,8.0,5.0,1.0,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,2.0,,2.0,,,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,2.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
4527,280778.0,Jordon Ibe,Jordon,Ibe,1995-12-08,England,England,,F,Left/Right Wing Back,210,56.0,3.0,149.0,0.0,5.0,195.0,8.0,6.0,2.0,19.0,5.0,81.0,42.0,7.0,2.0,5.0,4.0,1.0,,,,,1.0,1.0,1.0,2.0,1.0,,,,2.0,9.0,1.0,1.0,7.0,,1.0,,52.0,33.0,,1.0,,21.0,5.0,,6.0,17.0,17.0,5.0,62.0,44.0,4.0,1.0,14.0,3.0,8.0,73.0,9.0,1.0,23.0,22.0,1.0,1.0,1.0,,1.0,9.0,4.0,4.0,81.0,6.0,11.0,1.0,796.0,5.0,3.0,248.0,,14.0,74.0,36.0,143.0,143.0,2.0,18.0,13.0,21.0,44.0,1.0,2.0,105.0,193.0,2.0,6.0,10.0,76.0,7.0,4.0,52.0,27.0,23.0,96730.02969360354,133.0,3.0,201.0,3.0,0.0,12.0,,250.0,9.0,7.0,10.0,6.0,2.0,9.0,437.0,29.0,22.0,22.0,10.0,0.0,3.0,26.0,10.0,5.0,1.0,4.0,10.0,6.0,,1.0,,,1.0,4.0,,3.0,,,,,,,,,,1.0,4.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,,4.0,,5.0,,1.0,1.0,,1.0,,1.0,,1.0,5.0,3.0,1.0,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7234,144941.0,Vicente Iborra,Vicente,Iborra,1988-01-16,Spain,Spain,10.0,M,Centre Central Midfielder,210,55.0,13.0,72.0,2.0,17.0,127.0,,3.0,8.0,8.0,4.0,23.0,11.0,2.0,,1.0,2.0,,,1.0,2.0,,1.0,1.0,,,,,1.0,,,,,,,1.0,1.0,,21.0,22.0,0.0,1.0,,4.0,7.0,,,0.0,4.0,3.0,20.0,12.0,3.0,2.0,26.0,,6.0,45.0,3.0,,4.0,3.0,,,,,2.0,10.0,8.0,8.0,45.0,16.0,2.0,1.0,226.0,,1.0,144.0,,20.0,21.0,4.0,24.0,24.0,3.0,6.0,13.0,4.0,36.0,,1.0,34.0,124.0,1.0,3.0,1.0,61.0,17.0,3.0,,0.0,0.0,30350.78039550782,45.0,1.0,86.0,1.0,2.0,21.0,,147.0,2.0,2.0,5.0,3.0,2.0,,173.0,4.0,,,1.0,0.0,3.0,,,1.0,,,0.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
7431,276616.0,Ibrahima Cissé,Ibrahima,Cissé,1994-02-28,Belgium,Guinea,44.0,M,Centre Defensive Midfielder,210,18.0,1.0,11.0,1.0,,29.0,,,1.0,3.0,,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,10.0,,,,,1.0,,,,,,3.0,2.0,4.0,2.0,3.0,,1.0,14.0,1.0,,4.0,3.0,,,,,2.0,2.0,3.0,3.0,7.0,3.0,3.0,,87.0,,,34.0,,4.0,2.0,,8.0,8.0,,4.0,6.0,,9.0,,,3.0,29.0,,0.0,,21.0,2.0,4.0,2.0,,,12525.84887695313,4.0,,13.0,1.0,1.0,1.0,,34.0,,1.0,2.0,,,,46.0,,1.0,1.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12582,162322.0,Idrissa Gueye,Idrissa,Gueye,1989-09-26,Senegal,Senegal,27.0,M,Centre Defensive Midfielder,210,693.0,57.0,777.0,6.0,104.0,1467.0,1.0,35.0,32.0,33.0,31.0,213.0,123.0,5.0,14.0,16.0,1.0,,,,,,1.0,,,3.0,1.0,1.0,3.0,5.0,14.0,15.0,,4.0,16.0,,,,253.0,254.0,,,,69.0,38.0,,,6.0,28.0,8.0,161.0,235.0,44.0,11.0,252.0,6.0,54.0,571.0,32.0,,31.0,27.0,,2.0,1.0,2.0,11.0,125.0,75.0,75.0,492.0,216.0,11.0,12.0,2825.0,12.0,4.0,1695.0,8.0,253.0,271.0,49.0,359.0,359.0,15.0,101.0,138.0,69.0,423.0,,7.0,359.0,1425.0,44.0,,18.0,752.0,98.0,44.0,32.0,13.0,13.0,332859.3193359375,488.0,2.0,1000.0,38.0,6.0,169.0,,1739.0,19.0,4.0,1.0,142.0,4.0,1.0,2287.0,18.0,33.0,33.0,38.0,,14.0,23.0,8.0,89.0,6.0,,3.0,3.0,,,10.0,,2.0,,2.0,2.0,,,,,,,,,,,4.0,,1.0,4.0,,1.0,4.0,,,,2.0,,2.0,4.0,8.0,12.0,7.0,4.0,,4.0,,,2.0,1.0,5.0,147.0,6.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13554,51676.0,Kelechi Iheanacho,Kelechi,Iheanacho,1996-10-03,Nigeria,Nigeria,14.0,F,Centre Striker,210,60.0,11.0,152.0,16.0,6.0,211.0,4.0,36.0,14.0,30.0,6.0,78.0,52.0,11.0,7.0,10.0,7.0,,,2.0,3.0,1.0,4.0,3.0,4.0,15.0,,,3.0,3.0,7.0,16.0,,,,,2.0,2.0,87.0,34.0,3.0,3.0,1.0,14.0,4.0,,,4.0,21.0,6.0,81.0,36.0,2.0,1.0,23.0,3.0,14.0,57.0,9.0,1.0,16.0,12.0,1.0,3.0,2.0,3.0,1.0,29.0,2.0,2.0,90.0,14.0,15.0,,930.0,11.0,6.0,271.0,,31.0,52.0,19.0,131.0,131.0,3.0,12.0,19.0,14.0,42.0,,7.0,83.0,206.0,6.0,0.0,13.0,73.0,17.0,2.0,17.0,6.0,6.0,112976.55912780762,120.0,25.0,209.0,,18.0,9.0,8.0,276.0,18.0,6.0,21.0,6.0,7.0,4.0,419.0,39.0,29.0,29.0,7.0,0.0,9.0,9.0,3.0,5.0,2.0,,1.0,1.0,9.0,,,,2.0,,,3.0,1.0,2.0,4.0,,,,,,,1.0,3.0,1.0,4.0,2.0,,,2.0,,1.0,,,,1.0,1.0,5.0,1.0,2.0,1.0,,4.0,,,2.0,,,11.0,2.0,1.0,2.0,,1.0,4.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2570,176479.0,Carl Ikeme,Carl,Ikeme,1986-06-08,Nigeria,Nigeria,27.0,G,Goalkeeper,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10542,259431.0,Dejan Iliev,Dejan,Iliev,1995-02-25,North Macedonia,North Macedonia,33.0,G,Goalkeeper,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4284,186836.0,Rohan Ince,Rohan,Ince,1992-11-08,England,England,23.0,M,Centre Defensive Midfielder,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8245,285030.0,Danny Ings,Danny,Ings,1992-07-23,England,England,20.0,F,Centre Striker,210,74.0,20.0,206.0,10.0,13.0,279.0,,58.0,19.0,24.0,11.0,132.0,88.0,42.0,13.0,25.0,26.0,2.0,3.0,6.0,10.0,7.0,15.0,11.0,2.0,9.0,7.0,2.0,4.0,6.0,11.0,42.0,5.0,12.0,35.0,3.0,8.0,3.0,83.0,74.0,6.0,8.0,6.0,42.0,17.0,,,10.0,29.0,10.0,137.0,91.0,7.0,2.0,51.0,4.0,16.0,119.0,23.0,7.0,27.0,24.0,3.0,3.0,1.0,3.0,2.0,22.0,5.0,5.0,84.0,28.0,8.0,,1666.0,18.0,23.0,381.0,2.0,62.0,51.0,43.0,233.0,233.0,13.0,12.0,49.0,42.0,106.0,,21.0,123.0,268.0,28.0,3.0,28.0,94.0,36.0,7.0,37.0,14.0,14.0,187298.58642578125,188.0,21.0,312.0,5.0,11.0,30.0,6.0,392.0,55.0,18.0,1.0,30.0,5.0,,720.0,92.0,55.0,55.0,22.0,0.0,6.0,20.0,11.0,14.0,1.0,,1.0,1.0,8.0,,1.0,,4.0,,2.0,2.0,1.0,3.0,1.0,,,,,,2.0,1.0,9.0,,6.0,2.0,,,5.0,2.0,0.0,,2.0,,2.0,1.0,11.0,1.0,4.0,1.0,,3.0,,,,1.0,,13.0,10.0,3.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,2.0,,,,,,,2.0,,3.0,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,
4760,259442.0,Ryan Inniss,Ryan,Inniss,1995-06-05,England,England,24.0,D,Centre Central Defender,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5079,175420.0,Ivan Cavaleiro,Ivan Ricardo,Neves Abreu Cavaleiro,1993-10-18,Portugal,Portugal,17.0,F,Left/Right Winger,210,56.0,2.0,183.0,20.0,3.0,222.0,7.0,23.0,9.0,23.0,8.0,54.0,37.0,9.0,4.0,15.0,7.0,,1.0,2.0,2.0,3.0,3.0,1.0,,3.0,3.0,,,2.0,4.0,13.0,3.0,1.0,8.0,,1.0,,84.0,31.0,2.0,1.0,3.0,29.0,13.0,,17.0,33.0,19.0,4.0,77.0,34.0,4.0,3.0,26.0,2.0,13.0,58.0,6.0,3.0,11.0,9.0,3.0,1.0,,1.0,3.0,21.0,4.0,4.0,58.0,12.0,9.0,4.0,683.0,9.0,4.0,292.0,0.0,101.0,34.0,54.0,168.0,168.0,3.0,11.0,17.0,29.0,94.0,,7.0,116.0,220.0,12.0,2.0,19.0,63.0,9.0,4.0,26.0,54.0,38.0,91325.00689697266,166.0,11.0,285.0,1.0,23.0,7.0,6.0,294.0,13.0,6.0,17.0,5.0,1.0,7.0,494.0,34.0,26.0,26.0,5.0,0.0,10.0,15.0,9.0,4.0,1.0,3.0,17.0,14.0,2.0,1.0,,,,3.0,1.0,1.0,,,2.0,,,,,,,1.0,,,1.0,2.0,,,,,1.0,2.0,,,,1.0,2.0,,4.0,1.0,1.0,2.0,,,1.0,2.0,,7.0,10.0,1.0,,2.0,,2.0,,16.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4717,162020.0,Alexander Iwobi,Alexander,Iwobi,1996-05-03,Nigeria,Nigeria,17.0,F,Left/Centre/Right Second Striker,210,205.0,17.0,547.0,26.0,27.0,740.0,15.0,21.0,4.0,35.0,4.0,169.0,126.0,30.0,5.0,34.0,7.0,,,,,3.0,9.0,10.0,3.0,6.0,3.0,,4.0,1.0,5.0,33.0,3.0,8.0,28.0,1.0,4.0,1.0,208.0,90.0,10.0,3.0,2.0,54.0,19.0,,1.0,52.0,56.0,7.0,142.0,91.0,10.0,4.0,79.0,3.0,8.0,257.0,22.0,3.0,32.0,30.0,3.0,6.0,4.0,6.0,4.0,11.0,12.0,12.0,126.0,50.0,9.0,2.0,1972.0,23.0,14.0,949.0,1.0,275.0,81.0,124.0,438.0,438.0,11.0,36.0,43.0,54.0,360.0,,10.0,354.0,738.0,20.0,,40.0,240.0,40.0,10.0,85.0,57.0,57.0,237524.36352539065,492.0,5.0,768.0,10.0,31.0,56.0,2.0,951.0,35.0,15.0,13.0,28.0,3.0,15.0,1415.0,119.0,69.0,69.0,13.0,,19.0,46.0,20.0,14.0,,,12.0,12.0,1.0,,2.0,1.0,1.0,,14.0,4.0,1.0,2.0,4.0,,,,,,1.0,1.0,8.0,,3.0,3.0,,,1.0,,,,2.0,,4.0,3.0,11.0,1.0,5.0,3.0,,2.0,,,1.0,,1.0,29.0,17.0,13.0,6.0,,1.0,4.0,2.0,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12212,17457.0,José Izquierdo,José,Izquierdo,1992-07-07,Colombia,Colombia,21.0,F,Left Winger,210,54.0,7.0,100.0,3.0,4.0,153.0,2.0,15.0,3.0,15.0,6.0,90.0,59.0,8.0,7.0,5.0,2.0,,,,,,5.0,1.0,,1.0,,3.0,,2.0,7.0,13.0,,3.0,14.0,1.0,,,53.0,46.0,,,,14.0,10.0,0.0,,3.0,12.0,3.0,54.0,36.0,7.0,2.0,16.0,2.0,6.0,60.0,9.0,,10.0,9.0,,1.0,,,2.0,16.0,5.0,5.0,20.0,17.0,6.0,1.0,794.0,5.0,3.0,205.0,1.0,69.0,3.0,11.0,102.0,102.0,2.0,29.0,15.0,14.0,72.0,,7.0,63.0,153.0,6.0,,6.0,73.0,9.0,7.0,24.0,6.0,6.0,94048.60754394533,83.0,6.0,138.0,10.0,3.0,13.0,4.0,205.0,15.0,5.0,6.0,15.0,,3.0,345.0,26.0,18.0,18.0,5.0,,6.0,13.0,3.0,9.0,1.0,,1.0,1.0,1.0,,1.0,,,,6.0,,,1.0,,,,,,,,,2.0,,4.0,3.0,,,2.0,,,,2.0,,1.0,,5.0,1.0,3.0,,,1.0,,1.0,,,,7.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
33056,288939.0,Jaroslaw Jach,Jaroslaw,Jach,1994-02-17,Poland,Poland,,D,Defender,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49150,302454.0,Ben Jackson,Ben,Jackson,2001-02-22,England,England,13.0,D,Left Full Back,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3222,300740.0,Phil Jagielka,Phil,Jagielka,1982-08-17,England,England,19.0,D,Centre Central Defender,210,110.0,5.0,33.0,,11.0,143.0,1.0,15.0,14.0,7.0,2.0,20.0,11.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,14.0,14.0,,,1.0,1.0,3.0,,,,,2.0,20.0,24.0,13.0,6.0,23.0,,2.0,75.0,4.0,1.0,2.0,2.0,,,,,6.0,29.0,2.0,2.0,60.0,48.0,1.0,3.0,330.0,1.0,1.0,182.0,0.0,20.0,17.0,3.0,51.0,51.0,,8.0,6.0,1.0,43.0,,,6.0,136.0,1.0,,2.0,125.0,23.0,13.0,,,,36757.64025878906,27.0,1.0,67.0,17.0,,38.0,,192.0,1.0,,3.0,7.0,,1.0,228.0,6.0,2.0,2.0,3.0,,4.0,,,5.0,,,,,1.0,,5.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,2.0,,1.0,,,,,,,,21.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15480,282098.0,Alireza Jahanbakhsh,Alireza,Jahanbakhsh,1993-08-11,Iran,Iran,9.0,F,Forward,210,75.0,6.0,123.0,9.0,11.0,192.0,3.0,18.0,11.0,19.0,12.0,114.0,85.0,7.0,14.0,4.0,2.0,,,,,,3.0,3.0,,1.0,1.0,3.0,4.0,5.0,13.0,16.0,,6.0,20.0,2.0,2.0,2.0,66.0,76.0,,,,33.0,19.0,,5.0,12.0,21.0,3.0,102.0,62.0,2.0,0.0,28.0,2.0,19.0,79.0,12.0,,16.0,12.0,,,,,0.0,15.0,11.0,11.0,54.0,25.0,11.0,3.0,1019.0,3.0,6.0,273.0,0.0,46.0,46.0,33.0,187.0,187.0,8.0,40.0,28.0,33.0,78.0,,10.0,68.0,188.0,16.0,,5.0,100.0,16.0,2.0,36.0,23.0,19.0,117648.083984375,114.0,10.0,200.0,11.0,10.0,27.0,6.0,277.0,21.0,9.0,7.0,32.0,1.0,4.0,514.0,15.0,28.0,28.0,8.0,,5.0,11.0,5.0,18.0,2.0,2.0,6.0,4.0,4.0,1.0,,,,1.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,5.0,,1.0,3.0,,1.0,1.0,2.0,,,2.0,5.0,2.0,4.0,2.0,3.0,4.0,,,,2.0,,11.0,2.0,6.0,3.0,2.0,,1.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,
4786,6686.0,Eldin Jakupovic,Eldin,Jakupovic,1984-10-02,Switzerland,Switzerland,16.0,G,Goalkeeper,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3669,280528.0,Matty James,Matty,James,1991-07-22,England,England,6.0,M,Centre Central Midfielder,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10480,284325.0,Daryl Janmaat,Daryl,Janmaat,1989-07-22,Netherlands,Netherlands,53.0,D,Right Full Back,210,237.0,41.0,231.0,2.0,46.0,454.0,92.0,13.0,20.0,18.0,11.0,140.0,81.0,5.0,6.0,10.0,,,,,,,2.0,1.0,,3.0,1.0,1.0,2.0,3.0,6.0,10.0,,1.0,8.0,,,1.0,90.0,103.0,1.0,,,21.0,9.0,,,41.0,11.0,4.0,56.0,71.0,61.0,27.0,95.0,,16.0,252.0,17.0,,22.0,20.0,,2.0,,2.0,27.0,51.0,32.0,32.0,225.0,104.0,6.0,17.0,1522.0,7.0,1.0,589.0,6.0,11.0,143.0,82.0,257.0,257.0,10.0,64.0,29.0,21.0,32.0,,5.0,119.0,445.0,10.0,,13.0,280.0,92.0,61.0,21.0,61.0,61.0,182368.0483398437,186.0,,380.0,35.0,2.0,101.0,1.0,599.0,11.0,2.0,1.0,36.0,1.0,122.0,1032.0,22.0,15.0,15.0,1.0,,8.0,14.0,6.0,24.0,3.0,,14.0,14.0,,,12.0,,,,,5.0,,,,,,,,,,,2.0,,,3.0,,,,,,,,,,11.0,5.0,3.0,19.0,11.0,1.0,2.0,,,,,4.0,55.0,5.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
