id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,appearances,formation_place,mins_played,total_sub_on,wins,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,att_assist_openplay,att_bx_centre,att_cmiss_high,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_goal,att_hd_miss,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_lf_total,att_miss_high,att_miss_left,att_miss_right,att_obox_blocked,att_obx_centre,att_openplay,att_rf_goal,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_missed,big_chance_scored,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yardplus,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_shot,final_third_entries,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,head_clearance,head_pass,interception,interceptions_in_box,interception_won,last_man_tackle,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,own_goals,passes_left,passes_right,penalty_conceded,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shield_ball_oop,shot_off_target,six_yard_block,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_tackle,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,won_corners,won_tackle,yellow_card,dispossessed,won_contest,accurate_goal_kicks,accurate_keeper_throws,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,total_high_claim,cross_not_claimed,stand_catch,total_keeper_sweeper,att_assist_setplay,att_bx_right,att_cmiss_right,att_hd_post,att_ibox_post,att_post_high,big_chance_created,crosses_18yard,goal_assist,goal_assist_intentional,goal_assist_setplay,hit_woodwork,post_scoring_att,total_sub_off,accurate_corners_intobox,accurate_freekick_cross,accurate_through_ball,att_freekick_miss,att_freekick_target,att_freekick_total,att_obox_miss,att_obox_target,att_rf_target,att_sv_high_centre,clearance_off_line,corner_taken,fouled_final_third,foul_throw_in,freekick_cross,goal_assist_deadball,goal_assist_openplay,second_goal_assist,total_corners_intobox,total_through_ball,assist_own_goal,att_bx_left,att_cmiss_left,att_fastbreak,att_goal_high_left,att_goal_high_right,att_miss_high_right,att_obp_goal,att_pen_goal,att_post_right,att_sv_high_left,dangerous_play,goals_openplay,hand_ball,penalty_won,shot_fastbreak,total_fastbreak,total_pull_back,accurate_pull_back,att_one_on_one,attempts_obox,att_cmiss_high_right,att_goal_high_centre,att_lg_centre,att_miss_high_left,att_obox_goal,att_sv_high_right,times_tackled,winning_goal,assist_pass_lost,error_lead_to_goal,att_obxd_left,att_obx_right,assist_attempt_saved,assist_free_kick_won,att_obxd_right,att_cmiss_high_left,att_obox_post,att_post_left,goal_fastbreak,assist_penalty_won,att_obx_left,att_freekick_goal,red_card,second_yellow,att_pen_target,assist_blocked_shot,accurate_keeper_sweeper,dive_catch,att_freekick_post,att_corner,penalty_faced,penalty_save,stand_save,assist_post,att_pen_post,att_lg_left,att_lg_right,back_pass,att_pen_miss
2647,23566.0,Joseph O'Brien,Joseph,O'Brien,1986-02-17,Ireland,Ireland,,D,Right Full Back,27,9.0,12.0,526.0,3.0,4.0,73.0,6.0,5.0,5.0,,75.0,1.0,,10.0,143.0,38.0,8.0,14.0,7.0,64.0,29.0,,5.0,1.0,,,,,,1.0,,1.0,,,2.0,,,,1.0,,1.0,1.0,,,1.0,,,,,,,37.0,22.0,,,7.0,4.0,,3.0,,3.0,,21.0,36.0,7.0,33.0,22.0,,44.0,8.0,78.0,6.0,,11.0,10.0,1.0,22.0,24.0,7.0,1.0,7.0,1.0,53.0,36.0,15.0,5.0,4.0,3.0,1.0,4.0,,176.0,5.0,,,1.0,68.0,,5.0,1.0,62.0,62.0,1.0,13.0,8.0,4.0,11.0,,2.0,,39.0,141.0,2.0,5.0,78.0,14.0,33.0,3.0,13.0,13.0,61.0,1.0,114.0,9.0,,25.0,,179.0,2.0,13.0,49.0,338.0,,5.0,5.0,8.0,2.0,7.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,10.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10425,21845.0,Stefan O'Connor,Stefan,O'Connor,1997-01-23,England,England,,D,Centre Central Defender,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4765,161080.0,Stuart O'Keefe,Stuart,O'Keefe,1991-03-04,England,England,4.0,M,Centre Central Midfielder,27,2.0,8.0,84.0,1.0,,9.0,2.0,,,,17.0,,1.0,1.0,26.0,,,1.0,1.0,10.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,,,,3.0,,1.0,,,,6.0,5.0,,1.0,,,4.0,3.0,13.0,1.0,,3.0,1.0,2.0,,1.0,1.0,,1.0,,8.0,3.0,3.0,2.0,1.0,,,1.0,,30.0,,,,1.0,7.0,,1.0,,8.0,8.0,,1.0,6.0,3.0,7.0,,,,4.0,24.0,2.0,1.0,10.0,4.0,1.0,,,,8.0,,22.0,,1.0,2.0,,32.0,,3.0,,43.0,,,,1.0,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4439,43565.0,Liam O'Neil,Liam,O'Neil,1993-07-31,England,England,8.0,M,Centre Central Midfielder,27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8233,299645.0,Luke O'Neill,Luke,O'Neill,1991-08-20,England,England,18.0,D,Right Full Back,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,130648.0,John O'Shea,John,O'Shea,1981-04-30,Ireland,Ireland,4.0,D,Centre Central Defender,27,37.0,197.0,3271.0,,6.0,770.0,61.0,,,2.0,322.0,10.0,1.0,80.0,1092.0,9.0,48.0,77.0,12.0,316.0,285.0,,6.0,6.0,,,,,,1.0,,1.0,5.0,,2.0,,,,1.0,1.0,,,,,,,2.0,2.0,,,,100.0,165.0,,,6.0,27.0,5.0,15.0,12.0,1.0,17.0,91.0,150.0,6.0,182.0,107.0,,126.0,28.0,548.0,37.0,,53.0,47.0,6.0,107.0,179.0,73.0,30.0,73.0,,400.0,283.0,167.0,14.0,25.0,14.0,1.0,5.0,,1297.0,23.0,1.0,1.0,124.0,149.0,1.0,10.0,4.0,273.0,273.0,,125.0,40.0,27.0,299.0,1.0,2.0,3.0,92.0,1047.0,13.0,6.0,854.0,125.0,182.0,10.0,3.0,3.0,176.0,9.0,496.0,57.0,1.0,169.0,1.0,1347.0,7.0,49.0,9.0,1766.0,2.0,7.0,7.0,16.0,7.0,35.0,4.0,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10531,14127.0,Mani O'Sullivan,Mani,O'Sullivan,1993-09-18,England,England,37.0,M,Left/Right Winger,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4407,41596.0,Curtis Obeng,Curtis,Obeng,1989-02-14,England,England,17.0,D,Defender,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3919,259102.0,Gabriel Obertan,Gabriel,Obertan,1989-02-26,France,France,4.0,M,Right Winger,27,13.0,56.0,651.0,5.0,4.0,34.0,2.0,6.0,5.0,9.0,114.0,,11.0,2.0,142.0,3.0,26.0,24.0,2.0,52.0,35.0,,12.0,3.0,,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,,,,2.0,1.0,1.0,4.0,3.0,1.0,6.0,,,,,44.0,44.0,1.0,,,11.0,2.0,6.0,1.0,,2.0,53.0,59.0,,3.0,2.0,,26.0,3.0,69.0,8.0,1.0,10.0,8.0,2.0,2.0,40.0,12.0,,12.0,,61.0,19.0,9.0,7.0,,,5.0,9.0,2.0,195.0,1.0,1.0,,11.0,94.0,,5.0,,112.0,112.0,3.0,14.0,27.0,11.0,23.0,1.0,3.0,,65.0,140.0,3.0,14.0,42.0,5.0,3.0,21.0,24.0,23.0,96.0,26.0,179.0,4.0,11.0,8.0,1.0,197.0,7.0,11.0,3.0,341.0,,19.0,19.0,13.0,5.0,6.0,,10.0,13.0,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,23.0,1.0,1.0,,,,5.0,1.0,,,,,,2.0,,1.0,,,2.0,6.0,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
3731,281143.0,Jonathan Obika,Jonathan,Obika,1990-09-12,England,England,14.0,F,Centre Striker,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4204,41041.0,Peter Odemwingie,Peter,Odemwingie,1981-07-15,Uzbekistan,Nigeria,13.0,F,Centre Striker,27,7.0,7.0,190.0,6.0,3.0,22.0,2.0,2.0,2.0,,46.0,1.0,5.0,3.0,66.0,4.0,6.0,1.0,,13.0,13.0,,6.0,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,1.0,,,19.0,10.0,,,,6.0,,3.0,,4.0,3.0,17.0,18.0,,,,,5.0,1.0,23.0,1.0,,3.0,3.0,,,5.0,4.0,1.0,4.0,,39.0,4.0,1.0,1.0,1.0,,3.0,3.0,1.0,83.0,,,,4.0,16.0,,10.0,,35.0,35.0,1.0,6.0,3.0,6.0,3.0,,,,25.0,65.0,1.0,6.0,27.0,3.0,,11.0,9.0,9.0,35.0,,66.0,6.0,5.0,10.0,,84.0,1.0,9.0,4.0,133.0,,3.0,3.0,2.0,,7.0,,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10543,288987.0,Sheyi Ojo,Sheyi,Ojo,1997-06-19,England,England,14.0,M,Left/Right Winger,27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4719,263079.0,Jores Okore,Jores,Okore,1992-08-11,Cote D’Ivoire,Denmark,5.0,D,Centre Central Defender,27,23.0,113.0,2009.0,1.0,6.0,558.0,20.0,1.0,1.0,,214.0,11.0,,69.0,771.0,1.0,37.0,50.0,9.0,169.0,96.0,,6.0,3.0,,,1.0,,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,,1.0,,3.0,,,,,,2.0,2.0,,,,66.0,126.0,,1.0,1.0,24.0,1.0,17.0,4.0,3.0,5.0,84.0,144.0,1.0,149.0,100.0,2.0,77.0,21.0,377.0,22.0,1.0,35.0,31.0,4.0,100.0,72.0,65.0,16.0,65.0,,299.0,162.0,113.0,12.0,20.0,17.0,1.0,5.0,2.0,871.0,16.0,1.0,,11.0,135.0,1.0,13.0,3.0,145.0,145.0,1.0,86.0,39.0,24.0,152.0,2.0,3.0,,50.0,752.0,13.0,6.0,614.0,33.0,149.0,12.0,4.0,4.0,93.0,,284.0,61.0,,135.0,,894.0,6.0,51.0,1.0,1279.0,,6.0,6.0,35.0,1.0,38.0,6.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,2.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3734,154710.0,Jonas Olsson,Jonas,Olsson,1983-03-10,Sweden,Sweden,30.0,D,Centre Central Defender,27,13.0,54.0,823.0,4.0,4.0,142.0,7.0,,,,122.0,12.0,,30.0,264.0,,13.0,18.0,,91.0,77.0,,2.0,2.0,,,,,,2.0,,2.0,,1.0,2.0,,1.0,,1.0,,1.0,1.0,,,,,,1.0,,,,7.0,29.0,1.0,,3.0,2.0,,6.0,3.0,,3.0,23.0,29.0,3.0,35.0,16.0,,65.0,6.0,191.0,9.0,1.0,18.0,13.0,5.0,16.0,39.0,14.0,6.0,14.0,1.0,32.0,121.0,80.0,6.0,3.0,5.0,1.0,1.0,1.0,318.0,10.0,,,63.0,8.0,,11.0,,69.0,69.0,2.0,13.0,14.0,2.0,100.0,1.0,2.0,,40.0,253.0,1.0,2.0,154.0,13.0,35.0,1.0,,,75.0,1.0,176.0,43.0,,70.0,1.0,330.0,3.0,7.0,,415.0,,1.0,1.0,4.0,,5.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177,162430.0,Kenneth Omeruo,Kenneth,Omeruo,1993-10-17,Nigeria,Nigeria,4.0,D,Centre Central Defender,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10537,306504.0,Emmanuel Onariase,Emmanuel,Onariase,1996-10-21,England,England,,D,Defender,27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7490,162537.0,Josh Onomah,Josh,Onomah,1997-04-27,England,England,25.0,M,Left/Centre/Right Attacking Midfielder,27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728,153670.0,Nedum Onuoha,Nedum,Onuoha,1986-11-12,Nigeria,England,14.0,D,Centre Central Defender,27,23.0,81.0,1927.0,1.0,4.0,260.0,34.0,2.0,2.0,,216.0,20.0,,55.0,474.0,102.0,31.0,44.0,8.0,204.0,129.0,,8.0,3.0,,,,,,2.0,,2.0,2.0,,2.0,1.0,,,1.0,2.0,,1.0,2.0,4.0,4.0,,4.0,1.0,,,1.0,82.0,109.0,2.0,,14.0,28.0,4.0,12.0,1.0,9.0,2.0,80.0,129.0,14.0,143.0,100.0,,156.0,23.0,345.0,22.0,,40.0,33.0,7.0,100.0,72.0,39.0,4.0,39.0,,158.0,174.0,76.0,17.0,18.0,16.0,1.0,7.0,1.0,647.0,10.0,1.0,2.0,21.0,150.0,1.0,41.0,,278.0,278.0,1.0,65.0,43.0,28.0,76.0,7.0,4.0,,91.0,465.0,13.0,8.0,311.0,91.0,143.0,24.0,12.0,12.0,166.0,3.0,362.0,64.0,,135.0,2.0,661.0,9.0,55.0,152.0,1180.0,,8.0,8.0,17.0,6.0,44.0,2.0,6.0,15.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,2.0,,,,,,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
10465,315585.0,Divock Origi,Divock,Origi,1995-04-18,Belgium,Belgium,,F,Centre Striker,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4501,6285.0,Oscar,Oscar,dos Santos Emboaba Junior,1991-09-09,Brazil,Brazil,8.0,M,Centre Attacking Midfielder,27,28.0,256.0,2034.0,2.0,20.0,313.0,45.0,6.0,5.0,9.0,759.0,4.0,51.0,44.0,1066.0,12.0,38.0,31.0,26.0,110.0,114.0,5.0,28.0,21.0,1.0,,4.0,,,1.0,1.0,2.0,10.0,4.0,12.0,10.0,,3.0,10.0,2.0,7.0,11.0,16.0,36.0,59.0,6.0,60.0,,5.0,4.0,6.0,228.0,130.0,5.0,2.0,4.0,47.0,26.0,37.0,2.0,13.0,6.0,179.0,122.0,4.0,31.0,10.0,1.0,171.0,35.0,395.0,26.0,6.0,14.0,10.0,4.0,10.0,78.0,15.0,1.0,15.0,,330.0,128.0,80.0,2.0,4.0,1.0,15.0,21.0,23.0,1262.0,2.0,7.0,,219.0,148.0,,67.0,2.0,373.0,373.0,19.0,29.0,82.0,47.0,338.0,1.0,23.0,3.0,435.0,1037.0,25.0,36.0,347.0,76.0,31.0,49.0,38.0,32.0,574.0,27.0,982.0,15.0,56.0,79.0,4.0,1291.0,72.0,51.0,12.0,1713.0,10.0,30.0,30.0,22.0,20.0,42.0,5.0,41.0,18.0,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,8.0,16.0,8.0,7.0,,2.0,1.0,20.0,1.0,,3.0,1.0,2.0,6.0,10.0,7.0,13.0,1.0,,7.0,10.0,,3.0,,8.0,,6.0,5.0,,9.0,2.0,,1.0,1.0,2.0,,,1.0,1.0,,4.0,,,,,1.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
1887,2371.0,Leon Osman,Leon,Osman,1981-05-17,England,England,21.0,M,Centre/Right Attacking Midfielder,27,21.0,129.0,1274.0,8.0,9.0,216.0,26.0,2.0,2.0,4.0,393.0,2.0,44.0,24.0,607.0,3.0,23.0,11.0,12.0,95.0,78.0,,14.0,11.0,1.0,,1.0,1.0,,2.0,,2.0,3.0,2.0,7.0,9.0,1.0,3.0,10.0,2.0,1.0,6.0,,7.0,22.0,1.0,16.0,3.0,6.0,4.0,3.0,143.0,68.0,1.0,2.0,10.0,33.0,3.0,17.0,3.0,1.0,4.0,88.0,61.0,10.0,24.0,14.0,,111.0,17.0,261.0,13.0,2.0,14.0,13.0,1.0,14.0,36.0,15.0,,15.0,,129.0,90.0,60.0,8.0,3.0,2.0,8.0,8.0,16.0,712.0,,,,184.0,79.0,,34.0,1.0,188.0,188.0,3.0,24.0,41.0,33.0,193.0,,9.0,,217.0,593.0,10.0,16.0,241.0,53.0,24.0,23.0,15.0,13.0,286.0,11.0,500.0,12.0,45.0,48.0,1.0,726.0,28.0,20.0,4.0,956.0,,16.0,16.0,19.0,8.0,12.0,,24.0,13.0,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,2.0,11.0,2.0,1.0,,,,3.0,,,3.0,,,,2.0,5.0,11.0,,,2.0,3.0,,1.0,,2.0,2.0,2.0,6.0,,7.0,,1.0,,,,,,,,1.0,2.0,1.0,,1.0,3.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10420,160246.0,David Ospina,David,Ospina,1988-08-31,Colombia,Colombia,25.0,G,Goalkeeper,27,18.0,18.0,1620.0,,13.0,134.0,4.0,,,,143.0,79.0,,183.0,277.0,,,2.0,,119.0,83.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0,,,,,,,8.0,,3.0,,5.0,,18.0,4.0,,106.0,,417.0,18.0,,11.0,10.0,1.0,4.0,2.0,,,,,28.0,308.0,143.0,2.0,11.0,,1.0,1.0,,204.0,,,,52.0,26.0,,5.0,1.0,206.0,206.0,,27.0,,,37.0,,,,40.0,120.0,,2.0,174.0,8.0,18.0,,,,106.0,,308.0,189.0,,388.0,,482.0,,1.0,,634.0,,,,2.0,,1.0,,,,82.0,35.0,9.0,26.0,3.0,131.0,38.0,89.0,36.0,10.0,28.0,18.0,47.0,42.0,4.0,4.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,12.0,2.0,,,1.0,,5.0,,,,,,
4819,121630.0,Daniel Osvaldo,Daniel,Osvaldo,1986-01-12,Argentina,Italy,9.0,F,Centre Striker,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4504,98931.0,Bryan Oviedo,Bryan,Oviedo,1990-02-18,Costa Rica,Costa Rica,19.0,D,Left Full Back,27,6.0,6.0,318.0,4.0,1.0,55.0,5.0,3.0,2.0,,53.0,1.0,3.0,12.0,105.0,27.0,1.0,3.0,5.0,25.0,20.0,,1.0,,,,,,,,,,,,,,,1.0,3.0,,2.0,,,2.0,2.0,,,1.0,,,,22.0,26.0,,,2.0,12.0,,5.0,1.0,4.0,2.0,18.0,19.0,2.0,12.0,6.0,,21.0,6.0,70.0,2.0,,1.0,,1.0,6.0,8.0,4.0,1.0,4.0,,3.0,19.0,12.0,3.0,4.0,,,3.0,1.0,134.0,2.0,,,38.0,5.0,,9.0,,62.0,62.0,1.0,18.0,7.0,12.0,42.0,,2.0,,28.0,102.0,6.0,3.0,68.0,6.0,12.0,3.0,22.0,16.0,46.0,,91.0,8.0,3.0,23.0,1.0,137.0,3.0,9.0,29.0,246.0,,2.0,2.0,6.0,2.0,6.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,10.0,,,,,,,1.0,,,,,,2.0,1.0,,,,6.0,,,2.0,,,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
10535,170889.0,Reece Oxford,Reece,Oxford,1998-12-16,England,England,4.0,D,Centre Central Defender,27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
