id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_cmiss_high,att_cmiss_high_left,att_cmiss_left,att_freekick_goal,att_freekick_miss,att_freekick_target,att_freekick_total,att_goal_low_left,att_lf_total,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_sv_high_left,att_sv_high_right,att_sv_low_centre,ball_recovery,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,error_lead_to_shot,final_third_entries,formation_place,fouled_final_third,fouls,freekick_cross,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,head_clearance,interception,interceptions_in_box,interception_won,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,turnover,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_goal_kicks,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,att_bx_centre,att_bx_left,att_bx_right,att_fastbreak,att_goal_low_right,att_hd_miss,att_hd_post,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_post,att_ibox_target,att_lf_target,att_post_high,att_setpiece,att_sv_low_left,att_sv_low_right,goals_openplay,hit_woodwork,penalty_conceded,penalty_won,post_scoring_att,shot_fastbreak,six_yard_block,total_fastbreak,att_cmiss_high_right,att_cmiss_right,att_obp_goal,att_obx_right,att_pen_target,att_post_right,att_sv_high_centre,dangerous_play,head_pass,open_play_pass,successful_open_play_pass,touches_in_opp_box,att_lg_centre,offside_provoked,red_card,times_tackled,winning_goal,att_post_left,last_man_tackle,att_hd_goal,own_goals,gk_smother,clearance_off_line,goal_assist_setplay,accurate_freekick_cross,att_freekick_post,att_obox_post,att_pen_goal,goal_assist_deadball,attempts_ibox,att_goal_high_left,att_goal_high_right,att_goal_low_centre,att_lf_goal,goal_fastbreak,error_lead_to_goal,att_obxd_left,att_obxd_right,att_obx_left,att_pen_post,att_goal_high_centre,second_yellow,diving_save,attempts_obox,penalty_save,back_pass,att_lg_left,rescinded_red_card,backward_pass,rightside_pass,att_pen_miss,leftside_pass
3386,4599.0,Cory Sinnott,Cory,Sinnott,1990-08-21,England,England,,D,Defender,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,186383.0,Mohamed Sissoko,Mohamed,Sissoko,1985-01-22,France,Mali,4.0,M,Centre Defensive Midfielder,16,82.0,7.0,,,,2.0,122.0,,9.0,12.0,204.0,1.0,,11.0,18.0,9.0,34.0,43.0,6.0,,,,1.0,,,,,,3.0,1.0,,,2.0,3.0,1.0,1.0,4.0,1.0,7.0,8.0,1.0,1.0,5.0,,,,51.0,1.0,14.0,4.0,,1.0,1.0,18.0,2.0,62.0,69.0,23.0,15.0,,37.0,0.0,5.0,18.0,,6.0,1.0,4.0,3.0,1.0,,,,1.0,30.0,7.0,,7.0,24.0,12.0,1.0,2.0,553.0,4.0,2.0,2.0,3.0,19.0,52.0,11.0,1.0,104.0,86.0,12.0,13.0,26.0,6.0,60.0,6.0,100.0,12.0,41.0,9.0,,2.0,2.0,94.0,12.0,169.0,3.0,9.0,18.0,,267.0,9.0,1.0,3.0,34.0,1.0,,413.0,22.0,11.0,6.0,6.0,,22.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,,,2.0,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,3833.0,Robert Sissons,Robert,Sissons,1988-09-29,England,England,38.0,M,Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3035,4067.0,Josip Skoko,Josip,Skoko,1975-12-10,Australia,Australia,24.0,M,Midfielder,16,112.0,4.0,1.0,3.0,2.0,1.0,133.0,1.0,,17.0,242.0,,1.0,5.0,3.0,12.0,72.0,47.0,9.0,1.0,,,,,,,,,2.0,1.0,,,1.0,2.0,1.0,,3.0,3.0,7.0,8.0,,3.0,6.0,,1.0,1.0,64.0,1.0,11.0,,4.0,1.0,7.0,9.0,2.0,39.0,56.0,8.0,1.0,,55.0,4.0,1.0,13.0,1.0,7.0,,14.0,11.0,3.0,,,,,2.0,16.0,2.0,16.0,59.0,39.0,8.0,3.0,666.0,5.0,5.0,3.0,2.0,41.0,34.0,11.0,,92.0,86.0,12.0,10.0,42.0,4.0,50.0,10.0,125.0,14.0,14.0,5.0,4.0,13.0,9.0,87.0,3.0,189.0,10.0,,32.0,,301.0,8.0,3.0,5.0,34.0,,2.0,428.0,15.0,15.0,2.0,4.0,,27.0,4.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,5.0,52.0,45.0,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3404,163782.0,Martin Skrtel,Martin,Skrtel,1984-12-15,Slovakia,Slovakia,37.0,D,Centre Central Defender,16,308.0,26.0,,,,1.0,95.0,11.0,2.0,69.0,403.0,,,13.0,17.0,14.0,58.0,57.0,2.0,,1.0,,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,3.0,,1.0,3.0,,,1.0,74.0,1.0,4.0,7.0,,,,4.0,4.0,33.0,65.0,111.0,61.0,,72.0,0.0,1.0,12.0,,13.0,,10.0,7.0,3.0,,,,,94.0,27.0,1.0,27.0,128.0,68.0,1.0,9.0,1191.0,2.0,,1.0,3.0,33.0,51.0,13.0,,151.0,91.0,2.0,54.0,18.0,2.0,37.0,2.0,325.0,51.0,171.0,3.0,,,,82.0,2.0,164.0,41.0,2.0,112.0,,489.0,4.0,,1.0,33.0,,,743.0,8.0,12.0,9.0,3.0,1.0,27.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
2452,4194.0,Alexei Smertin,Alexei,Smertin,1975-05-01,Russia,Russia,16.0,M,Midfielder,16,87.0,8.0,,2.0,2.0,1.0,162.0,3.0,10.0,15.0,247.0,1.0,,6.0,6.0,15.0,103.0,78.0,6.0,,,,1.0,,,,,,3.0,3.0,,,3.0,,5.0,,6.0,,11.0,10.0,,,10.0,,,1.0,66.0,6.0,3.0,,,2.0,2.0,16.0,5.0,47.0,50.0,4.0,2.0,,59.0,80.0,2.0,20.0,,11.0,,22.0,18.0,4.0,1.0,,1.0,,3.0,11.0,,11.0,42.0,26.0,9.0,1.0,989.0,4.0,3.0,1.0,3.0,34.0,73.0,12.0,1.0,95.0,91.0,13.0,9.0,44.0,6.0,90.0,7.0,93.0,13.0,8.0,2.0,,4.0,4.0,137.0,4.0,225.0,11.0,11.0,24.0,,314.0,13.0,5.0,4.0,33.0,1.0,,419.0,11.0,11.0,1.0,,2.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,31.0,25.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
3089,4152.0,Johann Smith,Johann,Smith,1987-04-25,United States,United States,42.0,F,Forward,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3188,28363.0,Sam Sodje,Sam,Sodje,1980-07-14,Nigeria,Nigeria,18.0,D,Defender,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,27645.0,Nolberto Solano,Nolberto,Solano,1974-12-12,Peru,Peru,24.0,M,Midfielder,16,171.0,40.0,16.0,36.0,20.0,3.0,306.0,5.0,36.0,34.0,441.0,6.0,19.0,2.0,,24.0,102.0,95.0,17.0,11.0,2.0,,4.0,2.0,3.0,3.0,14.0,1.0,,4.0,,1.0,4.0,2.0,6.0,2.0,7.0,5.0,21.0,15.0,3.0,5.0,26.0,2.0,,1.0,91.0,7.0,16.0,1.0,67.0,35.0,26.0,18.0,7.0,60.0,49.0,14.0,2.0,,171.0,0.0,2.0,18.0,18.0,14.0,4.0,14.0,12.0,2.0,1.0,1.0,1.0,,2.0,21.0,1.0,21.0,119.0,54.0,8.0,5.0,1286.0,19.0,10.0,9.0,,30.0,149.0,109.0,,364.0,352.0,19.0,27.0,45.0,13.0,146.0,29.0,191.0,111.0,26.0,13.0,65.0,144.0,79.0,289.0,11.0,595.0,26.0,37.0,96.0,2.0,642.0,29.0,11.0,10.0,30.0,6.0,24.0,993.0,30.0,12.0,9.0,7.0,15.0,24.0,3.0,,,,,,,,,,,,,,,,,,4.0,1.0,,,1.0,2.0,,,2.0,1.0,2.0,4.0,1.0,,,,,1.0,,2.0,2.0,,,2.0,,,,,1.0,1.0,,,1.0,1.0,,3.0,55.0,45.0,,,,,,,1.0,,,,,,,3.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
1217,1425.0,Ole Gunnar Solskjaer,Ole Gunnar,Solskjaer,1973-02-26,Norway,Norway,20.0,F,Forward,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,135768.0,Alexandre Song,Alexandre,Song,1987-09-09,Cameroon,Cameroon,17.0,M,Centre Central Midfielder,16,195.0,7.0,,,,,62.0,1.0,2.0,32.0,257.0,,,7.0,13.0,9.0,36.0,26.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,35.0,,4.0,3.0,,,1.0,2.0,,15.0,35.0,41.0,25.0,2.0,31.0,0.0,,4.0,,5.0,,4.0,3.0,1.0,,,,2.0,35.0,12.0,2.0,12.0,35.0,23.0,1.0,6.0,467.0,,1.0,,4.0,26.0,13.0,4.0,1.0,49.0,38.0,1.0,22.0,12.0,1.0,24.0,1.0,206.0,14.0,52.0,2.0,,1.0,1.0,42.0,,86.0,7.0,2.0,42.0,,291.0,1.0,,4.0,17.0,,,386.0,2.0,3.0,8.0,2.0,,13.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970,101447.0,Franck Songo'o,Franck,Songo'o,1987-05-14,Cameroon,Cameroon,23.0,M,Midfielder,16,2.0,,,,,,5.0,,,,7.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,3.0,4.0,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,1.0,,25.0,,,,,2.0,2.0,,,6.0,6.0,1.0,,,,2.0,,2.0,,,3.0,,,,5.0,,8.0,,,,,10.0,,,1.0,1.0,,,16.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,176852.0,Ibrahima Sonko,Ibrahima,Sonko,1981-01-22,Senegal,Senegal,31.0,D,Defender,16,96.0,12.0,,1.0,1.0,2.0,50.0,9.0,,17.0,145.0,,35.0,12.0,33.0,16.0,129.0,83.0,3.0,,,,2.0,,,,,,,1.0,,,2.0,3.0,,,,,,1.0,,1.0,1.0,,,3.0,63.0,,7.0,,,,2.0,7.0,3.0,41.0,64.0,110.0,66.0,2.0,81.0,0.0,,14.0,,15.0,,29.0,25.0,4.0,1.0,1.0,1.0,,113.0,23.0,6.0,23.0,107.0,52.0,10.0,16.0,1254.0,,4.0,3.0,12.0,14.0,44.0,27.0,2.0,216.0,141.0,2.0,42.0,19.0,6.0,27.0,4.0,114.0,21.0,185.0,2.0,,2.0,2.0,70.0,3.0,112.0,33.0,,41.0,,224.0,9.0,2.0,1.0,21.0,,88.0,594.0,21.0,9.0,3.0,1.0,2.0,16.0,2.0,,,,,,,,,,,,,,,,,,9.0,,,,,6.0,,2.0,8.0,,,6.0,,3.0,,,5.0,,,,,4.0,,,,,,,1.0,,,,,,,,,,,,22.0,1.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518,142305.0,Jonathan Spector,Jonathan,Spector,1986-03-01,United States,United States,2.0,D,Left/Right Full Back,16,225.0,16.0,,4.0,4.0,,116.0,15.0,,31.0,337.0,1.0,37.0,8.0,20.0,26.0,111.0,118.0,4.0,,,,,,,,,,2.0,,,,2.0,1.0,,,,,,4.0,,,1.0,,,,82.0,,9.0,1.0,,2.0,10.0,7.0,7.0,41.0,85.0,91.0,51.0,1.0,88.0,60.0,,13.0,,13.0,,20.0,17.0,3.0,,,,1.0,80.0,19.0,2.0,19.0,123.0,52.0,9.0,16.0,1316.0,2.0,2.0,2.0,11.0,24.0,52.0,27.0,,218.0,161.0,5.0,49.0,28.0,4.0,50.0,4.0,253.0,36.0,148.0,10.0,,12.0,12.0,107.0,4.0,223.0,66.0,,74.0,,464.0,6.0,1.0,13.0,46.0,1.0,47.0,794.0,19.0,14.0,10.0,5.0,,30.0,1.0,,,,,,,,,,,,,,,,,,4.0,,1.0,,,1.0,1.0,1.0,3.0,,,3.0,1.0,2.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,,,,,,,2.0,17.0,10.0,2.0,,10.0,,,,1.0,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
239,97061.0,Gary Speed,Gary,Speed,1969-09-08,Wales,Wales,15.0,M,Midfielder,16,107.0,18.0,1.0,5.0,4.0,1.0,178.0,3.0,4.0,41.0,280.0,,7.0,9.0,9.0,14.0,82.0,60.0,3.0,2.0,,,,,1.0,,1.0,,9.0,2.0,,1.0,1.0,2.0,3.0,,4.0,3.0,10.0,14.0,,,4.0,,2.0,,74.0,5.0,5.0,1.0,3.0,3.0,6.0,14.0,5.0,38.0,52.0,24.0,9.0,,96.0,128.0,3.0,11.0,4.0,11.0,1.0,18.0,15.0,3.0,,,,1.0,22.0,13.0,,13.0,66.0,34.0,6.0,4.0,972.0,1.0,4.0,6.0,1.0,79.0,47.0,32.0,2.0,175.0,152.0,19.0,13.0,42.0,6.0,88.0,5.0,134.0,34.0,47.0,3.0,3.0,16.0,13.0,152.0,10.0,274.0,20.0,4.0,69.0,1.0,392.0,17.0,4.0,3.0,21.0,,20.0,576.0,30.0,19.0,3.0,3.0,9.0,16.0,2.0,,,,,,,,,,,,,,,,,,6.0,,1.0,1.0,,1.0,,2.0,4.0,2.0,1.0,2.0,,2.0,3.0,,1.0,1.0,2.0,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
8679,40941.0,Scott Spencer,Scott,Spencer,1989-01-01,England,England,,F,Forward,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,42275.0,Graham Stack,Graham,Stack,1981-09-26,Ireland,Ireland,1.0,G,Goalkeeper,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2989,4617.0,Paul Stalteri,Paul,Stalteri,1977-10-18,Canada,Canada,17.0,D,Defender,16,247.0,18.0,,8.0,8.0,,252.0,4.0,3.0,31.0,491.0,,150.0,7.0,6.0,16.0,97.0,96.0,7.0,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,,2.0,2.0,,,1.0,,,,86.0,1.0,14.0,4.0,,22.0,20.0,19.0,2.0,52.0,79.0,71.0,26.0,,131.0,24.0,1.0,14.0,,16.0,,20.0,15.0,5.0,1.0,,1.0,1.0,35.0,11.0,2.0,11.0,146.0,72.0,8.0,16.0,1372.0,3.0,5.0,,1.0,22.0,175.0,31.0,,251.0,213.0,9.0,45.0,32.0,1.0,115.0,8.0,279.0,46.0,109.0,7.0,,42.0,42.0,182.0,,389.0,32.0,3.0,74.0,,626.0,2.0,4.0,,53.0,,172.0,1067.0,22.0,13.0,6.0,7.0,4.0,34.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3278,185940.0,Marek Stech,Marek,Stech,1990-01-28,Czech Republic,Czech Republic,24.0,G,Goalkeeper,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3457,166336.0,Jason Steele,Jason,Steele,1990-08-18,England,England,,G,Goalkeeper,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,27653.0,Dejan Stefanovic,Dejan,Stefanovic,1974-10-28,Serbia,Serbia,,D,Defender,16,110.0,5.0,,,,1.0,54.0,19.0,,19.0,164.0,,,17.0,27.0,13.0,136.0,61.0,,1.0,,,2.0,,1.0,,1.0,,2.0,1.0,,,3.0,1.0,,,1.0,,1.0,2.0,,,,,,1.0,49.0,1.0,10.0,1.0,,,1.0,1.0,5.0,48.0,63.0,139.0,84.0,,104.0,0.0,,21.0,,13.0,,23.0,22.0,1.0,,,,1.0,147.0,24.0,4.0,22.0,114.0,36.0,7.0,34.0,1170.0,,1.0,1.0,14.0,34.0,14.0,26.0,3.0,227.0,118.0,1.0,32.0,16.0,5.0,33.0,1.0,128.0,14.0,248.0,2.0,,1.0,1.0,109.0,1.0,151.0,87.0,,83.0,,278.0,7.0,,,25.0,,,609.0,7.0,9.0,1.0,2.0,1.0,18.0,4.0,,,,,,,,,,,,,,,,,,5.0,1.0,,,,4.0,,1.0,5.0,1.0,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3349,4533.0,Grétar Steinsson,Grétar,Steinsson,1982-01-09,Iceland,Iceland,2.0,D,Right Full Back,16,100.0,20.0,,8.0,8.0,,147.0,12.0,1.0,20.0,239.0,1.0,98.0,10.0,22.0,16.0,124.0,113.0,8.0,1.0,1.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,,3.0,,3.0,,6.0,8.0,,1.0,8.0,,,2.0,95.0,5.0,11.0,7.0,,23.0,12.0,10.0,5.0,50.0,91.0,73.0,35.0,,144.0,0.0,2.0,16.0,,16.0,,18.0,14.0,4.0,1.0,1.0,1.0,,62.0,23.0,2.0,23.0,148.0,63.0,7.0,20.0,1392.0,6.0,4.0,3.0,12.0,6.0,134.0,46.0,3.0,314.0,254.0,17.0,37.0,41.0,5.0,73.0,10.0,125.0,50.0,133.0,8.0,,35.0,35.0,150.0,2.0,286.0,45.0,1.0,62.0,2.0,376.0,13.0,1.0,,46.0,1.0,170.0,845.0,14.0,18.0,4.0,5.0,16.0,35.0,2.0,,,,,,,,,,,,,,,,,,4.0,,1.0,,,,1.0,1.0,2.0,2.0,,1.0,1.0,3.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,7.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3196,19054.0,Stephen Hunt,Stephen,Hunt,1981-08-01,Ireland,Ireland,42.0,M,Midfielder,16,176.0,28.0,11.0,39.0,29.0,13.0,427.0,6.0,30.0,37.0,564.0,1.0,45.0,20.0,11.0,37.0,322.0,258.0,17.0,5.0,,,2.0,,1.0,2.0,5.0,2.0,31.0,6.0,2.0,,7.0,5.0,4.0,,8.0,4.0,17.0,39.0,1.0,3.0,13.0,,2.0,4.0,209.0,11.0,33.0,6.0,49.0,90.0,40.0,94.0,6.0,261.0,215.0,46.0,14.0,,188.0,407.0,41.0,35.0,19.0,37.0,5.0,64.0,55.0,9.0,4.0,3.0,4.0,2.0,23.0,70.0,7.0,70.0,142.0,62.0,21.0,11.0,3316.0,11.0,15.0,18.0,10.0,286.0,102.0,87.0,3.0,625.0,598.0,83.0,42.0,84.0,23.0,262.0,26.0,219.0,63.0,73.0,119.0,45.0,189.0,149.0,434.0,34.0,795.0,33.0,31.0,82.0,5.0,825.0,52.0,2.0,,84.0,1.0,52.0,1729.0,144.0,82.0,10.0,38.0,36.0,63.0,6.0,,,,,,,,,,,,,,,,,,22.0,2.0,1.0,3.0,,4.0,,3.0,8.0,7.0,5.0,12.0,,9.0,7.0,2.0,,3.0,3.0,2.0,3.0,,1.0,3.0,3.0,2.0,3.0,,4.0,,1.0,,,1.0,1.0,5.0,57.0,42.0,1.0,,3.0,,5.0,0.0,1.0,,1.0,,,,,4.0,,3.0,2.0,,,1.0,,2.0,3.0,,,,,1.0,,,,,,,,,,,,,
1974,19963.0,Stephen Kelly,Stephen,Kelly,1983-09-06,Ireland,Ireland,2.0,D,Left/Right Full Back,16,239.0,36.0,,11.0,11.0,2.0,308.0,32.0,2.0,49.0,536.0,1.0,249.0,22.0,31.0,38.0,359.0,270.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0,,26.0,3.0,,28.0,32.0,22.0,11.0,117.0,139.0,214.0,85.0,1.0,352.0,76.0,8.0,36.0,,38.0,,62.0,57.0,5.0,,,,1.0,157.0,55.0,4.0,55.0,375.0,155.0,19.0,40.0,3420.0,4.0,5.0,,19.0,37.0,265.0,90.0,8.0,731.0,600.0,13.0,104.0,75.0,,153.0,9.0,316.0,121.0,345.0,14.0,,60.0,60.0,352.0,3.0,650.0,134.0,2.0,169.0,,906.0,,,,73.0,1.0,386.0,1939.0,49.0,33.0,8.0,2.0,12.0,56.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,17.0,,,,,2.0,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
3378,4585.0,Mile Sterjovski,Mile,Sterjovski,1979-05-27,Australia,Australia,16.0,M,Midfielder,16,43.0,3.0,1.0,6.0,5.0,4.0,93.0,,17.0,3.0,130.0,,6.0,11.0,6.0,12.0,79.0,47.0,4.0,1.0,,,1.0,,,,,,5.0,,1.0,,1.0,1.0,2.0,,2.0,1.0,5.0,8.0,,2.0,5.0,2.0,,,32.0,3.0,5.0,,1.0,11.0,9.0,21.0,2.0,58.0,39.0,5.0,1.0,,17.0,0.0,5.0,12.0,,9.0,,20.0,17.0,3.0,1.0,1.0,1.0,,2.0,7.0,,7.0,14.0,9.0,10.0,6.0,692.0,4.0,2.0,4.0,1.0,9.0,56.0,15.0,2.0,98.0,90.0,8.0,5.0,19.0,3.0,42.0,6.0,50.0,7.0,13.0,13.0,1.0,21.0,20.0,70.0,15.0,145.0,,18.0,7.0,,174.0,10.0,6.0,3.0,12.0,,6.0,300.0,20.0,17.0,,4.0,9.0,9.0,,,,,,,,,,,,,,,,,,,2.0,,3.0,2.0,,,,,,1.0,,1.0,,3.0,2.0,,,1.0,1.0,,,,,,2.0,,2.0,,,,,,,,,7.0,21.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
