id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_cmiss_high,att_cmiss_left,att_cmiss_right,att_corner,att_freekick_miss,att_freekick_total,att_goal_low_left,att_hd_miss,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_high,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,final_third_entries,fouled_final_third,fouls,freekick_cross,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,head_pass,interception,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,total_pull_back,accurate_flick_on,att_bx_left,att_bx_right,att_fastbreak,att_goal_high_left,att_hd_target,att_ibox_goal,att_lf_goal,att_miss_high_right,att_obox_post,att_obxd_left,att_one_on_one,att_post_left,att_sv_low_left,big_chance_scored,clean_sheet,hit_woodwork,outfielder_block,overrun,post_scoring_att,shot_fastbreak,total_fastbreak,total_flick_on,accurate_cross_nocorner,accurate_through_ball,assist_blocked_shot,att_goal_low_centre,att_hd_goal,att_post_high,att_sv_high_centre,att_sv_high_left,goal_fastbreak,shield_ball_oop,six_yard_block,foul_throw_in,hand_ball,interceptions_in_box,penalty_conceded,accurate_freekick_cross,assist_pass_lost,att_assist_setplay,att_cmiss_high_left,att_freekick_goal,att_freekick_target,att_goal_high_centre,att_goal_high_right,att_ibox_post,att_lg_centre,att_miss_high_left,att_pen_goal,att_pen_post,att_pen_target,att_sv_high_right,goal_assist_deadball,goal_assist_setplay,penalty_won,second_goal_assist,times_tackled,winning_goal,accurate_pull_back,clearance_off_line,att_cmiss_high_right,assist_penalty_won,gk_smother,att_goal_low_right,att_obx_left,assist_own_goal,accurate_goal_kicks,goal_kicks,own_goals,last_man_tackle,assist_attempt_saved,assist_free_kick_won,assist_handball_won,dangerous_play,att_obx_right,red_card,second_yellow,att_obxd_right,att_post_right,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,penalty_save,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,att_hd_post,att_freekick_post,assist_post,att_obp_goal,att_lg_right,fifty_fifty,rescinded_red_card
25309,276909.0,Juan Foyth,Juan,Foyth,1998-01-12,Argentina,Argentina,8.0,D,Right Full Back,274,26.0,2.0,,,20.0,,,2.0,46.0,8.0,1.0,3.0,4.0,2.0,4.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,9.0,,,1.0,1.0,,1.0,,,,1.0,3.0,7.0,12.0,1.0,2.0,1.0,1.0,,6.0,,2.0,,21.0,1.0,,3.0,2.0,1.0,,,,,1.0,3.0,1.0,1.0,23.0,7.0,3.0,,1.0,66.0,,,1.0,,55.0,2.0,12.0,,,16.0,16.0,,5.0,4.0,1.0,6.0,,9.0,45.0,1.0,1.0,30.0,6.0,2.0,4.0,,,,12.0,26.0,2.0,,6.0,,56.0,,1.0,3.0,7.0,,8.0,86.0,,1.0,1.0,1.0,1.0,2.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8044,10045.0,Simon Francis,Simon,Francis,1985-02-16,England,England,2.0,D,Centre/Right Central Defender,274,276.0,21.0,,3.0,120.0,9.0,,30.0,393.0,30.0,32.0,48.0,15.0,4.0,116.0,52.0,3.0,,4.0,2.0,,,,2.0,,,,,0.0,3.0,,0.0,,,,,,,,,,,1.0,,,2.0,,,,46.0,62.0,1.0,,5.0,13.0,3.0,10.0,,6.0,10.0,2.0,1.0,54.0,66.0,5.0,66.0,40.0,,,68.0,,7.0,,227.0,10.0,,21.0,18.0,3.0,,,,,40.0,73.0,20.0,20.0,166.0,100.0,43.0,11.0,14.0,965.0,5.0,2.0,2.0,0.0,508.0,15.0,118.0,15.0,2.0,151.0,151.0,1.0,46.0,15.0,13.0,81.0,,49.0,386.0,5.0,4.0,325.0,58.0,66.0,7.0,,16.0,16.0,94.0,211.0,41.0,,93.0,,520.0,3.0,,5.0,13.0,,30.0,726.0,12.0,4.0,4.0,1.0,3.0,4.0,2.0,9.0,3.0,,2.0,,1.0,,,0.0,,,,,,,,,,1.0,,12.0,1.0,,,,5.0,3.0,,,,,,,,,1.0,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24238,131647.0,Marcel Franke,Marcel,Franke,1993-04-05,Germany,Germany,,D,Defender,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8052,222336.0,Ryan Fraser,Ryan,Fraser,1994-02-24,Scotland,Scotland,21.0,M,Left/Right Winger,274,192.0,28.0,12.0,27.0,450.0,1.0,12.0,27.0,615.0,16.0,25.0,6.0,28.0,6.0,224.0,149.0,19.0,8.0,28.0,4.0,1.0,,1.0,2.0,1.0,2.0,,,,7.0,2.0,10.0,5.0,9.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,7.0,22.0,1.0,6.0,18.0,1.0,7.0,1.0,174.0,97.0,5.0,5.0,7.0,41.0,10.0,15.0,64.0,75.0,19.0,19.0,5.0,81.0,66.0,7.0,17.0,11.0,,,99.0,14.0,10.0,28.0,212.0,21.0,1.0,34.0,30.0,4.0,,4.0,4.0,1.0,11.0,37.0,15.0,15.0,127.0,44.0,23.0,16.0,4.0,2063.0,,19.0,25.0,12.0,738.0,251.0,84.0,202.0,1.0,369.0,369.0,8.0,45.0,44.0,41.0,257.0,5.0,298.0,585.0,12.0,45.0,228.0,51.0,17.0,24.0,52.0,174.0,122.0,391.0,716.0,12.0,15.0,54.0,1.0,770.0,27.0,2.0,7.0,12.0,2.0,16.0,1203.0,58.0,28.0,28.0,36.0,7.0,12.0,21.0,6.0,2.0,4.0,2.0,11.0,3.0,5.0,,,,,,,1.0,1.0,,1.0,,4.0,,3.0,4.0,,5.0,5.0,7.0,15.0,2.0,,,,,1.0,1.0,,2.0,1.0,,,,,4.0,,12.0,,1.0,,,,,,,,,,,2.0,3.0,,,2.0,0.0,2.0,2.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5906,130050.0,Fred,Frederico,Rodrigues de Paula Santos,1993-03-05,Brazil,Brazil,17.0,M,Centre Central Midfielder,274,625.0,77.0,6.0,14.0,848.0,3.0,11.0,110.0,1459.0,9.0,19.0,9.0,29.0,33.0,164.0,90.0,8.0,32.0,29.0,5.0,3.0,1.0,,5.0,3.0,3.0,,,1.0,3.0,4.0,1.0,8.0,27.0,5.0,6.0,1.0,7.0,,16.0,9.0,30.0,31.0,,1.0,12.0,1.0,5.0,,208.0,234.0,3.0,,5.0,67.0,10.0,75.0,42.0,7.0,8.0,26.0,9.0,172.0,145.0,5.0,27.0,7.0,,,192.0,9.0,42.0,17.0,441.0,23.0,,26.0,23.0,3.0,,,,,7.0,32.0,38.0,38.0,504.0,210.0,162.0,7.0,12.0,2159.0,0.0,10.0,25.0,10.0,1617.0,273.0,166.0,87.0,1.0,347.0,347.0,13.0,95.0,126.0,67.0,515.0,20.0,389.0,1408.0,36.0,35.0,695.0,122.0,27.0,53.0,31.0,63.0,32.0,476.0,1036.0,28.0,11.0,165.0,1.0,1668.0,40.0,2.0,6.0,60.0,3.0,9.0,2185.0,26.0,45.0,45.0,36.0,13.0,40.0,10.0,32.0,8.0,3.0,2.0,2.0,1.0,1.0,,1.0,,,4.0,,,,,,,5.0,1.0,8.0,3.0,,1.0,1.0,5.0,8.0,,,,,,4.0,,,1.0,1.0,,2.0,2.0,,4.0,,6.0,1.0,,,,,,,4.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3958,314640.0,Ryan Fredericks,Ryan,Fredericks,1992-10-10,England,England,,D,Right Wing Back,274,251.0,26.0,,15.0,398.0,12.0,,31.0,634.0,148.0,36.0,36.0,27.0,15.0,228.0,104.0,1.0,2.0,18.0,,,,,,,,,,,,1.0,0.0,,1.0,1.0,,,2.0,,,0.0,2.0,3.0,,0.0,2.0,,,,138.0,113.0,3.0,,9.0,50.0,2.0,23.0,,48.0,11.0,12.0,6.0,116.0,149.0,9.0,64.0,31.0,,1.0,115.0,5.0,25.0,,359.0,25.0,,39.0,35.0,4.0,,3.0,3.0,3.0,31.0,96.0,24.0,24.0,291.0,127.0,57.0,13.0,25.0,2237.0,9.0,5.0,16.0,0.0,852.0,4.0,328.0,68.0,3.0,379.0,379.0,4.0,81.0,28.0,50.0,68.0,1.0,188.0,630.0,10.0,21.0,344.0,63.0,64.0,31.0,,59.0,59.0,257.0,571.0,62.0,1.0,106.0,,856.0,3.0,2.0,2.0,82.0,,204.0,1452.0,29.0,20.0,20.0,21.0,8.0,11.0,17.0,56.0,7.0,3.0,2.0,,1.0,,,,,,,,,,,,,6.0,,10.0,2.0,,,,5.0,15.0,,,,,,,,,1.0,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9567,281185.0,Kieron Freeman,Kieron,Freeman,1992-03-21,England,Wales,13.0,D,Left Full Back,274,,,,,1.0,,,,1.0,,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,6.0,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,1.0,,,2.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5371,311979.0,Christian Fuchs,Christian,Fuchs,1986-04-07,Austria,Austria,22.0,D,Left Full Back,274,256.0,16.0,,2.0,201.0,1.0,,26.0,455.0,60.0,18.0,19.0,11.0,1.0,56.0,28.0,0.0,5.0,2.0,,,,1.0,1.0,1.0,2.0,,,,0.0,,,1.0,5.0,1.0,1.0,1.0,1.0,,3.0,1.0,5.0,1.0,,,,1.0,,0.0,79.0,45.0,,,10.0,16.0,1.0,11.0,,7.0,8.0,2.0,2.0,36.0,35.0,10.0,23.0,13.0,1.0,,89.0,,2.0,1.0,231.0,8.0,,10.0,10.0,,,,,,13.0,44.0,17.0,17.0,39.0,98.0,53.0,3.0,7.0,769.0,3.0,1.0,1.0,1.0,552.0,154.0,5.0,29.0,1.0,156.0,156.0,,33.0,12.0,16.0,214.0,3.0,78.0,444.0,5.0,2.0,292.0,44.0,23.0,5.0,,16.0,16.0,122.0,287.0,23.0,,73.0,1.0,563.0,5.0,1.0,3.0,14.0,,76.0,771.0,1.0,11.0,11.0,,6.0,2.0,3.0,9.0,,,,0.0,,,,,,,,,,,,1.0,,2.0,,3.0,,,,,2.0,2.0,,,,,,,,,1.0,,,,1.0,,1.0,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12639,313317.0,Manolo Gabbiadini,Manolo,Gabbiadini,1991-11-26,Italy,Italy,23.0,F,Centre Striker,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19680,315355.0,Gabriel Jesus,Gabriel Fernando,de Jesus,1997-04-03,Brazil,Brazil,9.0,F,Second Striker,274,135.0,14.0,,2.0,394.0,,36.0,19.0,527.0,4.0,71.0,41.0,34.0,14.0,97.0,42.0,92.0,9.0,25.0,57.0,1.0,5.0,6.0,6.0,,,4.0,13.0,22.0,19.0,30.0,28.0,8.0,19.0,5.0,11.0,11.0,1.0,,1.0,6.0,9.0,93.0,7.0,18.0,56.0,1.0,18.0,6.0,203.0,85.0,4.0,24.0,,41.0,20.0,19.0,1.0,5.0,1.0,33.0,3.0,161.0,131.0,,6.0,6.0,,,28.0,10.0,27.0,,71.0,21.0,14.0,14.0,11.0,3.0,13.0,7.0,2.0,7.0,6.0,39.0,11.0,11.0,145.0,13.0,8.0,8.0,1.0,2027.0,1.0,9.0,23.0,48.0,594.0,107.0,63.0,20.0,3.0,186.0,186.0,29.0,16.0,40.0,41.0,190.0,33.0,237.0,512.0,25.0,32.0,149.0,16.0,6.0,59.0,,6.0,6.0,289.0,466.0,4.0,40.0,25.0,19.0,609.0,101.0,9.0,13.0,17.0,1.0,4.0,991.0,191.0,48.0,48.0,29.0,23.0,44.0,28.0,10.0,3.0,2.0,4.0,8.0,5.0,2.0,1.0,7.0,14.0,5.0,3.0,1.0,,6.0,1.0,9.0,10.0,6.0,3.0,1.0,3.0,2.0,2.0,2.0,13.0,2.0,,,2.0,2.0,1.0,1.0,,,3.0,7.0,,2.0,,,,1.0,,,,,,1.0,1.0,,1.0,,,1.0,0.0,,,0.0,,,,1.0,,2.0,,,6.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66104,166789.0,Gabriel Martinelli,Gabriel Teodoro,Martinelli Silva,2001-06-18,Brazil,Brazil,,M,Midfielder,274,32.0,2.0,,0.0,49.0,,3.0,2.0,81.0,1.0,37.0,8.0,14.0,4.0,73.0,34.0,11.0,1.0,2.0,5.0,,1.0,1.0,,,,,,1.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,,,1.0,,1.0,12.0,3.0,0.0,8.0,,1.0,1.0,35.0,34.0,,1.0,3.0,22.0,2.0,13.0,,20.0,2.0,12.0,8.0,92.0,46.0,3.0,5.0,4.0,,,5.0,1.0,9.0,,34.0,6.0,3.0,9.0,8.0,1.0,3.0,,,,4.0,14.0,3.0,3.0,18.0,8.0,2.0,3.0,6.0,655.0,,,2.0,5.0,115.0,30.0,9.0,16.0,1.0,127.0,127.0,4.0,16.0,14.0,22.0,29.0,5.0,31.0,80.0,14.0,2.0,46.0,4.0,5.0,32.0,,22.0,22.0,46.0,92.0,3.0,5.0,5.0,2.0,116.0,12.0,1.0,8.0,20.0,1.0,1.0,309.0,39.0,29.0,29.0,10.0,3.0,9.0,15.0,15.0,1.0,0.0,2.0,4.0,,1.0,,1.0,3.0,,1.0,,,,,,3.0,2.0,,1.0,5.0,,1.0,1.0,8.0,0.0,,,1.0,,,0.0,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,0.0,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24649,287506.0,Ethan Galbraith,Ethan,Galbraith,2001-05-11,Northern Ireland,Northern Ireland,22.0,M,Centre Central Midfielder,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33072,170108.0,Tony Gallacher,Tony,Gallacher,1999-07-23,Scotland,Scotland,54.0,D,Left/Right Full Back,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21887,284429.0,Conor Gallagher,Conor,Gallagher,2000-02-06,England,England,23.0,M,Centre Central Midfielder,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3868,256002.0,Luke Garbutt,Luke,Garbutt,1993-05-21,England,England,29.0,D,Left Full Back,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24635,277438.0,Eric García,Eric,García,2001-01-09,Spain,Spain,24.0,D,Centre Central Defender,274,404.0,7.0,,1.0,275.0,4.0,,26.0,678.0,1.0,20.0,11.0,13.0,3.0,49.0,18.0,2.0,,2.0,1.0,,,,2.0,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,39.0,38.0,,1.0,2.0,7.0,,4.0,,1.0,,0.0,,34.0,25.0,2.0,31.0,14.0,,,44.0,,9.0,,216.0,8.0,,7.0,5.0,2.0,,,,,14.0,17.0,18.0,18.0,247.0,107.0,94.0,2.0,5.0,790.0,11.0,,2.0,1.0,722.0,58.0,90.0,2.0,,54.0,54.0,,21.0,17.0,7.0,226.0,1.0,46.0,672.0,2.0,2.0,433.0,13.0,31.0,8.0,,1.0,1.0,56.0,296.0,19.0,,43.0,,728.0,2.0,2.0,5.0,6.0,,1.0,812.0,3.0,1.0,1.0,2.0,11.0,6.0,,1.0,1.0,,,,,,,1.0,,,,,,,,0.0,,3.0,,,,,,,,1.0,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23841,268420.0,James Garner,James,Garner,2001-03-13,England,England,37.0,M,Centre Central Midfielder,274,4.0,,,,10.0,,0.0,1.0,14.0,,,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,1.0,,,,,,1.0,1.0,,1.0,,,,1.0,1.0,0.0,,2.0,,,1.0,1.0,,,,,,,,,,4.0,,,,,8.0,,,,,14.0,2.0,3.0,,,,,,,1.0,,4.0,,4.0,14.0,,,4.0,,1.0,,,,,4.0,10.0,,0.0,1.0,,14.0,,,1.0,,,,16.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4771,135117.0,Dwight Gayle,Dwight,Gayle,1989-10-17,England,England,16.0,F,Centre Striker,274,37.0,1.0,,2.0,65.0,,5.0,3.0,100.0,1.0,50.0,21.0,20.0,4.0,72.0,50.0,21.0,2.0,4.0,11.0,1.0,3.0,1.0,5.0,,1.0,3.0,2.0,4.0,5.0,7.0,4.0,1.0,7.0,3.0,3.0,1.0,,,,2.0,2.0,16.0,3.0,4.0,11.0,1.0,3.0,1.0,51.0,17.0,2.0,5.0,,6.0,5.0,4.0,,2.0,1.0,11.0,7.0,71.0,48.0,,9.0,8.0,,,18.0,3.0,6.0,,31.0,10.0,4.0,15.0,12.0,3.0,2.0,2.0,1.0,2.0,8.0,33.0,2.0,2.0,23.0,8.0,4.0,10.0,1.0,849.0,,2.0,4.0,10.0,135.0,27.0,25.0,5.0,1.0,81.0,81.0,1.0,2.0,14.0,6.0,40.0,8.0,34.0,90.0,5.0,6.0,44.0,2.0,9.0,3.0,,3.0,3.0,57.0,104.0,2.0,7.0,6.0,2.0,145.0,23.0,8.0,10.0,12.0,,2.0,265.0,31.0,20.0,20.0,13.0,3.0,2.0,3.0,10.0,2.0,,4.0,4.0,1.0,1.0,,1.0,4.0,1.0,,,,1.0,1.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,20.0,2.0,,,0.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,0.0,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
4600,283240.0,Paulo Gazzaniga,Paulo,Gazzaniga,1992-01-02,Argentina,Argentina,21.0,G,Goalkeeper,274,220.0,23.0,,,51.0,22.0,,76.0,271.0,,1.0,5.0,18.0,1.0,150.0,84.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,1.0,,,,,,,,,,5.0,2.0,6.0,,7.0,1.0,1.0,,55.0,,1.0,,287.0,17.0,,26.0,22.0,4.0,,,,,1.0,1.0,1.0,1.0,115.0,196.0,48.0,8.0,11.0,1612.0,,1.0,,,249.0,33.0,14.0,3.0,3.0,188.0,188.0,,16.0,,,54.0,,14.0,170.0,,1.0,251.0,36.0,7.0,,,,,55.0,205.0,95.0,,260.0,,456.0,,,1.0,,,,603.0,,,,2.0,5.0,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,3.0,,,,77.0,142.0,,,,,,,,,,,,9.0,63.0,,,15.0,34.0,7.0,105.0,63.0,4.0,1.0,3.0,36.0,21.0,59.0,7.0,6.0,7.0,9.0,,,,,,,
20187,160893.0,Jean-Philippe Gbamin,Jean-Philippe,Gbamin,1995-09-25,Cote D’Ivoire,Cote D’Ivoire,25.0,M,Centre Central Midfielder,274,21.0,2.0,,,29.0,1.0,2.0,2.0,50.0,,2.0,3.0,2.0,1.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,8.0,,,,5.0,,1.0,,,,4.0,1.0,10.0,11.0,,4.0,3.0,,,13.0,,2.0,,25.0,1.0,,,,,,,,,3.0,7.0,1.0,1.0,19.0,8.0,3.0,,1.0,135.0,,,,,67.0,9.0,14.0,1.0,,27.0,27.0,1.0,1.0,6.0,5.0,15.0,,13.0,47.0,1.0,,30.0,8.0,4.0,3.0,,,,21.0,40.0,2.0,2.0,9.0,,70.0,,,1.0,4.0,,,94.0,,2.0,2.0,2.0,1.0,2.0,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50857,314733.0,Gedson Fernandes,Gedson,Carvalho Fernandes,1999-01-09,Sao Tome & Principe,Portugal,83.0,M,Centre Central Midfielder,274,9.0,,,2.0,26.0,,1.0,,33.0,4.0,1.0,,7.0,,4.0,4.0,0.0,1.0,2.0,,,,,,,,,,,,0.0,,,0.0,,,0.0,1.0,,,,1.0,1.0,,,1.0,,,,13.0,7.0,,,,5.0,1.0,2.0,,5.0,2.0,0.0,3.0,9.0,6.0,,,,,,2.0,1.0,,,11.0,,,1.0,1.0,,,,,,,2.0,1.0,1.0,7.0,3.0,,1.0,,62.0,,1.0,1.0,,39.0,6.0,14.0,7.0,1.0,23.0,23.0,1.0,2.0,4.0,5.0,8.0,0.0,18.0,33.0,2.0,2.0,11.0,3.0,,8.0,,7.0,7.0,19.0,35.0,,1.0,,,39.0,1.0,,7.0,2.0,,7.0,75.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,,,,,0.0,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74739,288400.0,Brooklyn Genesini,Brooklyn,Genesini,2001-12-12,England,England,,D,Right Full Back,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
