id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,formation_place,accurate_back_zone_pass,accurate_fwd_zone_pass,accurate_layoffs,accurate_pass,accurate_pull_back,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,backward_pass,ball_recovery,blocked_pass,challenge_lost,crosses_18yard,crosses_18yardplus,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouls,fwd_pass,goals_conceded,goals_conceded_ibox,hand_ball,head_clearance,head_pass,leftside_pass,long_pass_own_to_opp,losses,mins_played,open_play_pass,overrun,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_pull_back,total_sub_on,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,won_corners,won_tackle,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_launches,accurate_long_balls,att_assist_openplay,att_bx_centre,att_bx_right,att_cmiss_right,att_hd_miss,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_post,att_ibox_target,att_lf_target,att_lf_total,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_obx_right,att_openplay,att_post_left,att_rf_target,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_right,big_chance_missed,blocked_cross,blocked_scoring_att,corner_taken,dangerous_play,dispossessed,effective_blocked_cross,error_lead_to_shot,fouled_final_third,game_started,goals_conceded_obox,hit_woodwork,interception,interception_won,long_pass_own_to_opp_success,lost_corners,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,pen_goals_conceded,poss_won_att_3rd,post_scoring_att,shot_off_target,total_att_assist,total_corners_intobox,total_scoring_att,total_sub_off,wins,won_contest,clean_sheet,interceptions_in_box,second_goal_assist,yellow_card,att_cmiss_left,att_freekick_post,att_freekick_target,att_freekick_total,att_goal_high_centre,att_goal_low_left,att_hd_goal,att_hd_target,att_ibox_goal,att_lf_goal,att_miss_high,att_miss_high_left,att_obox_post,att_post_high,att_post_right,att_sv_high_centre,att_sv_high_left,att_sv_high_right,att_sv_low_left,big_chance_created,big_chance_scored,goals,goals_openplay,last_man_tackle,shield_ball_oop,total_offside,accurate_corners_intobox,accurate_freekick_cross,accurate_through_ball,att_assist_setplay,att_bx_left,error_lead_to_goal,freekick_cross,goal_assist,goal_assist_deadball,goal_assist_intentional,goal_assist_openplay,goal_assist_setplay,six_yard_block,total_through_ball,own_goals,penalty_conceded,assist_penalty_won,att_fastbreak,att_goal_low_centre,att_goal_low_right,att_obox_goal,att_one_on_one,att_rf_goal,goal_fastbreak,penalty_won,shot_fastbreak,total_fastbreak,att_cmiss_high,touches_in_opp_box,accurate_goal_kicks,accurate_keeper_throws,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,saved_ibox,saves,total_high_claim,assist_attempt_saved,att_goal_high_right,att_hd_post,att_pen_goal,att_pen_miss,red_card,second_yellow,att_cmiss_high_left,att_freekick_goal,att_freekick_miss,att_goal_high_left,att_lg_centre,clearance_off_line,foul_throw_in,att_cmiss_high_right,assist_pass_lost,assist_own_goal,att_obxd_left,att_obx_left,diving_save,attempts_obox,assist_blocked_shot,assist_free_kick_won,accurate_keeper_sweeper,cross_not_claimed,dive_catch,dive_save,gk_smother,penalty_faced,punches,saved_obox,stand_catch,stand_save,total_keeper_sweeper,assist_handball_won,assist_post,att_obxd_right,att_lg_left,attempts_ibox,att_obp_goal,att_corner,penalty_save,att_pen_target,att_pen_post
13388,277628.0,Callum Connolly,Callum,Connolly,1997-09-23,England,England,2.0,D,Left/Right Full Back,42,0.0,3.0,5.0,,8.0,,1.0,1.0,,1.0,,6.0,,5.0,1.0,2.0,,2.0,,1.0,1.0,,3.0,3.0,1.0,,1.0,1.0,1.0,,3.0,,1.0,1.0,,36.0,8.0,,,5.0,2.0,4.0,4.0,1.0,,2.0,1.0,2.0,8.0,2.0,3.0,,3.0,,2.0,2.0,2.0,,7.0,,,2.0,8.0,,1.0,,3.0,19.0,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8045,299844.0,Steve Cook,Steve,Cook,1991-04-19,England,England,27.0,D,Centre Central Defender,42,209.0,891.0,393.0,,1284.0,,6.0,64.0,123.0,36.0,8.0,255.0,166.0,62.0,162.0,26.0,18.0,1.0,,9.0,98.0,166.0,264.0,176.0,155.0,16.0,617.0,63.0,56.0,2.0,188.0,150.0,427.0,397.0,16.0,3195.0,1549.0,1.0,254.0,119.0,13.0,345.0,311.0,102.0,60.0,26.0,471.0,95.0,1258.0,9.0,994.0,136.0,298.0,4.0,1.0,1.0,186.0,1.0,584.0,132.0,,327.0,1577.0,,,33.0,8.0,2116.0,5.0,5.0,8.0,3.0,19.0,79.0,,,,41.0,175.0,6.0,16.0,1.0,,8.0,12.0,3.0,11.0,,3.0,,,1.0,3.0,3.0,2.0,1.0,1.0,4.0,,4.0,,2.0,11.0,5.0,1.0,,,8.0,5.0,,,3.0,8.0,2.0,1.0,36.0,7.0,,84.0,84.0,248.0,25.0,35.0,2.0,4.0,8.0,35.0,4.0,,,12.0,6.0,,25.0,1.0,11.0,3.0,7.0,12.0,,5.0,2.0,,,,,,2.0,2.0,4.0,,4.0,1.0,,,,,,2.0,1.0,1.0,1.0,4.0,,,3.0,2.0,,,,,,1.0,,,,,,,1.0,,,1.0,,,,2.0,,,2.0,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
3549,187933.0,Francis Coquelin,Francis,Coquelin,1991-05-13,France,France,19.0,M,Centre Defensive Midfielder,42,124.0,407.0,589.0,50.0,994.0,,,17.0,19.0,26.0,18.0,86.0,92.0,142.0,188.0,37.0,21.0,1.0,1.0,7.0,85.0,145.0,21.0,12.0,173.0,24.0,340.0,15.0,9.0,2.0,13.0,75.0,323.0,117.0,5.0,1646.0,1100.0,2.0,141.0,113.0,29.0,167.0,166.0,60.0,111.0,37.0,311.0,259.0,980.0,23.0,444.0,86.0,22.0,36.0,2.0,2.0,314.0,14.0,674.0,6.0,50.0,77.0,1116.0,3.0,5.0,72.0,,1453.0,13.0,13.0,24.0,3.0,57.0,56.0,2.0,2.0,9.0,1.0,56.0,6.0,,,,,,,,,,,3.0,,2.0,1.0,3.0,5.0,,8.0,,4.0,,,5.0,1.0,,,,3.0,3.0,,1.0,19.0,3.0,2.0,3.0,21.0,6.0,,76.0,76.0,93.0,4.0,,5.0,1.0,,7.0,1.0,17.0,,5.0,6.0,,8.0,8.0,14.0,30.0,8.0,6.0,1.0,5.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,49709.0,Jack Cork,Jack,Cork,1989-06-25,England,England,4.0,M,Centre Central Midfielder,42,199.0,683.0,753.0,60.0,1434.0,1.0,5.0,56.0,58.0,35.0,16.0,242.0,159.0,288.0,199.0,65.0,33.0,17.0,7.0,10.0,162.0,209.0,55.0,31.0,210.0,29.0,546.0,31.0,30.0,2.0,34.0,158.0,444.0,211.0,13.0,2544.0,1674.0,3.0,118.0,336.0,48.0,399.0,387.0,81.0,108.0,65.0,434.0,259.0,1396.0,37.0,755.0,123.0,67.0,42.0,24.0,24.0,382.0,29.0,981.0,22.0,62.0,129.0,1712.0,1.0,7.0,77.0,5.0,2236.0,29.0,29.0,45.0,11.0,56.0,71.0,2.0,2.0,12.0,1.0,79.0,28.0,2.0,1.0,,1.0,1.0,2.0,1.0,,2.0,1.0,3.0,1.0,,2.0,5.0,5.0,3.0,14.0,,12.0,,4.0,15.0,2.0,2.0,,1.0,6.0,7.0,,,36.0,6.0,1.0,9.0,28.0,1.0,,83.0,83.0,143.0,6.0,2.0,11.0,19.0,6.0,12.0,1.0,10.0,,6.0,30.0,,19.0,4.0,12.0,32.0,7.0,6.0,,3.0,,,,,,,,,,,1.0,2.0,,,,,2.0,,1.0,3.0,,1.0,1.0,,,2.0,,,2.0,,1.0,,,2.0,,1.0,2.0,,,3.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13948,300403.0,Filippo Costa,Filippo,Costa,1995-05-21,Italy,Italy,44.0,D,Left Full Back,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4911,135209.0,Thibaut Courtois,Thibaut,Courtois,1992-05-11,Belgium,Belgium,1.0,G,Goalkeeper,42,23.0,171.0,81.0,,252.0,,,,7.0,23.0,2.0,158.0,126.0,,209.0,,,,,10.0,2.0,8.0,21.0,1.0,92.0,2.0,434.0,29.0,22.0,,1.0,,31.0,312.0,5.0,2020.0,261.0,,40.0,82.0,9.0,281.0,276.0,12.0,,,58.0,18.0,126.0,,215.0,16.0,26.0,,,,90.0,,308.0,206.0,,403.0,523.0,,,,,780.0,,,1.0,,,13.0,,,,51.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,7.0,,1.0,1.0,84.0,14.0,,,,,,1.0,,,,,,,,8.0,,5.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,86.0,114.0,168.0,32.0,165.0,118.0,37.0,67.0,37.0,,,,,,2.0,,,,,,,,,,,,,,41.0,,,,13.0,1.0,7.0,17.0,3.0,2.0,19.0,29.0,6.0,1.0,14.0,,,,,,,,1.0,,
2847,46950.0,Craig Gardner,Craig,Gardner,1986-11-25,England,England,8.0,M,Centre Central Midfielder,42,186.0,125.0,294.0,28.0,395.0,1.0,7.0,45.0,33.0,34.0,21.0,179.0,137.0,100.0,111.0,55.0,30.0,23.0,13.0,12.0,142.0,118.0,18.0,7.0,126.0,38.0,260.0,30.0,25.0,4.0,8.0,100.0,132.0,88.0,13.0,2033.0,584.0,1.0,110.0,119.0,139.0,397.0,391.0,44.0,58.0,55.0,124.0,163.0,369.0,34.0,170.0,63.0,24.0,15.0,113.0,64.0,286.0,41.0,559.0,42.0,29.0,90.0,616.0,3.0,14.0,51.0,8.0,1073.0,33.0,33.0,28.0,23.0,39.0,28.0,24.0,14.0,14.0,5.0,26.0,12.0,11.0,2.0,4.0,4.0,4.0,3.0,7.0,,5.0,3.0,13.0,3.0,6.0,9.0,7.0,17.0,4.0,29.0,,35.0,,6.0,28.0,1.0,2.0,,3.0,8.0,10.0,53.0,,27.0,8.0,,15.0,20.0,5.0,2.0,30.0,30.0,35.0,6.0,,13.0,11.0,12.0,2.0,3.0,9.0,,24.0,24.0,49.0,46.0,11.0,9.0,7.0,2.0,1.0,,5.0,2.0,,2.0,8.0,,1.0,,,1.0,1.0,5.0,1.0,,,,2.0,1.0,,4.0,3.0,1.0,3.0,2.0,,1.0,8.0,10.0,6.0,,9.0,2.0,,28.0,3.0,3.0,3.0,,3.0,,2.0,,,,,1.0,,2.0,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,
8897,14131.0,Aaron Cresswell,Aaron,Cresswell,1989-12-15,England,England,3.0,D,Left Full Back,42,111.0,441.0,657.0,12.0,1067.0,1.0,278.0,34.0,40.0,37.0,10.0,301.0,208.0,243.0,168.0,72.0,18.0,81.0,40.0,14.0,109.0,121.0,61.0,41.0,332.0,22.0,663.0,50.0,42.0,2.0,52.0,108.0,70.0,363.0,8.0,3315.0,1354.0,7.0,600.0,16.0,120.0,583.0,556.0,103.0,60.0,72.0,401.0,309.0,1051.0,29.0,518.0,108.0,88.0,33.0,121.0,121.0,469.0,2.0,980.0,139.0,12.0,276.0,1377.0,5.0,,38.0,350.0,2274.0,24.0,24.0,31.0,27.0,23.0,48.0,31.0,31.0,1.0,36.0,115.0,33.0,2.0,,3.0,1.0,1.0,3.0,5.0,1.0,2.0,5.0,25.0,,,4.0,7.0,5.0,3.0,14.0,,22.0,,,2.0,1.0,,1.0,,17.0,10.0,,,18.0,17.0,1.0,15.0,37.0,8.0,1.0,70.0,70.0,203.0,27.0,7.0,18.0,22.0,7.0,17.0,6.0,5.0,1.0,11.0,40.0,,28.0,1.0,15.0,12.0,11.0,4.0,1.0,1.0,,,1.0,3.0,1.0,,,,1.0,2.0,5.0,1.0,,1.0,,,1.0,1.0,2.0,4.0,,2.0,2.0,,4.0,1.0,,,1.0,3.0,8.0,3.0,,4.0,1.0,3.0,3.0,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,
13339,295665.0,Luke Croll,Luke,Croll,1995-01-10,England,England,21.0,D,Defender,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,154344.0,Peter Crouch,Peter,Crouch,1981-01-30,England,England,15.0,F,Centre Striker,42,36.0,20.0,68.0,17.0,88.0,,,33.0,50.0,11.0,7.0,37.0,38.0,34.0,18.0,3.0,5.0,,1.0,3.0,60.0,58.0,8.0,6.0,24.0,13.0,49.0,12.0,8.0,,7.0,86.0,25.0,6.0,6.0,457.0,149.0,,19.0,25.0,10.0,87.0,86.0,2.0,12.0,3.0,44.0,45.0,85.0,2.0,28.0,2.0,9.0,3.0,1.0,1.0,87.0,50.0,125.0,,20.0,,152.0,,7.0,3.0,,212.0,12.0,12.0,4.0,3.0,1.0,2.0,,,14.0,,,3.0,6.0,,1.0,1.0,3.0,2.0,1.0,,3.0,,,,,1.0,1.0,,,1.0,,5.0,,1.0,3.0,,1.0,1.0,,,3.0,,,8.0,,,3.0,4.0,4.0,,4.0,4.0,2.0,1.0,,3.0,1.0,3.0,,1.0,4.0,,1.0,4.0,,7.0,,2.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,1.0,,,,,,9.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16586,292141.0,Daniel Crowley,Daniel,Crowley,1997-08-03,England,England,28.0,M,Centre Attacking Midfielder,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6615,43962.0,Juan Cuadrado,Juan,Cuadrado,1988-05-26,Colombia,Colombia,11.0,D,Left/Right Wing Back,42,0.0,3.0,6.0,,9.0,,,1.0,,1.0,,2.0,6.0,1.0,4.0,2.0,,,1.0,,2.0,3.0,1.0,,,,1.0,2.0,1.0,,,2.0,5.0,,1.0,26.0,9.0,,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,2.0,3.0,,1.0,2.0,1.0,1.0,2.0,,7.0,1.0,,1.0,9.0,,1.0,,,19.0,,,2.0,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13716,166879.0,Cuco Martina,Rhu-endly,Martina,1989-09-25,Netherlands,Curacao,,D,Defender,42,22.0,116.0,212.0,,318.0,2.0,95.0,10.0,6.0,15.0,8.0,76.0,59.0,59.0,67.0,17.0,8.0,22.0,15.0,3.0,40.0,55.0,19.0,6.0,127.0,15.0,211.0,15.0,12.0,,6.0,28.0,142.0,85.0,3.0,1084.0,425.0,,9.0,156.0,57.0,192.0,177.0,45.0,21.0,17.0,16.0,109.0,316.0,12.0,140.0,47.0,34.0,3.0,37.0,37.0,170.0,1.0,325.0,42.0,,86.0,428.0,2.0,4.0,37.0,116.0,741.0,9.0,9.0,11.0,8.0,27.0,23.0,10.0,10.0,,17.0,41.0,11.0,,1.0,,,,,,,1.0,,1.0,,,,1.0,,,2.0,,3.0,,1.0,2.0,,,,,7.0,1.0,,,5.0,7.0,1.0,3.0,11.0,3.0,,24.0,24.0,41.0,8.0,1.0,3.0,9.0,2.0,3.0,,1.0,,,12.0,,3.0,1.0,9.0,1.0,1.0,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,1.0,,,2.0,,,1.0,,,1.0,,1.0,,1.0,1.0,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10539,317848.0,Josh Cullen,Josh,Cullen,1996-04-07,England,Ireland,,M,Centre Central Midfielder,42,0.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3242,287752.0,Charlie Daniels,Charlie,Daniels,1986-09-07,England,England,23.0,D,Left Full Back,42,111.0,599.0,794.0,6.0,1361.0,2.0,353.0,21.0,26.0,37.0,4.0,256.0,168.0,282.0,203.0,78.0,30.0,75.0,39.0,9.0,110.0,176.0,60.0,33.0,258.0,10.0,705.0,63.0,57.0,1.0,37.0,75.0,101.0,280.0,17.0,3285.0,1642.0,10.0,665.0,20.0,147.0,595.0,579.0,129.0,68.0,78.0,604.0,414.0,1326.0,23.0,698.0,93.0,76.0,80.0,127.0,119.0,561.0,6.0,1121.0,91.0,6.0,188.0,1692.0,2.0,,75.0,408.0,2698.0,34.0,34.0,19.0,25.0,62.0,35.0,32.0,28.0,2.0,18.0,65.0,27.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,,2.0,3.0,16.0,1.0,2.0,3.0,2.0,4.0,2.0,8.0,,13.0,,1.0,2.0,1.0,2.0,,2.0,24.0,5.0,14.0,1.0,27.0,24.0,1.0,7.0,37.0,6.0,,53.0,53.0,149.0,29.0,11.0,18.0,18.0,7.0,4.0,3.0,6.0,,8.0,36.0,9.0,20.0,1.0,11.0,57.0,7.0,6.0,,2.0,1.0,,,,,,,,3.0,3.0,2.0,,,,,1.0,,,1.0,3.0,2.0,3.0,1.0,,1.0,2.0,5.0,1.0,,4.0,6.0,1.0,5.0,5.0,,4.0,5.0,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3807,288590.0,Scott Dann,Scott,Dann,1987-02-14,England,England,24.0,D,Centre Central Defender,42,175.0,559.0,282.0,7.0,840.0,,1.0,75.0,115.0,35.0,12.0,274.0,241.0,69.0,138.0,13.0,13.0,3.0,2.0,9.0,113.0,170.0,152.0,94.0,214.0,20.0,584.0,44.0,34.0,,102.0,218.0,305.0,335.0,15.0,3150.0,1082.0,,45.0,166.0,50.0,332.0,305.0,100.0,37.0,13.0,158.0,122.0,815.0,5.0,617.0,93.0,179.0,11.0,5.0,5.0,277.0,10.0,504.0,146.0,9.0,282.0,1116.0,,,35.0,1.0,1552.0,8.0,8.0,13.0,6.0,24.0,47.0,1.0,1.0,7.0,47.0,131.0,9.0,21.0,3.0,2.0,11.0,21.0,3.0,12.0,1.0,6.0,,1.0,2.0,6.0,3.0,1.0,1.0,,2.0,,3.0,,,5.0,5.0,1.0,,,6.0,4.0,,,4.0,6.0,1.0,1.0,35.0,10.0,1.0,62.0,62.0,180.0,17.0,10.0,5.0,5.0,11.0,45.0,3.0,1.0,1.0,14.0,10.0,,29.0,,11.0,10.0,8.0,14.0,,7.0,1.0,,,,2.0,,3.0,6.0,5.0,1.0,2.0,,,1.0,,2.0,2.0,1.0,,,3.0,5.0,,1.0,1.0,5.0,,,,,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
2531,132396.0,Danny Graham,Daniel,Graham,1985-08-12,England,England,18.0,F,Centre Striker,42,39.0,18.0,31.0,4.0,49.0,,1.0,21.0,11.0,10.0,3.0,42.0,29.0,21.0,9.0,4.0,3.0,2.0,1.0,2.0,39.0,18.0,5.0,3.0,8.0,8.0,27.0,10.0,9.0,1.0,4.0,34.0,20.0,10.0,5.0,358.0,86.0,1.0,19.0,12.0,6.0,60.0,59.0,4.0,4.0,4.0,20.0,18.0,47.0,3.0,24.0,2.0,6.0,2.0,3.0,3.0,36.0,25.0,67.0,3.0,6.0,6.0,88.0,,6.0,1.0,1.0,139.0,8.0,8.0,6.0,2.0,1.0,1.0,,,5.0,1.0,3.0,,4.0,,1.0,2.0,2.0,,2.0,,2.0,,,,,1.0,,,,,,3.0,,2.0,2.0,1.0,1.0,,1.0,,,,,6.0,,,2.0,4.0,1.0,,5.0,5.0,4.0,,,,,2.0,3.0,1.0,1.0,,2.0,,,4.0,4.0,3.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
9251,14910.0,Karl Darlow,Karl,Darlow,1990-10-08,England,England,1.0,G,Goalkeeper,42,9.0,37.0,57.0,,94.0,,,,2.0,9.0,,71.0,46.0,,69.0,,,,,3.0,,3.0,11.0,,36.0,,199.0,11.0,10.0,,,,9.0,160.0,3.0,810.0,82.0,,14.0,43.0,2.0,127.0,124.0,3.0,,,7.0,17.0,36.0,,57.0,1.0,14.0,,,,36.0,,158.0,100.0,,196.0,215.0,,,1.0,,310.0,,,1.0,,1.0,1.0,,,,34.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,,,,58.0,8.0,,,,,,,,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,27.0,76.0,20.0,46.0,29.0,17.0,23.0,22.0,,,,,,,,,,,,,,,,,,,,17.0,,,,7.0,1.0,1.0,6.0,3.0,1.0,9.0,6.0,1.0,,8.0,,,,,,,,1.0,,
12854,279895.0,Matteo Darmian,Matteo,Darmian,1989-12-02,Italy,Italy,36.0,D,Left/Right Full Back,42,59.0,299.0,451.0,,741.0,3.0,157.0,13.0,20.0,28.0,17.0,150.0,81.0,155.0,103.0,44.0,28.0,44.0,9.0,8.0,96.0,138.0,38.0,14.0,135.0,27.0,397.0,18.0,17.0,,17.0,77.0,275.0,140.0,6.0,1930.0,919.0,1.0,126.0,276.0,57.0,318.0,303.0,48.0,50.0,44.0,107.0,233.0,729.0,21.0,363.0,35.0,53.0,23.0,53.0,53.0,312.0,5.0,624.0,79.0,,121.0,934.0,4.0,4.0,84.0,175.0,1469.0,10.0,10.0,23.0,11.0,69.0,16.0,9.0,9.0,3.0,13.0,40.0,12.0,,,,,,,,,,,3.0,1.0,1.0,1.0,,5.0,,6.0,,3.0,,,3.0,,,,,10.0,,,,16.0,10.0,2.0,2.0,24.0,1.0,,42.0,42.0,71.0,13.0,8.0,7.0,5.0,1.0,2.0,1.0,5.0,,5.0,12.0,,6.0,11.0,14.0,11.0,8.0,5.0,,8.0,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,3.0,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13389,32263.0,Tom Davies,Tom,Davies,1998-06-30,England,England,26.0,M,Centre Central Midfielder,42,10.0,16.0,22.0,2.0,38.0,,,1.0,,2.0,1.0,8.0,3.0,9.0,5.0,1.0,1.0,1.0,,1.0,5.0,5.0,1.0,1.0,9.0,2.0,12.0,,,,1.0,2.0,9.0,2.0,,97.0,49.0,,6.0,7.0,1.0,17.0,17.0,3.0,1.0,1.0,19.0,12.0,38.0,1.0,20.0,2.0,1.0,3.0,1.0,1.0,16.0,1.0,30.0,,2.0,5.0,49.0,,1.0,1.0,,69.0,4.0,4.0,2.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,1.0,,,,,,1.0,,,,,,1.0,1.0,,,5.0,5.0,1.0,,1.0,,,,,,1.0,,,,,1.0,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
