id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_right,att_goal_high_centre,att_goal_high_right,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_ibox_goal,att_ibox_miss,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_pen_goal,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_low_centre,att_sv_low_right,ball_recovery,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,final_third_entries,formation_place,fouls,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_openplay,goal_kicks,hand_ball,head_clearance,interception,interceptions_in_box,interception_won,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_through_ball,total_throws,touches,turnover,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,att_hd_miss,att_hd_total,total_sub_on,att_freekick_miss,att_freekick_total,att_ibox_blocked,att_ibox_target,att_sv_low_left,dangerous_play,fouled_final_third,total_offside,att_bx_centre,att_lf_goal,foul_throw_in,last_man_tackle,own_goals,shield_ball_oop,six_yard_block,att_hd_target,att_bx_left,att_fastbreak,att_goal_high_left,att_hd_goal,att_miss_high_left,goal_assist_intentional,goal_fastbreak,shot_fastbreak,total_pull_back,accurate_goal_kicks,accurate_pull_back,att_lg_centre,clearance_off_line,penalty_conceded,red_card,second_yellow,att_freekick_target,att_hd_post,att_ibox_post,att_post_high,goal_assist_deadball,goal_assist_setplay,hit_woodwork,post_scoring_att,accurate_freekick_cross,att_post_left,error_lead_to_shot,freekick_cross,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,total_high_claim,total_keeper_sweeper,att_sv_high_right,att_cmiss_right,att_cmiss_left,penalty_won,total_fastbreak,att_freekick_goal,attempts_obox,head_pass,open_play_pass,successful_open_play_pass,goals_openplay,attempts_ibox,att_obx_left,touches_in_opp_box,att_obox_post,att_obp_goal,att_post_right,penalty_save,stand_save,att_cmiss_high,att_cmiss_high_right,att_pen_target,att_obxd_left,att_obxd_right,back_pass,att_obx_right,att_freekick_post,fwd_pass,att_cmiss_high_left,att_lg_left,leftside_pass,att_pen_miss,att_pen_post
3776,177747.0,Jonathon Routledge,Jonathon,Routledge,1989-11-23,England,England,,D,Defender,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,258968.0,John Ruddy,John,Ruddy,1986-10-24,England,England,21.0,G,Goalkeeper,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3311,144801.0,Bacary Sagna,Bacary,Sagna,1983-02-14,France,France,33.0,D,Right Full Back,18,560.0,25.0,,30.0,30.0,2.0,840.0,5.0,3.0,39.0,1370.0,1.0,288.0,34.0,56.0,35.0,159.0,161.0,25.0,1.0,1.0,,,,,,,1.0,,,1.0,3.0,1.0,1.0,1.0,,5.0,,6.0,2.0,,,1.0,8.0,1.0,,,,1.0,144.0,22.0,2.0,9.0,10.0,5.0,105.0,60.0,37.0,6.0,119.0,168.0,22.0,72.0,42.0,,238.0,76.0,24.0,31.0,,36.0,32.0,4.0,3.0,3.0,,,79.0,78.0,4.0,75.0,283.0,185.0,9.0,19.0,2760.0,17.0,15.0,14.0,1.0,7.0,12.0,624.0,76.0,5.0,545.0,482.0,1.0,89.0,54.0,6.0,393.0,29.0,621.0,51.0,135.0,24.0,3.0,169.0,166.0,502.0,5.0,1153.0,57.0,3.0,88.0,1605.0,9.0,4.0,62.0,2.0,339.0,2631.0,39.0,41.0,20.0,9.0,29.0,45.0,3.0,1.0,1.0,4.0,,,1.0,1.0,,,3.0,,,,3.0,1.0,,6.0,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,6569.0,Louis Saha,Louis,Saha,1978-08-08,France,France,25.0,F,Centre Striker,18,136.0,1.0,,3.0,3.0,20.0,386.0,,117.0,19.0,519.0,3.0,1.0,95.0,52.0,33.0,167.0,149.0,27.0,,1.0,2.0,1.0,2.0,5.0,2.0,11.0,28.0,7.0,47.0,7.0,4.0,16.0,14.0,8.0,2.0,16.0,8.0,33.0,11.0,2.0,1.0,6.0,23.0,7.0,2.0,1.0,5.0,3.0,60.0,3.0,19.0,4.0,2.0,,12.0,7.0,85.0,12.0,224.0,146.0,3.0,5.0,4.0,1.0,76.0,0.0,29.0,26.0,13.0,30.0,25.0,5.0,1.0,1.0,,4.0,16.0,16.0,,16.0,28.0,22.0,7.0,4.0,2328.0,,13.0,15.0,30.0,3.0,110.0,94.0,37.0,,284.0,267.0,7.0,5.0,48.0,46.0,208.0,28.0,152.0,8.0,22.0,36.0,,19.0,19.0,314.0,71.0,533.0,,136.0,22.0,666.0,95.0,18.0,25.0,7.0,2.0,1117.0,91.0,48.0,14.0,21.0,16.0,18.0,2.0,15.0,23.0,7.0,1.0,1.0,11.0,9.0,5.0,,3.0,28.0,6.0,8.0,,,,,3.0,3.0,,2.0,1.0,4.0,3.0,1.0,,2.0,,,,,,,,,,1.0,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,
3326,4496.0,Moustapha Salifou,Moustapha,Salifou,1983-06-01,Togo,Togo,,M,Centre Central Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070,50128.0,Christopher Samba,Christopher,Samba,1984-03-28,France,Congo,4.0,D,Centre Central Defender,18,294.0,13.0,,1.0,1.0,10.0,140.0,30.0,3.0,46.0,433.0,,3.0,46.0,130.0,30.0,198.0,170.0,15.0,,1.0,,1.0,,1.0,,4.0,14.0,,5.0,5.0,,2.0,7.0,3.0,,4.0,,7.0,1.0,,2.0,1.0,16.0,17.0,2.0,1.0,3.0,5.0,107.0,8.0,8.0,13.0,10.0,,4.0,2.0,10.0,10.0,117.0,225.0,8.0,198.0,104.0,,123.0,150.0,45.0,30.0,4.0,35.0,29.0,6.0,,,,,194.0,51.0,10.0,48.0,202.0,70.0,10.0,24.0,2597.0,25.0,6.0,9.0,19.0,25.0,62.0,50.0,26.0,,422.0,274.0,,75.0,32.0,20.0,77.0,15.0,340.0,33.0,346.0,19.0,,6.0,6.0,225.0,42.0,353.0,133.0,7.0,128.0,687.0,47.0,3.0,60.0,,3.0,1395.0,29.0,19.0,10.0,16.0,13.0,40.0,4.0,7.0,24.0,,,,5.0,15.0,2.0,1.0,,3.0,1.0,,,3.0,,8.0,2.0,14.0,,,2.0,2.0,4.0,,,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,2.0,,,,2.0,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
3812,295566.0,Ashley Sammons,Ashley,Sammons,1991-11-10,England,England,11.0,M,Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,26835.0,Jlloyd Samuel,Jlloyd,Samuel,1981-03-29,Trinidad & Tobago,Trinidad & Tobago,21.0,D,Defender,18,85.0,34.0,,5.0,5.0,,137.0,11.0,2.0,39.0,217.0,,67.0,8.0,27.0,13.0,122.0,81.0,6.0,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,55.0,8.0,1.0,8.0,,,16.0,9.0,7.0,3.0,48.0,64.0,8.0,38.0,25.0,,139.0,0.0,13.0,12.0,,23.0,18.0,5.0,,,1.0,,40.0,17.0,6.0,17.0,132.0,64.0,7.0,18.0,1028.0,3.0,6.0,,,9.0,81.0,15.0,40.0,1.0,238.0,210.0,,38.0,17.0,,66.0,6.0,116.0,65.0,66.0,17.0,,25.0,25.0,125.0,,234.0,49.0,2.0,90.0,325.0,1.0,1.0,21.0,,126.0,683.0,20.0,11.0,3.0,5.0,5.0,14.0,4.0,,,1.0,,,,,,,2.0,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406,296125.0,Mikel San José,Mikel,San José,1989-05-30,Spain,Spain,12.0,M,Centre Defensive Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3322,93687.0,Sanchez Watt,Herschel,Sanchez Watt,1991-02-14,England,England,,M,Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3461,176063.0,Tuncay Sanli,Tuncay,Sanli,1982-01-16,Turkey,Turkey,9.0,F,Centre Second Striker,18,59.0,15.0,,1.0,1.0,7.0,194.0,1.0,24.0,16.0,252.0,4.0,2.0,36.0,12.0,30.0,116.0,107.0,10.0,,,1.0,,,1.0,,4.0,8.0,,3.0,1.0,1.0,6.0,2.0,4.0,,3.0,2.0,7.0,,,1.0,5.0,22.0,4.0,1.0,,3.0,1.0,72.0,2.0,10.0,8.0,,4.0,8.0,4.0,38.0,10.0,136.0,76.0,2.0,4.0,2.0,,48.0,0.0,29.0,13.0,4.0,20.0,18.0,2.0,2.0,2.0,,7.0,2.0,13.0,,13.0,38.0,21.0,11.0,1.0,1284.0,,5.0,7.0,9.0,,85.0,66.0,23.0,1.0,198.0,198.0,7.0,15.0,50.0,12.0,113.0,12.0,77.0,29.0,4.0,45.0,3.0,15.0,12.0,176.0,24.0,300.0,9.0,27.0,28.0,362.0,31.0,9.0,23.0,8.0,3.0,689.0,71.0,28.0,9.0,13.0,11.0,16.0,2.0,3.0,6.0,17.0,1.0,3.0,6.0,3.0,,2.0,,16.0,,,,,,,,,,2.0,2.0,3.0,1.0,1.0,,2.0,1.0,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,
3579,4902.0,Julio Santa Cruz,Julio,Santa Cruz,1990-05-12,Paraguay,Paraguay,40.0,F,Centre Striker,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3888,58678.0,Matthew Saunders,Matthew,Saunders,1989-09-12,England,England,,M,Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3104,12323.0,Lee Sawyer,Lee,Sawyer,1989-09-10,England,England,,M,Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3029,6553.0,Paul Scharner,Paul,Scharner,1980-03-11,Austria,Austria,33.0,D,Centre Central Defender,18,377.0,38.0,,2.0,2.0,50.0,553.0,6.0,101.0,69.0,928.0,2.0,8.0,82.0,126.0,38.0,254.0,152.0,25.0,,,1.0,,,1.0,2.0,4.0,23.0,1.0,9.0,8.0,4.0,10.0,14.0,2.0,,14.0,7.0,23.0,1.0,,2.0,11.0,34.0,9.0,3.0,1.0,3.0,5.0,136.0,2.0,5.0,26.0,4.0,,17.0,12.0,33.0,9.0,198.0,249.0,2.0,51.0,39.0,2.0,192.0,190.0,45.0,30.0,4.0,58.0,53.0,5.0,3.0,3.0,,2.0,68.0,73.0,6.0,72.0,180.0,104.0,20.0,6.0,2523.0,8.0,13.0,15.0,20.0,7.0,169.0,198.0,45.0,4.0,434.0,377.0,7.0,61.0,68.0,37.0,229.0,28.0,426.0,63.0,108.0,26.0,,29.0,29.0,407.0,115.0,830.0,45.0,109.0,121.0,1227.0,62.0,10.0,72.0,6.0,9.0,1854.0,68.0,39.0,9.0,12.0,11.0,55.0,7.0,11.0,17.0,8.0,,,3.0,9.0,3.0,,,4.0,,,,1.0,,1.0,1.0,4.0,,4.0,,2.0,1.0,2.0,,4.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,324.0,Paul Scholes,Paul,Scholes,1974-11-16,England,England,22.0,M,Centre Central Midfielder,18,621.0,112.0,,,,1.0,821.0,3.0,57.0,188.0,1442.0,5.0,4.0,5.0,6.0,28.0,123.0,126.0,20.0,1.0,1.0,,,,1.0,1.0,2.0,8.0,,4.0,5.0,1.0,8.0,3.0,12.0,1.0,11.0,2.0,25.0,6.0,,1.0,3.0,31.0,,1.0,,2.0,1.0,183.0,1.0,15.0,23.0,9.0,,4.0,5.0,23.0,4.0,84.0,120.0,1.0,7.0,2.0,1.0,313.0,264.0,33.0,24.0,3.0,13.0,11.0,2.0,3.0,3.0,,2.0,4.0,39.0,2.0,39.0,273.0,208.0,4.0,2.0,1946.0,1.0,9.0,15.0,7.0,9.0,170.0,217.0,58.0,1.0,221.0,218.0,,88.0,95.0,19.0,375.0,24.0,651.0,184.0,10.0,18.0,,10.0,10.0,486.0,3.0,975.0,5.0,57.0,257.0,1616.0,41.0,11.0,80.0,13.0,5.0,2040.0,25.0,18.0,20.0,16.0,7.0,60.0,8.0,4.0,6.0,4.0,,,3.0,2.0,,,2.0,,2.0,1.0,,,,,,1.0,,,1.0,1.0,2.0,3.0,,,,,,,,,1.0,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,
1218,58158.0,Mark Schwarzer,Mark,Schwarzer,1972-10-06,Australia,Australia,32.0,G,Goalkeeper,18,186.0,4.0,,,,,175.0,151.0,,213.0,361.0,,,1.0,1.0,37.0,291.0,254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.0,,,3.0,12.0,,,,,10.0,4.0,9.0,,32.0,,1.0,368.0,37.0,,37.0,,45.0,41.0,4.0,,,351.0,,,1.0,1.0,1.0,841.0,289.0,16.0,24.0,3330.0,,,,,,43.0,85.0,32.0,2.0,624.0,623.0,,44.0,,,100.0,,242.0,6.0,33.0,,,,,328.0,,561.0,454.0,,629.0,803.0,,,,,,1816.0,6.0,7.0,11.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,,,3.0,,17.0,193.0,3.0,14.0,24.0,56.0,1.0,89.0,360.0,196.0,2.0,28.0,74.0,52.0,128.0,16.0,98.0,17.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,
3984,12719.0,Jason Scotland,Jason,Scotland,1979-02-18,Trinidad & Tobago,Trinidad & Tobago,9.0,F,Forward,18,72.0,4.0,,2.0,2.0,12.0,281.0,1.0,41.0,4.0,351.0,3.0,,49.0,12.0,32.0,151.0,93.0,27.0,,,,,,1.0,,1.0,4.0,6.0,18.0,2.0,3.0,4.0,4.0,6.0,,11.0,4.0,19.0,,,,6.0,21.0,1.0,1.0,,6.0,5.0,40.0,,10.0,2.0,,,8.0,,48.0,8.0,139.0,48.0,,,,,34.0,0.0,16.0,14.0,1.0,34.0,30.0,4.0,2.0,2.0,,,,6.0,,6.0,15.0,10.0,17.0,1.0,1549.0,,12.0,17.0,13.0,4.0,76.0,72.0,22.0,3.0,170.0,170.0,9.0,1.0,30.0,17.0,164.0,29.0,79.0,10.0,,35.0,,8.0,8.0,226.0,27.0,369.0,2.0,50.0,9.0,440.0,40.0,7.0,11.0,16.0,,687.0,51.0,14.0,7.0,11.0,12.0,8.0,1.0,1.0,1.0,18.0,,,4.0,8.0,,,,8.0,,1.0,,,,,1.0,,,1.0,,,2.0,1.0,,1.0,,,,1.0,,,,,,,2.0,1.0,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,
3521,279737.0,Freddie Sears,Freddie,Sears,1989-11-27,England,England,11.0,F,Centre Second Striker,18,1.0,,,,,1.0,3.0,,1.0,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,12.0,,,,,,2.0,1.0,,,2.0,2.0,,,,,3.0,,1.0,,,,,2.0,2.0,3.0,1.0,5.0,,1.0,,4.0,,,,,,7.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3857,5338.0,Jan Sebek,Jan,Sebek,1991-03-31,Czech Republic,Czech Republic,50.0,G,Goalkeeper,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,154029.0,Philippe Senderos,Philippe,Senderos,1985-02-14,Switzerland,Switzerland,4.0,D,Central Defender,18,9.0,1.0,,,,,7.0,2.0,,3.0,16.0,,,,1.0,2.0,3.0,5.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,3.0,,,,1.0,,,,,,,4.0,,7.0,3.0,,9.0,0.0,,1.0,,,,,,,,,5.0,5.0,1.0,5.0,11.0,5.0,,1.0,91.0,,,,,,,1.0,1.0,,12.0,8.0,,2.0,1.0,1.0,4.0,,10.0,3.0,11.0,,,,,9.0,,14.0,5.0,,7.0,24.0,1.0,,2.0,1.0,,47.0,1.0,1.0,2.0,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,4623.0,Seol Ki-Hyeon,Ki-Hyeon,Seol,1979-01-08,South Korea,South Korea,7.0,M,Left/Right Winger,18,1.0,,,,,,4.0,,,1.0,5.0,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,1.0,1.0,1.0,3.0,1.0,,,,1.0,0.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,2.0,,,,,,,2.0,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,1.0,,4.0,,,1.0,5.0,,,2.0,,,12.0,1.0,,1.0,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,135711.0,Jason Shackell,Jason,Shackell,1983-09-27,England,England,5.0,D,Centre Central Defender,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,115063.0,Shaun Wright-Phillips,Shaun,Wright-Phillips,1981-10-25,England,England,98.0,M,Left/Right Winger,18,100.0,14.0,6.0,15.0,9.0,3.0,284.0,5.0,26.0,24.0,369.0,1.0,10.0,16.0,6.0,30.0,162.0,122.0,21.0,4.0,,,,,2.0,2.0,3.0,9.0,,2.0,3.0,3.0,3.0,7.0,5.0,1.0,8.0,2.0,16.0,2.0,,3.0,7.0,34.0,,,,3.0,1.0,118.0,8.0,10.0,15.0,4.0,11.0,40.0,19.0,48.0,12.0,177.0,135.0,8.0,16.0,3.0,,86.0,245.0,20.0,19.0,4.0,27.0,25.0,2.0,7.0,7.0,,1.0,5.0,34.0,1.0,33.0,50.0,22.0,5.0,6.0,1745.0,,12.0,20.0,11.0,1.0,49.0,171.0,43.0,3.0,339.0,328.0,14.0,36.0,68.0,17.0,168.0,32.0,129.0,29.0,27.0,135.0,11.0,70.0,59.0,259.0,15.0,453.0,26.0,29.0,49.0,512.0,38.0,7.0,30.0,14.0,10.0,1113.0,84.0,43.0,13.0,56.0,27.0,23.0,2.0,1.0,2.0,11.0,,,5.0,5.0,1.0,,,6.0,,,,,,2.0,,,,5.0,,1.0,1.0,7.0,2.0,5.0,7.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3158,166767.0,Ryan Shawcross,Ryan,Shawcross,1987-10-04,England,England,,D,Centre Central Defender,18,142.0,44.0,,3.0,3.0,3.0,109.0,25.0,3.0,58.0,248.0,,2.0,36.0,49.0,28.0,204.0,222.0,7.0,,,1.0,,,1.0,,2.0,13.0,,4.0,5.0,1.0,4.0,1.0,,,,,,,,,,2.0,3.0,,,1.0,,47.0,7.0,6.0,7.0,9.0,,3.0,,8.0,11.0,86.0,116.0,7.0,170.0,104.0,,131.0,145.0,35.0,27.0,2.0,36.0,31.0,5.0,2.0,2.0,,,193.0,60.0,7.0,59.0,180.0,71.0,8.0,37.0,2449.0,14.0,3.0,6.0,4.0,33.0,16.0,54.0,20.0,2.0,323.0,203.0,,36.0,11.0,14.0,77.0,9.0,180.0,93.0,290.0,,,3.0,3.0,171.0,11.0,254.0,87.0,3.0,126.0,431.0,24.0,1.0,45.0,,2.0,976.0,24.0,22.0,9.0,,4.0,32.0,8.0,11.0,16.0,1.0,,1.0,6.0,2.0,,2.0,,4.0,1.0,,3.0,,,3.0,2.0,2.0,,,,2.0,2.0,2.0,,,,,,,,,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3795,14173.0,James Shea,James,Shea,1991-06-16,England,England,1.0,G,Goalkeeper,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
