id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_fwd_zone_pass,accurate_launches,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,backward_pass,ball_recovery,blocked_cross,challenge_lost,crosses_18yardplus,dispossessed,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,final_third_entries,formation_place,fouls,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,head_clearance,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,rightside_pass,successful_final_third_passes,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_fwd_zone_pass,total_launches,total_long_balls,total_pass,total_sub_on,total_tackle,total_throws,touches,was_fouled,won_contest,won_tackle,yellow_card,accurate_cross,accurate_cross_nocorner,accurate_freekick_cross,accurate_layoffs,accurate_through_ball,att_assist_openplay,att_bx_centre,att_bx_right,att_cmiss_high,att_goal_high_left,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_obox_blocked,att_obox_miss,att_obx_centre,att_openplay,att_rf_target,att_rf_total,att_sv_low_centre,att_sv_low_right,big_chance_missed,blocked_scoring_att,clean_sheet,crosses_18yard,draws,fouled_final_third,foul_throw_in,freekick_cross,goals,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,interception,interceptions_in_box,interception_won,last_man_tackle,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,overrun,shot_off_target,six_yard_block,total_att_assist,total_flick_on,total_layoffs,total_offside,total_scoring_att,total_through_ball,turnover,unsuccessful_touch,wins,won_corners,accurate_flick_on,att_cmiss_right,att_miss_right,att_obox_target,big_chance_created,total_sub_off,att_assist_setplay,att_bx_left,att_setpiece,error_lead_to_shot,shield_ball_oop,att_freekick_miss,att_freekick_total,att_goal_low_centre,att_hd_target,att_hd_total,att_rf_goal,att_sv_low_left,big_chance_scored,corner_taken,goal_assist_setplay,penalty_conceded,att_hd_miss,clearance_off_line,error_lead_to_goal,red_card,saves,accurate_keeper_sweeper,att_sv_high_centre,total_keeper_sweeper,accurate_corners_intobox,accurate_pull_back,att_fastbreak,att_goal_low_right,att_hd_goal,att_lf_target,att_miss_high_left,shot_fastbreak,total_corners_intobox,total_fastbreak,total_pull_back,accurate_goal_kicks,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,stand_catch,stand_save,total_high_claim,att_cmiss_left,hit_woodwork,att_goal_low_left,att_goal_high_right,att_ibox_post,att_post_left,att_sv_high_left,post_scoring_att,att_cmiss_high_right,att_freekick_goal,att_freekick_target,att_obox_goal,att_obox_post,att_obx_left,att_pen_goal,att_obp_goal,own_goals,att_lg_centre,att_post_high,penalty_save,att_goal_high_centre,att_sv_high_right,dangerous_play,goal_assist_deadball,att_post_right,goal_fastbreak,att_cmiss_high_left,penalty_won,head_pass,open_play_pass,successful_open_play_pass,att_hd_post,att_obxd_right,att_pen_miss,second_yellow,att_rf_miss,att_pen_target,att_obx_right,attempts_obox,att_obxd_left,attempts_ibox,touches_in_opp_box,att_lg_left,att_lg_right,att_freekick_post,att_lf_miss,back_pass,att_pen_post
4205,288846.0,Saido Berahino,Saido,Berahino,1993-08-04,Burundi,Burundi,24.0,F,Centre Striker,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3247,24464.0,Dimitar Berbatov,Dimitar,Berbatov,1981-01-30,Bulgaria,Bulgaria,10.0,F,Centre Striker,19,184.0,7.0,516.0,,10.0,697.0,,48.0,40.0,32.0,154.0,145.0,230.0,65.0,,6.0,1.0,44.0,163.0,97.0,,10.0,9.0,107.0,306.0,36.0,196.0,24.0,28.0,25.0,3.0,19.0,216.0,41.0,26.0,4.0,,2210.0,,124.0,112.0,49.0,3.0,335.0,322.0,7.0,12.0,46.0,226.0,333.0,192.0,16.0,23.0,63.0,25.0,25.0,458.0,701.0,3.0,19.0,868.0,8.0,9.0,,1229.0,15.0,33.0,9.0,1.0,3.0,3.0,,96.0,7.0,32.0,50.0,11.0,2.0,2.0,15.0,19.0,29.0,17.0,2.0,10.0,9.0,3.0,11.0,4.0,5.0,17.0,73.0,15.0,70.0,10.0,1.0,15.0,19.0,3.0,24.0,10.0,4.0,,,20.0,18.0,4.0,4.0,3.0,1.0,16.0,,16.0,,12.0,24.0,42.0,3.0,5.0,37.0,2.0,36.0,75.0,108.0,36.0,98.0,18.0,42.0,42.0,18.0,17.0,23.0,6.0,10.0,5.0,6.0,9.0,,5.0,3.0,,,,,3.0,3.0,15.0,14.0,4.0,13.0,,1.0,,8.0,,,,,,6.0,,,,7.0,3.0,4.0,4.0,1.0,7.0,,9.0,,,,,,,,,,,,,,,,,,,,5.0,3.0,8.0,1.0,1.0,3.0,,3.0,,,,1.0,2.0,,,,,,,,3.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
3989,11146.0,Christophe Berra,Christophe,Berra,1985-01-31,Scotland,Scotland,6.0,D,Left/Centre Central Defender,19,471.0,21.0,165.0,20.0,44.0,635.0,1.0,58.0,94.0,32.0,272.0,187.0,92.0,96.0,15.0,17.0,1.0,4.0,123.0,189.0,15.0,147.0,89.0,149.0,210.0,45.0,465.0,31.0,51.0,42.0,9.0,176.0,140.0,247.0,99.0,18.0,28.0,2790.0,50.0,121.0,18.0,22.0,2.0,426.0,294.0,2.0,69.0,25.0,207.0,66.0,536.0,62.0,279.0,2.0,6.0,6.0,198.0,374.0,84.0,118.0,904.0,1.0,51.0,1.0,1405.0,42.0,2.0,34.0,5.0,1.0,1.0,,2.0,,7.0,12.0,,1.0,,3.0,,9.0,5.0,,3.0,2.0,,4.0,,,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,5.0,5.0,6.0,1.0,1.0,,,,,,,1.0,57.0,10.0,43.0,2.0,1.0,6.0,6.0,26.0,,9.0,2.0,7.0,21.0,2.0,2.0,18.0,1.0,10.0,10.0,8.0,7.0,4.0,,2.0,1.0,,,,,4.0,3.0,5.0,,,,2.0,10.0,,1.0,,,,,8.0,,1.0,1.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
2886,281358.0,Ryan Bertrand,Ryan,Bertrand,1989-08-05,England,England,5.0,D,Left Full Back,19,10.0,,10.0,,,19.0,1.0,,,1.0,1.0,2.0,7.0,1.0,,,1.0,,1.0,2.0,,,,1.0,0.0,,5.0,,1.0,1.0,,,,2.0,1.0,,,33.0,,9.0,,1.0,1.0,5.0,5.0,,,1.0,9.0,3.0,10.0,,,1.0,3.0,3.0,4.0,14.0,,,21.0,1.0,1.0,1.0,27.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,90701.0,Leon Best,Leon,Best,1986-09-19,Ireland,Ireland,8.0,F,Centre Striker,19,25.0,,98.0,,1.0,122.0,1.0,49.0,54.0,11.0,66.0,39.0,36.0,14.0,,1.0,,12.0,78.0,78.0,,5.0,3.0,28.0,0.0,13.0,64.0,9.0,9.0,8.0,1.0,5.0,44.0,9.0,3.0,2.0,2.0,750.0,,15.0,38.0,14.0,,106.0,104.0,1.0,1.0,12.0,38.0,62.0,32.0,,7.0,9.0,8.0,8.0,101.0,158.0,,1.0,182.0,2.0,2.0,1.0,285.0,17.0,5.0,2.0,,1.0,1.0,,15.0,1.0,5.0,23.0,,1.0,1.0,6.0,6.0,13.0,3.0,3.0,6.0,3.0,1.0,6.0,1.0,3.0,4.0,24.0,1.0,11.0,1.0,,7.0,7.0,,8.0,6.0,4.0,,,6.0,5.0,,,,1.0,1.0,,1.0,,2.0,4.0,9.0,1.0,,17.0,,6.0,58.0,19.0,21.0,33.0,2.0,20.0,20.0,3.0,5.0,24.0,1.0,6.0,,,9.0,1.0,,2.0,,,,1.0,1.0,2.0,15.0,1.0,2.0,6.0,,,,11.0,,,,,,,,,,2.0,2.0,2.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
3465,176481.0,Habib Beye,Habib,Beye,1977-10-19,Senegal,Senegal,6.0,D,Defender,19,24.0,2.0,17.0,1.0,5.0,37.0,17.0,2.0,2.0,3.0,15.0,16.0,5.0,9.0,1.0,2.0,1.0,1.0,8.0,7.0,1.0,10.0,6.0,11.0,0.0,,27.0,2.0,2.0,2.0,,6.0,20.0,16.0,5.0,2.0,4.0,181.0,2.0,1.0,15.0,3.0,,36.0,35.0,,7.0,2.0,6.0,5.0,28.0,7.0,11.0,4.0,5.0,5.0,16.0,35.0,4.0,10.0,58.0,1.0,2.0,23.0,114.0,2.0,1.0,2.0,,4.0,4.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,1.0,,,,,,,,,,6.0,,4.0,,1.0,,,,,,,1.0,2.0,1.0,,,,2.0,2.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3871,300976.0,Jake Bidwell,Jake,Bidwell,1993-03-21,England,England,27.0,D,Left Full Back,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3876,24540.0,Diniyar Bilyaletdinov,Diniyar,Bilyaletdinov,1985-02-27,Russia,Russia,14.0,M,Left/Centre Attacking Midfielder,19,73.0,7.0,171.0,,4.0,236.0,13.0,33.0,15.0,26.0,73.0,79.0,70.0,34.0,,12.0,3.0,20.0,98.0,51.0,,12.0,7.0,57.0,0.0,19.0,99.0,10.0,9.0,9.0,,14.0,53.0,24.0,9.0,6.0,3.0,923.0,1.0,80.0,24.0,19.0,,172.0,158.0,3.0,10.0,21.0,90.0,112.0,86.0,19.0,26.0,21.0,26.0,25.0,158.0,252.0,4.0,12.0,312.0,16.0,20.0,20.0,526.0,9.0,7.0,15.0,1.0,8.0,8.0,,22.0,3.0,17.0,10.0,1.0,1.0,1.0,3.0,1.0,13.0,3.0,1.0,19.0,3.0,3.0,4.0,5.0,1.0,9.0,15.0,,8.0,,2.0,1.0,8.0,1.0,22.0,11.0,1.0,1.0,,2.0,2.0,2.0,1.0,2.0,,10.0,,8.0,,6.0,13.0,7.0,1.0,3.0,14.0,,19.0,14.0,22.0,1.0,29.0,6.0,18.0,18.0,9.0,10.0,3.0,,1.0,2.0,3.0,7.0,,8.0,4.0,,1.0,,1.0,,,2.0,1.0,2.0,,2.0,,,2.0,,,1.0,,,,,,,,,,5.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
3578,136136.0,Nick Blackman,Nick,Blackman,1989-11-11,England,Barbados,9.0,F,Left/Centre/Right Second Striker,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,261509.0,Matthew Jarvis,Matthew,Jarvis,1986-05-22,England,England,11.0,M,Midfielder,19,182.0,8.0,541.0,5.0,10.0,654.0,23.0,42.0,10.0,37.0,296.0,224.0,290.0,103.0,7.0,6.0,23.0,40.0,150.0,95.0,5.0,8.0,5.0,70.0,259.0,12.0,201.0,34.0,58.0,47.0,11.0,6.0,124.0,53.0,17.0,20.0,7.0,3054.0,2.0,257.0,139.0,55.0,2.0,632.0,616.0,9.0,44.0,50.0,230.0,310.0,221.0,27.0,22.0,82.0,345.0,240.0,420.0,969.0,18.0,29.0,845.0,3.0,26.0,25.0,1554.0,28.0,31.0,21.0,2.0,69.0,44.0,1.0,80.0,2.0,44.0,9.0,3.0,1.0,,10.0,3.0,8.0,4.0,,6.0,5.0,5.0,2.0,2.0,10.0,13.0,29.0,4.0,34.0,4.0,,3.0,12.0,2.0,200.0,7.0,12.0,1.0,15.0,4.0,3.0,6.0,5.0,4.0,1.0,22.0,,17.0,,31.0,35.0,10.0,2.0,14.0,18.0,,66.0,32.0,84.0,7.0,40.0,3.0,37.0,37.0,10.0,51.0,12.0,2.0,5.0,2.0,7.0,9.0,16.0,13.0,1.0,,2.0,,1.0,,,,4.0,,2.0,121.0,2.0,,,1.0,,,,,,,28.0,2.0,1.0,3.0,,2.0,1.0,1.0,108.0,1.0,7.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,2.0,,1.0,,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2127,6378.0,Jermaine Jenas,Jermaine,Jenas,1983-02-18,England,England,16.0,M,Centre Central Midfielder,19,358.0,35.0,413.0,2.0,85.0,769.0,6.0,6.0,10.0,19.0,138.0,103.0,119.0,94.0,5.0,13.0,5.0,20.0,60.0,65.0,5.0,16.0,10.0,132.0,0.0,13.0,241.0,14.0,19.0,17.0,2.0,11.0,271.0,120.0,88.0,5.0,5.0,1320.0,,137.0,105.0,27.0,1.0,169.0,162.0,2.0,33.0,59.0,246.0,175.0,378.0,56.0,23.0,21.0,8.0,8.0,231.0,507.0,12.0,104.0,877.0,5.0,26.0,6.0,1098.0,16.0,13.0,16.0,2.0,2.0,2.0,,29.0,2.0,18.0,1.0,1.0,,,1.0,,3.0,1.0,,4.0,1.0,1.0,3.0,4.0,9.0,17.0,15.0,3.0,18.0,2.0,,1.0,5.0,2.0,3.0,3.0,2.0,,,,,1.0,,1.0,,41.0,3.0,35.0,1.0,9.0,11.0,4.0,12.0,2.0,13.0,,20.0,8.0,29.0,1.0,22.0,8.0,17.0,17.0,11.0,3.0,4.0,1.0,7.0,3.0,1.0,2.0,1.0,2.0,1.0,,1.0,1.0,2.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,
2530,277646.0,Cameron Jerome,Cameron,Jerome,1986-08-14,England,England,35.0,F,Centre Striker,19,74.0,6.0,307.0,,9.0,379.0,10.0,155.0,108.0,34.0,319.0,220.0,157.0,49.0,,6.0,4.0,50.0,291.0,182.0,,7.0,6.0,51.0,306.0,43.0,159.0,30.0,47.0,36.0,11.0,14.0,152.0,22.0,9.0,13.0,5.0,2657.0,,98.0,100.0,65.0,4.0,474.0,462.0,11.0,1.0,37.0,175.0,185.0,99.0,14.0,19.0,52.0,27.0,27.0,369.0,571.0,2.0,13.0,643.0,4.0,21.0,10.0,1008.0,38.0,15.0,16.0,2.0,2.0,2.0,,64.0,,23.0,19.0,9.0,1.0,,4.0,3.0,17.0,15.0,,11.0,2.0,7.0,9.0,3.0,11.0,14.0,46.0,7.0,31.0,5.0,4.0,8.0,7.0,3.0,23.0,14.0,12.0,,,3.0,2.0,6.0,4.0,6.0,,11.0,,6.0,,10.0,19.0,19.0,3.0,14.0,29.0,,29.0,155.0,89.0,25.0,55.0,5.0,69.0,69.0,7.0,22.0,45.0,2.0,7.0,1.0,7.0,12.0,,6.0,4.0,,2.0,,,,4.0,13.0,2.0,4.0,2.0,,,,8.0,,,,,,1.0,,,,10.0,,1.0,5.0,3.0,10.0,,10.0,5.0,,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,2.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,1.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
3815,167041.0,Jake Jervis,Jake,Jervis,1991-09-17,England,England,32.0,M,Left/Right Winger,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4045,5607.0,Martin Jiranek,Martin,Jiranek,1979-05-25,Czech Republic,Czech Republic,28.0,D,Centre/Right Central Defender,19,89.0,8.0,25.0,8.0,9.0,114.0,,22.0,10.0,10.0,88.0,69.0,18.0,16.0,1.0,3.0,,3.0,34.0,34.0,1.0,28.0,11.0,18.0,0.0,6.0,85.0,10.0,15.0,13.0,2.0,24.0,29.0,39.0,17.0,5.0,8.0,785.0,6.0,3.0,15.0,1.0,2.0,64.0,44.0,,12.0,4.0,21.0,9.0,103.0,13.0,48.0,1.0,,,20.0,50.0,23.0,21.0,153.0,,17.0,,255.0,6.0,1.0,12.0,2.0,,,,,,1.0,2.0,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,2.0,,3.0,1.0,,,,,1.0,1.0,,,15.0,2.0,10.0,,1.0,1.0,,5.0,,2.0,,2.0,,,,2.0,,2.0,2.0,2.0,,,,1.0,,1.0,3.0,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
4174,260983.0,JJ Hooper,Jonathan,Hooper,1993-10-09,England,England,11.0,F,Striker,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3606,92940.0,Jô,João Alves,de Assis Silva,1987-03-20,Brazil,Brazil,7.0,F,Centre Striker,19,33.0,1.0,73.0,,1.0,104.0,,32.0,19.0,12.0,29.0,28.0,50.0,6.0,1.0,2.0,,7.0,55.0,27.0,1.0,1.0,1.0,13.0,0.0,6.0,32.0,3.0,2.0,2.0,,3.0,28.0,5.0,3.0,4.0,2.0,342.0,,43.0,7.0,4.0,,69.0,65.0,,3.0,3.0,26.0,37.0,42.0,2.0,5.0,12.0,5.0,5.0,58.0,99.0,,2.0,136.0,9.0,1.0,,199.0,3.0,4.0,1.0,,2.0,2.0,,25.0,,2.0,3.0,,,,1.0,,3.0,3.0,,5.0,1.0,,,,,,6.0,1.0,2.0,1.0,1.0,2.0,1.0,,5.0,3.0,1.0,,,,,,,,,2.0,,2.0,,2.0,,3.0,2.0,,3.0,,2.0,20.0,25.0,4.0,7.0,1.0,15.0,15.0,5.0,5.0,3.0,,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
4119,5708.0,João Silva,João Pedro,Pereira Silva,1990-05-21,Portugal,Portugal,29.0,F,Centre Striker,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4072,5647.0,Pamodu Jobe,Pamodu,Jobe,1992-12-05,Gambia,England,,M,Centre Central Midfielder,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3102,189078.0,John Obi Mikel,Mikel John,Obi,1987-04-22,Nigeria,Nigeria,13.0,M,Centre Central Midfielder,19,704.0,95.0,912.0,5.0,143.0,1615.0,8.0,22.0,36.0,28.0,145.0,146.0,137.0,210.0,5.0,22.0,4.0,28.0,109.0,141.0,4.0,21.0,14.0,317.0,136.0,30.0,644.0,28.0,21.0,16.0,5.0,16.0,536.0,348.0,281.0,8.0,7.0,2215.0,2.0,226.0,150.0,55.0,1.0,256.0,251.0,2.0,75.0,133.0,486.0,307.0,748.0,154.0,25.0,24.0,7.0,7.0,409.0,1063.0,21.0,192.0,1804.0,,54.0,8.0,2099.0,35.0,16.0,43.0,3.0,1.0,1.0,,43.0,5.0,21.0,,,,,,,,1.0,,,1.0,1.0,1.0,3.0,3.0,9.0,5.0,3.0,10.0,1.0,,,3.0,7.0,2.0,4.0,4.0,,1.0,,,1.0,1.0,1.0,1.0,57.0,,44.0,1.0,7.0,16.0,3.0,7.0,1.0,4.0,,23.0,3.0,44.0,,10.0,21.0,14.0,14.0,16.0,4.0,2.0,,,2.0,3.0,13.0,1.0,,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4044,15047.0,Daniel Johnson,Daniel,Johnson,1992-10-08,Jamaica,Jamaica,11.0,M,Left/Centre Central Midfielder,19,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3820,6013.0,Phil Jones,Phil,Jones,1992-02-21,England,England,4.0,D,Centre Central Defender,19,191.0,37.0,234.0,13.0,44.0,423.0,8.0,33.0,33.0,26.0,204.0,172.0,76.0,78.0,8.0,19.0,9.0,16.0,111.0,153.0,7.0,65.0,35.0,186.0,106.0,27.0,372.0,24.0,33.0,32.0,1.0,73.0,139.0,146.0,61.0,10.0,18.0,2176.0,2.0,106.0,104.0,52.0,2.0,370.0,315.0,1.0,43.0,28.0,96.0,130.0,242.0,80.0,120.0,27.0,15.0,15.0,293.0,456.0,71.0,98.0,683.0,2.0,75.0,8.0,1107.0,35.0,10.0,51.0,4.0,2.0,2.0,,10.0,2.0,7.0,6.0,1.0,1.0,,4.0,,3.0,2.0,,6.0,3.0,3.0,2.0,,7.0,9.0,9.0,1.0,8.0,4.0,,2.0,4.0,6.0,6.0,8.0,5.0,,,,,,,,1.0,76.0,10.0,62.0,2.0,4.0,3.0,4.0,15.0,3.0,10.0,,7.0,23.0,12.0,1.0,18.0,4.0,22.0,22.0,8.0,7.0,7.0,,1.0,2.0,,2.0,,1.0,3.0,1.0,2.0,,,,1.0,3.0,,,,,,1.0,2.0,1.0,,,,,,,,,1.0,,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
3981,258412.0,Jordi Gómez,Jordi,Gómez García-Penche,1985-05-24,Spain,Spain,16.0,M,Midfielder,19,90.0,6.0,215.0,,20.0,303.0,1.0,4.0,5.0,13.0,60.0,34.0,78.0,43.0,1.0,3.0,6.0,22.0,40.0,61.0,1.0,1.0,,59.0,0.0,3.0,93.0,9.0,11.0,10.0,1.0,2.0,113.0,36.0,24.0,6.0,,725.0,1.0,46.0,86.0,13.0,,125.0,121.0,3.0,18.0,22.0,78.0,108.0,105.0,16.0,5.0,17.0,18.0,11.0,142.0,275.0,5.0,29.0,362.0,4.0,23.0,1.0,502.0,24.0,9.0,15.0,,2.0,,,31.0,1.0,7.0,3.0,1.0,1.0,1.0,,,4.0,,1.0,16.0,4.0,,2.0,3.0,6.0,13.0,12.0,,1.0,3.0,,2.0,3.0,1.0,3.0,3.0,7.0,,2.0,1.0,,,,,,12.0,,7.0,,3.0,6.0,5.0,2.0,1.0,10.0,,9.0,6.0,32.0,,18.0,4.0,13.0,13.0,4.0,1.0,3.0,1.0,2.0,4.0,1.0,6.0,2.0,,,,,1.0,4.0,,,1.0,,,,14.0,,,1.0,,,,,,1.0,,2.0,,1.0,,,4.0,2.0,1.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
