id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,appearances,clean_sheet,draws,losses,wins,goal_assist,yellow_card,goals,red_card,own_goals
954,2491.0,Dan Petrescu,Dan,Petrescu,1967-12-22,Romania,Romania,,D,Defender,7,32.0,8.0,13.0,2.0,17.0,4.0,8.0,3.0,,
629,1839.0,Andy Petterson,Andy,Petterson,1969-09-26,Australia,Australia,,G,Goalkeeper,7,10.0,0.0,2.0,5.0,3.0,,,,1.0,
291,1381.0,Terry Phelan,Terry,Phelan,1967-03-16,Ireland,Ireland,,D,Defender,7,,,,,,,,,,
1187,28262.0,Phil Jevons,Phillip,Jevons,1979-08-01,England,England,10.0,F,Forward,7,1.0,0.0,,,1.0,,,,,
921,3869.0,Phil Neville,Philip,Neville,1977-01-21,England,England,18.0,M,Centre Defensive Midfielder,7,28.0,5.0,7.0,2.0,19.0,2.0,5.0,,,
1433,2360.0,Alessandro Pistone,Alessandro,Pistone,1975-07-27,Italy,Italy,,D,Defender,7,3.0,1.0,2.0,1.0,,,1.0,,,
1099,1266.0,Mark Platts,Mark,Platts,1979-05-23,England,England,,M,Midfielder,7,,,,,,,,,,
1161,3770.0,Mart Poom,Mart,Poom,1972-02-03,Estonia,Estonia,21.0,G,Goalkeeper,7,17.0,6.0,7.0,5.0,5.0,,,,,
1280,1967.0,Hugo Porfirio,Hugo,Porfirio,1973-09-28,Portugal,Portugal,,M,Midfielder,7,9.0,0.0,,5.0,4.0,2.0,4.0,1.0,,
785,821.0,Steve Potts,Steve,Potts,1967-05-07,United States,England,,D,Defender,7,19.0,4.0,5.0,4.0,10.0,,4.0,,,
1168,96263.0,Chris Powell,Chris,Powell,1969-09-08,England,England,29.0,D,Defender,7,38.0,11.0,12.0,18.0,8.0,1.0,2.0,,,
1355,2769.0,Gustavo Poyet,Gustavo,Poyet,1967-11-15,Uruguay,Uruguay,,M,Midfielder,7,28.0,3.0,13.0,1.0,14.0,2.0,4.0,11.0,,
495,3239.0,Kevin Pressman,Kevin,Pressman,1967-11-06,England,England,1.0,G,Goalkeeper,7,15.0,5.0,2.0,8.0,5.0,,,,,
1406,1670.0,Jamie Price,Jamie,Price,1981-10-27,England,England,,D,Defender,7,,,,,,,,,,
1523,1859.0,Martin Pringle,Martin,Pringle,1970-11-18,Sweden,Sweden,,F,Forward,7,18.0,5.0,5.0,8.0,5.0,,1.0,3.0,,
732,2444.0,Spencer Prior,Spencer,Prior,1971-04-22,England,England,,D,Defender,7,34.0,10.0,10.0,12.0,12.0,,4.0,1.0,,
1607,10587.0,David Prutton,David,Prutton,1981-09-12,England,England,12.0,M,Centre Central Midfielder,7,,,,,,,,,,
1092,41994.0,Nigel Quashie,Nigel,Quashie,1978-07-20,Scotland,Scotland,19.0,M,Midfielder,7,16.0,1.0,5.0,11.0,,1.0,4.0,,,
1540,1877.0,Barry Quinn,Barry,Quinn,1979-05-09,Ireland,Ireland,,M,Midfielder,7,7.0,0.0,1.0,5.0,1.0,,1.0,,,
1138,177643.0,Adam Rachel,Adam,Rachel,1976-12-10,England,England,,G,Goalkeeper,7,1.0,0.0,,1.0,,,,,,
886,961.0,Lucas Radebe,Lucas,Radebe,1969-04-12,South Africa,South Africa,5.0,D,Defender,7,29.0,12.0,12.0,3.0,14.0,,2.0,,,
1182,1379.0,Marino Rahmberg,Marino,Rahmberg,1974-08-07,Sweden,Sweden,,S,Substitute,7,,,,,,,,,,
1322,2073.0,Neil Redfearn,Neil,Redfearn,1965-06-20,England,England,,M,Midfielder,7,30.0,7.0,9.0,14.0,7.0,1.0,9.0,3.0,,
262,3710.0,Jamie Redknapp,Jamie,Redknapp,1973-06-25,England,England,38.0,M,Midfielder,7,34.0,6.0,9.0,12.0,13.0,4.0,6.0,8.0,,
1398,26722.0,Carl Regan,Carl,Regan,1980-09-09,England,England,15.0,D,Defender,7,,,,,,,,,,
1531,11081.0,Rhys Evans,Rhys,Evans,1982-01-27,England,England,1.0,G,Goalkeeper,7,,,,,,,,,,
1587,1942.0,Hamilton Ricard,Hamilton,Ricard,1974-01-12,Colombia,Colombia,,F,Forward,7,36.0,4.0,14.0,10.0,12.0,3.0,5.0,15.0,,
1425,1697.0,Karl-Heinz Riedle,Karl-Heinz,Riedle,1965-09-16,Germany,Germany,,F,Forward,7,34.0,3.0,8.0,12.0,14.0,2.0,7.0,5.0,,
79,1991.0,Stuart Ripley,Stuart,Ripley,1967-11-20,England,England,,M,Midfielder,7,22.0,2.0,4.0,13.0,5.0,2.0,1.0,,,
914,16428.0,Gareth Roberts,Gareth,Roberts,1978-02-06,Wales,Wales,3.0,D,Defender,7,,,,,,,,,,
1409,1673.0,David Robertson,David,Robertson,1968-10-17,Scotland,Scotland,,M,Midfielder,7,,,,,,,,,,
1522,1858.0,John Robinson,John,Robinson,1971-08-29,Wales,Wales,,M,Midfielder,7,30.0,4.0,9.0,14.0,7.0,1.0,8.0,3.0,,
1600,2708.0,Alan Rogers,Alan,Rogers,1977-01-03,England,England,15.0,D,Defender,7,34.0,4.0,6.0,21.0,7.0,2.0,8.0,4.0,,
504,1610.0,Roland Nilsson,Roland,Nilsson,1963-11-27,Sweden,Sweden,,D,Defender,7,28.0,4.0,7.0,13.0,8.0,1.0,,,,
1513,95808.0,Simon Royce,Simon,Royce,1971-09-09,England,England,48.0,G,Goalkeeper,7,8.0,4.0,3.0,2.0,3.0,,,,,
558,2011.0,Neil Ruddock,Neil,Ruddock,1968-05-09,England,England,,D,Defender,7,27.0,12.0,7.0,9.0,11.0,,8.0,2.0,1.0,
1446,1728.0,Petter Rudi,Petter,Rudi,1973-09-17,Norway,Norway,,M,Midfielder,7,34.0,7.0,5.0,16.0,13.0,1.0,2.0,5.0,,
1517,1846.0,Richard Rufus,Richard,Rufus,1975-01-12,England,England,,D,Defender,7,27.0,4.0,8.0,14.0,5.0,2.0,1.0,1.0,2.0,2.0
1598,6569.0,Louis Saha,Louis,Saha,1978-08-08,France,France,25.0,F,Centre Striker,7,11.0,0.0,3.0,4.0,4.0,1.0,1.0,1.0,,
1465,1752.0,Moussa Saïb,Moussa,Saïb,1969-03-06,Algeria,Algeria,,M,Midfielder,7,4.0,0.0,,3.0,1.0,1.0,,,,
1505,26835.0,Jlloyd Samuel,Jlloyd,Samuel,1981-03-29,Trinidad & Tobago,Trinidad & Tobago,21.0,D,Defender,7,,,,,,,,,,
1452,1735.0,Francesco Sanetti,Francesco,Sanetti,1979-01-11,Italy,Italy,,F,Forward,7,3.0,0.0,1.0,1.0,1.0,,,,,
706,54999.0,Robbie Savage,Robbie,Savage,1974-10-18,Wales,Wales,8.0,M,Midfielder,7,34.0,9.0,11.0,11.0,12.0,2.0,3.0,1.0,,
586,2537.0,John Scales,John,Scales,1966-07-04,England,England,,D,Defender,7,7.0,3.0,3.0,2.0,2.0,,1.0,,,
307,143575.0,Peter Schmeichel,Peter,Schmeichel,1963-11-18,Denmark,Denmark,1.0,G,Goalkeeper,7,34.0,11.0,13.0,3.0,18.0,,,,,
1545,1883.0,Stefan Schnoor,Stefan,Schnoor,1971-04-18,Germany,Germany,,D,Defender,7,23.0,7.0,9.0,5.0,9.0,1.0,6.0,2.0,,
336,324.0,Paul Scholes,Paul,Scholes,1974-11-16,England,England,22.0,M,Centre Central Midfielder,7,31.0,5.0,11.0,2.0,18.0,7.0,7.0,6.0,,
1218,58158.0,Mark Schwarzer,Mark,Schwarzer,1972-10-06,Australia,Australia,32.0,G,Goalkeeper,7,34.0,13.0,12.0,11.0,11.0,,1.0,,,
660,97880.0,Riccardo Scimeca,Riccardo,Scimeca,1975-06-13,England,England,19.0,D,Defender,7,18.0,3.0,3.0,9.0,6.0,,3.0,2.0,,
1616,1984.0,Philip Scott,Philip,Scott,1974-11-14,Scotland,Scotland,,M,Midfielder,7,4.0,0.0,1.0,2.0,1.0,,,1.0,,
310,1062.0,Les Sealey,Les,Sealey,1957-09-29,England,England,,G,Goalkeeper,7,,,,,,,,,,
1,119183.0,David Seaman,David,Seaman,1963-09-19,England,England,,G,Goalkeeper,7,32.0,19.0,11.0,3.0,18.0,,,,,
582,1999.0,Hans Segers,Hans,Segers,1961-10-30,Netherlands,Netherlands,,G,Goalkeeper,7,1.0,0.0,1.0,,,,,,,
1592,1948.0,Carl Serrant,Carl,Serrant,1975-09-12,England,England,,D,Defender,7,4.0,0.0,1.0,3.0,,,1.0,,,
328,2074.0,Lee Sharpe,Lee,Sharpe,1971-05-27,England,England,,M,Midfielder,7,4.0,0.0,2.0,1.0,1.0,,,,,
154,1168.0,Richard Shaw,Richard,Shaw,1968-09-11,England,England,,D,Defender,7,37.0,7.0,9.0,17.0,11.0,,2.0,,,
89,1440.0,Alan Shearer,Alan,Shearer,1970-08-13,England,England,9.0,F,Forward,7,30.0,4.0,9.0,13.0,8.0,3.0,6.0,14.0,,
1152,1343.0,Joe Sheerin,Joe,Sheerin,1977-11-08,England,England,,F,Forward,7,,,,,,,,,,
576,110022.0,Teddy Sheringham,Teddy,Sheringham,1966-04-02,England,England,,F,Centre Second Striker,7,17.0,3.0,7.0,1.0,9.0,3.0,4.0,2.0,,
78,3336.0,Tim Sherwood,Tim,Sherwood,1969-02-06,England,England,,M,Midfielder,7,33.0,9.0,11.0,14.0,8.0,1.0,5.0,5.0,2.0,
1032,1173.0,Sam Shilton,Sam,Shilton,1978-07-21,England,England,,M,Midfielder,7,5.0,0.0,2.0,2.0,1.0,,,,,
116,4460.0,Neil Shipperley,Neil,Shipperley,1974-10-30,England,England,,F,Forward,7,20.0,0.0,6.0,13.0,1.0,1.0,,1.0,,
1037,4325.0,Craig Short,Craig,Short,1968-06-25,England,England,24.0,D,Defender,7,22.0,7.0,4.0,10.0,8.0,,5.0,,,1.0
1554,28761.0,Steve Simonsen,Steve,Simonsen,1979-04-03,England,England,1.0,G,Goalkeeper,7,,,,,,,,,,
103,29322.0,Frank Sinclair,Frank,Sinclair,1971-12-03,Jamaica,Jamaica,15.0,D,Defender,7,31.0,11.0,11.0,11.0,9.0,,9.0,1.0,1.0,
456,1274.0,Andy Sinton,Andy,Sinton,1966-03-19,England,England,,M,Midfielder,7,22.0,2.0,9.0,8.0,5.0,,3.0,,,
1412,11503.0,Alan Smith,Alan,Smith,1980-10-28,England,England,17.0,M,Centre Central Midfielder,7,22.0,5.0,3.0,6.0,13.0,3.0,6.0,7.0,,
1597,27645.0,Nolberto Solano,Nolberto,Solano,1974-12-12,Peru,Peru,24.0,M,Midfielder,7,29.0,2.0,10.0,11.0,8.0,5.0,,6.0,,
1217,1425.0,Ole Gunnar Solskjaer,Ole Gunnar,Solskjaer,1973-02-26,Norway,Norway,20.0,F,Forward,7,19.0,3.0,3.0,2.0,14.0,1.0,,12.0,,
1360,182907.0,Trond Egil Soltvedt,Trond Egil,Soltvedt,1967-02-15,Norway,Norway,32.0,M,Midfielder,7,27.0,3.0,7.0,14.0,6.0,2.0,2.0,2.0,,
1570,2516.0,Rigobert Song,Rigobert,Song,1976-07-01,Cameroon,Cameroon,,D,Defender,7,13.0,0.0,3.0,6.0,4.0,1.0,3.0,,,
1614,1982.0,Danny Sonner,Danny,Sonner,1972-01-09,Northern Ireland,Northern Ireland,,M,Midfielder,7,26.0,6.0,6.0,10.0,10.0,2.0,6.0,3.0,,
153,2732.0,Gareth Southgate,Gareth,Southgate,1970-09-03,England,England,6.0,D,Defender,7,38.0,15.0,10.0,13.0,15.0,,5.0,1.0,,1.0
239,30153.0,Gary Speed,Gary,Speed,1969-09-08,Wales,Wales,15.0,M,Midfielder,7,38.0,5.0,13.0,14.0,11.0,,6.0,4.0,,
117,2033.0,John Spencer,John,Spencer,1970-09-11,Scotland,Scotland,,F,Forward,7,3.0,0.0,1.0,2.0,,,,,,
708,727.0,Pavel Srnicek,Pavel,Srnicek,1968-03-10,Czech Republic,Czech Republic,24.0,G,Goalkeeper,7,24.0,7.0,5.0,11.0,8.0,,1.0,,1.0,
1580,110395.0,Jaap Stam,Jaap,Stam,1972-07-17,Netherlands,Netherlands,5.0,D,Defender,7,30.0,8.0,10.0,2.0,18.0,1.0,5.0,1.0,,
359,345.0,Phil Stamp,Phil,Stamp,1975-12-12,England,England,,M,Midfielder,7,16.0,1.0,8.0,5.0,3.0,,1.0,2.0,1.0,
41,39.0,Steve Staunton,Steve,Staunton,1969-01-19,Ireland,Ireland,,D,Defender,7,31.0,4.0,7.0,10.0,14.0,,2.0,,,
1095,27653.0,Dejan Stefanovic,Dejan,Stefanovic,1974-10-28,Serbia,Serbia,,D,Defender,7,11.0,4.0,2.0,5.0,4.0,,2.0,,1.0,
1649,2040.0,Stale Stensaas,Stale,Stensaas,1971-07-07,Norway,Norway,,D,Defender,7,7.0,1.0,1.0,5.0,1.0,,1.0,,,
1164,2255.0,Igor Stimac,Igor,Stimac,1967-09-06,Croatia,Croatia,,D,Defender,7,14.0,3.0,4.0,3.0,7.0,2.0,6.0,,,
1584,27553.0,Robbie Stockdale,Robbie,Stockdale,1979-11-30,Scotland,Scotland,,D,Defender,7,19.0,7.0,7.0,5.0,7.0,3.0,3.0,,,
406,3337.0,Steve Stone,Steve,Stone,1971-08-20,England,England,,M,Midfielder,7,36.0,7.0,10.0,20.0,6.0,6.0,6.0,3.0,1.0,
1362,178406.0,Gavin Strachan,Gavin,Strachan,1978-12-23,Scotland,Scotland,,M,Midfielder,7,,,,,,,,,,
111,3673.0,Graham Stuart,Graham,Stuart,1970-10-24,England,England,4.0,M,Midfielder,7,9.0,2.0,2.0,5.0,2.0,1.0,2.0,3.0,,
1295,32992.0,Stuart Taylor,Stuart,Taylor,1980-11-28,England,England,28.0,G,Goalkeeper,7,,,,,,,,,,
1178,3410.0,Dean Sturridge,Dean,Sturridge,1973-07-27,England,England,,F,Forward,7,29.0,6.0,11.0,9.0,9.0,4.0,3.0,5.0,,
583,27204.0,Neil Sullivan,Neil,Sullivan,1970-02-24,Scotland,Scotland,1.0,G,Goalkeeper,7,38.0,7.0,12.0,16.0,10.0,,4.0,,,
1075,1233.0,Mark Summerbell,Mark,Summerbell,1976-10-30,England,England,,M,Midfielder,7,11.0,2.0,4.0,4.0,3.0,,4.0,,,
390,4120.0,Chris Sutton,Chris,Sutton,1973-03-10,England,England,20.0,F,Forward,7,17.0,3.0,6.0,7.0,4.0,1.0,9.0,3.0,1.0,
1014,1913.0,Gerry Taggart,Gerry,Taggart,1970-10-18,Northern Ireland,Northern Ireland,,D,Defender,7,15.0,3.0,4.0,6.0,5.0,2.0,3.0,,,
880,26668.0,Mauricio Taricco,Mauricio,Taricco,1973-03-10,Argentina,Argentina,27.0,D,Defender,7,13.0,3.0,6.0,3.0,4.0,,1.0,,1.0,
847,901.0,Ian Taylor,Ian,Taylor,1968-06-04,England,England,,M,Midfielder,7,33.0,11.0,10.0,9.0,14.0,4.0,7.0,4.0,,
1033,12313.0,Paul Telfer,Paul,Telfer,1971-10-21,Scotland,Scotland,,D,Defender,7,32.0,6.0,8.0,14.0,10.0,,11.0,2.0,,
1435,1711.0,David Terrier,David,Terrier,1973-08-04,France,France,,D,Defender,7,,,,,,,,,,
1353,47414.0,John Terry,John,Terry,1980-12-07,England,England,26.0,D,Centre Central Defender,7,2.0,0.0,,,2.0,,,,,
1282,96171.0,Ben Thatcher,Ben,Thatcher,1975-11-30,Wales,Wales,33.0,D,Defender,7,31.0,5.0,10.0,14.0,7.0,1.0,8.0,,,2.0
939,1029.0,Stuart Thom,Stuart,Thom,1976-12-27,England,England,,D,Defender,7,,,,,,,,,,
1338,1583.0,James Thomas,James,Thomas,1979-01-16,Wales,Wales,,F,Forward,7,,,,,,,,,,
1019,278335.0,Alan Thompson,Alan,Thompson,1973-12-22,England,England,8.0,M,Midfielder,7,25.0,3.0,7.0,9.0,9.0,3.0,6.0,2.0,,
397,1840.0,Carl Tiler,Carl,Tiler,1970-02-11,England,England,,D,Defender,7,29.0,9.0,9.0,13.0,7.0,,7.0,1.0,,
1356,3044.0,Tore Andre Flo,Tore Andre,Flo,1973-06-15,Norway,Norway,,F,Forward,7,30.0,5.0,13.0,2.0,15.0,4.0,2.0,10.0,,
112,1935.0,Andy Townsend,Andy,Townsend,1963-07-23,Ireland,Ireland,,M,Midfielder,7,35.0,10.0,15.0,10.0,10.0,3.0,10.0,1.0,,
1626,2003.0,Paolo Tramezzani,Paolo,Tramezzani,1970-07-30,Italy,Italy,,D,Defender,7,6.0,1.0,1.0,3.0,2.0,,1.0,,,
1571,121145.0,Djimi Traore,Djimi,Traore,1980-03-01,France,Mali,18.0,D,Left Full Back,7,,,,,,,,,,
552,2025.0,David Tuttle,David,Tuttle,1972-06-02,England,England,,D,Defender,7,,,,,,,,,,
1430,26439.0,Michael Twiss,Michael,Twiss,1977-12-26,England,England,9.0,F,Forward,7,,,,,,,,,,
733,1682.0,Robert Ullathorne,Robert,Ullathorne,1971-10-11,England,England,,D,Defender,7,25.0,9.0,11.0,7.0,7.0,1.0,4.0,,,
181,4432.0,David Unsworth,David,Unsworth,1973-10-16,England,England,25.0,D,Defender,7,34.0,11.0,8.0,16.0,10.0,1.0,8.0,1.0,,
1131,19664.0,Matt Upson,Matt,Upson,1979-04-18,England,England,4.0,D,Centre Central Defender,7,5.0,0.0,2.0,,3.0,,,,,
1209,4850.0,Raimond van der Gouw,Raimond,van der Gouw,1963-03-24,Netherlands,Netherlands,,G,Goalkeeper,7,5.0,2.0,,,5.0,,,,,
1235,1446.0,Pierre van Hooijdonk,Pierre,van Hooijdonk,1969-11-29,Netherlands,Netherlands,,F,Forward,7,21.0,2.0,4.0,14.0,3.0,4.0,5.0,6.0,1.0,
1309,27979.0,Darius Vassell,Darius,Vassell,1980-06-13,England,England,13.0,F,Forward,7,6.0,0.0,,4.0,2.0,1.0,,,,
1274,1498.0,Ramon Vega,Ramon,Vega,1971-06-14,Switzerland,Switzerland,,D,Defender,7,16.0,5.0,7.0,4.0,5.0,,1.0,2.0,,
1303,175942.0,Paolo Vernazza,Paolo,Vernazza,1979-11-01,England,England,,M,Midfielder,7,,,,,,,,,,
1150,1341.0,Gianluca Vialli,Gianluca,Vialli,1964-07-09,Italy,Italy,,F,Forward,7,9.0,3.0,2.0,2.0,5.0,2.0,3.0,1.0,1.0,
1070,2818.0,Steve Vickers,Steve,Vickers,1967-10-13,England,England,,D,Defender,7,31.0,8.0,10.0,10.0,11.0,,4.0,1.0,,
1132,5746.0,Patrick Vieira,Patrick,Vieira,1976-06-23,Senegal,France,24.0,M,Centre Defensive Midfielder,7,34.0,17.0,10.0,4.0,20.0,3.0,7.0,3.0,1.0,
1298,1535.0,Nelson Vivas,Nelson,Vivas,1969-10-18,Argentina,Argentina,,D,Defender,7,23.0,5.0,7.0,3.0,13.0,,5.0,,,
997,177669.0,Richard Walker,Richard,Walker,1977-11-08,England,England,,F,Forward,7,,,,,,,,,,
1644,2032.0,Jean-Guy Wallemme,Jean-Guy,Wallemme,1967-08-10,France,France,,D,Defender,7,6.0,0.0,1.0,5.0,,,2.0,,,
922,3075.0,Ronnie Wallwork,Ronnie,Wallwork,1977-09-10,England,England,24.0,D,Defender,7,,,,,,,,,,
894,969.0,Steve Walsh,Steve,Walsh,1964-11-03,England,England,,D,Defender,7,22.0,5.0,7.0,9.0,6.0,1.0,2.0,3.0,,
1179,127475.0,Paulo Wanchope,Paulo,Wanchope,1976-07-31,Costa Rica,Costa Rica,11.0,F,Forward,7,35.0,9.0,13.0,11.0,11.0,5.0,9.0,9.0,1.0,
932,2315.0,Ashley Ward,Ashley,Ward,1970-11-24,England,England,,F,Forward,7,17.0,4.0,8.0,6.0,3.0,1.0,3.0,5.0,,
912,16179.0,Tony Warner,Tony,Warner,1974-05-11,England,Trinidad & Tobago,34.0,G,Goalkeeper,7,,,,,,,,,,
720,4004.0,Steve Watson,Steve,Watson,1974-04-01,England,England,2.0,D,Defender,7,34.0,9.0,9.0,13.0,12.0,4.0,2.0,,1.0,1.0
1521,94992.0,Adrian Webster,Adrian,Webster,1980-10-10,England,England,,M,Midfielder,7,,,,,,,,,,
1558,126098.0,David Weir,David,Weir,1970-05-10,Scotland,Scotland,3.0,D,Centre Central Defender,7,14.0,2.0,1.0,7.0,6.0,2.0,2.0,,,
228,2071.0,David Wetherall,David,Wetherall,1971-03-14,England,England,5.0,D,Defender,7,21.0,4.0,6.0,5.0,10.0,2.0,3.0,,,
245,95531.0,Noel Whelan,Noel,Whelan,1974-12-30,England,England,,F,Forward,7,31.0,7.0,8.0,13.0,10.0,2.0,9.0,10.0,,
664,1047.0,Guy Whittingham,Guy,Whittingham,1964-11-10,England,England,,F,Forward,7,2.0,0.0,,2.0,,,,,,
1567,1911.0,Clyde Wijnhard,Clyde,Wijnhard,1973-11-01,Netherlands,Netherlands,,F,Forward,7,18.0,1.0,9.0,2.0,7.0,3.0,5.0,3.0,,
80,2129.0,Jason Wilcox,Jason,Wilcox,1971-07-15,England,England,,M,Midfielder,7,30.0,7.0,12.0,12.0,6.0,4.0,6.0,3.0,1.0,
1585,55232.0,Luke Wilkshire,Luke,Wilkshire,1981-10-02,Australia,Australia,26.0,D,Full Back,7,,,,,,,,,,
1181,1378.0,Ron Willems,Ron,Willems,1966-09-20,Netherlands,Netherlands,,F,Forward,7,,,,,,,,,,
1328,13013.0,Anthony Williams,Anthony,Williams,1977-09-20,Wales,Wales,,G,Goalkeeper,7,,,,,,,,,,
796,1663.0,Danny Williamson,Danny,Williamson,1973-12-05,England,England,,M,Midfielder,7,,,,,,,,,,
1200,1407.0,Stuart Wilson,Stuart,Wilson,1977-09-16,Scotland,Scotland,,M,Midfielder,7,9.0,0.0,4.0,4.0,1.0,,,,,
11,2514.0,Nigel Winterburn,Nigel,Winterburn,1963-12-11,England,England,,D,Defender,7,30.0,16.0,10.0,3.0,17.0,2.0,8.0,,,
107,2711.0,Dennis Wise,Dennis,Wise,1966-12-16,England,England,,M,Midfielder,7,22.0,8.0,9.0,3.0,10.0,4.0,7.0,,1.0,
404,388.0,Ian Woan,Ian,Woan,1967-12-14,England,England,,M,Midfielder,7,2.0,0.0,,2.0,,,1.0,,,
1534,27424.0,Robert Wolleaston,Robert,Wolleaston,1979-12-21,England,England,,M,Midfielder,7,,,,,,,,,,
1565,58296.0,Jonathan Woodgate,Jonathan,Woodgate,1980-01-22,England,England,39.0,D,Centre Central Defender,7,25.0,8.0,7.0,6.0,12.0,1.0,5.0,2.0,,
1332,1577.0,David Worrell,David,Worrell,1978-01-12,Scotland,Scotland,,D,Defender,7,,,,,,,,,,
1643,25967.0,Darren Jackson,Darren,Jackson,1966-07-25,Scotland,Scotland,,,,7,3.0,0.0,,2.0,1.0,,,,,
252,55236.0,David James,David,James,1970-08-01,England,England,1.0,G,Goalkeeper,7,26.0,5.0,6.0,11.0,9.0,,1.0,,,
1381,3836.0,Matt Jansen,Matt,Jansen,1977-10-20,England,England,17.0,F,Forward,7,11.0,1.0,5.0,4.0,2.0,1.0,,2.0,,
994,29875.0,Tommy Jaszczun,Tommy,Jaszczun,1977-09-16,England,England,15.0,M,Midfielder,7,,,,,,,,,,
1402,97081.0,Francis Jeffers,Francis,Jeffers,1981-01-25,England,England,9.0,F,Forward,7,15.0,1.0,1.0,8.0,6.0,5.0,,6.0,,
909,96052.0,Julian Joachim,Julian,Joachim,1974-09-20,England,England,,F,Forward,7,36.0,11.0,9.0,13.0,14.0,4.0,1.0,14.0,,
1210,3642.0,Ronny Johnsen,Ronny,Johnsen,1969-06-10,Norway,Norway,25.0,D,Defender,7,22.0,6.0,9.0,1.0,12.0,,2.0,3.0,,
1336,13789.0,Damien Johnson,Damien,Johnson,1978-11-18,Northern Ireland,Northern Ireland,20.0,M,Midfielder,7,21.0,2.0,8.0,10.0,3.0,1.0,3.0,1.0,,
799,1851.0,Steve Jones,Steve,Jones,1970-03-17,England,England,,M,Midfielder,7,25.0,0.0,9.0,13.0,3.0,2.0,5.0,1.0,,
1615,1983.0,Wim Jonk,Wim,Jonk,1966-10-12,Netherlands,Netherlands,,M,Midfielder,7,38.0,11.0,7.0,18.0,13.0,5.0,4.0,2.0,,
1468,1756.0,José Dominguez,José Manuel,Martins Dominguez,1974-02-16,Portugal,Portugal,,F,Forward,7,13.0,0.0,4.0,6.0,3.0,3.0,1.0,2.0,,
1453,1736.0,Junior Agogo,Manuel Junior,Agogo,1979-08-01,Ghana,Ghana,,F,Forward,7,1.0,0.0,,1.0,,,1.0,,,
1283,1512.0,Duncan Jupp,Duncan,Jupp,1975-01-25,Scotland,Scotland,,D,Defender,7,6.0,0.0,2.0,1.0,3.0,,2.0,,,
1195,1402.0,Pontus Kaamark,Pontus,Kaamark,1969-04-05,Sweden,Sweden,,D,Defender,7,19.0,5.0,4.0,9.0,6.0,,,,,
1621,3445.0,Hassan Kachloul,Hassan,Kachloul,1973-02-19,Morocco,Morocco,,M,Midfielder,7,22.0,4.0,3.0,9.0,10.0,,5.0,5.0,,
1502,96872.0,Kanu,Nwankwo,Kanu,1976-08-01,Nigeria,Nigeria,27.0,F,Centre Second Striker,7,12.0,1.0,2.0,1.0,9.0,2.0,,6.0,,
407,110403.0,Roy Keane,Roy,Keane,1971-08-10,Ireland,Ireland,16.0,M,Midfielder,7,35.0,9.0,12.0,3.0,20.0,,8.0,2.0,,
1473,176528.0,Joey Keith,Joey,Keith,1978-10-01,England,England,,D,Left Full Back,7,,,,,,,,,,
1193,110749.0,Kasey Keller,Kasey,Keller,1969-11-29,United States,United States,18.0,G,Goalkeeper,7,36.0,12.0,13.0,12.0,11.0,,2.0,,,
694,704.0,Gary Kelly,Gary,Kelly,1974-07-09,Ireland,Ireland,2.0,D,Defender,7,,,,,,,,,,
524,2822.0,Jeff Kenna,Jeff,Kenna,1970-08-27,Ireland,Ireland,,D,Defender,7,23.0,5.0,8.0,11.0,4.0,1.0,1.0,,,
916,27849.0,Mark Kennedy,Mark,Kennedy,1976-05-15,Ireland,Ireland,39.0,D,Defender,7,17.0,0.0,6.0,10.0,1.0,1.0,,,,
14,110016.0,Martin Keown,Martin,Keown,1966-07-24,England,England,,D,Centre Central Defender,7,34.0,18.0,11.0,4.0,19.0,1.0,5.0,1.0,2.0,
1439,1715.0,Temuri Ketsbaia,Temuri,Ketsbaia,1968-03-18,Georgia,Georgia,,M,Midfielder,7,26.0,2.0,8.0,9.0,9.0,3.0,2.0,5.0,,
1249,11879.0,Kevin Davies,Kevin,Davies,1977-03-26,England,England,9.0,F,Centre Striker,7,21.0,1.0,7.0,11.0,3.0,2.0,5.0,1.0,,
1049,99163.0,Harry Kewell,Harry,Kewell,1978-09-22,Australia,Australia,99.0,M,Left/Right Winger,7,38.0,8.0,13.0,7.0,18.0,9.0,3.0,6.0,,
93,89.0,Dmitri Kharin,Dmitri,Kharin,1968-08-16,Russia,Russia,,G,Goalkeeper,7,1.0,0.0,,,1.0,,,,,
807,846.0,Alan Kimble,Alan,Kimble,1966-06-08,England,England,,D,Defender,7,26.0,3.0,9.0,10.0,7.0,3.0,3.0,,,
1221,1429.0,Vladimir Kinder,Vladimir,Kinder,1969-03-09,Slovakia,Slovakia,,D,Defender,7,5.0,0.0,1.0,1.0,3.0,,1.0,2.0,,
1627,2004.0,Ledley King,Ledley,King,1980-10-12,England,England,26.0,D,Centre Central Defender,7,1.0,0.0,,1.0,,,,,,
1520,2808.0,Mark Kinsella,Mark,Kinsella,1972-08-12,Ireland,Ireland,,M,Midfielder,7,38.0,9.0,12.0,18.0,8.0,2.0,4.0,3.0,,
1572,122390.0,Frode Kippe,Frode,Kippe,1978-01-17,Norway,Norway,13.0,D,Central Defender,7,,,,,,,,,,
1359,30706.0,Chris Kirkland,Chris,Kirkland,1981-05-02,England,England,0.0,G,Goalkeeper,7,,,,,,,,,,
