id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,formation_place,accurate_back_zone_pass,accurate_cross,accurate_cross_nocorner,accurate_fwd_zone_pass,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_centre,att_bx_left,att_bx_right,att_cmiss_high,att_cmiss_left,att_cmiss_right,att_fastbreak,att_freekick_miss,att_freekick_total,att_goal_high_right,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_goal,att_hd_miss,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_lf_total,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obxd_left,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_high_right,att_sv_low_centre,att_sv_low_left,att_sv_low_right,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,draws,duel_lost,duel_won,effective_clearance,final_third_entries,fouled_final_third,fouls,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goals_openplay,goal_assist,goal_assist_openplay,goal_fastbreak,hand_ball,head_pass,interception,interception_won,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,shot_fastbreak,shot_off_target,six_yard_block,successful_final_third_passes,successful_open_play_pass,total_att_assist,total_back_zone_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_fastbreak,total_final_third_passes,total_fwd_zone_pass,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_throws,touches,turnover,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_corners_intobox,freekick_cross,goal_assist_deadball,goal_assist_setplay,interceptions_in_box,total_corners_intobox,attempts_ibox,attempts_obox,att_cmiss_high_right,att_corner,att_goal_high_left,att_ibox_post,att_lg_left,att_obx_left,att_pen_goal,att_pen_target,att_post_right,hit_woodwork,penalty_won,post_scoring_att,touches_in_opp_box,accurate_freekick_cross,accurate_goal_kicks,clearance_off_line,goal_kicks,att_goal_high_centre,att_lg_centre,penalty_conceded,att_cmiss_high_left,att_hd_post,att_post_high,dangerous_play,own_goals,red_card,total_chipped_pass,att_post_left,att_freekick_target,att_obox_post,second_yellow,att_obx_right,accurate_keeper_throws,ball_recovery,dive_catch,dive_save,good_high_claim,keeper_throws,penalty_faced,penalty_save,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,att_lg_right,last_man_tackle,att_obxd_right,att_freekick_goal,att_pen_post,back_pass,att_pen_miss,unsuccessful_touch,leftside_pass,att_obp_goal,fwd_pass,att_freekick_post,rescinded_red_card,accurate_chipped_pass,rightside_pass
3235,4355.0,Hao Haidong,Hao,Haidong,1970-08-25,China,China,39.0,F,Forward,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3192,266500.0,Gregory Halford,Gregory,Halford,1984-12-08,England,England,23.0,D,Defender,15,4.0,14.0,1.0,1.0,30.0,6.0,43.0,12.0,1.0,1.0,3.0,16.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,5.0,1.0,5.0,15.0,9.0,25.0,,1.0,2.0,,3.0,3.0,,,,,,1.0,,3.0,3.0,34.0,17.0,2.0,2.0,181.0,,1.0,,,,6.0,27.0,16.0,1.0,44.0,43.0,,,,13.0,,1.0,19.0,10.0,3.0,6.0,6.0,,26.0,55.0,15.0,,68.0,,,1.0,11.0,22.0,126.0,1.0,1.0,,2.0,1.0,9.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558,12491.0,Fitz Hall,Fitz,Hall,1980-12-20,England,England,17.0,D,Centre Central Defender,15,102.0,144.0,2.0,2.0,124.0,55.0,266.0,46.0,17.0,39.0,24.0,138.0,98.0,1.0,2.0,3.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,2.0,,,,,1.0,,1.0,,1.0,,,1.0,,,1.0,2.0,,,2.0,1.0,,,,,,,1.0,13.0,2.0,,3.0,4.0,5.0,63.0,102.0,96.0,158.0,,30.0,22.0,,38.0,31.0,7.0,,,,,2.0,13.0,15.0,14.0,207.0,91.0,15.0,9.0,1823.0,2.0,1.0,,51.0,12.0,34.0,78.0,45.0,4.0,326.0,296.0,,3.0,,57.0,22.0,3.0,239.0,126.0,9.0,7.0,7.0,,161.0,280.0,127.0,1.0,512.0,4.0,5.0,2.0,45.0,85.0,831.0,11.0,14.0,4.0,4.0,1.0,32.0,3.0,,,,,2.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813,264239.0,Emil Hallfredsson,Emil,Hallfredsson,1984-06-29,Iceland,Iceland,20.0,M,Left/Centre Central Midfielder,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,26395.0,John Halls,John,Halls,1982-02-14,England,England,21.0,D,Defender,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,29970.0,Dietmar Hamann,Dietmar,Hamann,1973-08-27,Germany,Germany,16.0,M,Midfielder,15,62.0,177.0,5.0,3.0,217.0,40.0,389.0,,3.0,2.0,16.0,60.0,52.0,8.0,1.0,,,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,2.0,,3.0,1.0,,5.0,4.0,,1.0,5.0,,,,,1.0,,,2.0,19.0,2.0,5.0,,5.0,4.0,39.0,55.0,14.0,101.0,3.0,15.0,12.0,,16.0,11.0,5.0,,1.0,1.0,,,,11.0,11.0,90.0,60.0,8.0,6.0,984.0,6.0,4.0,1.0,,4.0,47.0,62.0,29.0,2.0,117.0,112.0,,3.0,1.0,93.0,,10.0,194.0,19.0,5.0,17.0,12.0,,148.0,309.0,58.0,,486.0,6.0,8.0,4.0,26.0,,581.0,5.0,24.0,4.0,3.0,2.0,23.0,5.0,2.0,7.0,,,1.0,5.0,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3183,267540.0,Ben Hamer,Ben,Hamer,1987-11-20,England,England,18.0,G,Goalkeeper,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3134,172638.0,Adam Hammill,Adam,Hammill,1988-01-25,England,England,11.0,M,Right Winger,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,11053.0,Marlon Harewood,Marlon,Harewood,1979-08-25,England,England,9.0,F,Centre Striker,15,184.0,65.0,5.0,5.0,223.0,18.0,283.0,6.0,53.0,39.0,32.0,158.0,137.0,19.0,,12.0,6.0,14.0,2.0,3.0,4.0,4.0,,1.0,,2.0,1.0,,,1.0,,1.0,4.0,3.0,18.0,11.0,,2.0,7.0,5.0,,4.0,11.0,7.0,9.0,,9.0,1.0,,18.0,53.0,3.0,10.0,48.0,1.0,,,1.0,3.0,3.0,5.0,13.0,55.0,1.0,1.0,22.0,5.0,4.0,182.0,94.0,5.0,53.0,11.0,47.0,19.0,3.0,38.0,31.0,7.0,3.0,1.0,1.0,1.0,3.0,4.0,7.0,7.0,30.0,19.0,19.0,,1752.0,4.0,16.0,15.0,22.0,4.0,55.0,80.0,31.0,4.0,237.0,233.0,4.0,28.0,,122.0,16.0,20.0,89.0,9.0,40.0,27.0,27.0,4.0,249.0,397.0,27.0,22.0,459.0,56.0,12.0,13.0,18.0,7.0,678.0,47.0,27.0,9.0,10.0,19.0,14.0,5.0,,,,,,,,2.0,1.0,,,1.0,,,,,,1.0,,1.0,2.0,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
709,20192.0,Steve Harper,Steve,Harper,1975-03-14,England,England,33.0,G,Goalkeeper,15,15.0,73.0,,,83.0,105.0,156.0,,,1.0,18.0,132.0,117.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,6.0,4.0,5.0,27.0,293.0,,,15.0,,18.0,16.0,2.0,,,,,,,1.0,1.0,461.0,130.0,9.0,15.0,1439.0,1.0,1.0,,27.0,,25.0,45.0,14.0,,368.0,367.0,,,,55.0,12.0,2.0,101.0,28.0,1.0,,,,201.0,290.0,329.0,,391.0,,,3.0,,,684.0,,3.0,3.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,61.0,,189.0,,,,,,,,,,,,,,,,63.0,14.0,10.0,27.0,14.0,64.0,,,13.0,23.0,28.0,54.0,14.0,3.0,14.0,,,,,,,,,,,,,,,
2961,3949.0,Scott Harris,Scott,Harris,1985-07-24,England,England,,M,Midfielder,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3088,95029.0,Zoltán Harsányi,Zoltán,Harsányi,1987-06-01,Slovakia,Slovakia,29.0,F,Centre Striker,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3143,289224.0,Joe Hart,Joe,Hart,1987-04-19,England,England,1.0,G,Goalkeeper,15,1.0,6.0,,,11.0,11.0,17.0,,,,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,15.0,,,1.0,,,,,,,,,,,,,24.0,15.0,,,90.0,,,,,,2.0,8.0,,,10.0,10.0,,,,7.0,,,7.0,1.0,,,,,11.0,17.0,17.0,,24.0,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,7.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
1413,4165.0,Jimmy Floyd Hasselbaink,Jimmy Floyd,Hasselbaink,1972-03-27,Suriname,Netherlands,18.0,F,Forward,15,103.0,61.0,,,151.0,17.0,212.0,1.0,28.0,19.0,25.0,121.0,96.0,9.0,,7.0,1.0,4.0,,2.0,1.0,,1.0,2.0,,,2.0,,,2.0,,2.0,4.0,1.0,5.0,4.0,1.0,1.0,6.0,2.0,1.0,2.0,4.0,2.0,5.0,1.0,6.0,3.0,,15.0,26.0,1.0,6.0,22.0,2.0,,,,4.0,1.0,2.0,9.0,38.0,,,5.0,4.0,6.0,96.0,61.0,3.0,45.0,8.0,17.0,11.0,2.0,24.0,19.0,5.0,2.0,3.0,3.0,,1.0,4.0,1.0,1.0,31.0,20.0,14.0,,1105.0,3.0,9.0,9.0,24.0,1.0,31.0,56.0,28.0,2.0,119.0,117.0,,12.0,1.0,81.0,21.0,12.0,74.0,5.0,18.0,9.0,9.0,,146.0,240.0,29.0,8.0,305.0,30.0,6.0,14.0,17.0,1.0,411.0,22.0,21.0,5.0,4.0,14.0,11.0,3.0,,,,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3199,52324.0,Jonny Hayes,Jonny,Hayes,1987-07-09,Ireland,Ireland,15.0,M,Right Winger,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2933,277767.0,Tom Heaton,Tom,Heaton,1986-04-15,England,England,22.0,G,Goalkeeper,15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,4166.0,Magnus Hedman,Magnus,Hedman,1973-03-19,Sweden,Sweden,22.0,G,Goalkeeper,15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,111478.0,Gabriel Heinze,Gabriel,Heinze,1978-04-19,Argentina,Argentina,5.0,D,Left/Centre Central Defender,15,60.0,388.0,9.0,9.0,276.0,66.0,655.0,137.0,15.0,20.0,22.0,87.0,87.0,9.0,1.0,2.0,1.0,,,,1.0,,,2.0,,,,,,1.0,,1.0,1.0,,2.0,,,,4.0,1.0,,,,2.0,3.0,,1.0,,,4.0,4.0,,,2.0,,,,,,,,4.0,28.0,3.0,,13.0,15.0,4.0,71.0,99.0,68.0,134.0,4.0,27.0,17.0,,17.0,13.0,4.0,,,,,1.0,2.0,21.0,21.0,173.0,98.0,4.0,10.0,1506.0,6.0,4.0,,16.0,5.0,192.0,13.0,28.0,3.0,253.0,225.0,,3.0,1.0,113.0,15.0,10.0,449.0,96.0,5.0,29.0,29.0,,184.0,422.0,110.0,,842.0,7.0,4.0,5.0,50.0,149.0,1226.0,18.0,26.0,14.0,3.0,4.0,44.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,97506.0,Heidar Helguson,Heidar,Helguson,1977-08-22,Iceland,Iceland,,F,Forward,15,156.0,71.0,2.0,2.0,218.0,16.0,287.0,2.0,42.0,36.0,30.0,140.0,80.0,11.0,,15.0,3.0,2.0,1.0,4.0,,1.0,,,,,,1.0,1.0,7.0,4.0,12.0,5.0,3.0,11.0,8.0,1.0,2.0,12.0,4.0,4.0,2.0,5.0,4.0,1.0,1.0,8.0,,,7.0,31.0,2.0,2.0,12.0,3.0,1.0,1.0,,5.0,,1.0,6.0,44.0,2.0,1.0,13.0,7.0,10.0,135.0,104.0,15.0,57.0,12.0,46.0,16.0,4.0,30.0,26.0,4.0,3.0,3.0,2.0,,3.0,10.0,4.0,4.0,29.0,20.0,13.0,3.0,1463.0,3.0,11.0,12.0,38.0,1.0,70.0,84.0,36.0,2.0,195.0,190.0,1.0,19.0,1.0,122.0,26.0,14.0,90.0,20.0,9.0,21.0,20.0,1.0,239.0,380.0,27.0,21.0,449.0,37.0,9.0,14.0,27.0,3.0,617.0,36.0,38.0,7.0,3.0,13.0,21.0,9.0,,,,1.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0,3.0,,,1.0,,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
1335,1580.0,Stéphane Henchoz,Stéphane,Henchoz,1974-09-07,Switzerland,Switzerland,16.0,D,Defender,15,56.0,180.0,,,61.0,32.0,241.0,1.0,6.0,7.0,12.0,65.0,61.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,6.0,3.0,,1.0,,1.0,32.0,49.0,47.0,46.0,,19.0,10.0,,10.0,7.0,3.0,,1.0,1.0,,,,7.0,7.0,95.0,46.0,6.0,12.0,827.0,,1.0,,,7.0,28.0,35.0,7.0,1.0,101.0,90.0,,,1.0,16.0,,1.0,211.0,58.0,3.0,1.0,1.0,,48.0,118.0,60.0,,328.0,1.0,2.0,2.0,32.0,1.0,442.0,3.0,8.0,5.0,2.0,2.0,30.0,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
3058,14442.0,Stephen Henderson,Stephen,Henderson,1988-05-02,Ireland,Ireland,30.0,G,Goalkeeper,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,12990.0,Lee Hendrie,Lee,Hendrie,1977-05-18,England,England,,M,Midfielder,15,0.0,2.0,,,1.0,1.0,3.0,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,1.0,4.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,7.0,,,,,,,,,,2.0,2.0,,,,1.0,,,3.0,1.0,,,,,2.0,2.0,2.0,,5.0,,,1.0,,,6.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3097,4167.0,Henrique Hilário,Henrique Hilário,Meireles Alves Sampaio,1975-10-21,Portugal,Portugal,40.0,G,Goalkeeper,15,11.0,52.0,,,32.0,40.0,84.0,,,,11.0,55.0,50.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,,1.0,12.0,85.0,,,11.0,,12.0,11.0,1.0,,,,,,,1.0,1.0,181.0,62.0,1.0,2.0,990.0,2.0,1.0,,13.0,,10.0,16.0,4.0,1.0,135.0,135.0,,,,20.0,10.0,3.0,66.0,12.0,,,,,61.0,102.0,114.0,,168.0,,,,1.0,,309.0,,,6.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,41.0,,91.0,,,,,,,,,,,,,,,,35.0,13.0,1.0,5.0,13.0,35.0,2.0,1.0,4.0,7.0,5.0,12.0,6.0,,17.0,,,,,,,,,,,,,,,
1659,126650.0,Thierry Henry,Thierry,Henry,1977-08-17,France,France,12.0,F,Centre Striker,15,149.0,84.0,12.0,8.0,344.0,32.0,416.0,,7.0,7.0,17.0,85.0,61.0,21.0,5.0,30.0,11.0,4.0,7.0,7.0,4.0,4.0,4.0,14.0,1.0,,4.0,3.0,2.0,7.0,4.0,14.0,6.0,9.0,16.0,15.0,2.0,4.0,11.0,11.0,2.0,4.0,12.0,7.0,9.0,1.0,20.0,16.0,1.0,43.0,73.0,6.0,23.0,68.0,,,2.0,1.0,11.0,9.0,8.0,15.0,63.0,5.0,33.0,26.0,3.0,5.0,112.0,78.0,4.0,68.0,10.0,13.0,16.0,10.0,11.0,10.0,1.0,6.0,4.0,3.0,2.0,1.0,,2.0,2.0,16.0,12.0,3.0,4.0,1475.0,12.0,18.0,41.0,,3.0,102.0,68.0,65.0,2.0,231.0,229.0,4.0,37.0,1.0,251.0,,30.0,95.0,6.0,65.0,62.0,42.0,4.0,368.0,529.0,44.0,24.0,562.0,93.0,1.0,1.0,15.0,,869.0,45.0,21.0,9.0,35.0,24.0,9.0,1.0,4.0,13.0,1.0,1.0,,22.0,,,2.0,,2.0,1.0,,1.0,3.0,,1.0,1.0,1.0,1.0,,2.0,,,,,1.0,,,1.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
908,14283.0,Emile Heskey,Emile,Heskey,1978-01-11,England,England,19.0,F,Centre Striker,15,312.0,119.0,5.0,5.0,389.0,22.0,503.0,1.0,85.0,88.0,34.0,211.0,138.0,36.0,,27.0,3.0,2.0,3.0,,5.0,3.0,,,,1.0,2.0,4.0,2.0,9.0,4.0,16.0,9.0,8.0,15.0,11.0,1.0,3.0,8.0,8.0,,2.0,2.0,8.0,6.0,,5.0,4.0,,15.0,49.0,5.0,7.0,33.0,5.0,3.0,,1.0,4.0,,7.0,15.0,68.0,3.0,,27.0,3.0,6.0,243.0,196.0,37.0,114.0,35.0,75.0,33.0,8.0,51.0,43.0,8.0,6.0,2.0,2.0,1.0,4.0,36.0,11.0,11.0,42.0,12.0,20.0,12.0,2701.0,19.0,19.0,23.0,104.0,2.0,143.0,114.0,79.0,5.0,390.0,379.0,3.0,22.0,5.0,250.0,70.0,38.0,148.0,48.0,25.0,30.0,30.0,3.0,493.0,714.0,34.0,29.0,832.0,60.0,11.0,1.0,37.0,1.0,1146.0,80.0,65.0,8.0,6.0,20.0,32.0,7.0,,,,,,,,,2.0,,1.0,2.0,,,,,1.0,2.0,1.0,2.0,,,,,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,29426.0,Sam Hewson,Sam,Hewson,1988-11-28,England,England,,M,Midfielder,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,2363.0,Tony Hibbert,Tony,Hibbert,1981-02-20,England,England,2.0,D,Right Full Back,15,24.0,91.0,2.0,2.0,152.0,26.0,241.0,92.0,5.0,1.0,13.0,104.0,97.0,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,2.0,,1.0,2.0,,,,,1.0,,,1.0,15.0,2.0,,15.0,5.0,6.0,32.0,43.0,38.0,148.0,1.0,11.0,12.0,,15.0,12.0,3.0,,,,,,,17.0,17.0,143.0,70.0,4.0,16.0,1014.0,,1.0,1.0,,7.0,3.0,131.0,19.0,1.0,205.0,186.0,,,,88.0,,1.0,122.0,57.0,3.0,21.0,21.0,,148.0,257.0,63.0,,358.0,2.0,1.0,1.0,34.0,139.0,655.0,15.0,6.0,3.0,2.0,3.0,26.0,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,113848.0,Aliaksandr Hleb,Aliaksandr,Hleb,1981-05-01,Belarus,Belarus,11.0,M,Left/Centre/Right Attacking Midfielder,15,193.0,320.0,10.0,8.0,927.0,45.0,1237.0,19.0,8.0,1.0,33.0,157.0,124.0,72.0,,5.0,1.0,3.0,,1.0,3.0,1.0,,,,,1.0,,,,,,2.0,2.0,4.0,3.0,,4.0,20.0,,1.0,,5.0,5.0,10.0,,7.0,2.0,,18.0,30.0,2.0,1.0,10.0,,,,1.0,1.0,1.0,2.0,12.0,123.0,4.0,7.0,28.0,14.0,10.0,184.0,194.0,17.0,268.0,15.0,25.0,27.0,2.0,28.0,23.0,5.0,2.0,4.0,4.0,,1.0,3.0,23.0,23.0,101.0,70.0,7.0,8.0,2360.0,34.0,42.0,7.0,99.0,1.0,85.0,268.0,93.0,2.0,340.0,336.0,1.0,11.0,1.0,625.0,82.0,76.0,361.0,21.0,84.0,47.0,42.0,1.0,794.0,1181.0,72.0,3.0,1495.0,30.0,15.0,6.0,82.0,19.0,1904.0,69.0,56.0,16.0,55.0,21.0,63.0,1.0,2.0,,,,,7.0,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3029,6553.0,Paul Scharner,Paul,Scharner,1980-03-11,Austria,Austria,33.0,D,Centre Central Defender,15,129.0,134.0,2.0,2.0,268.0,41.0,400.0,2.0,18.0,27.0,25.0,162.0,107.0,12.0,,16.0,2.0,2.0,3.0,4.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,9.0,4.0,14.0,2.0,3.0,12.0,7.0,2.0,2.0,10.0,8.0,,2.0,6.0,5.0,4.0,,9.0,3.0,,15.0,34.0,,4.0,17.0,1.0,2.0,,,2.0,5.0,1.0,6.0,37.0,6.0,,4.0,9.0,7.0,106.0,121.0,32.0,130.0,7.0,44.0,22.0,3.0,35.0,31.0,4.0,3.0,,,,4.0,25.0,12.0,12.0,112.0,49.0,11.0,7.0,2051.0,4.0,8.0,13.0,99.0,5.0,84.0,81.0,31.0,3.0,252.0,225.0,1.0,22.0,,161.0,65.0,12.0,171.0,59.0,18.0,13.0,13.0,1.0,263.0,437.0,72.0,3.0,595.0,41.0,,3.0,60.0,6.0,850.0,33.0,27.0,7.0,7.0,8.0,44.0,9.0,,,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
