id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_centre,att_bx_right,att_cmiss_high,att_fastbreak,att_hd_miss,att_hd_total,att_ibox_miss,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_obox_blocked,att_obox_miss,att_obx_centre,att_openplay,att_rf_total,backward_pass,ball_recovery,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_shot,final_third_entries,formation_place,fouls,foul_throw_in,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_openplay,head_clearance,interception,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_def_3rd,poss_won_mid_3rd,rightside_pass,shot_fastbreak,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_fastbreak,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,pen_goals_conceded,total_sub_on,accurate_cross,accurate_cross_nocorner,att_bx_left,att_cmiss_left,att_freekick_miss,att_freekick_total,att_goal_high_left,att_goal_low_centre,att_goal_low_right,att_hd_goal,att_hd_target,att_ibox_blocked,att_ibox_goal,att_ibox_target,att_lf_goal,att_lf_target,att_lg_centre,att_miss_high_left,att_obox_target,att_one_on_one,att_rf_goal,att_rf_target,att_setpiece,att_sv_low_centre,att_sv_low_left,att_sv_low_right,big_chance_created,big_chance_missed,big_chance_scored,fouled_final_third,goals,goals_openplay,hand_ball,ontarget_scoring_att,overrun,poss_won_att_3rd,red_card,six_yard_block,total_offside,yellow_card,accurate_corners_intobox,accurate_freekick_cross,accurate_through_ball,att_cmiss_right,att_freekick_target,att_miss_right,att_sv_high_centre,att_sv_high_left,att_sv_high_right,corner_taken,freekick_cross,goal_assist_intentional,hit_woodwork,interceptions_in_box,second_goal_assist,total_corners_intobox,total_pull_back,total_through_ball,accurate_keeper_throws,att_cmiss_high_right,goal_kicks,head_pass,keeper_throws,open_play_pass,penalty_conceded,successful_open_play_pass,accurate_pull_back,att_freekick_goal,att_goal_high_centre,att_goal_low_left,att_obox_goal,clearance_off_line,dangerous_play,goal_fastbreak,error_lead_to_goal,last_man_tackle,shield_ball_oop,att_cmiss_high_left,att_goal_high_right,att_hd_post,att_ibox_post,att_post_high,att_post_right,penalty_won,post_scoring_att,accurate_goal_kicks,accurate_keeper_sweeper,back_pass,cross_not_claimed,dive_save,diving_save,gk_smother,good_high_claim,keeper_pick_up,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,att_obp_goal,att_obxd_left,att_post_left,second_yellow,touches_in_opp_box,att_obxd_right,att_obx_right,att_obox_post,att_obx_left,attempts_obox,goal_assist_setplay,att_pen_goal,att_freekick_post,goal_assist_deadball,att_pen_miss,own_goals,dive_catch,penalty_faced,penalty_save,att_pen_target,attempts_ibox,att_pen_post,att_lg_right,att_lg_left
2889,49709.0,Jack Cork,Jack,Cork,1989-06-25,England,England,4.0,M,Centre Central Midfielder,21,539.0,54.0,11.0,688.0,3.0,41.0,55.0,1220.0,12.0,48.0,42.0,28.0,170.0,104.0,23.0,,1.0,,,,1.0,1.0,1.0,,1.0,2.0,1.0,3.0,5.0,13.0,10.0,13.0,215.0,214.0,7.0,3.0,24.0,7.0,12.0,19.0,38.0,13.0,138.0,145.0,7.0,27.0,10.0,2.0,227.0,0.0,18.0,,489.0,28.0,30.0,25.0,5.0,,,28.0,63.0,49.0,352.0,190.0,131.0,7.0,9.0,2430.0,1.0,7.0,16.0,1.0,113.0,294.0,57.0,387.0,355.0,70.0,131.0,403.0,,6.0,309.0,23.0,598.0,116.0,59.0,27.0,31.0,31.0,,431.0,19.0,892.0,18.0,45.0,98.0,1459.0,14.0,4.0,54.0,16.0,1875.0,27.0,27.0,33.0,8.0,16.0,9.0,47.0,1.0,,7.0,7.0,,,,,,,,,,,,,,,,1.0,5.0,,,5.0,,1.0,3.0,,2.0,,,2.0,,,1.0,5.0,5.0,13.0,,,2.0,1.0,,,3.0,,,1.0,1.0,,,,,,,3.0,1.0,,1.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4399,314371.0,David Cornell,David,Cornell,1991-03-28,Wales,Wales,,G,Goalkeeper,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4435,91757.0,Souleymane Coulibaly,Souleymane,Coulibaly,1994-12-26,Cote D’Ivoire,Cote D’Ivoire,,F,Centre Striker,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4668,304214.0,Shaquile Coulthirst,Shaquile,Coulthirst,1994-11-02,England,England,,F,Forward,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4911,135209.0,Thibaut Courtois,Thibaut,Courtois,1992-05-11,Belgium,Belgium,1.0,G,Goalkeeper,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,46950.0,Craig Gardner,Craig,Gardner,1986-11-25,England,England,8.0,M,Centre Central Midfielder,21,420.0,85.0,3.0,534.0,17.0,14.0,96.0,936.0,188.0,37.0,41.0,33.0,304.0,211.0,13.0,1.0,8.0,1.0,,1.0,1.0,1.0,2.0,10.0,3.0,3.0,9.0,19.0,17.0,45.0,25.0,44.0,124.0,122.0,25.0,20.0,48.0,8.0,32.0,55.0,24.0,11.0,167.0,181.0,24.0,43.0,28.0,2.0,345.0,66.0,51.0,,622.0,32.0,49.0,44.0,5.0,2.0,1.0,55.0,60.0,46.0,385.0,378.0,199.0,16.0,32.0,2834.0,9.0,10.0,6.0,18.0,66.0,391.0,101.0,596.0,540.0,74.0,46.0,143.0,1.0,20.0,242.0,16.0,483.0,210.0,98.0,27.0,91.0,90.0,1.0,424.0,6.0,882.0,84.0,17.0,213.0,1274.0,55.0,4.0,101.0,255.0,2097.0,16.0,16.0,21.0,6.0,18.0,17.0,80.0,4.0,1.0,18.0,17.0,,6.0,7.0,18.0,1.0,,2.0,,,1.0,4.0,3.0,1.0,2.0,,1.0,6.0,,5.0,7.0,3.0,2.0,2.0,1.0,2.0,,4.0,4.0,6.0,1.0,2.0,15.0,5.0,2.0,1.0,1.0,3.0,10.0,1.0,,,,4.0,3.0,3.0,,1.0,1.0,3.0,2.0,2.0,3.0,,1.0,,6.0,,1.0,,,,,2.0,,,1.0,,2.0,2.0,,,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,4.0,1.0,,,,,,,,,,,
4431,18937.0,Cristian Ceballos,Cristian,Ceballos Prieto,1992-12-03,Spain,Spain,10.0,M,Left/Centre/Right Attacking Midfielder,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4602,142239.0,Cody Cropper,Cody,Cropper,1993-02-16,United States,United States,1.0,G,Goalkeeper,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,154344.0,Peter Crouch,Peter,Crouch,1981-01-30,England,England,15.0,F,Centre Striker,21,132.0,5.0,104.0,436.0,,103.0,2.0,567.0,,145.0,281.0,34.0,170.0,203.0,29.0,,21.0,2.0,1.0,2.0,5.0,12.0,9.0,2.0,4.0,3.0,2.0,2.0,5.0,9.0,33.0,28.0,205.0,60.0,1.0,7.0,12.0,3.0,3.0,,46.0,15.0,259.0,338.0,1.0,17.0,15.0,,146.0,333.0,48.0,,330.0,28.0,22.0,18.0,4.0,4.0,3.0,40.0,9.0,6.0,187.0,40.0,21.0,11.0,2.0,2336.0,,13.0,20.0,6.0,144.0,196.0,53.0,550.0,523.0,3.0,52.0,247.0,2.0,15.0,242.0,33.0,173.0,16.0,44.0,17.0,3.0,3.0,2.0,517.0,299.0,799.0,,124.0,5.0,969.0,43.0,18.0,12.0,2.0,1239.0,53.0,53.0,40.0,8.0,5.0,11.0,10.0,2.0,6.0,1.0,1.0,1.0,1.0,,,,1.0,3.0,3.0,3.0,5.0,7.0,10.0,,,,1.0,4.0,2.0,4.0,11.0,3.0,2.0,3.0,6.0,3.0,7.0,5.0,16.0,7.0,4.0,4.0,21.0,2.0,5.0,,2.0,16.0,2.0,,,1.0,,,4.0,2.0,,1.0,,,3.0,1.0,,,,,4.0,,2.0,,42.0,,78.0,,42.0,,,1.0,2.0,,,3.0,1.0,,,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,,
4445,6208.0,Albert Crusat,Albert,Crusat,1982-05-13,Spain,Spain,7.0,M,Left Winger,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,114930.0,Carlo Cudicini,Carlo,Cudicini,1973-09-06,Italy,Italy,1.0,G,Goalkeeper,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3358,140201.0,Shaun Cummings,Shaun,Cummings,1989-02-25,Jamaica,Jamaica,29.0,D,Right Full Back,21,80.0,18.0,,138.0,11.0,,10.0,214.0,96.0,8.0,8.0,9.0,105.0,63.0,4.0,,,,,,,,,,,,,,,,,,34.0,34.0,7.0,,2.0,,10.0,12.0,8.0,3.0,20.0,36.0,6.0,17.0,5.0,,110.0,0.0,2.0,,166.0,9.0,22.0,21.0,1.0,,,9.0,17.0,14.0,98.0,102.0,37.0,6.0,6.0,810.0,2.0,1.0,3.0,6.0,5.0,128.0,24.0,168.0,153.0,20.0,13.0,18.0,,,69.0,4.0,93.0,57.0,31.0,3.0,22.0,22.0,,124.0,,245.0,43.0,,40.0,316.0,,,21.0,115.0,566.0,2.0,2.0,4.0,,3.0,3.0,15.0,1.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3933,139672.0,Florent Cuvelier,Florent,Cuvelier,1992-09-12,Belgium,Belgium,26.0,M,Centre Central Midfielder,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4591,167798.0,Lawson D'Ath,Lawson,D'Ath,1992-12-24,England,England,8.0,M,Centre Central Midfielder,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4124,14574.0,Lauri Dalla Valle,Lauri,Dalla Valle,1991-09-14,Finland,Finland,12.0,F,Centre Striker,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3422,268730.0,Dani Pacheco,Daniel,Pacheco,1991-01-05,Spain,Spain,3.0,M,Left/Centre/Right Attacking Midfielder,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4579,296090.0,Daniel Carriço,Daniel Filipe,Martins Carriço,1988-08-04,Portugal,Portugal,23.0,D,Centre Central Defender,21,14.0,3.0,,17.0,,1.0,2.0,31.0,,4.0,,3.0,13.0,8.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,5.0,1.0,,1.0,,1.0,,2.0,1.0,10.0,5.0,1.0,1.0,,,9.0,0.0,4.0,,24.0,1.0,1.0,1.0,,,,1.0,3.0,3.0,9.0,7.0,5.0,,,85.0,,,,,5.0,7.0,2.0,21.0,19.0,3.0,2.0,9.0,,1.0,8.0,,15.0,7.0,3.0,,1.0,1.0,,15.0,,30.0,,1.0,3.0,44.0,1.0,1.0,4.0,,65.0,2.0,2.0,1.0,2.0,,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,291495.0,Luke Daniels,Luke,Daniels,1988-01-05,England,England,,G,Goalkeeper,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531,132396.0,Danny Graham,Daniel,Graham,1985-08-12,England,England,18.0,F,Centre Striker,21,78.0,1.0,10.0,189.0,1.0,41.0,11.0,263.0,5.0,78.0,32.0,31.0,199.0,112.0,9.0,,29.0,4.0,1.0,2.0,4.0,9.0,12.0,13.0,1.0,2.0,3.0,,1.0,1.0,40.0,23.0,125.0,22.0,1.0,11.0,3.0,4.0,14.0,1.0,20.0,10.0,119.0,46.0,1.0,7.0,4.0,,34.0,189.0,9.0,,84.0,21.0,32.0,30.0,2.0,2.0,2.0,12.0,2.0,2.0,65.0,23.0,22.0,13.0,2.0,1837.0,,6.0,5.0,2.0,66.0,53.0,13.0,186.0,173.0,4.0,14.0,94.0,2.0,14.0,97.0,11.0,98.0,2.0,20.0,10.0,15.0,15.0,3.0,167.0,50.0,285.0,2.0,50.0,12.0,368.0,47.0,9.0,4.0,7.0,537.0,24.0,24.0,9.0,8.0,1.0,12.0,4.0,3.0,10.0,4.0,4.0,10.0,1.0,,,,1.0,1.0,,4.0,11.0,3.0,19.0,,7.0,,2.0,,2.0,3.0,8.0,4.0,13.0,2.0,2.0,3.0,11.0,2.0,4.0,3.0,3.0,,22.0,1.0,4.0,,2.0,17.0,,,,1.0,2.0,,5.0,2.0,,,,,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4406,6151.0,Darnel Situ,Darnel,Situ-Buyente,1992-03-18,France,France,23.0,D,Centre Central Defender,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,162019.0,David Luiz,David Luiz,Moreira Marinho,1987-04-22,Brazil,Brazil,23.0,D,Centre Central Defender,21,678.0,73.0,1.0,556.0,15.0,19.0,157.0,1228.0,6.0,46.0,59.0,30.0,206.0,158.0,18.0,1.0,8.0,,1.0,,4.0,5.0,6.0,5.0,13.0,5.0,2.0,14.0,20.0,45.0,21.0,44.0,124.0,159.0,12.0,16.0,16.0,13.0,13.0,12.0,16.0,6.0,141.0,156.0,12.0,87.0,56.0,2.0,313.0,155.0,41.0,,679.0,29.0,23.0,20.0,3.0,2.0,,93.0,72.0,51.0,291.0,376.0,214.0,4.0,24.0,2634.0,18.0,10.0,11.0,11.0,192.0,169.0,70.0,437.0,389.0,92.0,64.0,421.0,,26.0,265.0,21.0,721.0,171.0,135.0,37.0,25.0,25.0,,432.0,2.0,819.0,94.0,20.0,285.0,1515.0,56.0,2.0,44.0,7.0,2004.0,27.0,27.0,43.0,20.0,10.0,8.0,37.0,,1.0,6.0,6.0,1.0,,6.0,25.0,2.0,,,,1.0,2.0,,1.0,,,,3.0,11.0,,2.0,11.0,5.0,5.0,3.0,3.0,3.0,,,2.0,2.0,1.0,4.0,14.0,3.0,3.0,,,,8.0,,,2.0,1.0,9.0,3.0,,1.0,,1.0,,1.0,,7.0,,,,2.0,,,,2.0,,81.0,,67.0,,1.0,,,2.0,,1.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,2.0,2.0,,,,,1.0,,,,,,,,
1775,176652.0,Simon Davies,Simon,Davies,1979-10-23,Wales,Wales,29.0,M,Right Winger,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4285,103925.0,Ulises Dávila,Ulises,Dávila,1991-04-13,Mexico,Mexico,12.0,F,Centre Second Striker,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2971,6424.0,Kelvin Davis,Kelvin,Davis,1976-09-29,England,England,1.0,G,Goalkeeper,21,76.0,12.0,,44.0,42.0,,61.0,120.0,,1.0,,10.0,88.0,46.0,,,,,,,,,,,,,,,,,,,,90.0,,,,1.0,,,,3.0,1.0,,,9.0,2.0,3.0,53.0,38.0,,,156.0,9.0,20.0,18.0,2.0,,,2.0,,,34.0,158.0,65.0,5.0,6.0,855.0,,,,,20.0,12.0,5.0,114.0,111.0,23.0,,13.0,,,16.0,,90.0,16.0,12.0,,,,,48.0,,113.0,112.0,,138.0,203.0,,,,,398.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,86.0,,42.0,,,,,,,,,,,,1.0,,,,,,,,,,,60.0,7.0,,1.0,6.0,19.0,,11.0,56.0,6.0,16.0,10.0,27.0,1.0,,13.0,7.0,,,,,,,,,,,,,,,,,4.0,2.0,2.0,,,,,
3515,145099.0,Simon Dawkins,Simon,Dawkins,1987-12-01,England,Jamaica,49.0,M,Left/Right Winger,21,10.0,1.0,,21.0,,,2.0,31.0,,,,4.0,15.0,2.0,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,2.0,5.0,7.0,,2.0,3.0,,1.0,1.0,5.0,1.0,10.0,8.0,,,,,3.0,0.0,1.0,,7.0,,2.0,2.0,,,,,1.0,,8.0,1.0,1.0,2.0,,71.0,,,,,9.0,3.0,1.0,16.0,16.0,3.0,4.0,15.0,,,12.0,,11.0,1.0,,3.0,2.0,2.0,,15.0,,26.0,,,2.0,35.0,2.0,,1.0,,54.0,2.0,2.0,5.0,1.0,2.0,,1.0,,4.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4389,130195.0,Lucas Dawson,Lucas,Dawson,1993-11-12,England,England,17.0,M,Midfielder,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330,6011.0,David de Gea,David,de Gea,1990-11-07,Spain,Spain,1.0,G,Goalkeeper,21,170.0,11.0,,72.0,70.0,,105.0,242.0,,1.0,5.0,28.0,173.0,189.0,,,,,,,,,,,,,,,,,,,,227.0,,,1.0,11.0,,,,4.0,2.0,13.0,,29.0,,1.0,123.0,37.0,,,332.0,28.0,26.0,23.0,3.0,,,,1.0,,47.0,376.0,114.0,2.0,23.0,2520.0,,,,,33.0,76.0,6.0,304.0,304.0,40.0,,47.0,,,18.0,,199.0,11.0,29.0,1.0,,,,93.0,,227.0,218.0,,279.0,426.0,,,,,964.0,,,7.0,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,119.0,,231.0,,123.0,,,,,,,,,,,,1.0,,,,,,,,,,,118.0,7.0,,2.0,13.0,41.0,,22.0,165.0,23.0,44.0,40.0,84.0,5.0,8.0,24.0,8.0,,,,,,,,,,,,,,,,,3.0,,,,,,,
