id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_cmiss_high,att_cmiss_high_left,att_cmiss_left,att_freekick_goal,att_freekick_miss,att_freekick_target,att_freekick_total,att_goal_low_left,att_lf_total,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_sv_high_left,att_sv_high_right,att_sv_low_centre,ball_recovery,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,error_lead_to_shot,final_third_entries,formation_place,fouled_final_third,fouls,freekick_cross,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,head_clearance,interception,interceptions_in_box,interception_won,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,turnover,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_goal_kicks,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,att_bx_centre,att_bx_left,att_bx_right,att_fastbreak,att_goal_low_right,att_hd_miss,att_hd_post,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_post,att_ibox_target,att_lf_target,att_post_high,att_setpiece,att_sv_low_left,att_sv_low_right,goals_openplay,hit_woodwork,penalty_conceded,penalty_won,post_scoring_att,shot_fastbreak,six_yard_block,total_fastbreak,att_cmiss_high_right,att_cmiss_right,att_obp_goal,att_obx_right,att_pen_target,att_post_right,att_sv_high_centre,dangerous_play,head_pass,open_play_pass,successful_open_play_pass,touches_in_opp_box,att_lg_centre,offside_provoked,red_card,times_tackled,winning_goal,att_post_left,last_man_tackle,att_hd_goal,own_goals,gk_smother,clearance_off_line,goal_assist_setplay,accurate_freekick_cross,att_freekick_post,att_obox_post,att_pen_goal,goal_assist_deadball,attempts_ibox,att_goal_high_left,att_goal_high_right,att_goal_low_centre,att_lf_goal,goal_fastbreak,error_lead_to_goal,att_obxd_left,att_obxd_right,att_obx_left,att_pen_post,att_goal_high_centre,second_yellow,diving_save,attempts_obox,penalty_save,back_pass,att_lg_left,rescinded_red_card,backward_pass,rightside_pass,att_pen_miss,leftside_pass
1218,16,77.0,1.0,,,,,167.0,3.0,,191.0,244.0,,,1.0,,34.0,217.0,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.0,,1.0,8.0,,,,,11.0,2.0,11.0,44.0,1.0,,499.0,34.0,,,,34.0,,47.0,32.0,15.0,,,,,1.0,1.0,,1.0,856.0,261.0,14.0,17.0,3060.0,,,,,50.0,98.0,36.0,2.0,650.0,643.0,,47.0,1.0,,112.0,,116.0,2.0,51.0,,,,,413.0,,580.0,13.0,,621.0,,696.0,,,,1.0,,,1412.0,,10.0,9.0,,1.0,,2.0,115.0,105.0,2.0,28.0,19.0,308.0,58.0,223.0,108.0,2.0,31.0,45.0,43.0,89.0,31.0,11.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
3311,16,527.0,14.0,,25.0,25.0,3.0,646.0,9.0,7.0,46.0,1148.0,1.0,269.0,26.0,27.0,29.0,124.0,148.0,17.0,,,,,,,,,1.0,1.0,,1.0,,1.0,2.0,,,2.0,,2.0,1.0,,,1.0,,,,142.0,,7.0,10.0,,68.0,22.0,35.0,10.0,92.0,150.0,138.0,73.0,,201.0,58.0,15.0,12.0,,29.0,1.0,21.0,15.0,6.0,4.0,4.0,4.0,,146.0,27.0,,27.0,214.0,150.0,2.0,17.0,2463.0,8.0,13.0,1.0,1.0,11.0,471.0,40.0,2.0,431.0,316.0,35.0,53.0,54.0,4.0,329.0,21.0,560.0,30.0,253.0,39.0,,90.0,90.0,412.0,9.0,828.0,41.0,7.0,77.0,,1298.0,5.0,5.0,,56.0,1.0,320.0,2179.0,48.0,40.0,17.0,27.0,21.0,39.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,3.0,,1.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,17.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,16,,,,,,,10.0,,,10.0,10.0,,,,,1.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,1.0,,,15.0,0.0,,,,1.0,,2.0,2.0,,,,,,,,,,27.0,12.0,1.0,1.0,90.0,,,,,1.0,3.0,,,17.0,17.0,,1.0,,,6.0,,,,1.0,,,,,12.0,,18.0,,,18.0,,18.0,,,,,,,44.0,,,,,,,,2.0,4.0,,,1.0,11.0,3.0,10.0,4.0,,,1.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3108,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,16,7.0,,,,,2.0,39.0,,9.0,,46.0,,,9.0,9.0,6.0,17.0,15.0,4.0,,,,,,,,,,2.0,,,1.0,1.0,2.0,1.0,,,,1.0,7.0,,1.0,4.0,,,,6.0,4.0,,1.0,,2.0,,10.0,2.0,33.0,25.0,3.0,3.0,,8.0,0.0,8.0,16.0,,2.0,,2.0,1.0,1.0,,,,2.0,3.0,1.0,,1.0,3.0,2.0,2.0,1.0,273.0,3.0,1.0,1.0,,9.0,14.0,6.0,,37.0,37.0,2.0,1.0,3.0,4.0,19.0,4.0,9.0,,3.0,2.0,,2.0,2.0,37.0,17.0,64.0,,10.0,,5.0,71.0,9.0,,4.0,3.0,,,112.0,10.0,11.0,2.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,6.0,1.0,1.0,,,2.0,,,2.0,3.0,,4.0,,1.0,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3333,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3153,16,38.0,,,2.0,2.0,5.0,115.0,,33.0,4.0,151.0,1.0,,50.0,19.0,15.0,74.0,47.0,7.0,,,,1.0,,,,,2.0,2.0,,1.0,2.0,2.0,4.0,1.0,,4.0,1.0,5.0,17.0,,5.0,12.0,,,3.0,7.0,2.0,2.0,,,6.0,,10.0,2.0,72.0,36.0,4.0,4.0,,17.0,0.0,6.0,6.0,,8.0,2.0,6.0,5.0,1.0,,,,,9.0,3.0,,3.0,8.0,6.0,4.0,,742.0,3.0,4.0,8.0,,24.0,31.0,6.0,,73.0,67.0,4.0,,3.0,9.0,54.0,7.0,44.0,,10.0,5.0,,6.0,6.0,87.0,27.0,162.0,,39.0,4.0,10.0,200.0,19.0,7.0,7.0,5.0,1.0,,273.0,15.0,11.0,9.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,8.0,1.0,2.0,3.0,,3.0,,,5.0,1.0,2.0,5.0,,5.0,1.0,,1.0,1.0,2.0,2.0,,,,,3.0,,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
3158,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3279,16,143.0,33.0,,18.0,18.0,3.0,285.0,18.0,7.0,45.0,410.0,1.0,139.0,18.0,10.0,25.0,219.0,150.0,9.0,,1.0,,,,,,,,4.0,1.0,,1.0,1.0,2.0,,1.0,4.0,1.0,5.0,9.0,1.0,,4.0,,,,96.0,1.0,19.0,2.0,1.0,32.0,30.0,25.0,5.0,110.0,144.0,78.0,36.0,1.0,232.0,56.0,6.0,22.0,4.0,22.0,1.0,59.0,44.0,15.0,1.0,1.0,1.0,,69.0,39.0,8.0,39.0,213.0,89.0,19.0,16.0,2009.0,7.0,3.0,3.0,4.0,17.0,201.0,63.0,2.0,464.0,401.0,13.0,38.0,45.0,5.0,144.0,10.0,177.0,81.0,141.0,43.0,1.0,67.0,66.0,287.0,12.0,535.0,82.0,7.0,117.0,2.0,645.0,9.0,1.0,3.0,84.0,1.0,196.0,1314.0,50.0,33.0,1.0,17.0,8.0,64.0,2.0,,,,,,1.0,,,,,,,,,,,,2.0,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,1.0,2.0,,,,2.0,1.0,,1.0,,,1.0,,1.0,,,,,,,,1.0,6.0,84.0,49.0,3.0,1.0,3.0,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
2424,16,27.0,2.0,,1.0,1.0,5.0,108.0,,16.0,,134.0,,,39.0,17.0,15.0,77.0,58.0,6.0,,,,6.0,,,,,,4.0,1.0,,,7.0,3.0,1.0,,3.0,2.0,6.0,16.0,,2.0,10.0,,,1.0,22.0,4.0,5.0,1.0,,6.0,,34.0,4.0,103.0,50.0,3.0,2.0,,23.0,0.0,5.0,14.0,,8.0,1.0,8.0,6.0,2.0,,,,2.0,2.0,2.0,,2.0,10.0,8.0,3.0,1.0,846.0,4.0,2.0,4.0,,41.0,39.0,9.0,,116.0,115.0,15.0,,7.0,11.0,61.0,6.0,32.0,2.0,4.0,18.0,,6.0,6.0,107.0,34.0,170.0,1.0,20.0,,10.0,196.0,19.0,6.0,7.0,20.0,,,337.0,35.0,8.0,8.0,5.0,6.0,13.0,1.0,,,,,,,,,,,,,,,,,,8.0,,1.0,,1.0,2.0,,1.0,3.0,3.0,1.0,8.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3029,16,355.0,26.0,,2.0,2.0,17.0,325.0,20.0,9.0,50.0,678.0,1.0,7.0,44.0,103.0,37.0,293.0,203.0,14.0,2.0,1.0,1.0,,,1.0,,1.0,1.0,11.0,6.0,2.0,3.0,5.0,10.0,3.0,,15.0,5.0,21.0,33.0,1.0,5.0,25.0,1.0,,3.0,207.0,8.0,30.0,10.0,,9.0,4.0,37.0,10.0,182.0,262.0,172.0,109.0,2.0,172.0,151.0,2.0,61.0,,37.0,4.0,51.0,42.0,9.0,1.0,1.0,1.0,3.0,188.0,71.0,11.0,71.0,190.0,98.0,18.0,14.0,3315.0,8.0,9.0,13.0,9.0,65.0,135.0,58.0,2.0,500.0,371.0,21.0,90.0,96.0,27.0,148.0,17.0,445.0,61.0,301.0,33.0,,13.0,13.0,289.0,56.0,543.0,70.0,11.0,107.0,4.0,975.0,48.0,3.0,,99.0,1.0,8.0,1660.0,53.0,40.0,9.0,20.0,14.0,75.0,6.0,,,,,,,,,,,,,,,,,,15.0,,3.0,2.0,2.0,7.0,1.0,2.0,12.0,5.0,4.0,11.0,1.0,4.0,2.0,,3.0,3.0,1.0,1.0,1.0,1.0,,1.0,2.0,,2.0,,5.0,,1.0,,,1.0,2.0,7.0,36.0,30.0,3.0,1.0,20.0,,,,1.0,,2.0,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
3521,16,13.0,,,,,,18.0,,4.0,2.0,31.0,,,1.0,,7.0,12.0,15.0,2.0,,,,1.0,,,,,1.0,2.0,,,,1.0,1.0,,,1.0,,1.0,7.0,,2.0,4.0,,,3.0,3.0,,,,,7.0,,5.0,2.0,18.0,8.0,,,,7.0,0.0,1.0,3.0,,1.0,1.0,2.0,,2.0,,,,,,3.0,,3.0,2.0,2.0,3.0,,208.0,1.0,1.0,4.0,,8.0,2.0,1.0,,28.0,28.0,3.0,,,3.0,12.0,2.0,13.0,,,13.0,,7.0,7.0,18.0,2.0,31.0,,4.0,2.0,1.0,37.0,7.0,1.0,6.0,3.0,,,89.0,13.0,1.0,2.0,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,2.0,,,,,1.0,,1.0,1.0,1.0,3.0,1.0,,,,,1.0,1.0,,,1.0,2.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,16,336.0,68.0,,16.0,16.0,2.0,507.0,30.0,6.0,71.0,827.0,,258.0,12.0,47.0,34.0,236.0,223.0,14.0,1.0,,,2.0,,,,,,3.0,2.0,,,6.0,4.0,3.0,,4.0,,7.0,12.0,1.0,,11.0,,,1.0,182.0,4.0,20.0,9.0,,26.0,37.0,20.0,11.0,89.0,163.0,144.0,78.0,,348.0,170.0,4.0,30.0,,33.0,2.0,46.0,32.0,14.0,1.0,,1.0,,142.0,41.0,2.0,41.0,352.0,190.0,9.0,24.0,2964.0,9.0,7.0,4.0,16.0,23.0,392.0,83.0,2.0,608.0,470.0,32.0,79.0,71.0,12.0,273.0,16.0,394.0,127.0,282.0,16.0,,63.0,63.0,442.0,5.0,795.0,123.0,8.0,158.0,1.0,1126.0,20.0,2.0,1.0,88.0,,348.0,2064.0,36.0,19.0,14.0,9.0,6.0,73.0,4.0,,,,,,,,,,,,,,,,,,9.0,,3.0,,1.0,4.0,,1.0,6.0,1.0,2.0,8.0,,2.0,1.0,,4.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,8.0,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
1379,16,523.0,55.0,2.0,3.0,1.0,3.0,609.0,7.0,29.0,130.0,1129.0,3.0,2.0,17.0,18.0,34.0,227.0,227.0,13.0,1.0,1.0,,1.0,,,,,,3.0,5.0,,2.0,4.0,6.0,2.0,,11.0,4.0,17.0,23.0,,4.0,20.0,,,3.0,180.0,2.0,33.0,7.0,5.0,1.0,6.0,38.0,8.0,141.0,156.0,32.0,18.0,1.0,239.0,0.0,4.0,48.0,1.0,32.0,,39.0,33.0,6.0,,,,1.0,44.0,44.0,1.0,44.0,198.0,123.0,15.0,9.0,2814.0,10.0,4.0,5.0,10.0,170.0,155.0,42.0,2.0,333.0,286.0,33.0,37.0,110.0,18.0,261.0,14.0,573.0,90.0,79.0,22.0,4.0,12.0,8.0,382.0,8.0,795.0,26.0,29.0,172.0,1.0,1356.0,25.0,8.0,2.0,92.0,3.0,3.0,1729.0,42.0,30.0,11.0,16.0,6.0,65.0,3.0,,,,,,,,,,,,,,,,,,5.0,2.0,1.0,1.0,,1.0,,1.0,2.0,,,6.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3101,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3472,16,327.0,50.0,6.0,22.0,16.0,6.0,487.0,9.0,36.0,83.0,792.0,3.0,19.0,15.0,10.0,29.0,178.0,157.0,34.0,8.0,3.0,,7.0,,2.0,3.0,12.0,,62.0,5.0,5.0,6.0,14.0,6.0,22.0,2.0,27.0,11.0,59.0,54.0,1.0,,15.0,1.0,,4.0,176.0,24.0,41.0,13.0,29.0,27.0,20.0,57.0,8.0,179.0,184.0,24.0,10.0,1.0,253.0,319.0,6.0,50.0,24.0,27.0,4.0,24.0,17.0,7.0,3.0,2.0,3.0,,15.0,40.0,1.0,39.0,163.0,86.0,9.0,6.0,2375.0,19.0,26.0,17.0,5.0,161.0,66.0,92.0,2.0,435.0,413.0,42.0,36.0,98.0,37.0,267.0,45.0,378.0,91.0,46.0,48.0,27.0,98.0,71.0,415.0,15.0,761.0,37.0,37.0,142.0,4.0,1041.0,78.0,5.0,2.0,112.0,3.0,22.0,1630.0,62.0,30.0,12.0,32.0,20.0,87.0,4.0,,,,,,,,,,,,,,,,,,8.0,6.0,1.0,1.0,2.0,1.0,,,1.0,2.0,2.0,9.0,,2.0,13.0,,4.0,4.0,4.0,3.0,3.0,,,1.0,1.0,,1.0,,2.0,,1.0,,1.0,,3.0,,,,,1.0,,2.0,,,,,,,,,,6.0,1.0,1.0,1.0,,,1.0,,,3.0,,,,2.0,,,1.0,2.0,,,,,,,,,,
2681,16,8.0,,,4.0,4.0,,26.0,,,1.0,30.0,,,,,3.0,7.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,1.0,,3.0,8.0,2.0,4.0,,7.0,6.0,1.0,,,2.0,0.0,2.0,,2.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,98.0,1.0,3.0,,,4.0,13.0,4.0,,18.0,18.0,3.0,,1.0,,18.0,4.0,8.0,,1.0,2.0,2.0,14.0,12.0,20.0,,38.0,,,1.0,1.0,32.0,,1.0,2.0,4.0,,,60.0,3.0,2.0,2.0,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3104,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3188,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,16,155.0,18.0,5.0,37.0,32.0,11.0,314.0,9.0,25.0,36.0,432.0,2.0,28.0,40.0,13.0,29.0,192.0,148.0,26.0,3.0,,,1.0,,,,3.0,,12.0,1.0,1.0,1.0,3.0,7.0,15.0,1.0,10.0,3.0,27.0,37.0,1.0,6.0,32.0,,,1.0,141.0,20.0,15.0,4.0,35.0,92.0,71.0,66.0,7.0,192.0,138.0,22.0,3.0,,139.0,203.0,23.0,36.0,11.0,25.0,2.0,43.0,31.0,12.0,2.0,2.0,2.0,4.0,11.0,31.0,1.0,31.0,103.0,47.0,15.0,10.0,2232.0,16.0,15.0,10.0,2.0,150.0,112.0,108.0,1.0,525.0,506.0,66.0,14.0,61.0,14.0,161.0,31.0,193.0,45.0,41.0,76.0,30.0,204.0,174.0,314.0,36.0,665.0,48.0,27.0,84.0,11.0,654.0,44.0,7.0,4.0,54.0,2.0,29.0,1293.0,78.0,34.0,7.0,37.0,36.0,46.0,3.0,,,,,,,,,,,,,,,,,,5.0,4.0,4.0,1.0,2.0,,,,,5.0,1.0,3.0,,5.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,,,1.0,1.0,,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,2.0,,1.0,,,,,,,,,,,,,
3326,16,9.0,1.0,,,,,17.0,,,1.0,26.0,,,,,4.0,3.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,1.0,,,1.0,,,,7.0,,,,,,,,,,7.0,,,,7.0,0.0,1.0,,,,,1.0,1.0,,,,,,,2.0,,2.0,6.0,3.0,2.0,,43.0,1.0,,,,11.0,2.0,2.0,,11.0,11.0,1.0,2.0,4.0,1.0,13.0,1.0,10.0,2.0,,1.0,,,,21.0,,27.0,,,3.0,,37.0,1.0,,4.0,5.0,,,47.0,1.0,1.0,2.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,16,44.0,2.0,,2.0,2.0,9.0,127.0,,18.0,1.0,169.0,4.0,,17.0,16.0,17.0,33.0,61.0,5.0,,1.0,,,,,,,2.0,10.0,2.0,,1.0,5.0,2.0,3.0,,2.0,1.0,6.0,17.0,2.0,2.0,7.0,,1.0,1.0,33.0,3.0,1.0,1.0,,5.0,,32.0,1.0,74.0,45.0,3.0,3.0,,24.0,0.0,5.0,17.0,,6.0,5.0,6.0,6.0,,,,,1.0,4.0,3.0,,3.0,8.0,5.0,2.0,1.0,734.0,4.0,1.0,9.0,1.0,39.0,25.0,13.0,,105.0,104.0,18.0,,15.0,10.0,63.0,5.0,48.0,5.0,4.0,12.0,,5.0,5.0,108.0,36.0,186.0,,23.0,2.0,7.0,229.0,22.0,3.0,11.0,8.0,4.0,,350.0,32.0,17.0,14.0,4.0,6.0,6.0,,,,,,,,,,,,,,,,,,,12.0,2.0,1.0,2.0,1.0,4.0,,,5.0,,5.0,8.0,,3.0,2.0,,1.0,1.0,1.0,2.0,,,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
3322,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
