id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_fwd_zone_pass,accurate_launches,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_lf_total,att_obox_blocked,att_obx_centre,att_rf_total,ball_recovery,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,final_third_entries,formation_place,fouls,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,hand_ball,head_clearance,interception,interceptions_in_box,interception_won,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,outfielder_block,passes_left,passes_right,penalty_conceded,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,shield_ball_oop,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_cross,total_cross_nocorner,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,turnover,was_fouled,wins,won_tackle,yellow_card,accurate_goal_kicks,accurate_keeper_throws,att_assist_setplay,cross_not_claimed,dive_catch,dive_save,diving_save,error_lead_to_shot,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,penalty_save,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_contest,total_high_claim,won_contest,last_man_tackle,accurate_flick_on,accurate_layoffs,att_bx_centre,att_freekick_miss,att_freekick_total,att_hd_miss,att_hd_post,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_post,att_miss_high,att_miss_high_right,att_miss_left,att_miss_right,att_obox_miss,att_post_high,att_setpiece,clearance_off_line,error_lead_to_goal,fouled_final_third,foul_throw_in,head_pass,hit_woodwork,open_play_pass,own_goals,post_scoring_att,shot_off_target,successful_open_play_pass,total_flick_on,total_sub_on,won_corners,accurate_through_ball,total_through_ball,total_offside,attempts_ibox,attempts_obox,att_hd_target,att_ibox_target,att_lg_centre,att_miss_high_left,att_obox_target,att_obx_right,att_openplay,att_rf_target,att_sv_high_centre,att_sv_low_centre,att_sv_low_left,att_sv_low_right,goal_assist,goal_assist_deadball,goal_assist_intentional,goal_assist_openplay,goal_assist_setplay,ontarget_scoring_att,touches_in_opp_box,gk_smother,att_fastbreak,att_freekick_goal,att_goal_high_left,att_goal_high_right,att_goal_low_left,att_hd_goal,att_ibox_goal,att_lf_goal,att_obox_goal,att_rf_goal,corner_taken,dangerous_play,goals,shot_fastbreak,accurate_corners_intobox,total_corners_intobox,att_corner,att_goal_low_centre,six_yard_block,att_goal_low_right,att_lf_target,att_post_right,penalty_won,red_card,second_yellow,att_cmiss_right,freekick_cross,goal_fastbreak,att_bx_right,att_cmiss_high,att_cmiss_left,att_goal_high_centre,att_sv_high_right,goals_openplay,total_fastbreak,att_sv_high_left,att_bx_left,att_freekick_target,att_pen_target,leftside_pass,att_pen_goal,att_post_left,att_obxd_left,att_obx_left,att_obxd_right,att_obox_post,accurate_freekick_cross,att_cmiss_high_right,fwd_pass,att_pen_miss,att_pen_post,att_freekick_post,back_pass,backward_pass,att_cmiss_high_left,att_lg_left,att_obp_goal,att_lg_right,rightside_pass,big_chance_scored
2848,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454,17,14.0,3.0,1.0,1.0,35.0,,3.0,48.0,,3.0,,4.0,9.0,18.0,2.0,4.0,,,2.0,7.0,,,,1.0,,1.0,9.0,,22.0,6.0,,,,5.0,0.0,3.0,2.0,,,,,,2.0,,2.0,,,,,190.0,,1.0,2.0,,15.0,7.0,,3.0,,27.0,27.0,6.0,,1.0,,25.0,3.0,14.0,3.0,,1.0,1.0,32.0,46.0,,4.0,3.0,59.0,6.0,1.0,1.0,,100.0,6.0,5.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,4.0,,,,,,,,3.0,,,,3.0,,,,,,,,,,,,,,3.0,,3.0,2.0,,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,1.0,,,1.0,,3.0,,,,,,,,,2.0,1.0,,1.0,,,2.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,17,121.0,8.0,1.0,1.0,124.0,4.0,19.0,244.0,,9.0,7.0,18.0,80.0,46.0,4.0,1.0,,1.0,3.0,59.0,1.0,1.0,8.0,,1.0,3.0,12.0,7.0,43.0,49.0,1.0,16.0,7.0,63.0,232.0,12.0,9.0,18.0,17.0,1.0,,13.0,24.0,1.0,24.0,61.0,24.0,6.0,3.0,836.0,2.0,1.0,3.0,1.0,38.0,36.0,,17.0,2.0,117.0,108.0,8.0,14.0,37.0,,58.0,4.0,137.0,28.0,25.0,4.0,4.0,107.0,200.0,10.0,14.0,34.0,333.0,5.0,4.0,22.0,,501.0,15.0,13.0,5.0,12.0,3.0,,,,,,,,,,,,,,,,,,,,,9.0,,7.0,,2.0,12.0,3.0,,,1.0,,1.0,1.0,3.0,,,,1.0,1.0,,,,,,,,14.0,,66.0,,,3.0,52.0,8.0,9.0,1.0,1.0,2.0,,2.0,1.0,,,,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3489,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,17,14.0,3.0,2.0,2.0,68.0,,6.0,80.0,1.0,12.0,13.0,21.0,54.0,37.0,6.0,2.0,,4.0,10.0,5.0,1.0,,7.0,,7.0,2.0,7.0,4.0,44.0,30.0,1.0,1.0,1.0,18.0,0.0,11.0,4.0,7.0,7.0,,1.0,2.0,2.0,,2.0,13.0,7.0,8.0,1.0,460.0,,2.0,6.0,1.0,12.0,18.0,,16.0,,71.0,70.0,5.0,,,,40.0,8.0,21.0,4.0,2.0,9.0,9.0,69.0,115.0,2.0,20.0,8.0,127.0,17.0,4.0,11.0,1.0,219.0,26.0,5.0,9.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,9.0,,1.0,,8.0,18.0,,,,2.0,,5.0,,5.0,,3.0,,3.0,1.0,2.0,,1.0,,,,,2.0,,6.0,,,7.0,1.0,28.0,17.0,3.0,1.0,3.0,7.0,,,3.0,4.0,,,2.0,,,2.0,3.0,1.0,,2.0,2.0,,2.0,2.0,,10.0,1.0,,3.0,,,,3.0,,4.0,,,4.0,,,4.0,3.0,,,,1.0,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3763,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,17,265.0,7.0,5.0,5.0,327.0,5.0,31.0,587.0,,27.0,11.0,38.0,321.0,260.0,16.0,7.0,7.0,33.0,33.0,173.0,4.0,7.0,37.0,5.0,10.0,13.0,38.0,8.0,173.0,196.0,4.0,17.0,9.0,116.0,152.0,47.0,33.0,42.0,39.0,3.0,2.0,18.0,69.0,2.0,68.0,114.0,60.0,19.0,5.0,2841.0,1.0,8.0,8.0,12.0,68.0,111.0,,27.0,4.0,306.0,279.0,48.0,30.0,95.0,,122.0,16.0,319.0,31.0,44.0,23.0,23.0,215.0,485.0,22.0,23.0,59.0,781.0,40.0,11.0,131.0,,1428.0,80.0,23.0,11.0,101.0,5.0,,,,,,,,1.0,,,,,,,,,,,,,57.0,,31.0,,3.0,23.0,,,,,,,,4.0,,6.0,4.0,6.0,9.0,23.0,,1.0,,,1.0,,2.0,,45.0,,,27.0,37.0,9.0,5.0,6.0,,8.0,,,3.0,,1.0,,2.0,5.0,2.0,6.0,4.0,,1.0,,3.0,,,,,,6.0,,,2.0,,,,,,,,,,,1.0,,2.0,,,,,,,2.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
3325,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,17,272.0,28.0,14.0,14.0,498.0,,51.0,756.0,23.0,12.0,5.0,30.0,256.0,173.0,34.0,7.0,14.0,38.0,58.0,148.0,6.0,22.0,29.0,2.0,48.0,20.0,49.0,7.0,163.0,142.0,6.0,18.0,8.0,160.0,120.0,23.0,29.0,53.0,47.0,6.0,2.0,9.0,43.0,1.0,41.0,105.0,49.0,18.0,12.0,2366.0,,16.0,22.0,10.0,105.0,182.0,,77.0,3.0,422.0,404.0,53.0,27.0,68.0,,297.0,38.0,320.0,70.0,36.0,71.0,70.0,425.0,740.0,17.0,44.0,95.0,989.0,68.0,15.0,69.0,29.0,1693.0,89.0,26.0,5.0,52.0,5.0,,,1.0,,,,,,,,,,,,,,,,,,94.0,,42.0,,2.0,41.0,,,1.0,,,3.0,8.0,9.0,,4.0,6.0,9.0,5.0,17.0,,2.0,3.0,,,,5.0,1.0,73.0,,1.0,27.0,51.0,14.0,1.0,25.0,11.0,27.0,6.0,,3.0,2.0,10.0,,2.0,6.0,,6.0,9.0,1.0,4.0,6.0,3.0,3.0,,2.0,3.0,,19.0,2.0,,2.0,,,,1.0,1.0,3.0,,,2.0,2.0,,3.0,2.0,,1.0,,1.0,1.0,,5.0,,,,,,,,2.0,,,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,
3769,17,26.0,,5.0,2.0,68.0,,1.0,89.0,,,,10.0,16.0,19.0,3.0,,1.0,3.0,7.0,20.0,,1.0,4.0,,5.0,3.0,10.0,3.0,29.0,25.0,,,,12.0,0.0,8.0,1.0,,,,,,5.0,,5.0,8.0,5.0,4.0,1.0,235.0,,,4.0,1.0,26.0,5.0,,12.0,,60.0,59.0,5.0,5.0,10.0,1.0,31.0,4.0,38.0,6.0,1.0,13.0,9.0,46.0,96.0,,6.0,3.0,121.0,7.0,1.0,10.0,,217.0,11.0,7.0,3.0,8.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,15.0,,8.0,,1.0,6.0,,,,,,,,2.0,,,3.0,,1.0,2.0,,,,,,,,,,,,4.0,,2.0,9.0,4.0,1.0,3.0,5.0,,,,2.0,,,,,,2.0,,,1.0,1.0,,,,,,2.0,,,1.0,,,,,,,,,,4.0,,,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583,17,84.0,3.0,7.0,3.0,125.0,,5.0,202.0,,2.0,,10.0,113.0,54.0,5.0,,1.0,2.0,4.0,44.0,3.0,1.0,8.0,1.0,5.0,2.0,12.0,3.0,35.0,39.0,3.0,6.0,3.0,36.0,0.0,13.0,8.0,13.0,13.0,,2.0,3.0,12.0,,12.0,16.0,9.0,4.0,4.0,758.0,,5.0,5.0,,30.0,33.0,1.0,20.0,2.0,74.0,74.0,11.0,9.0,24.0,,64.0,10.0,91.0,7.0,6.0,31.0,19.0,83.0,177.0,2.0,10.0,8.0,237.0,5.0,1.0,25.0,,399.0,20.0,9.0,3.0,17.0,3.0,,,3.0,,,,,,,,,,,,,,,,,,7.0,,5.0,,,9.0,,,,1.0,,1.0,,3.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,4.0,,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,16.0,,,,4.0,12.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,17,174.0,29.0,4.0,4.0,144.0,8.0,39.0,314.0,67.0,9.0,16.0,15.0,91.0,70.0,4.0,,,,3.0,60.0,7.0,2.0,5.0,2.0,4.0,8.0,4.0,6.0,33.0,48.0,7.0,40.0,25.0,90.0,0.0,8.0,11.0,18.0,16.0,2.0,,35.0,29.0,3.0,28.0,127.0,79.0,7.0,16.0,1001.0,6.0,1.0,3.0,4.0,49.0,52.0,,18.0,2.0,151.0,132.0,3.0,25.0,32.0,1.0,58.0,4.0,201.0,54.0,59.0,12.0,12.0,103.0,217.0,32.0,1.0,72.0,406.0,5.0,,18.0,83.0,714.0,13.0,9.0,2.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,12.0,,5.0,,,1.0,,,,2.0,,2.0,2.0,2.0,,2.0,,1.0,,1.0,,1.0,,,,,13.0,,79.0,,,3.0,65.0,3.0,4.0,3.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3775,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3324,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,17,49.0,4.0,2.0,2.0,65.0,5.0,5.0,112.0,34.0,4.0,2.0,9.0,60.0,25.0,1.0,,,,,22.0,4.0,,3.0,,3.0,6.0,4.0,3.0,28.0,30.0,4.0,11.0,5.0,50.0,0.0,11.0,6.0,13.0,12.0,1.0,,17.0,10.0,2.0,10.0,55.0,32.0,5.0,3.0,502.0,3.0,1.0,1.0,,53.0,1.0,1.0,10.0,2.0,87.0,70.0,2.0,11.0,9.0,,26.0,2.0,57.0,16.0,28.0,9.0,9.0,50.0,102.0,12.0,3.0,17.0,150.0,,2.0,21.0,48.0,314.0,14.0,4.0,1.0,14.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,9.0,,3.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,,55.0,,,,41.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,17,676.0,90.0,8.0,8.0,479.0,10.0,134.0,1147.0,179.0,14.0,32.0,34.0,301.0,289.0,10.0,5.0,1.0,5.0,6.0,186.0,24.0,3.0,30.0,10.0,9.0,28.0,18.0,9.0,114.0,150.0,24.0,92.0,55.0,312.0,102.0,50.0,34.0,38.0,32.0,6.0,3.0,100.0,72.0,11.0,70.0,352.0,210.0,12.0,30.0,3015.0,12.0,5.0,7.0,17.0,77.0,223.0,2.0,96.0,3.0,482.0,404.0,12.0,93.0,81.0,5.0,210.0,12.0,738.0,190.0,170.0,37.0,37.0,376.0,750.0,69.0,19.0,236.0,1451.0,15.0,1.0,80.0,209.0,2343.0,47.0,24.0,13.0,59.0,8.0,,,1.0,,,,,1.0,,,,,,,,,,,,,19.0,,14.0,1.0,2.0,19.0,3.0,,,2.0,,3.0,2.0,3.0,,3.0,1.0,1.0,,2.0,,3.0,,,1.0,1.0,9.0,,76.0,1.0,,5.0,59.0,3.0,,8.0,2.0,9.0,,1.0,,1.0,4.0,,,2.0,,,2.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,,7.0,2.0,,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,1.0,,,3.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
3546,17,318.0,26.0,35.0,19.0,897.0,2.0,48.0,1180.0,29.0,20.0,3.0,29.0,151.0,128.0,34.0,10.0,8.0,21.0,31.0,147.0,2.0,16.0,20.0,9.0,44.0,30.0,75.0,11.0,180.0,132.0,2.0,5.0,2.0,210.0,341.0,26.0,28.0,26.0,21.0,5.0,2.0,5.0,48.0,1.0,47.0,90.0,73.0,4.0,2.0,2402.0,,22.0,27.0,2.0,366.0,179.0,,100.0,2.0,410.0,406.0,70.0,17.0,60.0,2.0,525.0,49.0,349.0,47.0,9.0,150.0,91.0,642.0,1145.0,6.0,80.0,64.0,1344.0,41.0,9.0,51.0,31.0,2044.0,52.0,22.0,14.0,37.0,4.0,,,13.0,,,,,,,,,,,,,,,,,,97.0,,56.0,,4.0,78.0,1.0,,4.0,,,,8.0,4.0,,,3.0,1.0,5.0,5.0,1.0,1.0,,,1.0,,,1.0,35.0,,1.0,10.0,30.0,14.0,1.0,23.0,12.0,27.0,1.0,,,,4.0,,,5.0,,5.0,7.0,,6.0,1.0,1.0,2.0,,1.0,2.0,,15.0,,,,,,,2.0,,4.0,2.0,2.0,4.0,62.0,1.0,6.0,,16.0,59.0,,2.0,1.0,2.0,2.0,,,,,,,,1.0,,,,1.0,,,,,2.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,
2994,17,145.0,10.0,7.0,4.0,185.0,3.0,26.0,323.0,5.0,6.0,3.0,15.0,56.0,43.0,5.0,12.0,2.0,6.0,2.0,49.0,2.0,4.0,16.0,1.0,8.0,11.0,8.0,4.0,48.0,34.0,2.0,7.0,5.0,68.0,0.0,11.0,6.0,9.0,8.0,1.0,,7.0,16.0,,16.0,55.0,28.0,4.0,2.0,596.0,1.0,4.0,4.0,,112.0,22.0,,20.0,1.0,119.0,114.0,10.0,13.0,26.0,,75.0,8.0,158.0,25.0,12.0,35.0,24.0,113.0,269.0,8.0,33.0,46.0,392.0,15.0,2.0,24.0,6.0,591.0,19.0,2.0,7.0,19.0,2.0,,,3.0,,,,,1.0,,,,,,,,,,,,,12.0,,5.0,1.0,4.0,33.0,,1.0,1.0,1.0,,1.0,2.0,4.0,,3.0,,3.0,2.0,4.0,,1.0,,,,,,,,,,8.0,,9.0,9.0,5.0,3.0,5.0,2.0,,,,2.0,,,,,1.0,,,1.0,1.0,,,,,,,3.0,,,,,,1.0,,,,1.0,1.0,,14.0,,1.0,,3.0,11.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
3316,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728,17,491.0,17.0,1.0,1.0,143.0,6.0,37.0,633.0,20.0,31.0,30.0,23.0,187.0,131.0,5.0,1.0,,1.0,2.0,120.0,9.0,1.0,2.0,5.0,2.0,1.0,5.0,3.0,56.0,90.0,9.0,102.0,64.0,71.0,0.0,15.0,20.0,25.0,21.0,4.0,,136.0,64.0,20.0,64.0,143.0,82.0,9.0,23.0,1872.0,25.0,1.0,5.0,18.0,46.0,30.0,1.0,8.0,2.0,244.0,139.0,3.0,78.0,39.0,10.0,38.0,6.0,538.0,40.0,207.0,3.0,3.0,81.0,219.0,41.0,3.0,67.0,754.0,9.0,1.0,34.0,27.0,1287.0,33.0,18.0,11.0,22.0,1.0,,,,,,,,,,,,,,,,,,,,,11.0,,8.0,4.0,1.0,1.0,,,,4.0,,6.0,1.0,4.0,,1.0,,2.0,1.0,,,2.0,,1.0,,,1.0,,12.0,,,4.0,9.0,2.0,3.0,4.0,1.0,2.0,,,,1.0,2.0,,,1.0,,,1.0,,2.0,1.0,,1.0,,,,1.0,4.0,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3574,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3725,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3363,17,227.0,37.0,35.0,24.0,760.0,,21.0,952.0,19.0,18.0,20.0,31.0,118.0,127.0,44.0,64.0,11.0,28.0,14.0,93.0,,23.0,7.0,10.0,61.0,16.0,47.0,5.0,140.0,117.0,,6.0,2.0,151.0,0.0,30.0,24.0,12.0,11.0,1.0,1.0,4.0,25.0,,25.0,56.0,33.0,4.0,1.0,2024.0,,21.0,35.0,,276.0,48.0,,77.0,,343.0,341.0,46.0,9.0,38.0,,401.0,56.0,245.0,66.0,8.0,106.0,82.0,526.0,989.0,3.0,137.0,38.0,1128.0,88.0,11.0,22.0,22.0,1678.0,69.0,40.0,22.0,17.0,3.0,,,7.0,,,,,1.0,,,,,,,,,,,,,74.0,,35.0,,17.0,130.0,5.0,2.0,2.0,5.0,1.0,9.0,12.0,23.0,2.0,10.0,1.0,8.0,13.0,13.0,2.0,,,,4.0,,1.0,3.0,45.0,,2.0,38.0,29.0,37.0,7.0,29.0,4.0,11.0,13.0,2.0,2.0,2.0,16.0,,4.0,5.0,1.0,9.0,4.0,3.0,10.0,3.0,4.0,5.0,,4.0,5.0,,27.0,8.0,,4.0,,,,,1.0,6.0,4.0,,1.0,32.0,,6.0,4.0,11.0,24.0,,3.0,2.0,3.0,15.0,,,,,,1.0,1.0,,1.0,,,,2.0,1.0,1.0,2.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,
2887,17,38.0,2.0,,,43.0,,2.0,81.0,13.0,,,4.0,15.0,14.0,,,1.0,1.0,1.0,7.0,4.0,1.0,1.0,,1.0,1.0,1.0,,4.0,5.0,4.0,6.0,3.0,21.0,0.0,1.0,2.0,1.0,1.0,,,6.0,4.0,,4.0,19.0,11.0,,3.0,177.0,,,,1.0,1.0,22.0,,1.0,,24.0,19.0,3.0,2.0,2.0,,21.0,,40.0,2.0,11.0,2.0,2.0,28.0,55.0,4.0,,7.0,93.0,1.0,2.0,3.0,16.0,146.0,1.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,17,413.0,42.0,6.0,6.0,571.0,2.0,41.0,978.0,166.0,13.0,19.0,30.0,110.0,146.0,14.0,1.0,,,3.0,111.0,16.0,2.0,14.0,12.0,23.0,11.0,11.0,5.0,67.0,86.0,16.0,52.0,27.0,211.0,0.0,23.0,20.0,11.0,9.0,2.0,,52.0,40.0,1.0,40.0,240.0,157.0,2.0,13.0,1986.0,4.0,4.0,14.0,4.0,254.0,140.0,,41.0,2.0,322.0,276.0,12.0,38.0,61.0,2.0,261.0,18.0,455.0,94.0,98.0,34.0,34.0,376.0,766.0,29.0,12.0,94.0,1187.0,7.0,4.0,58.0,181.0,1793.0,37.0,9.0,23.0,40.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,6.0,,,,4.0,12.0,,,,1.0,,3.0,2.0,3.0,,1.0,,1.0,,,,,,,,1.0,5.0,,28.0,,,3.0,20.0,7.0,10.0,5.0,2.0,9.0,1.0,,,2.0,2.0,,1.0,,,,,,1.0,,,3.0,,3.0,3.0,,2.0,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,
2329,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
