id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_right,att_goal_high_centre,att_goal_high_right,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_ibox_goal,att_ibox_miss,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_pen_goal,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_low_centre,att_sv_low_right,ball_recovery,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,final_third_entries,formation_place,fouls,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_openplay,goal_kicks,hand_ball,head_clearance,interception,interceptions_in_box,interception_won,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_through_ball,total_throws,touches,turnover,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,att_hd_miss,att_hd_total,total_sub_on,att_freekick_miss,att_freekick_total,att_ibox_blocked,att_ibox_target,att_sv_low_left,dangerous_play,fouled_final_third,total_offside,att_bx_centre,att_lf_goal,foul_throw_in,last_man_tackle,own_goals,shield_ball_oop,six_yard_block,att_hd_target,att_bx_left,att_fastbreak,att_goal_high_left,att_hd_goal,att_miss_high_left,goal_assist_intentional,goal_fastbreak,shot_fastbreak,total_pull_back,accurate_goal_kicks,accurate_pull_back,att_lg_centre,clearance_off_line,penalty_conceded,red_card,second_yellow,att_freekick_target,att_hd_post,att_ibox_post,att_post_high,goal_assist_deadball,goal_assist_setplay,hit_woodwork,post_scoring_att,accurate_freekick_cross,att_post_left,error_lead_to_shot,freekick_cross,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,total_high_claim,total_keeper_sweeper,att_sv_high_right,att_cmiss_right,att_cmiss_left,penalty_won,total_fastbreak,att_freekick_goal,attempts_obox,head_pass,open_play_pass,successful_open_play_pass,goals_openplay,attempts_ibox,att_obx_left,touches_in_opp_box,att_obox_post,att_obp_goal,att_post_right,penalty_save,stand_save,att_cmiss_high,att_cmiss_high_right,att_pen_target,att_obxd_left,att_obxd_right,back_pass,att_obx_right,att_freekick_post,fwd_pass,att_cmiss_high_left,att_lg_left,leftside_pass,att_pen_miss,att_pen_post
2935,18,719.0,34.0,1.0,,,1.0,287.0,13.0,1.0,90.0,1006.0,,9.0,38.0,107.0,24.0,126.0,132.0,3.0,,,,,,,1.0,1.0,6.0,,1.0,2.0,,,4.0,,,,,,2.0,,,1.0,2.0,1.0,,,,1.0,124.0,9.0,3.0,6.0,11.0,1.0,1.0,,8.0,2.0,82.0,187.0,9.0,104.0,74.0,,107.0,0.0,30.0,24.0,1.0,15.0,11.0,4.0,,,,,163.0,60.0,5.0,60.0,265.0,161.0,3.0,32.0,2107.0,4.0,1.0,2.0,3.0,26.0,140.0,49.0,11.0,2.0,334.0,214.0,1.0,84.0,39.0,6.0,65.0,3.0,790.0,78.0,224.0,2.0,1.0,1.0,1.0,130.0,4.0,420.0,38.0,1.0,143.0,1209.0,12.0,2.0,53.0,1.0,9.0,1728.0,19.0,25.0,19.0,2.0,1.0,37.0,7.0,4.0,6.0,,,,3.0,2.0,1.0,,,,3.0,,1.0,3.0,,2.0,1.0,1.0,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3278,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3804,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3803,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4028,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3281,18,184.0,51.0,,7.0,7.0,7.0,736.0,,90.0,80.0,913.0,14.0,3.0,23.0,4.0,35.0,222.0,204.0,44.0,2.0,,1.0,,4.0,7.0,9.0,18.0,19.0,6.0,27.0,8.0,8.0,10.0,11.0,12.0,5.0,22.0,13.0,53.0,2.0,5.0,17.0,25.0,90.0,8.0,2.0,3.0,9.0,11.0,132.0,1.0,25.0,16.0,6.0,8.0,36.0,9.0,93.0,11.0,226.0,142.0,1.0,1.0,1.0,,164.0,0.0,43.0,32.0,23.0,38.0,34.0,4.0,7.0,7.0,,8.0,1.0,17.0,,17.0,69.0,52.0,7.0,1.0,2868.0,,19.0,34.0,56.0,1.0,213.0,219.0,89.0,4.0,421.0,420.0,19.0,23.0,90.0,45.0,427.0,53.0,207.0,80.0,2.0,104.0,6.0,54.0,48.0,574.0,19.0,965.0,4.0,98.0,98.0,1118.0,126.0,11.0,30.0,48.0,3.0,1798.0,105.0,63.0,17.0,45.0,49.0,20.0,6.0,5.0,8.0,3.0,1.0,11.0,13.0,20.0,7.0,1.0,2.0,16.0,,5.0,,,,,4.0,2.0,1.0,10.0,2.0,1.0,4.0,5.0,1.0,10.0,,,,,,,,,4.0,,3.0,1.0,,,4.0,4.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,2.0,,,,,,,,,,1.0,,,,,,
3827,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3353,18,159.0,25.0,,1.0,1.0,10.0,227.0,2.0,18.0,28.0,385.0,4.0,3.0,22.0,35.0,27.0,222.0,159.0,13.0,,,,,,1.0,1.0,3.0,15.0,4.0,43.0,9.0,2.0,8.0,8.0,11.0,,17.0,2.0,29.0,2.0,,,1.0,6.0,10.0,1.0,1.0,2.0,1.0,65.0,7.0,17.0,27.0,3.0,,4.0,5.0,9.0,8.0,117.0,134.0,7.0,23.0,10.0,,113.0,0.0,54.0,26.0,3.0,40.0,34.0,6.0,3.0,3.0,,2.0,28.0,52.0,1.0,51.0,83.0,56.0,12.0,10.0,2102.0,,5.0,11.0,12.0,13.0,89.0,51.0,38.0,2.0,227.0,196.0,4.0,17.0,44.0,32.0,127.0,16.0,198.0,59.0,54.0,9.0,,9.0,9.0,219.0,25.0,365.0,15.0,19.0,53.0,554.0,61.0,11.0,75.0,10.0,3.0,957.0,46.0,22.0,7.0,2.0,7.0,50.0,6.0,6.0,11.0,1.0,2.0,4.0,6.0,7.0,3.0,,,,2.0,2.0,,,,,1.0,4.0,,1.0,1.0,1.0,5.0,2.0,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338,18,51.0,1.0,3.0,4.0,1.0,2.0,70.0,,18.0,1.0,117.0,2.0,4.0,1.0,,7.0,44.0,25.0,5.0,1.0,,,,,,,,,,4.0,,,,,1.0,,1.0,,2.0,,,,,,1.0,,,,,19.0,1.0,3.0,5.0,,9.0,3.0,2.0,6.0,,20.0,11.0,1.0,1.0,1.0,,19.0,0.0,5.0,3.0,,10.0,6.0,4.0,,,,,1.0,2.0,,2.0,10.0,3.0,6.0,1.0,315.0,,4.0,2.0,,,31.0,8.0,11.0,1.0,51.0,50.0,1.0,5.0,13.0,1.0,36.0,6.0,55.0,7.0,2.0,4.0,8.0,16.0,8.0,52.0,5.0,104.0,1.0,18.0,8.0,143.0,4.0,,8.0,2.0,6.0,230.0,18.0,2.0,1.0,1.0,2.0,6.0,,,,4.0,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517,18,449.0,52.0,,2.0,2.0,,154.0,19.0,,70.0,601.0,,4.0,62.0,77.0,23.0,193.0,155.0,2.0,2.0,,,,,,,,11.0,1.0,2.0,1.0,,6.0,5.0,,,1.0,1.0,2.0,,,,,2.0,3.0,,,,1.0,81.0,3.0,3.0,13.0,5.0,,3.0,2.0,4.0,7.0,91.0,122.0,3.0,146.0,87.0,1.0,89.0,5.0,11.0,22.0,,37.0,31.0,6.0,,,,,174.0,55.0,7.0,54.0,186.0,105.0,13.0,23.0,1996.0,15.0,4.0,,2.0,18.0,26.0,69.0,13.0,4.0,281.0,157.0,,59.0,22.0,12.0,48.0,4.0,491.0,89.0,270.0,2.0,,5.0,5.0,101.0,1.0,258.0,62.0,,119.0,744.0,17.0,2.0,29.0,2.0,4.0,1261.0,23.0,15.0,3.0,1.0,2.0,25.0,,10.0,11.0,1.0,1.0,1.0,3.0,1.0,,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,18,121.0,10.0,,3.0,3.0,,135.0,1.0,2.0,7.0,253.0,,63.0,1.0,3.0,10.0,42.0,30.0,3.0,,,,,,,,,,1.0,5.0,2.0,1.0,,,,,3.0,1.0,4.0,,,,,,,,,1.0,,17.0,5.0,1.0,5.0,,,9.0,2.0,6.0,2.0,17.0,23.0,5.0,5.0,3.0,,48.0,0.0,5.0,6.0,,11.0,10.0,1.0,,,,1.0,5.0,8.0,1.0,8.0,48.0,25.0,1.0,6.0,485.0,1.0,2.0,1.0,1.0,3.0,106.0,4.0,4.0,1.0,84.0,81.0,,11.0,6.0,3.0,63.0,3.0,132.0,15.0,8.0,7.0,,11.0,11.0,86.0,,186.0,14.0,2.0,17.0,307.0,5.0,3.0,11.0,,74.0,475.0,12.0,3.0,7.0,6.0,2.0,7.0,2.0,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3953,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3241,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,18,425.0,58.0,8.0,28.0,20.0,1.0,531.0,21.0,8.0,82.0,928.0,,274.0,36.0,38.0,31.0,222.0,218.0,17.0,7.0,,,,,,,,4.0,1.0,9.0,,3.0,2.0,2.0,,,4.0,,4.0,1.0,,,,,2.0,,,1.0,,120.0,14.0,1.0,33.0,10.0,19.0,42.0,26.0,13.0,9.0,108.0,147.0,14.0,75.0,41.0,,387.0,3.0,23.0,31.0,,34.0,31.0,3.0,3.0,2.0,,,75.0,69.0,7.0,65.0,378.0,211.0,8.0,22.0,2686.0,5.0,9.0,18.0,1.0,14.0,407.0,34.0,70.0,6.0,547.0,494.0,1.0,90.0,29.0,8.0,276.0,27.0,513.0,132.0,128.0,8.0,17.0,88.0,71.0,423.0,3.0,823.0,79.0,9.0,168.0,1248.0,10.0,4.0,79.0,2.0,361.0,2184.0,36.0,25.0,14.0,5.0,12.0,62.0,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,2.0,1.0,,5.0,1.0,,,,,,1.0,3.0,,,1.0,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3921,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3087,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3405,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,18,27.0,2.0,,,,,15.0,2.0,1.0,5.0,42.0,,,3.0,4.0,3.0,11.0,20.0,2.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,2.0,,,1.0,1.0,,,,1.0,,7.0,10.0,,10.0,7.0,,11.0,0.0,2.0,3.0,,1.0,1.0,,,,,,12.0,4.0,,3.0,21.0,13.0,1.0,1.0,194.0,3.0,1.0,1.0,,,2.0,1.0,2.0,,20.0,13.0,,1.0,1.0,1.0,6.0,2.0,29.0,8.0,17.0,,,,,13.0,,24.0,4.0,1.0,9.0,53.0,1.0,1.0,5.0,,,85.0,1.0,1.0,2.0,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3854,18,12.0,2.0,,2.0,2.0,11.0,76.0,,16.0,4.0,86.0,,,16.0,14.0,20.0,55.0,28.0,4.0,,,,,,2.0,2.0,4.0,6.0,,4.0,2.0,,2.0,4.0,1.0,,2.0,,3.0,1.0,,2.0,,3.0,,,,,,8.0,,1.0,2.0,,,7.0,1.0,10.0,1.0,46.0,24.0,,2.0,1.0,,14.0,0.0,15.0,1.0,4.0,14.0,13.0,1.0,,,,,3.0,3.0,,3.0,7.0,4.0,13.0,,380.0,,2.0,2.0,4.0,1.0,13.0,36.0,5.0,,59.0,56.0,1.0,1.0,6.0,9.0,31.0,4.0,15.0,3.0,5.0,4.0,,8.0,8.0,59.0,29.0,116.0,,19.0,4.0,123.0,14.0,1.0,3.0,,,199.0,20.0,6.0,6.0,1.0,,2.0,1.0,5.0,7.0,19.0,,,,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
3724,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3408,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,18,38.0,5.0,,,,,191.0,132.0,,201.0,229.0,,,,4.0,33.0,219.0,232.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.0,,,1.0,11.0,,,,,13.0,1.0,19.0,,21.0,3.0,2.0,546.0,33.0,,33.0,,35.0,30.0,5.0,,,345.0,,3.0,1.0,1.0,1.0,961.0,330.0,12.0,19.0,2867.0,,,2.0,,,87.0,91.0,27.0,2.0,678.0,676.0,,74.0,,,129.0,2.0,72.0,9.0,23.0,4.0,,,,430.0,,622.0,414.0,,660.0,694.0,,2.0,,,,1596.0,2.0,10.0,8.0,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,,,15.0,51.0,2.0,17.0,18.0,51.0,1.0,88.0,252.0,53.0,5.0,14.0,44.0,60.0,106.0,10.0,91.0,17.0,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,
2235,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,18,355.0,72.0,10.0,19.0,9.0,3.0,402.0,5.0,8.0,86.0,738.0,2.0,,20.0,27.0,33.0,211.0,199.0,10.0,13.0,,,,1.0,,,1.0,3.0,,6.0,6.0,4.0,4.0,4.0,14.0,1.0,19.0,1.0,34.0,,,2.0,1.0,34.0,1.0,,,,1.0,161.0,9.0,15.0,31.0,8.0,43.0,4.0,8.0,29.0,11.0,116.0,114.0,7.0,21.0,7.0,,246.0,0.0,33.0,25.0,2.0,39.0,35.0,4.0,2.0,1.0,,4.0,14.0,73.0,5.0,73.0,180.0,82.0,12.0,6.0,2353.0,,14.0,11.0,3.0,17.0,165.0,146.0,68.0,3.0,403.0,382.0,2.0,70.0,89.0,22.0,188.0,25.0,405.0,163.0,40.0,13.0,39.0,66.0,27.0,358.0,6.0,692.0,48.0,8.0,157.0,1031.0,40.0,3.0,60.0,6.0,,1585.0,53.0,21.0,10.0,6.0,12.0,41.0,9.0,,,8.0,,3.0,1.0,,,,,1.0,,,,,,,1.0,,,1.0,1.0,,4.0,2.0,,1.0,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,18,5.0,,,,,,8.0,5.0,,8.0,13.0,,,,,2.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,1.0,,,,1.0,,,14.0,0.0,,2.0,,2.0,1.0,1.0,,,11.0,,,,,,34.0,11.0,,2.0,180.0,,,,,,2.0,1.0,,,26.0,26.0,,3.0,,,,,7.0,1.0,1.0,,,,,10.0,,25.0,15.0,,26.0,32.0,,,,,,75.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,3.0,13.0,1.0,,1.0,1.0,,4.0,21.0,13.0,,1.0,2.0,1.0,3.0,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
4019,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396,18,5.0,,,,,,14.0,,1.0,,19.0,,5.0,,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,2.0,,,,2.0,1.0,,2.0,2.0,,1.0,0.0,,,,1.0,1.0,,,,,,2.0,,,,7.0,2.0,1.0,,45.0,,,,,,15.0,,1.0,,15.0,15.0,,1.0,1.0,,6.0,,7.0,2.0,2.0,1.0,,2.0,2.0,10.0,1.0,25.0,,1.0,,30.0,,,,,6.0,43.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,18,181.0,6.0,,1.0,1.0,,195.0,3.0,2.0,17.0,375.0,,61.0,12.0,17.0,9.0,53.0,36.0,2.0,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,55.0,3.0,1.0,8.0,2.0,,21.0,4.0,10.0,1.0,45.0,53.0,3.0,30.0,19.0,,43.0,0.0,6.0,9.0,,10.0,8.0,2.0,,,,1.0,30.0,26.0,2.0,26.0,84.0,54.0,3.0,6.0,805.0,4.0,2.0,1.0,,,132.0,4.0,8.0,,140.0,126.0,,39.0,16.0,,57.0,3.0,209.0,14.0,44.0,18.0,,25.0,25.0,77.0,1.0,264.0,12.0,2.0,29.0,448.0,1.0,2.0,23.0,1.0,70.0,716.0,23.0,5.0,5.0,8.0,2.0,16.0,2.0,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,18,599.0,78.0,,,,2.0,292.0,37.0,2.0,128.0,891.0,,,64.0,78.0,33.0,261.0,235.0,12.0,,,2.0,,,1.0,,3.0,8.0,,1.0,1.0,,5.0,2.0,,,,,,,,,,,2.0,,1.0,,,77.0,6.0,4.0,6.0,8.0,,,1.0,2.0,11.0,99.0,146.0,4.0,211.0,127.0,,157.0,198.0,28.0,33.0,3.0,50.0,43.0,7.0,,,,1.0,229.0,60.0,10.0,59.0,342.0,206.0,15.0,27.0,2905.0,24.0,6.0,6.0,7.0,27.0,149.0,29.0,18.0,5.0,434.0,256.0,,62.0,15.0,8.0,87.0,12.0,674.0,140.0,387.0,1.0,,1.0,1.0,180.0,3.0,460.0,95.0,2.0,194.0,1133.0,19.0,1.0,54.0,1.0,1.0,1792.0,20.0,13.0,7.0,1.0,4.0,44.0,3.0,7.0,13.0,,,,4.0,4.0,3.0,,,,1.0,,,3.0,,1.0,3.0,4.0,,,,2.0,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
