id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_bx_centre,att_cmiss_right,att_hd_miss,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_left,att_miss_right,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_high_right,att_sv_low_right,backward_pass,ball_recovery,big_chance_missed,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,clearance_off_line,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,final_third_entries,formation_place,fouls,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,interception,interceptions_in_box,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_def_3rd,poss_won_mid_3rd,rightside_pass,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,wins,won_corners,won_tackle,yellow_card,att_bx_right,att_cmiss_left,att_goal_high_left,att_goal_low_right,att_hd_goal,att_ibox_goal,att_miss_high,att_obox_blocked,att_rf_target,att_rf_total,big_chance_created,big_chance_scored,goals,goal_assist_setplay,last_man_tackle,red_card,shield_ball_oop,six_yard_block,won_contest,accurate_cross,accurate_cross_nocorner,accurate_freekick_cross,att_assist_setplay,att_goal_high_centre,att_rf_goal,crosses_18yard,freekick_cross,goals_openplay,hand_ball,hit_woodwork,overrun,poss_won_att_3rd,total_through_ball,att_cmiss_high_right,att_freekick_total,att_miss_high_right,att_sv_low_centre,error_lead_to_goal,att_cmiss_high,att_goal_low_left,corner_taken,head_pass,open_play_pass,penalty_conceded,successful_open_play_pass,accurate_goal_kicks,accurate_pull_back,accurate_through_ball,att_bx_left,att_freekick_miss,att_freekick_post,att_goal_high_right,att_lf_goal,att_miss_high_left,att_obox_goal,att_obox_post,att_post_high,dangerous_play,error_lead_to_shot,fouled_final_third,foul_throw_in,goal_kicks,post_scoring_att,second_goal_assist,total_corners_intobox,total_offside,total_pull_back,accurate_keeper_throws,diving_save,good_high_claim,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,total_high_claim,accurate_corners_intobox,att_cmiss_high_left,att_fastbreak,att_freekick_target,att_lg_centre,att_pen_goal,att_sv_low_left,shot_fastbreak,total_sub_on,attempts_ibox,attempts_obox,att_corner,att_post_left,total_fastbreak,touches_in_opp_box,goal_assist_deadball,second_yellow,att_post_right,att_hd_post,att_ibox_post,att_goal_low_centre,att_obx_left,goal_fastbreak,accurate_keeper_sweeper,cross_not_claimed,dive_catch,dive_save,penalty_faced,stand_catch,stand_save,total_keeper_sweeper,att_obxd_left,att_pen_target,penalty_won,att_lg_right,att_obp_goal,att_obxd_right,att_freekick_goal,own_goals,gk_smother,penalty_save,att_obx_right,back_pass,att_lg_left,blocked_pass,put_through,att_pen_post,att_pen_miss
4276,20,203.0,25.0,,114.0,12.0,,32.0,316.0,,24.0,18.0,13.0,141.0,82.0,3.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,32.0,60.0,,10.0,,8.0,,,1.0,4.0,4.0,40.0,40.0,10.0,68.0,30.0,62.0,0.0,4.0,215.0,13.0,26.0,21.0,5.0,1.0,1.0,,57.0,41.0,8.0,29.0,52.0,105.0,62.0,5.0,18.0,1170.0,17.0,2.0,2.0,1.0,13.0,53.0,11.0,14.0,1.0,142.0,92.0,43.0,16.0,98.0,,35.0,4.0,227.0,45.0,118.0,1.0,2.0,2.0,69.0,,172.0,39.0,2.0,62.0,397.0,1.0,,18.0,,620.0,5.0,5.0,3.0,4.0,3.0,9.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4286,20,334.0,20.0,,254.0,,10.0,50.0,588.0,1.0,8.0,8.0,16.0,76.0,50.0,7.0,,1.0,,,,,,,,1.0,3.0,1.0,5.0,1.0,7.0,2.0,1.0,,,,,83.0,80.0,,3.0,1.0,27.0,3.0,,,9.0,6.0,60.0,59.0,3.0,3.0,1.0,79.0,0.0,15.0,199.0,11.0,12.0,10.0,2.0,,,,10.0,34.0,,24.0,198.0,92.0,72.0,2.0,1.0,952.0,,3.0,4.0,1.0,2.0,55.0,41.0,7.0,,97.0,85.0,30.0,49.0,177.0,5.0,84.0,7.0,352.0,29.0,15.0,4.0,1.0,,114.0,,306.0,7.0,10.0,56.0,657.0,7.0,4.0,37.0,1.0,783.0,3.0,3.0,11.0,8.0,2.0,29.0,2.0,,1.0,,,,,,1.0,1.0,6.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471,20,171.0,12.0,4.0,188.0,2.0,60.0,17.0,356.0,2.0,17.0,7.0,25.0,159.0,105.0,5.0,8.0,2.0,3.0,1.0,5.0,3.0,6.0,4.0,,1.0,3.0,3.0,2.0,1.0,4.0,8.0,2.0,,,,1.0,114.0,58.0,2.0,1.0,4.0,12.0,,1.0,2.0,12.0,1.0,77.0,70.0,1.0,10.0,3.0,38.0,0.0,30.0,117.0,14.0,32.0,26.0,6.0,,,,7.0,25.0,2.0,17.0,112.0,38.0,25.0,17.0,8.0,1271.0,1.0,2.0,3.0,6.0,3.0,47.0,86.0,10.0,1.0,164.0,154.0,15.0,41.0,106.0,8.0,78.0,5.0,195.0,27.0,20.0,14.0,22.0,22.0,127.0,15.0,276.0,7.0,62.0,27.0,449.0,18.0,7.0,41.0,2.0,652.0,19.0,19.0,16.0,7.0,8.0,27.0,4.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,4.0,11.0,,1.0,1.0,,,,1.0,,6.0,3.0,3.0,,,,,20.0,,,1.0,,,2.0,2.0,,,,3.0,,1.0,,1.0,,,1.0,,,,,3.0,,,,,,,,,,,4.0,,,,,,3.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,11.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2925,20,316.0,13.0,3.0,344.0,2.0,4.0,8.0,654.0,125.0,19.0,53.0,29.0,136.0,126.0,9.0,13.0,,2.0,2.0,5.0,4.0,6.0,5.0,1.0,4.0,1.0,3.0,2.0,,1.0,12.0,1.0,,,,1.0,104.0,95.0,5.0,7.0,4.0,10.0,7.0,,6.0,21.0,4.0,103.0,142.0,7.0,52.0,33.0,82.0,64.0,39.0,285.0,23.0,22.0,18.0,4.0,5.0,3.0,4.0,61.0,35.0,3.0,30.0,309.0,126.0,75.0,3.0,10.0,2042.0,1.0,4.0,10.0,6.0,13.0,5.0,259.0,12.0,1.0,287.0,249.0,51.0,42.0,78.0,10.0,149.0,14.0,345.0,23.0,90.0,33.0,33.0,33.0,199.0,11.0,464.0,20.0,4.0,16.0,776.0,20.0,3.0,53.0,155.0,1284.0,20.0,20.0,21.0,22.0,12.0,40.0,2.0,3.0,,,1.0,,1.0,2.0,,2.0,9.0,3.0,,1.0,1.0,1.0,,1.0,1.0,15.0,6.0,6.0,,,,,27.0,,1.0,4.0,2.0,8.0,2.0,4.0,,,1.0,4.0,,,,,,,,,,2.0,1.0,,,,,1.0,1.0,,,2.0,,,5.0,2.0,,2.0,,,6.0,3.0,,,,,,,,,,,,,,,1.0,,,,6.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2896,20,141.0,7.0,,217.0,171.0,,245.0,358.0,,,2.0,37.0,360.0,234.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,441.0,,1.0,,3.0,3.0,,,,11.0,4.0,4.0,1.0,27.0,,433.0,37.0,1.0,621.0,37.0,63.0,52.0,11.0,,,,,2.0,2.0,2.0,38.0,833.0,351.0,14.0,38.0,3320.0,,,1.0,,,65.0,84.0,32.0,4.0,532.0,528.0,49.0,,44.0,,139.0,1.0,164.0,8.0,31.0,,,,341.0,,540.0,406.0,,579.0,704.0,,,1.0,,1623.0,1.0,1.0,1.0,12.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,,174.0,,,,,,,,,,,,,1.0,,,335.0,,,,,,176.0,67.0,51.0,341.0,182.0,19.0,93.0,43.0,137.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,28.0,3.0,13.0,23.0,5.0,15.0,7.0,29.0,,,,,,,,,,1.0,,,,,,,
3664,20,232.0,8.0,,320.0,5.0,4.0,25.0,543.0,96.0,12.0,12.0,12.0,58.0,55.0,7.0,1.0,,,,,,2.0,3.0,2.0,2.0,3.0,,1.0,1.0,5.0,7.0,,,,1.0,1.0,83.0,60.0,1.0,,3.0,6.0,5.0,1.0,18.0,19.0,2.0,57.0,83.0,,19.0,15.0,75.0,0.0,12.0,232.0,10.0,12.0,12.0,,4.0,1.0,2.0,28.0,13.0,,10.0,259.0,85.0,49.0,1.0,1.0,916.0,1.0,1.0,10.0,4.0,2.0,5.0,251.0,21.0,1.0,170.0,153.0,39.0,17.0,42.0,3.0,161.0,11.0,247.0,14.0,36.0,20.0,38.0,38.0,187.0,2.0,407.0,19.0,4.0,37.0,616.0,10.0,4.0,49.0,107.0,938.0,11.0,11.0,12.0,9.0,6.0,42.0,2.0,4.0,,,,,,,3.0,2.0,8.0,3.0,,,2.0,,,,,10.0,9.0,9.0,,,,,20.0,,,2.0,1.0,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3389,20,155.0,15.0,,177.0,,6.0,34.0,332.0,1.0,4.0,6.0,14.0,67.0,59.0,6.0,8.0,2.0,2.0,1.0,4.0,2.0,4.0,3.0,2.0,8.0,4.0,5.0,9.0,1.0,15.0,17.0,2.0,1.0,1.0,,,51.0,36.0,2.0,1.0,6.0,5.0,,,1.0,6.0,1.0,25.0,26.0,1.0,4.0,,47.0,105.0,7.0,81.0,11.0,16.0,13.0,3.0,1.0,1.0,1.0,7.0,17.0,,15.0,116.0,39.0,29.0,9.0,1.0,926.0,,2.0,5.0,6.0,4.0,66.0,51.0,11.0,,73.0,65.0,16.0,17.0,131.0,13.0,89.0,7.0,165.0,24.0,12.0,4.0,4.0,4.0,118.0,1.0,218.0,1.0,6.0,41.0,379.0,25.0,3.0,18.0,1.0,483.0,4.0,4.0,1.0,4.0,3.0,15.0,2.0,,2.0,,1.0,1.0,1.0,,4.0,1.0,12.0,,1.0,2.0,,,1.0,,,1.0,,,,,,1.0,3.0,,,,,,3.0,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3623,20,165.0,22.0,,228.0,14.0,1.0,19.0,388.0,147.0,15.0,34.0,20.0,216.0,113.0,7.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,3.0,2.0,9.0,10.0,,,,,1.0,69.0,82.0,,13.0,5.0,17.0,1.0,,10.0,13.0,6.0,79.0,107.0,11.0,36.0,18.0,198.0,0.0,23.0,387.0,20.0,36.0,29.0,7.0,1.0,1.0,1.0,30.0,36.0,7.0,23.0,60.0,213.0,88.0,8.0,21.0,1800.0,8.0,6.0,5.0,4.0,9.0,209.0,29.0,55.0,1.0,430.0,397.0,50.0,29.0,131.0,4.0,104.0,11.0,240.0,105.0,67.0,28.0,26.0,26.0,235.0,2.0,433.0,64.0,2.0,94.0,647.0,13.0,,39.0,215.0,1144.0,15.0,15.0,18.0,6.0,8.0,27.0,3.0,,,,1.0,,,1.0,4.0,3.0,10.0,1.0,,1.0,,,,3.0,,16.0,5.0,5.0,,3.0,,1.0,13.0,2.0,1.0,1.0,,5.0,3.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,2.0,,,,,1.0,1.0,,,1.0,1.0,3.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
4321,20,178.0,10.0,,58.0,3.0,,9.0,236.0,2.0,9.0,15.0,11.0,39.0,49.0,1.0,3.0,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,26.0,27.0,,3.0,1.0,4.0,2.0,1.0,,3.0,,21.0,27.0,3.0,23.0,11.0,18.0,0.0,5.0,102.0,5.0,5.0,4.0,1.0,,,,19.0,12.0,,8.0,116.0,60.0,31.0,1.0,8.0,541.0,6.0,,1.0,1.0,6.0,9.0,23.0,1.0,,63.0,50.0,18.0,9.0,37.0,1.0,14.0,1.0,190.0,15.0,36.0,1.0,,,21.0,1.0,91.0,14.0,,15.0,281.0,3.0,,7.0,2.0,364.0,2.0,2.0,4.0,10.0,,5.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4405,20,1014.0,86.0,5.0,913.0,9.0,87.0,125.0,1914.0,347.0,21.0,13.0,34.0,297.0,208.0,20.0,9.0,2.0,4.0,,4.0,5.0,9.0,,,1.0,6.0,3.0,5.0,1.0,11.0,12.0,1.0,,,,,387.0,170.0,1.0,26.0,10.0,32.0,10.0,,32.0,18.0,9.0,106.0,130.0,26.0,78.0,31.0,284.0,68.0,26.0,802.0,32.0,41.0,34.0,7.0,2.0,2.0,2.0,44.0,95.0,2.0,69.0,1016.0,332.0,220.0,14.0,34.0,2873.0,3.0,5.0,18.0,1.0,18.0,13.0,676.0,86.0,,583.0,550.0,86.0,76.0,68.0,14.0,366.0,23.0,1123.0,159.0,111.0,22.0,78.0,77.0,534.0,11.0,1228.0,60.0,87.0,176.0,2273.0,25.0,3.0,85.0,389.0,3232.0,41.0,41.0,21.0,11.0,32.0,63.0,3.0,2.0,,,,,,4.0,5.0,1.0,19.0,3.0,,,,2.0,,3.0,2.0,11.0,13.0,12.0,,1.0,,,45.0,,,2.0,,1.0,8.0,10.0,,,1.0,1.0,1.0,,,1.0,,,,,1.0,,8.0,,,,,,,,,,1.0,,4.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
3052,20,245.0,41.0,6.0,855.0,,126.0,36.0,1087.0,3.0,12.0,12.0,28.0,125.0,78.0,33.0,11.0,2.0,1.0,2.0,3.0,10.0,5.0,2.0,,6.0,4.0,3.0,5.0,7.0,20.0,33.0,,1.0,,2.0,1.0,188.0,93.0,3.0,,18.0,11.0,2.0,,13.0,31.0,6.0,93.0,108.0,,1.0,,238.0,256.0,24.0,425.0,19.0,32.0,24.0,8.0,4.0,2.0,4.0,3.0,25.0,,20.0,314.0,99.0,67.0,6.0,,1759.0,,13.0,28.0,10.0,,169.0,246.0,90.0,2.0,298.0,295.0,33.0,54.0,348.0,10.0,501.0,41.0,263.0,78.0,4.0,49.0,43.0,35.0,632.0,19.0,1055.0,1.0,131.0,57.0,1275.0,38.0,6.0,40.0,3.0,1570.0,17.0,17.0,23.0,16.0,11.0,30.0,4.0,2.0,2.0,,1.0,,1.0,1.0,8.0,7.0,28.0,10.0,1.0,1.0,,,,,,33.0,13.0,10.0,1.0,4.0,,,20.0,2.0,1.0,1.0,,2.0,6.0,31.0,,,1.0,1.0,,,,11.0,8.0,151.0,,129.0,,1.0,11.0,2.0,,,,1.0,1.0,,,,,,8.0,,,,1.0,8.0,,2.0,,,,,,,,,,,3.0,,1.0,,,,4.0,1.0,9.0,,3.0,,,1.0,6.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1598,20,84.0,2.0,8.0,299.0,,69.0,7.0,382.0,,52.0,23.0,28.0,121.0,89.0,15.0,31.0,2.0,4.0,1.0,5.0,12.0,13.0,10.0,10.0,41.0,12.0,6.0,12.0,4.0,27.0,42.0,4.0,2.0,1.0,1.0,4.0,136.0,54.0,6.0,,23.0,3.0,,1.0,3.0,51.0,8.0,136.0,77.0,,4.0,4.0,39.0,0.0,12.0,110.0,20.0,25.0,20.0,5.0,1.0,1.0,1.0,8.0,8.0,,7.0,114.0,26.0,22.0,13.0,2.0,1685.0,,4.0,12.0,18.0,2.0,87.0,85.0,24.0,1.0,252.0,243.0,8.0,37.0,132.0,27.0,148.0,16.0,101.0,5.0,13.0,36.0,7.0,7.0,217.0,32.0,398.0,2.0,80.0,12.0,492.0,68.0,16.0,10.0,,756.0,49.0,49.0,27.0,7.0,11.0,6.0,,2.0,4.0,,1.0,,4.0,4.0,11.0,3.0,22.0,2.0,2.0,4.0,,,,,3.0,17.0,1.0,1.0,,,1.0,1.0,4.0,,4.0,1.0,2.0,5.0,9.0,6.0,1.0,1.0,3.0,6.0,,1.0,1.0,,,,,,,,3.0,5.0,,,,3.0,,,,,,,8.0,,,2.0,,,14.0,,,,,,,,,,,,,,2.0,,,,,2.0,8.0,,,,,1.0,,,,2.0,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
4329,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4327,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4173,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4339,20,316.0,26.0,,263.0,8.0,2.0,28.0,576.0,132.0,13.0,14.0,24.0,129.0,122.0,9.0,1.0,,,,,1.0,,1.0,,,,,,,2.0,3.0,,,,,,115.0,113.0,,17.0,3.0,14.0,8.0,2.0,9.0,15.0,4.0,59.0,86.0,16.0,24.0,13.0,95.0,0.0,10.0,272.0,19.0,32.0,27.0,5.0,1.0,1.0,1.0,19.0,39.0,5.0,34.0,52.0,109.0,70.0,9.0,7.0,1660.0,5.0,4.0,7.0,1.0,3.0,172.0,8.0,26.0,3.0,209.0,190.0,72.0,40.0,246.0,,115.0,11.0,360.0,47.0,42.0,19.0,23.0,23.0,157.0,1.0,348.0,22.0,2.0,49.0,685.0,4.0,5.0,39.0,154.0,1075.0,13.0,13.0,21.0,11.0,5.0,30.0,1.0,,,,,,,,2.0,1.0,4.0,,,,,,,,,12.0,3.0,3.0,,1.0,,,14.0,,,,,2.0,1.0,3.0,,,,,,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,7.0,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,20,176.0,10.0,10.0,393.0,2.0,29.0,21.0,556.0,4.0,34.0,6.0,32.0,253.0,152.0,28.0,12.0,4.0,3.0,,3.0,6.0,15.0,7.0,1.0,4.0,9.0,10.0,16.0,6.0,35.0,58.0,,,,1.0,2.0,158.0,134.0,4.0,6.0,18.0,10.0,2.0,,9.0,47.0,6.0,158.0,136.0,6.0,9.0,2.0,65.0,0.0,21.0,173.0,24.0,43.0,40.0,3.0,3.0,2.0,3.0,4.0,36.0,2.0,27.0,154.0,64.0,39.0,19.0,9.0,2211.0,,16.0,17.0,13.0,2.0,101.0,132.0,27.0,2.0,379.0,369.0,47.0,74.0,201.0,34.0,215.0,33.0,209.0,32.0,19.0,86.0,67.0,63.0,281.0,20.0,544.0,15.0,29.0,32.0,686.0,65.0,8.0,48.0,4.0,1186.0,68.0,68.0,46.0,7.0,22.0,32.0,3.0,9.0,6.0,,,,,4.0,12.0,12.0,58.0,5.0,,,,,,,,36.0,13.0,10.0,,2.0,,,51.0,3.0,,4.0,3.0,10.0,13.0,3.0,1.0,,8.0,4.0,1.0,1.0,,4.0,,11.0,,6.0,,,2.0,7.0,,,,,,,2.0,1.0,1.0,,17.0,,,3.0,1.0,4.0,16.0,,,,,,,,,,,,3.0,,2.0,,,,6.0,2.0,8.0,,,,1.0,2.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4322,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,20,46.0,2.0,,157.0,132.0,,167.0,203.0,,,1.0,34.0,319.0,221.0,2.0,,,,,,,,,,,,,,,,,,,,,,,285.0,,,,1.0,3.0,,1.0,,6.0,1.0,6.0,,15.0,,815.0,34.0,,755.0,34.0,71.0,55.0,16.0,,,,,,,,21.0,1073.0,263.0,21.0,26.0,3060.0,1.0,1.0,3.0,,,84.0,61.0,151.0,2.0,860.0,858.0,26.0,,13.0,,113.0,4.0,82.0,6.0,17.0,,1.0,1.0,555.0,,708.0,568.0,5.0,739.0,789.0,,,,,1544.0,,,5.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,5.0,,,,,,,,114.0,,,,,,,,,,,,,,1.0,,373.0,,,,,,50.0,65.0,38.0,221.0,58.0,8.0,51.0,44.0,96.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,13.0,2.0,12.0,39.0,3.0,7.0,1.0,13.0,,,1.0,,,,,,,1.0,,,,,,,
3703,20,94.0,13.0,1.0,155.0,16.0,13.0,25.0,239.0,77.0,16.0,24.0,23.0,113.0,120.0,11.0,2.0,,1.0,,1.0,,2.0,,,,4.0,,2.0,,3.0,2.0,,,,,,74.0,56.0,,20.0,1.0,11.0,3.0,,31.0,25.0,7.0,100.0,82.0,20.0,37.0,25.0,113.0,0.0,19.0,137.0,14.0,17.0,11.0,6.0,1.0,1.0,,36.0,20.0,2.0,15.0,106.0,85.0,43.0,8.0,14.0,1393.0,3.0,7.0,7.0,1.0,3.0,14.0,141.0,65.0,3.0,404.0,371.0,29.0,20.0,32.0,4.0,72.0,14.0,111.0,17.0,70.0,44.0,82.0,82.0,142.0,9.0,320.0,37.0,13.0,45.0,349.0,6.0,3.0,28.0,173.0,890.0,26.0,26.0,17.0,8.0,16.0,20.0,2.0,1.0,1.0,,1.0,,1.0,,1.0,,5.0,2.0,,1.0,1.0,,,,,13.0,10.0,10.0,,2.0,,1.0,50.0,1.0,1.0,2.0,,7.0,7.0,,,,,,1.0,,,,1.0,9.0,1.0,8.0,,,,,,,,,,,,,,,6.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,9.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681,20,198.0,18.0,3.0,343.0,,91.0,12.0,532.0,1.0,10.0,6.0,28.0,145.0,102.0,16.0,3.0,,,,,2.0,5.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,6.0,12.0,,,,,1.0,234.0,101.0,,2.0,3.0,7.0,3.0,,21.0,53.0,7.0,121.0,76.0,2.0,2.0,1.0,63.0,0.0,16.0,165.0,17.0,19.0,15.0,4.0,4.0,3.0,3.0,1.0,19.0,1.0,15.0,149.0,29.0,20.0,12.0,4.0,1461.0,,7.0,13.0,4.0,,66.0,203.0,48.0,1.0,364.0,355.0,48.0,42.0,124.0,8.0,159.0,20.0,226.0,36.0,11.0,57.0,73.0,72.0,244.0,13.0,519.0,6.0,94.0,20.0,672.0,15.0,12.0,21.0,3.0,1008.0,43.0,43.0,27.0,9.0,18.0,18.0,2.0,4.0,1.0,,1.0,,1.0,2.0,1.0,2.0,13.0,2.0,1.0,1.0,1.0,,,2.0,,22.0,9.0,9.0,,,,,51.0,,1.0,,,13.0,11.0,16.0,,,2.0,1.0,,,,2.0,,,,,,,6.0,1.0,,,,1.0,,,,,,,5.0,,,,,1.0,8.0,,,,,,,,,,,,,,,,,,1.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
1218,20,225.0,11.0,,101.0,109.0,,146.0,326.0,,,2.0,30.0,235.0,211.0,,,,,,,,,,,,,,,,,,,,,,,,353.0,,,,1.0,10.0,,,,7.0,2.0,6.0,,24.0,,179.0,30.0,1.0,502.0,30.0,37.0,30.0,7.0,,,,,1.0,1.0,1.0,58.0,567.0,194.0,12.0,15.0,2700.0,,,,,,16.0,54.0,17.0,3.0,428.0,426.0,45.0,,55.0,,36.0,,268.0,12.0,26.0,,,,148.0,,347.0,329.0,,426.0,615.0,,,,,1365.0,1.0,1.0,4.0,11.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,169.0,,,,,,,,,,,,,,,,300.0,,,,,,182.0,35.0,53.0,255.0,185.0,22.0,51.0,50.0,102.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,7.0,8.0,3.0,7.0,,3.0,,,,,,,,,,,,,,,,,
