id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,appearances,clean_sheet,draws,goals,goal_assist,losses,wins,yellow_card,own_goals,red_card
725,4848.0,Andrew Cole,Andrew,Cole,1971-10-15,England,England,20.0,F,Forward,4,34.0,11.0,6.0,11.0,6.0,5.0,23.0,4.0,,
152,1119.0,Chris Coleman,Chris,Coleman,1970-06-10,Wales,Wales,,D,Defender,4,20.0,5.0,3.0,,,5.0,12.0,2.0,,
94,176819.0,Nick Colgan,Nick,Colgan,1973-09-19,Ireland,Ireland,,G,Goalkeeper,4,,,,,,,,,,
627,2531.0,Stan Collymore,Stan,Collymore,1971-01-22,England,England,,F,Forward,4,31.0,10.0,9.0,14.0,11.0,6.0,16.0,2.0,,
862,924.0,Paul Cook,Paul,Cook,1967-02-22,England,England,,M,Midfielder,4,3.0,0.0,1.0,,1.0,2.0,,,,
923,2448.0,Terry Cooke,Terry,Cooke,1976-08-05,England,England,,M,Midfielder,4,4.0,0.0,3.0,,1.0,,1.0,,,
937,1933.0,Colin Cooper,Colin,Cooper,1967-02-28,England,England,,D,Defender,4,37.0,9.0,13.0,5.0,1.0,10.0,14.0,5.0,1.0,
279,1467.0,Tony Coton,Tony,Coton,1961-05-19,England,England,,G,Goalkeeper,4,,,,,,,,,,
193,1687.0,Tony Cottee,Tony,Cottee,1965-07-11,England,England,,F,Forward,4,33.0,6.0,8.0,10.0,2.0,12.0,13.0,,,
1002,28852.0,Graham Coughlan,Graham,Coughlan,1974-11-18,Ireland,Ireland,5.0,D,Defender,4,,,,,,,,,,
693,703.0,Andrew Couzens,Andrew,Couzens,1975-06-04,England,England,,D,Defender,4,14.0,2.0,3.0,,,7.0,4.0,1.0,,
665,42054.0,Steve Cowe,Steve,Cowe,1974-09-29,Scotland,Scotland,,F,Forward,4,,,,,,,,,,
40,2233.0,Neil Cox,Neil,Cox,1971-10-08,England,England,5.0,D,Defender,4,35.0,10.0,9.0,2.0,1.0,16.0,10.0,7.0,,
1120,1298.0,Owen Coyle,Owen,Coyle,1966-07-14,Scotland,Ireland,,F,Forward,4,5.0,0.0,1.0,,2.0,3.0,1.0,,,
1110,1282.0,Chris Coyne,Chris,Coyne,1978-12-20,Australia,Australia,,D,Defender,4,,,,,,,,,,
940,27498.0,Craig Armstrong,Steven Craig,Armstrong,1975-05-23,England,England,6.0,D,Defender,4,,,,,,,,,,
927,1014.0,Jimmy Crawford,Jimmy,Crawford,1973-05-01,England,England,,M,Midfielder,4,,,,,,,,,,
1063,42131.0,Gerry Creaney,Gerry,Creaney,1970-04-13,Scotland,Scotland,,F,Forward,4,15.0,0.0,1.0,3.0,,10.0,4.0,2.0,,
999,2378.0,Gary Croft,Gary,Croft,1974-02-17,England,England,,D,Defender,4,,,,,,,,,,
917,41900.0,Lee Crooks,Lee,Crooks,1978-01-14,England,England,2.0,D,Defender,4,,,,,,,,,,
394,26950.0,Mark Crossley,Mark,Crossley,1969-06-16,Wales,Wales,26.0,G,Goalkeeper,4,38.0,9.0,13.0,,,10.0,15.0,,,
1065,1216.0,Nick Culkin,Nick,Culkin,1978-07-06,England,England,,G,Goalkeeper,4,,,,,,,,,,
547,41877.0,Jason Cundy,Jason,Cundy,1969-11-12,England,England,,D,Defender,4,1.0,0.0,,,,1.0,,1.0,,
972,2828.0,Kenny Cunningham,Kenny,Cunningham,1971-06-28,Ireland,Ireland,4.0,D,Defender,4,33.0,5.0,9.0,,3.0,16.0,8.0,6.0,1.0,
1020,1633.0,Sasa Curcic,Sasa,Curcic,1972-02-14,Serbia,Serbia,,M,Midfielder,4,28.0,3.0,3.0,4.0,7.0,18.0,7.0,2.0,,
282,42082.0,Keith Curle,Keith,Curle,1963-11-14,England,England,,D,Defender,4,32.0,8.0,9.0,,,14.0,9.0,7.0,,
797,176775.0,Darren Currie,Darren,Currie,1974-11-29,England,England,,M,Midfielder,4,,,,,,,,,,
1123,178581.0,Neil Cutler,Neil,Cutler,1976-09-03,England,England,,G,Goalkeeper,4,,,,,,,,,,
1031,1170.0,Liam Daish,Liam,Daish,1968-09-23,Scotland,Scotland,,D,Defender,4,11.0,5.0,5.0,1.0,,4.0,2.0,3.0,,
1117,1292.0,Dani,Daniel,Da Cruz Carvalho,1976-11-02,Portugal,Portugal,,F,Forward,4,9.0,0.0,2.0,2.0,2.0,3.0,4.0,,,
91,15180.0,Dave Beasant,Dave,Beasant,1959-03-20,England,England,39.0,G,Goalkeeper,4,36.0,10.0,11.0,,,17.0,8.0,,,
333,42128.0,Simon Davies,Simon,Davies,1974-04-23,England,Wales,,M,Midfielder,4,6.0,0.0,2.0,,,,4.0,,,
21,21.0,Paul Davis,Paul,Davis,1961-12-09,England,England,,M,Midfielder,4,,,,,,,,,,
1009,2064.0,Aidan Davison,Aidan,Davison,1968-05-11,Northern Ireland,Northern Ireland,,G,Goalkeeper,4,2.0,0.0,,,,1.0,1.0,,,
1025,1159.0,Fabian De Freitas,Fabian,De Freitas,1972-07-28,Suriname,Netherlands,,F,Forward,4,27.0,0.0,4.0,5.0,1.0,18.0,5.0,1.0,,
488,2713.0,Brian Deane,Brian,Deane,1968-02-07,England,England,,F,Forward,4,34.0,6.0,6.0,7.0,4.0,18.0,10.0,6.0,,
1101,1268.0,Marc Degryse,Marc,Degryse,1965-09-04,Belgium,Belgium,,F,Forward,4,34.0,6.0,10.0,8.0,5.0,17.0,7.0,,,
280,269.0,Andy Dibble,Andy,Dibble,1965-05-08,England,England,,G,Goalkeeper,4,,,,,,,,,,
742,3093.0,Danny Dichio,Danny,Dichio,1974-10-19,England,England,,F,Forward,4,29.0,4.0,5.0,10.0,5.0,19.0,5.0,4.0,,1.0
27,28435.0,Paul Dickov,Paul,Dickov,1972-11-01,Scotland,Scotland,,F,Forward,4,7.0,1.0,2.0,1.0,2.0,3.0,2.0,,,
696,888.0,Julian Dicks,Julian,Dicks,1968-08-08,England,England,,D,Defender,4,34.0,7.0,7.0,10.0,3.0,15.0,12.0,4.0,,1.0
13,13.0,Lee Dixon,Lee,Dixon,1964-03-17,England,England,,D,Defender,4,38.0,15.0,12.0,2.0,3.0,9.0,17.0,2.0,,
528,508.0,Jason Dodd,Jason,Dodd,1970-11-02,England,England,2.0,D,Defender,4,37.0,11.0,11.0,2.0,1.0,17.0,9.0,5.0,,
956,1048.0,O'Neill Donaldson,O'Neill,Donaldson,1969-11-24,England,England,,F,Forward,4,3.0,0.0,,1.0,,2.0,1.0,,,
229,1884.0,Tony Dorigo,Tony,Dorigo,1965-12-31,Australia,England,,D,Defender,4,17.0,4.0,2.0,1.0,2.0,8.0,7.0,1.0,,
668,675.0,Andy Dow,Andy,Dow,1973-02-07,Scotland,Scotland,,D,Defender,4,1.0,0.0,1.0,,,,,,,
538,1293.0,Iain Dowie,Iain,Dowie,1965-01-09,England,Northern Ireland,,F,Forward,4,33.0,11.0,7.0,8.0,,12.0,14.0,3.0,,
212,813.0,Jason Dozzell,Jason,Dozzell,1967-12-09,England,England,,M,Midfielder,4,28.0,7.0,9.0,3.0,,5.0,14.0,7.0,,
903,2493.0,Mark Draper,Mark,Draper,1970-11-11,England,England,,M,Midfielder,4,36.0,12.0,9.0,2.0,6.0,10.0,17.0,1.0,,
669,177233.0,Michael Duberry,Michael,Duberry,1975-10-14,England,England,5.0,D,Defender,4,22.0,4.0,9.0,,,6.0,7.0,3.0,,
338,1823.0,Dion Dublin,Dion,Dublin,1969-04-22,England,England,,F,Forward,4,34.0,9.0,13.0,14.0,3.0,13.0,8.0,3.0,,
1004,124533.0,Damien Duff,Damien,Duff,1979-03-02,Ireland,Ireland,11.0,M,Left Winger,4,,,,,,,,,,
962,1289.0,Ilie Dumitrescu,Ilie,Dumitrescu,1969-01-06,Romania,Romania,,M,Midfielder,4,8.0,0.0,1.0,,,4.0,3.0,,,
598,576.0,Robbie Earle,Robbie,Earle,1965-01-27,Jamaica,Jamaica,,M,Midfielder,4,37.0,5.0,11.0,11.0,4.0,16.0,10.0,3.0,,1.0
192,42012.0,John Ebbrell,John,Ebbrell,1969-10-01,England,England,,D,Defender,4,25.0,8.0,6.0,4.0,1.0,7.0,12.0,5.0,,
290,41901.0,Richard Edghill,Richard,Edghill,1974-09-23,England,England,3.0,D,Defender,4,13.0,3.0,3.0,,,6.0,4.0,2.0,,
551,531.0,Justin Edinburgh,Justin,Edinburgh,1969-12-18,England,England,,D,Defender,4,22.0,4.0,8.0,,,6.0,8.0,3.0,,
35,2472.0,Ugo Ehiogu,Ugo,Ehiogu,1972-11-03,England,England,,D,Defender,4,36.0,11.0,8.0,1.0,,11.0,17.0,7.0,,
959,1172.0,Ronnie Ekelund,Ronnie,Ekelund,1972-08-21,Denmark,Denmark,,M,Midfielder,4,4.0,0.0,,,,3.0,1.0,,,
389,1075.0,Efan Ekoku,Efan,Ekoku,1967-06-08,Nigeria,Nigeria,,F,Forward,4,31.0,2.0,10.0,7.0,3.0,11.0,10.0,5.0,,
596,574.0,Gary Elkins,Gary,Elkins,1966-05-04,England,England,,M,Midfielder,4,10.0,1.0,2.0,,1.0,6.0,2.0,2.0,1.0,
1081,1241.0,Stuart Elliott,Stuart,Elliott,1977-08-27,England,England,,D,Defender,4,,,,,,,,,,
1118,178101.0,Jason Euell,Jason,Euell,1977-02-06,England,Jamaica,29.0,F,Forward,4,9.0,1.0,2.0,2.0,,7.0,,1.0,,
1044,42107.0,Paul Evans,Paul,Evans,1973-12-28,South Africa,South Africa,,G,Goalkeeper,4,,,,,,,,,,
234,41798.0,Chris Fairclough,Chris,Fairclough,1964-04-12,England,England,6.0,D,Defender,4,33.0,3.0,5.0,,,21.0,7.0,4.0,,
49,47.0,David Farrell,David,Farrell,1971-11-11,England,England,,M,Midfielder,4,,,,,,,,,,
45,2617.0,Gareth Farrelly,Gareth,Farrelly,1975-08-28,Ireland,Ireland,,M,Midfielder,4,5.0,0.0,1.0,,,1.0,3.0,,,
604,903.0,John Fashanu,John,Fashanu,1962-09-18,England,England,,F,Forward,4,,,,,,,,,,
592,570.0,Peter Fear,Peter,Fear,1973-09-10,England,England,,D,Defender,4,4.0,0.0,,,,2.0,2.0,1.0,,
1105,1277.0,Neale Fenn,Neale,Fenn,1977-01-18,Ireland,Ireland,,F,Forward,4,,,,,,,,,,
57,1688.0,Graham Fenton,Graham,Fenton,1974-05-22,England,England,,F,Forward,4,17.0,0.0,3.0,6.0,2.0,7.0,7.0,2.0,,
462,3754.0,Les Ferdinand,Les,Ferdinand,1966-12-08,England,England,,F,Forward,4,37.0,13.0,6.0,25.0,6.0,8.0,23.0,4.0,,
877,948.0,Duncan Ferguson,Duncan,Ferguson,1971-12-27,Scotland,Scotland,9.0,F,Forward,4,18.0,5.0,5.0,5.0,2.0,4.0,9.0,4.0,,
1086,2278.0,Alan Fettis,Alan,Fettis,1971-02-01,Northern Ireland,Northern Ireland,,G,Goalkeeper,4,,,,,,,,,,
859,4043.0,John Filan,John,Filan,1970-02-08,Australia,Australia,1.0,G,Goalkeeper,4,13.0,2.0,4.0,,,8.0,1.0,,,
1108,1280.0,Neil Finn,Neil,Finn,1978-12-29,England,England,,G,Goalkeeper,4,1.0,0.0,,,,1.0,,,,
591,569.0,Scott Fitzgerald,Scott,Fitzgerald,1969-08-13,England,England,,D,Defender,4,4.0,0.0,,,,4.0,,,,1.0
773,1566.0,Jan Åge Fjørtoft,Jan Åge,Fjørtoft,1967-01-10,Norway,Norway,,F,Forward,4,28.0,7.0,6.0,6.0,4.0,12.0,10.0,3.0,,
16,16.0,Mark Flatts,Mark,Flatts,1972-10-14,England,England,,M,Midfielder,4,,,,,,,,,,
119,41947.0,Robert Fleck,Robert,Fleck,1965-08-11,Scotland,Scotland,,F,Forward,4,,,,,,,,,,
349,335.0,Curtis Fleming,Curtis,Fleming,1968-10-08,England,Ireland,,D,Defender,4,13.0,3.0,4.0,1.0,,7.0,2.0,2.0,,
300,1126.0,Garry Flitcroft,Garry,Flitcroft,1972-11-06,England,England,,M,Midfielder,4,28.0,4.0,7.0,,,13.0,8.0,10.0,,1.0
519,3123.0,Tim Flowers,Tim,Flowers,1967-02-03,England,England,,G,Goalkeeper,4,37.0,9.0,6.0,,,13.0,18.0,3.0,,1.0
695,145934.0,Mark Ford,Mark,Ford,1975-10-10,England,England,22.0,M,Midfielder,4,12.0,3.0,2.0,,1.0,7.0,3.0,4.0,,
247,42125.0,Jamie Forrester,Jamie,Forrester,1974-11-01,England,England,,F,Forward,4,,,,,,,,,,
887,962.0,Martin Foster,Martin,Foster,1977-10-29,England,England,,M,Midfielder,4,,,,,,,,,,
277,55008.0,Robbie Fowler,Robbie,Fowler,1975-04-09,England,England,27.0,F,Forward,4,38.0,14.0,11.0,28.0,5.0,7.0,20.0,2.0,,
388,1275.0,Ruel Fox,Ruel,Fox,1968-01-14,England,Montserrat,,F,Forward,4,30.0,9.0,10.0,6.0,6.0,7.0,13.0,1.0,,
1060,41910.0,Nathan Freeman,Nathan,Freeman,1977-08-05,England,England,,M,Midfielder,4,,,,,,,,,,
1078,1238.0,Chris Freestone,Chris,Freestone,1971-04-09,England,England,,F,Forward,4,3.0,0.0,1.0,1.0,1.0,1.0,1.0,,,
1054,1203.0,Michael Frontzeck,Michael,Frontzeck,1964-03-26,Germany,Germany,,D,Defender,4,12.0,1.0,4.0,,,5.0,3.0,1.0,,1.0
858,27896.0,Paul Furlong,Paul,Furlong,1968-10-01,England,England,9.0,F,Forward,4,28.0,5.0,9.0,3.0,3.0,11.0,8.0,3.0,,
786,907.0,Tony Gale,Tony,Gale,1959-11-19,England,England,,D,Defender,4,,,,,,,,,,
87,2176.0,Kevin Gallacher,Kevin,Gallacher,1966-11-23,Scotland,Scotland,,F,Forward,4,16.0,3.0,3.0,2.0,1.0,5.0,8.0,1.0,,
951,29445.0,Kevin Gallen,Kevin,Gallen,1975-09-21,England,England,,F,Forward,4,30.0,2.0,6.0,8.0,,17.0,7.0,,,
180,41775.0,Gary Ablett,Gary,Ablett,1965-11-19,England,England,,D,Defender,4,13.0,4.0,4.0,,,4.0,5.0,3.0,,
3,3.0,Tony Adams,Tony,Adams,1966-10-10,England,England,,D,Defender,4,21.0,9.0,7.0,1.0,1.0,4.0,10.0,5.0,,1.0
924,1010.0,Philippe Albert,Philippe,Albert,1967-08-10,Belgium,Belgium,,D,Defender,4,23.0,7.0,4.0,4.0,1.0,5.0,14.0,3.0,,
526,506.0,Derek Allan,Derek,Allan,1974-12-24,Scotland,Scotland,,D,Defender,4,,,,,,,,,,
1040,1183.0,Graham Allen,Graham,Allen,1977-04-08,England,England,,D,Defender,4,,,,,,,,,,
876,947.0,Daniel Amokachi,Daniel,Amokachi,1972-12-30,Nigeria,Nigeria,,F,Forward,4,25.0,5.0,6.0,6.0,3.0,9.0,10.0,1.0,,
566,3471.0,Darren Anderton,Darren,Anderton,1972-03-03,England,England,,M,Midfielder,4,8.0,0.0,4.0,2.0,1.0,,4.0,,,
600,578.0,Neal Ardley,Neal,Ardley,1972-09-01,England,England,,M,Midfielder,4,6.0,1.0,1.0,,1.0,2.0,3.0,1.0,,
167,2864.0,Chris Armstrong,Chris,Armstrong,1971-06-19,England,England,,F,Forward,4,36.0,10.0,13.0,15.0,6.0,8.0,15.0,5.0,,
1084,1247.0,Faustino Asprilla,Faustino,Asprilla,1969-11-10,Colombia,Colombia,,F,Forward,4,14.0,2.0,3.0,3.0,7.0,5.0,6.0,2.0,,
125,2311.0,Peter Atherton,Peter,Atherton,1970-04-06,England,England,2.0,D,Defender,4,36.0,6.0,10.0,,2.0,18.0,8.0,7.0,,
83,42090.0,Mark Atkins,Mark,Atkins,1968-09-14,England,England,,M,Midfielder,4,4.0,0.0,,,,3.0,1.0,,,1.0
555,535.0,Dean Austin,Dean,Austin,1970-04-26,England,England,,D,Defender,4,28.0,6.0,9.0,,2.0,8.0,11.0,8.0,,
128,3032.0,Phil Babb,Phil,Babb,1970-11-30,Ireland,Ireland,,D,Defender,4,28.0,12.0,9.0,,,5.0,14.0,3.0,,
447,429.0,David Bardsley,David,Bardsley,1964-09-11,England,England,,D,Defender,4,29.0,3.0,4.0,,,18.0,7.0,5.0,,1.0
460,442.0,Simon Barker,Simon,Barker,1964-11-04,England,England,,M,Midfielder,4,33.0,5.0,6.0,5.0,2.0,19.0,8.0,8.0,,
195,762.0,Stuart Barlow,Stuart,Barlow,1968-07-16,England,England,,F,Forward,4,3.0,0.0,1.0,,,2.0,,,,
569,4977.0,Nick Barmby,Nick,Barmby,1974-02-11,England,England,18.0,M,Centre Central Midfielder,4,32.0,10.0,9.0,7.0,7.0,14.0,9.0,4.0,,
98,1557.0,Darren Barnard,Darren,Barnard,1971-11-30,Germany,Wales,,D,Defender,4,,,,,,,,,,
269,1848.0,John Barnes,John,Barnes,1963-11-07,Jamaica,England,,M,Midfielder,4,36.0,14.0,9.0,3.0,10.0,7.0,20.0,,1.0,
104,28003.0,Anthony Barness,Anthony,Barness,1973-02-25,England,England,,D,Defender,4,,,,,,,,,,
863,927.0,Jamie Barnwell,Jamie,Barnwell,1975-12-26,England,England,,F,Forward,4,1.0,0.0,,,,1.0,,,,
38,1725.0,Earl Barrett,Earl,Barrett,1967-04-28,England,England,,D,Defender,4,8.0,3.0,2.0,,0.0,4.0,2.0,1.0,,
351,337.0,Michael Barron,Michael,Barron,1974-12-22,England,England,,D,Defender,4,1.0,0.0,,,,1.0,,,,
509,2631.0,Chris Bart-Williams,Chris,Bart-Williams,1974-06-16,England,England,,M,Midfielder,4,33.0,8.0,9.0,,2.0,10.0,14.0,2.0,,
590,2644.0,Warren Barton,Warren,Barton,1969-03-19,England,England,2.0,D,Defender,4,31.0,8.0,4.0,,4.0,6.0,21.0,3.0,,
838,42166.0,Vince Bartram,Vince,Bartram,1968-08-07,England,England,,G,Goalkeeper,4,,,,,,,,,,
243,234.0,David Batty,David,Batty,1968-12-02,England,England,,M,Midfielder,4,34.0,11.0,7.0,2.0,3.0,12.0,15.0,7.0,,
187,25937.0,Peter Beagrie,Peter,Beagrie,1965-11-28,England,England,,,,4,5.0,0.0,,,,5.0,,1.0,,
194,1600.0,Peter Beardsley,Peter,Beardsley,1961-01-18,England,England,,F,Forward,4,35.0,12.0,6.0,8.0,9.0,7.0,22.0,6.0,,
1005,9736.0,James Beattie,James,Beattie,1978-02-27,England,England,21.0,F,Centre Striker,4,,,,,,,,,,
331,114179.0,David Beckham,David,Beckham,1975-05-02,England,England,32.0,M,Centre/Right Central Midfielder,4,33.0,11.0,6.0,7.0,5.0,6.0,21.0,5.0,,
226,217.0,Mark Beeney,Mark,Beeney,1967-12-30,England,England,,G,Goalkeeper,4,10.0,3.0,1.0,,,6.0,3.0,,,1.0
471,41897.0,Paul Beesley,Paul,Beesley,1965-07-21,England,England,,D,Defender,4,10.0,1.0,,,,6.0,4.0,2.0,,
990,175777.0,Ben Smith,Benjamin,Smith,1978-11-23,England,England,,M,Midfielder,4,,,,,,,,,,
327,146126.0,Ben Thornley,Benjamin,Thornley,1975-04-21,England,England,23.0,M,Midfielder,4,1.0,0.0,,,,,1.0,,,
523,503.0,Francis Benali,Francis,Benali,1968-12-30,England,England,,D,Defender,4,29.0,8.0,8.0,,,14.0,7.0,7.0,,
760,790.0,Frankie Bennett,Frankie,Bennett,1969-01-13,England,England,,F,Forward,4,11.0,0.0,3.0,,1.0,4.0,4.0,,,
710,1741.0,John Beresford,John,Beresford,1966-09-04,England,England,,D,Defender,4,33.0,8.0,4.0,,2.0,8.0,21.0,4.0,1.0,1.0
74,279141.0,Henning Berg,Henning,Berg,1969-09-01,Norway,Norway,,D,Defender,4,38.0,10.0,7.0,,1.0,13.0,18.0,4.0,,1.0
991,1107.0,Dennis Bergkamp,Dennis,Bergkamp,1969-05-10,Netherlands,Netherlands,10.0,F,Forward,4,33.0,14.0,9.0,11.0,8.0,8.0,16.0,5.0,,
548,1142.0,Gudni Bergsson,Gudni,Bergsson,1965-07-21,Iceland,Iceland,,D,Defender,4,34.0,4.0,5.0,4.0,1.0,22.0,7.0,7.0,,
1112,1652.0,Slaven Bilic,Slaven,Bilic,1968-09-11,Croatia,Croatia,,D,Defender,4,13.0,3.0,4.0,,1.0,3.0,6.0,1.0,,
795,2542.0,Ian Bishop,Ian,Bishop,1965-05-29,England,England,,M,Midfielder,4,35.0,11.0,7.0,1.0,4.0,14.0,14.0,1.0,1.0,
260,2580.0,Stig Inge Bjornebye,Stig Inge,Bjornebye,1969-12-11,Norway,Norway,,D,Defender,4,2.0,2.0,,,,,2.0,,,
408,392.0,Kingsley Black,Kingsley,Black,1968-06-22,Northern Ireland,Northern Ireland,,M,Midfielder,4,2.0,0.0,,,,1.0,1.0,,,
325,1234.0,Clayton Blackmore,Clayton,Blackmore,1964-09-23,Wales,Wales,,M,Midfielder,4,5.0,0.0,,,,5.0,,,,
589,567.0,Dean Blackwell,Dean,Blackwell,1969-12-05,England,England,,D,Defender,4,8.0,2.0,5.0,,,1.0,2.0,,,
745,3409.0,Nathan Blake,Nathan,Blake,1972-01-27,Wales,Wales,,F,Forward,4,18.0,0.0,2.0,1.0,,11.0,5.0,3.0,,
400,42002.0,Steve Blatherwick,Steve,Blatherwick,1973-09-20,England,England,,D,Defender,4,,,,,,,,,,
1098,1265.0,Regi Blinker,Regi,Blinker,1969-06-04,Suriname,Netherlands,,M,Midfielder,4,10.0,1.0,2.0,2.0,,5.0,3.0,1.0,,
810,849.0,Gary Blissett,Gary,Blissett,1964-06-26,England,England,,F,Forward,4,4.0,0.0,1.0,,,1.0,2.0,,,
1048,145935.0,Jason Blunt,Jason,Blunt,1977-08-16,England,England,24.0,M,Midfielder,4,3.0,1.0,,,,2.0,1.0,,,
403,42130.0,Bobby Howe,Stephen,Howe,1973-11-06,England,England,,M,Midfielder,4,8.0,1.0,5.0,2.0,,,3.0,1.0,,
805,42031.0,Jeroen Boere,Jeroen,Boere,1967-11-18,Netherlands,Netherlands,,F,Forward,4,1.0,0.0,1.0,,,,,,,
942,1645.0,Lars Bohinen,Lars,Bohinen,1969-09-08,Norway,Norway,,M,Midfielder,4,26.0,9.0,9.0,4.0,1.0,3.0,14.0,4.0,,
136,95963.0,Willie Boland,Willie,Boland,1975-08-06,Ireland,Ireland,,M,Midfielder,4,3.0,1.0,1.0,,,1.0,1.0,1.0,,
1115,1290.0,Marco Boogers,Marco,Boogers,1967-01-12,Netherlands,Netherlands,,F,Forward,4,4.0,0.0,,,1.0,4.0,,,,1.0
130,124.0,Brian Borrows,Brian,Borrows,1960-12-20,England,England,,D,Defender,4,21.0,3.0,8.0,,1.0,10.0,3.0,7.0,,
32,2329.0,Mark Bosnich,Mark,Bosnich,1972-01-13,Australia,Australia,,G,Goalkeeper,4,38.0,13.0,9.0,,,11.0,18.0,1.0,,
9,2192.0,Steve Bould,Steve,Bould,1962-11-16,England,England,,D,Defender,4,19.0,9.0,7.0,,2.0,4.0,8.0,5.0,,1.0
227,218.0,Rob Bowman,Rob,Bowman,1975-11-21,England,England,,D,Defender,4,3.0,0.0,,,,3.0,,,,
779,1951.0,Garry Brady,Garry,Brady,1976-09-07,Scotland,Scotland,,M,Midfielder,4,,,,,,,,,,
1008,2372.0,Keith Branagan,Keith,Branagan,1966-07-10,England,Ireland,,G,Goalkeeper,4,31.0,4.0,4.0,,,21.0,6.0,,,
1043,1188.0,Paul Michael Branch,Paul Michael,Branch,1978-10-18,England,England,,F,Forward,4,3.0,0.0,,,,2.0,1.0,,,
1074,1232.0,Branco,Claudio,Ibrahim Vaz Leal,1964-04-04,Brazil,Brazil,,M,Midfielder,4,7.0,0.0,2.0,,,4.0,1.0,1.0,,
1085,94995.0,Paul Brayson,Paul,Brayson,1977-09-16,England,England,,F,Forward,4,,,,,,,,,,
950,1041.0,Matthew Brazier,Matthew,Brazier,1976-07-02,England,England,,M,Midfielder,4,11.0,0.0,2.0,,,8.0,1.0,,1.0,
789,827.0,Tim Breacker,Tim,Breacker,1965-07-02,England,England,,D,Defender,4,22.0,3.0,6.0,,,10.0,6.0,1.0,,
445,3102.0,Rufus Brevett,Rufus,Brevett,1969-09-24,England,England,,D,Defender,4,27.0,5.0,4.0,1.0,1.0,15.0,8.0,7.0,,
513,2028.0,Mark Bright,Mark,Bright,1962-06-06,England,England,,F,Forward,4,25.0,3.0,7.0,7.0,2.0,11.0,7.0,2.0,,
285,1875.0,Ian Brightwell,Ian,Brightwell,1968-04-09,England,England,,D,Defender,4,29.0,5.0,9.0,,1.0,12.0,8.0,3.0,,1.0
749,776.0,Lee Briscoe,Lee,Briscoe,1975-09-30,England,England,,D,Defender,4,26.0,5.0,9.0,,3.0,11.0,6.0,1.0,,
1124,1785.0,Thomas Brolin,Thomas,Brolin,1969-11-29,Sweden,Sweden,,F,Forward,4,19.0,0.0,3.0,4.0,5.0,11.0,5.0,4.0,,
852,97465.0,Marlon Broomes,Marlon,Broomes,1977-11-28,England,England,4.0,D,Defender,4,,,,,,,,,,
918,15019.0,Michael Brown,Michael,Brown,1977-01-25,England,England,17.0,M,Centre Central Midfielder,4,21.0,2.0,5.0,,,12.0,4.0,5.0,,1.0
661,663.0,Paul Browne,Paul,Browne,1975-02-17,Scotland,Scotland,,D,Defender,4,2.0,1.0,1.0,,,1.0,,1.0,,
319,41779.0,Steve Bruce,Steve,Bruce,1960-12-31,England,England,,D,Defender,4,30.0,11.0,7.0,1.0,,4.0,19.0,4.0,1.0,
945,1036.0,Gary Bull,Gary,Bull,1966-06-12,England,England,,F,Striker,4,,,,,,,,,,
109,2110.0,Craig Burley,Craig,Burley,1971-09-24,Scotland,Scotland,,M,Midfielder,4,22.0,4.0,10.0,,1.0,7.0,5.0,1.0,,
82,41869.0,Wayne Burnett,Wayne,Burnett,1971-09-04,England,England,,M,Midfielder,4,1.0,0.0,,,,1.0,,,,
256,919.0,David Burrows,David,Burrows,1968-10-25,England,England,,D,Defender,4,11.0,4.0,6.0,,,4.0,1.0,3.0,,
127,121.0,David Busst,David,Busst,1967-06-30,Scotland,Scotland,,D,Defender,4,17.0,4.0,5.0,2.0,,7.0,5.0,2.0,,
332,3805.0,Nicky Butt,Nicky,Butt,1975-01-21,England,England,20.0,M,Midfielder,4,32.0,13.0,5.0,2.0,3.0,5.0,22.0,8.0,,1.0
663,12394.0,Darren Byfield,Darren,Byfield,1976-09-29,Jamaica,Jamaica,10.0,F,Forward,4,,,,,,,,,,
775,1814.0,Colin Calderwood,Colin,Calderwood,1965-01-20,Scotland,Scotland,,D,Defender,4,29.0,9.0,9.0,,,7.0,13.0,6.0,,
1076,1235.0,Andy Campbell,Andy,Campbell,1979-04-18,England,England,,F,Forward,4,2.0,0.0,,,,1.0,1.0,,,
342,330.0,Eric Cantona,Eric,Cantona,1966-05-24,France,France,7.0,F,Forward,4,30.0,14.0,6.0,14.0,10.0,5.0,19.0,1.0,,
491,1783.0,Franz Carr,Franz,Carr,1966-09-24,England,England,,F,Forward,4,1.0,0.0,,,,1.0,,1.0,,
915,143184.0,Jamie Carragher,Jamie,Carragher,1978-01-28,England,England,23.0,D,Defender,4,,,,,,,,,,
565,16612.0,Darren Caskey,Darren,Caskey,1974-08-21,England,England,20.0,M,Midfielder,4,3.0,1.0,,,,1.0,2.0,,,
318,306.0,Chris Casper,Chris,Casper,1975-04-28,England,England,,D,Defender,4,,,,,,,,,,
808,847.0,Stewart Castledine,Stewart,Castledine,1973-01-22,England,England,,M,Midfielder,4,4.0,1.0,1.0,1.0,,1.0,2.0,,,
948,98023.0,Trevor Challis,Trevor,Challis,1975-10-23,England,England,,D,Defender,4,11.0,0.0,3.0,,,7.0,1.0,1.0,,
246,26053.0,Lee Chapman,Lee,Chapman,1959-12-05,England,England,,,,4,2.0,1.0,,,1.0,1.0,1.0,,,
