id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_fwd_zone_pass,accurate_launches,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,assist_penalty_won,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_bx_right,att_corner,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_target,att_rf_total,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,fifty_fifty,final_third_entries,fouled_final_third,fouls,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,head_clearance,head_pass,hit_woodwork,interception,interceptions_in_box,interception_won,last_man_tackle,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,passes_left,passes_right,penalty_conceded,penalty_won,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,red_card,rightside_pass,second_goal_assist,shield_ball_oop,shot_off_target,six_yard_block,successful_fifty_fifty,successful_final_third_passes,successful_open_play_pass,successful_put_through,times_tackled,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,winning_goal,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_goal_kicks,att_bx_left,att_cmiss_high,att_cmiss_left,att_goal_high_left,att_goal_high_right,att_goal_low_left,att_hd_goal,att_hd_miss,att_hd_post,att_ibox_goal,att_ibox_post,att_miss_high_left,att_post_high,att_rf_goal,att_setpiece,att_sv_high_centre,big_chance_scored,goals,goals_openplay,goal_kicks,post_scoring_att,total_sub_on,accurate_flick_on,accurate_layoffs,accurate_pull_back,accurate_through_ball,att_cmiss_right,att_goal_low_centre,att_lf_goal,att_obox_goal,att_one_on_one,total_through_ball,att_assist_setplay,att_goal_low_right,att_sv_high_left,corner_taken,accurate_corners_intobox,freekick_cross,total_corners_intobox,total_fastbreak,assist_pass_lost,accurate_freekick_cross,assist_own_goal,att_freekick_target,att_freekick_total,att_obox_post,att_post_left,goal_assist_deadball,goal_assist_setplay,assist_free_kick_won,att_cmiss_high_left,att_freekick_goal,att_freekick_miss,att_freekick_post,att_pen_goal,att_pen_target,att_sv_high_right,assist_handball_won,att_fastbreak,att_goal_high_centre,att_pen_post,att_post_right,shot_fastbreak,clearance_off_line,second_yellow,assist_blocked_shot,att_cmiss_high_right,goal_fastbreak,assist_attempt_saved,assist_post,att_obxd_left,att_obx_left,att_obp_goal,foul_throw_in,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,good_high_claim,keeper_pick_up,keeper_throws,own_goals,punches,saved_ibox,saved_obox,saves,stand_save,total_high_claim,total_keeper_sweeper,att_obxd_right,dangerous_play,cross_not_claimed,dive_catch,gk_smother,penalty_faced,stand_catch,att_lg_centre,att_obx_right,penalty_save,back_pass,att_lg_left,att_lg_right,att_pen_miss
19951,314386.0,Lewis Cass,Lewis,Cass,2000-02-27,England,England,27.0,D,Centre Central Defender,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6712,211575.0,Timothy Castagne,Timothy,Castagne,1995-12-05,Belgium,Belgium,27.0,D,Right Full Back,363,523.0,25.0,9.0,9.0,602.0,2.0,25.0,1116.0,159.0,43.0,41.0,27.0,,13.0,167.0,75.0,7.0,1.0,18.0,4.0,,1.0,,2.0,2.0,2.0,1.0,,2.0,,,1.0,,,,,1.0,7.0,1.0,4.0,1.0,,,255.0,129.0,4.0,0.0,12.0,54.0,2.0,20.0,6.0,34.0,12.0,11.0,4.0,107.0,117.0,12.0,50.0,26.0,1.0,,65.0,146.0,2.0,20.0,415.0,27.0,37.0,35.0,2.0,3.0,3.0,3.0,,26.0,131.0,1.0,29.0,4.0,29.0,,415.0,108.0,71.0,9.0,18.0,2346.0,6.0,7.0,15.0,3.0,1315.0,5.0,3.0,109.0,325.0,,,56.0,3.0,312.0,312.0,5.0,76.0,48.0,54.0,,240.0,,,3.0,,32.0,261.0,1106.0,24.0,24.0,22.0,599.0,75.0,50.0,24.0,46.0,46.0,350.0,2.0,772.0,14.0,1.0,60.0,1.0,1325.0,3.0,8.0,2.0,52.0,168.0,1856.0,40.0,24.0,24.0,14.0,1.0,14.0,11.0,19.0,32.0,1.0,,,,,1.0,1.0,,1.0,1.0,,2.0,,1.0,,,,,2.0,2.0,2.0,,1.0,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5771,258845.0,Edinson Cavani,Edinson,Cavani,1987-02-14,Uruguay,Uruguay,21.0,F,Centre Striker,363,82.0,19.0,1.0,1.0,179.0,1.0,12.0,260.0,3.0,18.0,10.0,26.0,,11.0,112.0,53.0,30.0,4.0,11.0,23.0,1.0,5.0,1.0,11.0,6.0,11.0,4.0,2.0,7.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,4.0,28.0,2.0,15.0,4.0,,1.0,89.0,41.0,5.0,7.0,,13.0,7.0,11.0,3.0,4.0,,10.0,9.0,63.0,41.0,,11.0,8.0,,,40.0,20.0,3.0,21.0,44.0,13.0,18.0,17.0,1.0,3.0,3.0,3.0,2.0,8.0,10.0,0.0,6.0,,6.0,,108.0,9.0,6.0,4.0,1.0,1368.0,1.0,1.0,13.0,15.0,329.0,,1.0,57.0,36.0,,0.0,16.0,,127.0,127.0,11.0,6.0,24.0,13.0,,95.0,,,12.0,2.0,23.0,104.0,253.0,2.0,16.0,14.0,96.0,26.0,11.0,12.0,4.0,4.0,150.0,9.0,244.0,1.0,22.0,13.0,6.0,336.0,,34.0,5.0,12.0,3.0,499.0,68.0,31.0,31.0,13.0,2.0,13.0,6.0,6.0,8.0,4.0,,1.0,0.0,3.0,,,6.0,6.0,4.0,,9.0,,1.0,,3.0,1.0,,9.0,10.0,8.0,,,13.0,2.0,19.0,,2.0,1.0,2.0,1.0,1.0,,2.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,1.0,,,2.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7163,276663.0,Dani Ceballos,Dani,Ceballos,1996-08-07,Spain,Spain,8.0,M,Left/Centre/Right Attacking Midfielder,363,481.0,63.0,9.0,5.0,637.0,3.0,70.0,1109.0,8.0,13.0,8.0,25.0,,18.0,106.0,82.0,6.0,7.0,22.0,5.0,,1.0,,0.0,3.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,7.0,10.0,2.0,12.0,1.0,0.0,1.0,188.0,136.0,4.0,,,41.0,4.0,30.0,4.0,6.0,7.0,15.0,5.0,93.0,95.0,,14.0,10.0,,1.0,45.0,165.0,4.0,23.0,338.0,17.0,17.0,16.0,1.0,3.0,3.0,3.0,,10.0,34.0,1.0,35.0,4.0,35.0,,355.0,117.0,97.0,11.0,5.0,1615.0,2.0,10.0,17.0,2.0,1245.0,6.0,,212.0,157.0,,0.0,64.0,1.0,234.0,234.0,10.0,51.0,75.0,41.0,,391.0,,,7.0,,29.0,294.0,1086.0,17.0,27.0,27.0,529.0,101.0,14.0,38.0,29.0,15.0,377.0,4.0,772.0,10.0,7.0,106.0,,1272.0,1.0,13.0,6.0,37.0,8.0,1565.0,26.0,23.0,23.0,24.0,0.0,9.0,26.0,8.0,22.0,4.0,,,,,,,,0.0,,,0.0,1.0,,,,1.0,,0.0,0.0,0.0,,1.0,8.0,4.0,7.0,,2.0,,,,,,7.0,2.0,0.0,,17.0,4.0,2.0,14.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11347,259558.0,Cédric Soares,Cédric Ricardo,Alves Soares,1991-08-31,Germany,Portugal,,D,Defender,363,133.0,10.0,8.0,8.0,154.0,1.0,9.0,279.0,62.0,12.0,7.0,10.0,,1.0,56.0,29.0,2.0,5.0,3.0,,1.0,,,,,,1.0,,,1.0,,,1.0,2.0,2.0,1.0,4.0,6.0,2.0,7.0,,,1.0,72.0,40.0,1.0,,2.0,13.0,2.0,15.0,2.0,18.0,9.0,9.0,2.0,48.0,29.0,2.0,14.0,5.0,1.0,,38.0,57.0,1.0,6.0,160.0,8.0,11.0,10.0,1.0,1.0,1.0,1.0,,5.0,29.0,1.0,8.0,1.0,8.0,,64.0,39.0,19.0,3.0,7.0,745.0,1.0,3.0,3.0,2.0,356.0,1.0,,81.0,69.0,,,33.0,1.0,146.0,146.0,2.0,21.0,17.0,13.0,,69.0,1.0,1.0,3.0,,21.0,89.0,270.0,5.0,15.0,6.0,160.0,26.0,14.0,11.0,34.0,34.0,125.0,,239.0,21.0,,38.0,,365.0,2.0,7.0,1.0,12.0,69.0,572.0,12.0,10.0,10.0,5.0,0.0,5.0,5.0,3.0,8.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,2.0,,,2.0,,1.0,,,,,,2.0,,,,,7.0,,,,4.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4620,302341.0,Calum Chambers,Calum,Chambers,1995-01-20,England,England,16.0,D,Centre/Right Central Defender,363,226.0,11.0,6.0,6.0,182.0,3.0,13.0,402.0,58.0,18.0,20.0,10.0,,2.0,60.0,32.0,5.0,3.0,9.0,4.0,1.0,4.0,,2.0,2.0,3.0,,,,2.0,,1.0,2.0,,3.0,,3.0,3.0,,6.0,,,,86.0,42.0,1.0,,1.0,9.0,2.0,5.0,2.0,29.0,4.0,4.0,2.0,40.0,33.0,1.0,36.0,18.0,,,24.0,51.0,,7.0,185.0,8.0,10.0,9.0,1.0,2.0,1.0,2.0,,18.0,56.0,,10.0,,10.0,,185.0,46.0,24.0,2.0,2.0,752.0,2.0,2.0,9.0,,471.0,2.0,,4.0,128.0,,,39.0,,144.0,144.0,1.0,24.0,17.0,9.0,,23.0,,1.0,6.0,1.0,10.0,95.0,395.0,4.0,10.0,11.0,253.0,22.0,36.0,10.0,33.0,33.0,124.0,,259.0,16.0,,34.0,,479.0,1.0,8.0,1.0,7.0,80.0,699.0,18.0,7.0,7.0,2.0,0.0,6.0,4.0,8.0,3.0,,,,0.0,,,,,,2.0,,,,1.0,,,1.0,,,,,,,2.0,,,,1.0,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65849,287404.0,Kgaogelo Chauke,Kgaogelo,Chauke,2003-01-08,England,England,72.0,M,Midfielder,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13491,194764.0,Ben Chilwell,Ben,Chilwell,1996-12-21,England,England,21.0,D,Left Full Back,363,502.0,52.0,27.0,17.0,730.0,7.0,51.0,1205.0,199.0,34.0,38.0,27.0,,8.0,126.0,86.0,22.0,5.0,17.0,9.0,1.0,6.0,1.0,2.0,2.0,10.0,7.0,6.0,21.0,1.0,3.0,2.0,3.0,5.0,,,5.0,20.0,,3.0,1.0,3.0,2.0,368.0,122.0,2.0,1.0,11.0,72.0,7.0,18.0,9.0,63.0,35.0,19.0,7.0,103.0,137.0,11.0,47.0,26.0,,,63.0,158.0,8.0,23.0,502.0,27.0,23.0,21.0,2.0,5.0,4.0,4.0,1.0,26.0,90.0,,24.0,1.0,24.0,,71.0,160.0,91.0,7.0,16.0,2290.0,3.0,13.0,17.0,10.0,1437.0,3.0,1.0,574.0,22.0,0.0,,150.0,3.0,473.0,473.0,7.0,62.0,53.0,72.0,,528.0,,1.0,10.0,1.0,30.0,377.0,1176.0,25.0,30.0,30.0,590.0,121.0,47.0,27.0,136.0,106.0,490.0,5.0,1015.0,37.0,0.0,119.0,8.0,1469.0,4.0,27.0,5.0,42.0,227.0,2199.0,66.0,34.0,34.0,41.0,2.0,13.0,16.0,25.0,22.0,3.0,,7.0,,1.0,1.0,,1.0,,1.0,,3.0,,1.0,,1.0,1.0,,2.0,3.0,2.0,,,,2.0,0.0,2.0,,1.0,1.0,2.0,,,,8.0,,,32.0,10.0,8.0,30.0,,1.0,2.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20858,304720.0,Tahith Chong,Tahith,Chong,1999-12-04,Curacao,Netherlands,,F,Forward,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13248,135757.0,Hamza Choudhury,Hamza,Choudhury,1997-10-01,England,England,20.0,M,Centre Central Midfielder,363,110.0,2.0,,,80.0,0.0,6.0,190.0,2.0,1.0,6.0,10.0,,4.0,24.0,17.0,1.0,3.0,,1.0,,3.0,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,,3.0,1.0,,3.0,,,,39.0,24.0,,1.0,2.0,5.0,1.0,6.0,1.0,,1.0,0.0,3.0,13.0,16.0,2.0,7.0,3.0,1.0,,15.0,20.0,,6.0,52.0,4.0,2.0,1.0,1.0,,,,1.0,3.0,26.0,,4.0,,4.0,,61.0,29.0,20.0,2.0,4.0,314.0,,,,1.0,233.0,1.0,,33.0,27.0,,,1.0,,54.0,54.0,1.0,8.0,15.0,5.0,,83.0,,2.0,2.0,,4.0,20.0,188.0,3.0,1.0,,129.0,6.0,7.0,1.0,1.0,1.0,35.0,3.0,107.0,6.0,3.0,16.0,,235.0,,4.0,3.0,8.0,2.0,290.0,2.0,6.0,6.0,2.0,0.0,5.0,,2.0,7.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,6.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69747,317914.0,Ben Chrisene,Ben,Chrisene,2004-01-12,England,England,45.0,D,Left Full Back,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4495,315360.0,Andreas Christensen,Andreas,Christensen,1996-04-10,Denmark,Denmark,,D,Centre Central Defender,363,784.0,38.0,,,258.0,7.0,52.0,1042.0,4.0,18.0,38.0,17.0,,4.0,82.0,74.0,3.0,,6.0,2.0,1.0,2.0,,2.0,1.0,2.0,,,,1.0,,1.0,,,,,,,,1.0,,,,87.0,85.0,,,2.0,10.0,1.0,8.0,8.0,,,1.0,6.0,36.0,63.0,2.0,49.0,25.0,1.0,,31.0,67.0,,9.0,358.0,15.0,15.0,13.0,2.0,,,,,25.0,77.0,,20.0,5.0,20.0,1.0,417.0,147.0,120.0,2.0,9.0,1371.0,6.0,1.0,5.0,,1117.0,14.0,1.0,37.0,106.0,,,4.0,,114.0,114.0,2.0,51.0,32.0,10.0,1.0,279.0,,,2.0,,18.0,66.0,1019.0,5.0,1.0,6.0,834.0,55.0,49.0,7.0,,,91.0,,307.0,23.0,1.0,80.0,,1141.0,,3.0,1.0,11.0,5.0,1299.0,7.0,9.0,9.0,7.0,0.0,9.0,7.0,,6.0,2.0,,,,,,,,,2.0,,,,,,,1.0,,,,,,,2.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64522,292340.0,Christian Marques,Christian,Fernandes Marques,2003-01-15,Portugal,Portugal,24.0,D,Centre Central Defender,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8438,300584.0,Cyrus Christie,Cyrus,Christie,1992-09-30,England,Ireland,23.0,D,Right Full Back,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64140,287533.0,Carney Chukwuemeka,Carney,Chukwuemeka,2003-10-20,Austria,England,33.0,M,Midfielder,363,2.0,,,,4.0,,1.0,6.0,,4.0,1.0,2.0,,1.0,4.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,2.0,1.0,,,,1.0,,2.0,,,,,,8.0,3.0,,,,,,4.0,1.0,,2.0,1.0,,,,,,,,,,1.0,1.0,,,,,3.0,,,,,18.0,,,,,9.0,,1.0,1.0,3.0,,,,,5.0,5.0,,1.0,,1.0,,3.0,,,1.0,,,4.0,6.0,,0.0,,3.0,,,,,,5.0,1.0,6.0,,,1.0,,9.0,,1.0,,2.0,,14.0,2.0,1.0,1.0,,0.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51609,287368.0,Dennis Cirkin,Dennis,Cirkin,2002-04-06,England,England,17.0,D,Left Full Back,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3562,259574.0,Ciaran Clark,Ciaran,Clark,1989-09-26,Ireland,Ireland,,D,Central Defender,363,489.0,24.0,,,155.0,10.0,39.0,644.0,13.0,41.0,69.0,22.0,,8.0,199.0,117.0,8.0,,2.0,6.0,,5.0,1.0,6.0,2.0,4.0,1.0,,1.0,0.0,2.0,1.0,1.0,,,,,,0.0,1.0,1.0,,,65.0,105.0,,1.0,5.0,11.0,2.0,7.0,3.0,,,1.0,6.0,66.0,108.0,5.0,99.0,51.0,,1.0,34.0,73.0,,16.0,317.0,21.0,35.0,30.0,5.0,,,,2.0,51.0,118.0,,29.0,8.0,29.0,,193.0,129.0,70.0,11.0,23.0,1893.0,10.0,2.0,,2.0,786.0,20.0,,107.0,11.0,1.0,,7.0,3.0,167.0,167.0,0.0,68.0,37.0,11.0,,215.0,,,4.0,1.0,16.0,47.0,642.0,7.0,5.0,2.0,549.0,61.0,99.0,8.0,,,91.0,2.0,241.0,35.0,,94.0,1.0,790.0,,8.0,3.0,24.0,17.0,1050.0,16.0,11.0,11.0,11.0,0.0,5.0,4.0,3.0,14.0,3.0,,1.0,,,,,1.0,1.0,4.0,,1.0,,,,,3.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2593,289088.0,Leon Clarke,Leon,Clarke,1985-02-10,England,England,9.0,F,Centre Striker,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33335,287713.0,Leighton Clarkson,Leighton,Clarkson,2001-10-19,England,England,19.0,M,Centre Central Midfielder,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23809,317860.0,Thomas Clayton,Thomas,Clayton,2000-12-27,Scotland,Scotland,,D,Centre Central Defender,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4604,27098.0,Nathaniel Clyne,Nathaniel,Clyne,1991-04-05,England,England,17.0,D,Right Full Back,363,175.0,8.0,5.0,5.0,168.0,8.0,15.0,338.0,105.0,10.0,4.0,13.0,,1.0,111.0,65.0,2.0,2.0,3.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,1.0,,,1.0,1.0,2.0,4.0,1.0,4.0,,,,88.0,56.0,,,4.0,26.0,1.0,7.0,,17.0,6.0,2.0,2.0,24.0,27.0,4.0,21.0,6.0,,1.0,40.0,56.0,,4.0,218.0,13.0,22.0,17.0,5.0,1.0,1.0,1.0,1.0,6.0,25.0,,18.0,1.0,18.0,,121.0,72.0,38.0,6.0,8.0,1147.0,2.0,2.0,2.0,1.0,443.0,2.0,,3.0,152.0,,,26.0,,157.0,157.0,1.0,30.0,25.0,26.0,,16.0,,1.0,2.0,,24.0,76.0,338.0,5.0,4.0,4.0,225.0,33.0,21.0,6.0,23.0,23.0,109.0,1.0,241.0,35.0,1.0,56.0,,443.0,,4.0,2.0,17.0,125.0,709.0,6.0,8.0,8.0,2.0,0.0,5.0,4.0,2.0,10.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4136,20418.0,Conor Coady,Conor,Coady,1993-02-25,England,England,16.0,D,Centre Central Defender,363,1259.0,220.0,,,375.0,11.0,248.0,1634.0,4.0,29.0,41.0,37.0,,8.0,296.0,142.0,6.0,1.0,3.0,3.0,0.0,4.0,0.0,5.0,,3.0,1.0,1.0,1.0,,,1.0,3.0,,1.0,,1.0,1.0,,1.0,1.0,,,50.0,155.0,,3.0,4.0,15.0,,16.0,10.0,,,3.0,8.0,69.0,91.0,4.0,130.0,83.0,1.0,1.0,50.0,170.0,0.0,22.0,592.0,37.0,51.0,48.0,3.0,,,,2.0,83.0,103.0,1.0,27.0,10.0,27.0,2.0,733.0,408.0,281.0,17.0,26.0,3304.0,22.0,,3.0,2.0,1799.0,32.0,,80.0,222.0,1.0,0.0,14.0,7.0,241.0,241.0,,104.0,51.0,15.0,,482.0,,,5.0,,23.0,86.0,1596.0,8.0,5.0,3.0,1338.0,349.0,130.0,8.0,,,176.0,,519.0,48.0,1.0,396.0,0.0,1857.0,,7.0,1.0,35.0,4.0,2170.0,12.0,9.0,9.0,10.0,0.0,12.0,6.0,2.0,23.0,5.0,2.0,,,,,,,1.0,3.0,1.0,1.0,1.0,,,,2.0,,,1.0,,2.0,1.0,,,1.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14559,276631.0,Alex Cochrane,Alex,Cochrane,2000-04-21,England,England,3.0,D,Left Full Back,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
