id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,formation_place,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_freekick_cross,accurate_fwd_zone_pass,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_right,att_freekick_total,att_ibox_miss,att_lf_total,att_lg_centre,att_miss_high,att_miss_left,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_target,att_rf_total,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,duel_lost,duel_won,effective_blocked_cross,effective_clearance,final_third_entries,fouled_final_third,fouls,freekick_cross,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,hand_ball,head_pass,interception,interception_won,last_man_tackle,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,second_goal_assist,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_flick_on,accurate_launches,accurate_pull_back,accurate_through_ball,att_bx_centre,att_goal_high_left,att_hd_goal,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_target,att_lf_target,att_miss_right,att_obox_post,att_post_high,big_chance_created,big_chance_missed,big_chance_scored,clean_sheet,draws,effective_head_clearance,error_lead_to_shot,goals,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,hit_woodwork,interceptions_in_box,offside_provoked,overrun,penalty_conceded,penalty_won,pen_goals_conceded,post_scoring_att,shield_ball_oop,six_yard_block,total_fastbreak,total_flick_on,total_pull_back,total_through_ball,att_bx_left,att_miss_high_left,att_one_on_one,att_sv_high_centre,assist_pass_lost,att_cmiss_left,att_cmiss_right,att_fastbreak,att_freekick_goal,att_freekick_miss,att_freekick_target,att_goal_low_right,att_hd_miss,att_hd_target,att_ibox_post,att_lf_goal,att_miss_high_right,att_obox_goal,att_obxd_right,att_obx_right,att_post_right,att_rf_goal,att_setpiece,shot_fastbreak,att_sv_high_right,att_cmiss_high_left,att_goal_high_right,assist_penalty_won,att_cmiss_high,att_goal_low_centre,att_sv_high_left,error_lead_to_goal,foul_throw_in,att_goal_high_centre,att_goal_low_left,att_lg_right,att_obxd_left,att_pen_goal,att_pen_target,goal_assist_deadball,goal_assist_setplay,att_hd_post,clearance_off_line,own_goals,att_freekick_post,attempts_ibox,att_cmiss_high_right,att_obp_goal,att_obx_left,att_post_left,touches_in_opp_box,red_card,second_yellow,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,goal_kicks,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,stand_catch,total_keeper_sweeper,assist_attempt_saved,attempts_obox,goal_fastbreak,cross_not_claimed,dive_catch,gk_smother,good_high_claim,penalty_faced,penalty_save,stand_save,total_high_claim,assist_blocked_shot,assist_free_kick_won,assist_handball_won,assist_own_goal,att_lg_left,dangerous_play,att_pen_miss,assist_post,att_pen_post
4252,53035.0,Alex Oxlade-Chamberlain,Alex,Oxlade-Chamberlain,1993-08-15,England,England,15.0,M,Left/Centre/Right Central Midfielder,22,176.0,78.0,12.0,,2.0,2.0,,190.0,24.0,21.0,266.0,1.0,2.0,3.0,14.0,2.0,43.0,37.0,4.0,,2.0,,2.0,4.0,,2.0,2.0,4.0,4.0,3.0,11.0,15.0,3.0,13.0,,1.0,1.0,65.0,26.0,,11.0,7.0,7.0,2.0,8.0,2.0,10.0,46.0,42.0,,7.0,53.0,2.0,6.0,,91.0,6.0,12.0,11.0,1.0,1.0,7.0,13.0,13.0,,95.0,27.0,18.0,5.0,1.0,523.0,1.0,5.0,5.0,327.0,3.0,32.0,89.0,15.0,125.0,125.0,1.0,12.0,13.0,11.0,79.0,,6.0,102.0,263.0,5.0,6.0,85.0,24.0,7.0,43.0,1.0,11.0,10.0,145.0,256.0,,27.0,29.0,1.0,330.0,18.0,4.0,8.0,8.0,2.0,489.0,17.0,17.0,10.0,5.0,21.0,10.0,6.0,,3.0,,3.0,,1.0,,,1.0,3.0,2.0,,,1.0,,,2.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,,,2.0,1.0,1.0,2.0,,,,2.0,8.0,4.0,2.0,2.0,,2.0,,,,,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3619,281106.0,Mark Oxley,Mark,Oxley,1990-09-28,England,England,1.0,G,Goalkeeper,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4714,279747.0,Mesut Özil,Mesut,Özil,1988-10-15,Germany,Germany,10.0,M,Centre/Right Attacking Midfielder,22,0.0,282.0,42.0,24.0,36.0,12.0,3.0,1196.0,95.0,40.0,1442.0,17.0,12.0,5.0,26.0,2.0,144.0,121.0,52.0,15.0,4.0,5.0,6.0,21.0,,,3.0,3.0,,5.0,8.0,22.0,2.0,7.0,3.0,6.0,3.0,294.0,111.0,2.0,42.0,6.0,24.0,63.0,23.0,10.0,34.0,122.0,98.0,2.0,2.0,224.0,10.0,9.0,15.0,467.0,25.0,23.0,20.0,3.0,1.0,19.0,6.0,6.0,,484.0,94.0,76.0,4.0,1.0,2149.0,21.0,55.0,18.0,1608.0,2.0,243.0,295.0,82.0,404.0,404.0,15.0,37.0,59.0,42.0,394.0,1.0,6.0,759.0,1417.0,7.0,76.0,302.0,67.0,2.0,90.0,55.0,103.0,48.0,901.0,1440.0,4.0,101.0,57.0,11.0,1639.0,30.0,11.0,1.0,23.0,18.0,2063.0,47.0,47.0,25.0,17.0,45.0,17.0,16.0,,11.0,,,10.0,10.0,1.0,1.0,2.0,3.0,5.0,8.0,11.0,3.0,,,4.0,6.0,4.0,7.0,5.0,1.0,1.0,5.0,5.0,9.0,7.0,7.0,1.0,1.0,,,9.0,,,3.0,,,,5.0,28.0,4.0,16.0,5.0,,3.0,,,1.0,2.0,3.0,,,3.0,1.0,1.0,,,2.0,,,,,,2.0,,3.0,,,,,,,1.0,2.0,,,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,
4654,297575.0,Pablo Hernández,Pablo,Hernández Domínguez,1985-04-11,Spain,Spain,19.0,M,Left/Centre/Right Attacking Midfielder,22,0.0,297.0,43.0,2.0,15.0,13.0,2.0,543.0,79.0,60.0,825.0,21.0,13.0,1.0,27.0,10.0,105.0,89.0,26.0,,4.0,1.0,5.0,4.0,,1.0,5.0,6.0,4.0,2.0,12.0,25.0,8.0,26.0,3.0,3.0,2.0,220.0,83.0,3.0,46.0,9.0,25.0,21.0,37.0,21.0,24.0,114.0,68.0,3.0,11.0,162.0,8.0,15.0,6.0,238.0,17.0,18.0,12.0,6.0,,24.0,14.0,14.0,,244.0,64.0,44.0,13.0,2.0,1431.0,13.0,20.0,11.0,997.0,1.0,124.0,181.0,72.0,355.0,355.0,11.0,22.0,50.0,46.0,303.0,,10.0,289.0,818.0,27.0,33.0,329.0,78.0,11.0,62.0,17.0,81.0,64.0,398.0,757.0,11.0,85.0,93.0,2.0,1005.0,30.0,11.0,10.0,25.0,21.0,1382.0,33.0,33.0,18.0,7.0,24.0,25.0,20.0,2.0,,2.0,1.0,3.0,9.0,,,,3.0,2.0,7.0,1.0,2.0,,1.0,5.0,1.0,1.0,1.0,7.0,4.0,,2.0,1.0,7.0,7.0,4.0,4.0,1.0,,,6.0,,,2.0,1.0,1.0,,1.0,4.0,3.0,7.0,4.0,1.0,,1.0,,3.0,2.0,,,,,,,,1.0,,,,,,,2.0,1.0,,,,1.0,,,,,,,1.0,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,25521.0,Paddy McCarthy,Patrick,McCarthy,1983-05-31,Ireland,Ireland,4.0,M,Midfielder,22,0.0,4.0,,,,,,,,,4.0,,,1.0,1.0,,3.0,1.0,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,3.0,,,,,2.0,,,,,,3.0,,,,4.0,1.0,,,,26.0,,,,6.0,,,1.0,,2.0,2.0,,,,,,,1.0,,4.0,,,5.0,,3.0,,,,,,1.0,,,,,6.0,1.0,,1.0,,,10.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4319,130683.0,Costel Pantilimon,Costel,Pantilimon,1987-02-01,Romania,Romania,1.0,G,Goalkeeper,22,0.0,60.0,6.0,,,,,19.0,,34.0,79.0,,,2.0,7.0,,34.0,40.0,,,,,,,,,,,,,,,,,,,,,51.0,1.0,,,,,,,,,3.0,1.0,7.0,20.0,,,,89.0,7.0,7.0,6.0,1.0,,,,,,19.0,91.0,33.0,1.0,8.0,630.0,,,,88.0,,12.0,15.0,1.0,75.0,75.0,,3.0,,,20.0,,,2.0,54.0,,,74.0,10.0,7.0,,,,,14.0,54.0,55.0,,81.0,,128.0,,,,1.0,,245.0,,,,5.0,,,,1.0,,18.0,,,,,,,,,,,,,,,,,3.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,26.0,4.0,32.0,6.0,10.0,51.0,40.0,33.0,5.0,4.0,13.0,17.0,3.0,4.0,,,,2.0,3.0,,8.0,,,1.0,10.0,,,,,,,,,
4256,12510.0,Park Chu-Young,Chu-Young,Park,1985-07-10,South Korea,South Korea,20.0,F,Striker,22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,23102.0,Scott Parker,Scott,Parker,1980-10-13,England,England,,M,Midfielder,22,0.0,559.0,38.0,,,,,623.0,18.0,88.0,1182.0,6.0,13.0,12.0,29.0,21.0,268.0,190.0,15.0,2.0,1.0,,1.0,2.0,,3.0,3.0,,9.0,4.0,13.0,13.0,4.0,15.0,,1.0,1.0,138.0,192.0,10.0,48.0,,27.0,3.0,6.0,3.0,34.0,113.0,162.0,10.0,38.0,195.0,4.0,37.0,,516.0,27.0,60.0,47.0,13.0,4.0,66.0,51.0,51.0,,375.0,189.0,142.0,19.0,14.0,2318.0,8.0,10.0,7.0,1347.0,22.0,137.0,252.0,54.0,290.0,290.0,9.0,88.0,95.0,48.0,344.0,,10.0,271.0,1158.0,25.0,18.0,598.0,89.0,38.0,33.0,,9.0,9.0,385.0,784.0,7.0,18.0,123.0,,1373.0,17.0,7.0,2.0,85.0,7.0,1810.0,30.0,30.0,41.0,5.0,25.0,8.0,66.0,7.0,2.0,1.0,,3.0,2.0,1.0,,,,1.0,1.0,1.0,3.0,,,3.0,1.0,,1.0,5.0,18.0,1.0,2.0,1.0,1.0,,1.0,18.0,,8.0,1.0,7.0,,,1.0,,,,,3.0,,5.0,,1.0,,3.0,,1.0,,,,,,,,,,,,1.0,,1.0,,2.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
4754,14724.0,Jonathan Parr,Jonathan,Parr,1988-10-21,Norway,Norway,2.0,D,Left Full Back,22,0.0,55.0,6.0,,5.0,5.0,,84.0,,5.0,134.0,54.0,11.0,7.0,15.0,1.0,75.0,45.0,5.0,,,,1.0,2.0,,1.0,,,,,,1.0,,,,,,27.0,37.0,3.0,6.0,1.0,4.0,,14.0,5.0,2.0,26.0,33.0,3.0,32.0,35.0,1.0,4.0,,92.0,7.0,10.0,10.0,,,22.0,19.0,19.0,,10.0,50.0,26.0,5.0,4.0,756.0,3.0,2.0,,182.0,,70.0,6.0,8.0,95.0,95.0,4.0,27.0,6.0,6.0,54.0,,1.0,39.0,134.0,1.0,5.0,70.0,16.0,32.0,6.0,,19.0,19.0,57.0,132.0,29.0,,19.0,,183.0,2.0,1.0,8.0,19.0,76.0,380.0,1.0,1.0,6.0,8.0,1.0,6.0,16.0,,1.0,11.0,,,,,,,1.0,,,,,,,,,,2.0,2.0,17.0,,,,,,,17.0,,3.0,,1.0,1.0,,2.0,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4757,19547.0,Matthew Parsons,Matthew,Parsons,1991-12-25,England,England,,D,Defender,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8708,294209.0,Josh Passley,Josh,Passley,1994-11-21,England,England,2.0,D,Defender,22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4841,52320.0,Paulinho,José Paulo,Bezerra Maciel Júnior,1988-07-25,Brazil,Brazil,15.0,M,Centre Central Midfielder,22,124.0,436.0,22.0,,3.0,3.0,,655.0,62.0,61.0,1088.0,5.0,45.0,15.0,30.0,11.0,160.0,118.0,20.0,,4.0,,17.0,9.0,,8.0,9.0,13.0,11.0,3.0,27.0,60.0,10.0,53.0,5.0,3.0,6.0,208.0,143.0,,37.0,18.0,25.0,1.0,10.0,4.0,50.0,160.0,124.0,,32.0,153.0,6.0,33.0,,357.0,28.0,28.0,23.0,5.0,3.0,63.0,32.0,32.0,,302.0,142.0,103.0,9.0,2.0,2381.0,4.0,18.0,25.0,1268.0,4.0,161.0,251.0,50.0,328.0,328.0,15.0,28.0,100.0,37.0,419.0,,29.0,299.0,1070.0,14.0,22.0,474.0,49.0,32.0,35.0,,14.0,14.0,406.0,826.0,18.0,63.0,84.0,5.0,1286.0,72.0,8.0,2.0,65.0,5.0,1704.0,48.0,48.0,19.0,16.0,25.0,16.0,52.0,4.0,14.0,4.0,,2.0,29.0,,,9.0,5.0,6.0,16.0,3.0,5.0,,,5.0,12.0,3.0,9.0,5.0,12.0,,6.0,3.0,2.0,2.0,2.0,12.0,1.0,3.0,,5.0,,,1.0,1.0,,2.0,3.0,37.0,,4.0,4.0,1.0,2.0,2.0,,2.0,2.0,3.0,,,,,4.0,5.0,1.0,,5.0,,,,1.0,6.0,4.0,3.0,3.0,,,,4.0,3.0,,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,
1495,15274.0,Jermaine Pennant,Jermaine,Pennant,1983-01-15,England,England,15.0,M,Right Winger,22,0.0,18.0,1.0,2.0,4.0,2.0,,44.0,2.0,1.0,58.0,1.0,6.0,4.0,8.0,2.0,20.0,13.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,19.0,19.0,,5.0,,5.0,10.0,6.0,,5.0,24.0,11.0,,,14.0,1.0,6.0,3.0,28.0,,2.0,2.0,,,5.0,2.0,2.0,,17.0,9.0,6.0,4.0,,178.0,1.0,1.0,1.0,75.0,1.0,11.0,23.0,7.0,45.0,45.0,2.0,8.0,9.0,5.0,15.0,,,23.0,55.0,2.0,2.0,25.0,6.0,,3.0,9.0,18.0,9.0,32.0,72.0,,2.0,3.0,3.0,79.0,1.0,,8.0,2.0,1.0,125.0,3.0,3.0,5.0,3.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,2.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9895,281206.0,Matthew Pennington,Matthew,Pennington,1994-10-06,England,England,5.0,D,Centre Central Defender,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2911,127990.0,Pepe Reina,José Manuel,Reina Páez,1982-08-31,Spain,Spain,1.0,G,Goalkeeper,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5181,305500.0,Stipe Perica,Stipe,Perica,1995-07-07,Croatia,Croatia,9.0,F,Forward,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4521,17976.0,Mladen Petric,Mladen,Petric,1981-01-01,Croatia,Croatia,33.0,F,Forward,22,0.0,1.0,,,1.0,1.0,,12.0,2.0,,12.0,,3.0,2.0,3.0,,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,1.0,,1.0,,2.0,7.0,4.0,,,1.0,1.0,1.0,,5.0,,2.0,1.0,1.0,,2.0,,,,5.0,2.0,2.0,3.0,,65.0,1.0,,,15.0,,5.0,3.0,1.0,7.0,7.0,1.0,,,,2.0,,,8.0,11.0,,1.0,1.0,,,2.0,,1.0,1.0,12.0,16.0,,2.0,,,16.0,,,3.0,,,24.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4525,312585.0,Philippe Coutinho,Philippe,Coutinho Correia,1992-06-12,Brazil,Brazil,23.0,M,Left/Centre/Right Attacking Midfielder,22,363.0,327.0,36.0,20.0,25.0,6.0,1.0,888.0,56.0,56.0,1190.0,7.0,21.0,11.0,33.0,7.0,173.0,153.0,47.0,10.0,2.0,3.0,12.0,9.0,,6.0,21.0,10.0,29.0,11.0,51.0,80.0,21.0,85.0,8.0,3.0,5.0,246.0,155.0,1.0,58.0,23.0,56.0,68.0,18.0,7.0,48.0,182.0,186.0,1.0,9.0,249.0,8.0,15.0,5.0,507.0,28.0,37.0,29.0,8.0,,46.0,16.0,16.0,,284.0,137.0,103.0,5.0,2.0,2334.0,29.0,35.0,27.0,1446.0,1.0,202.0,166.0,109.0,496.0,496.0,20.0,52.0,83.0,59.0,440.0,,44.0,513.0,1162.0,30.0,65.0,375.0,72.0,9.0,104.0,64.0,93.0,30.0,710.0,1195.0,6.0,61.0,74.0,3.0,1477.0,94.0,17.0,5.0,74.0,8.0,2062.0,34.0,34.0,41.0,23.0,60.0,19.0,56.0,1.0,9.0,2.0,2.0,13.0,21.0,,,,13.0,3.0,11.0,1.0,9.0,1.0,1.0,13.0,4.0,2.0,3.0,5.0,3.0,,5.0,3.0,7.0,6.0,3.0,3.0,3.0,,,9.0,,,2.0,3.0,1.0,,6.0,27.0,3.0,51.0,12.0,1.0,1.0,4.0,,7.0,4.0,1.0,,2.0,1.0,1.0,,,2.0,2.0,4.0,2.0,1.0,,,3.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,3.0,,,,,3.0,4.0,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,11265.0,Kevin Phillips,Kevin,Phillips,1973-07-25,England,England,28.0,F,Centre Striker,22,0.0,2.0,,,,,,16.0,4.0,1.0,18.0,2.0,1.0,,4.0,,3.0,6.0,1.0,1.0,1.0,,1.0,,,,2.0,,2.0,,2.0,3.0,,3.0,,,,12.0,2.0,,1.0,,,,,,2.0,4.0,2.0,,,2.0,,1.0,,4.0,,,,,,2.0,,,,4.0,2.0,1.0,4.0,,76.0,,2.0,,24.0,,5.0,1.0,2.0,11.0,11.0,,1.0,1.0,1.0,5.0,,3.0,12.0,17.0,,2.0,3.0,1.0,,,,,,15.0,22.0,,5.0,1.0,1.0,25.0,3.0,,4.0,,2.0,36.0,2.0,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4640,53188.0,Jordan Pickford,Jordan,Pickford,1994-03-07,England,England,1.0,G,Goalkeeper,22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388,32100.0,Steven Pienaar,Steven,Pienaar,1982-03-17,South Africa,South Africa,20.0,M,Left/Centre/Right Attacking Midfielder,22,253.0,198.0,17.0,4.0,8.0,4.0,,577.0,75.0,32.0,767.0,6.0,19.0,6.0,23.0,9.0,95.0,106.0,26.0,2.0,2.0,,4.0,3.0,,,4.0,2.0,4.0,3.0,9.0,17.0,2.0,14.0,,1.0,1.0,215.0,90.0,3.0,35.0,5.0,18.0,10.0,23.0,9.0,36.0,110.0,100.0,3.0,5.0,114.0,17.0,24.0,2.0,250.0,19.0,12.0,8.0,4.0,4.0,29.0,18.0,18.0,,164.0,38.0,24.0,4.0,1.0,1633.0,10.0,20.0,6.0,909.0,2.0,292.0,46.0,60.0,278.0,278.0,5.0,34.0,51.0,35.0,291.0,1.0,9.0,356.0,756.0,17.0,30.0,219.0,39.0,5.0,38.0,8.0,42.0,34.0,464.0,743.0,5.0,78.0,50.0,3.0,920.0,20.0,13.0,4.0,29.0,6.0,1232.0,28.0,28.0,45.0,11.0,20.0,12.0,22.0,2.0,10.0,,3.0,7.0,5.0,,,3.0,3.0,1.0,2.0,1.0,1.0,,,3.0,,,5.0,8.0,4.0,,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,,3.0,,,2.0,1.0,1.0,,3.0,19.0,6.0,9.0,4.0,,,1.0,1.0,,,,,,,,1.0,2.0,1.0,,3.0,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4821,160313.0,Erik Pieters,Erik,Pieters,1988-08-07,Netherlands,Netherlands,23.0,D,Left Full Back,22,111.0,469.0,45.0,,11.0,11.0,,455.0,10.0,49.0,913.0,275.0,49.0,74.0,36.0,25.0,253.0,219.0,13.0,1.0,,,1.0,10.0,2.0,2.0,2.0,,7.0,,5.0,8.0,,,,,,196.0,146.0,29.0,89.0,1.0,47.0,,40.0,21.0,19.0,191.0,240.0,29.0,125.0,222.0,6.0,57.0,,536.0,34.0,46.0,38.0,8.0,,165.0,56.0,56.0,1.0,85.0,288.0,150.0,14.0,30.0,2902.0,9.0,7.0,1.0,1173.0,14.0,392.0,21.0,50.0,489.0,488.0,4.0,94.0,48.0,89.0,395.0,,8.0,180.0,885.0,41.0,16.0,566.0,106.0,126.0,32.0,,61.0,61.0,294.0,707.0,63.0,10.0,125.0,2.0,1212.0,10.0,5.0,2.0,119.0,344.0,2161.0,24.0,24.0,36.0,11.0,13.0,6.0,89.0,5.0,1.0,14.0,1.0,,,,,,1.0,,,,2.0,,,4.0,,,7.0,11.0,70.0,2.0,1.0,1.0,2.0,1.0,2.0,70.0,,10.0,9.0,4.0,1.0,,4.0,,11.0,,,2.0,1.0,,2.0,2.0,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
