id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,appearances,clean_sheet,draws,goals,losses,wins,yellow_card,goal_assist,red_card,attempts_conceded_ibox,game_started,goals_conceded,goals_conceded_ibox,goal_assist_openplay,mins_played,ontarget_att_assist,open_play_pass,poss_lost_all,poss_lost_ctrl,times_tackled,total_att_assist,total_pass,touches,winning_goal,own_goals,attempts_ibox,att_bx_centre,att_ibox_goal,att_lf_goal,att_lf_total,att_openplay,goals_openplay,ontarget_scoring_att,total_scoring_att,att_rf_goal,att_rf_total,total_sub_on,accurate_pass,successful_open_play_pass,total_sub_off
518,1680.0,Ian Andrews,Ian,Andrews,1964-12-01,England,England,,G,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,659.0,Steve Anthrobus,Steve,Anthrobus,1968-11-10,England,England,,F,Forward,1,5.0,1.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,578.0,Neal Ardley,Neal,Ardley,1972-09-01,England,England,,M,Midfielder,1,26.0,8.0,5.0,4.0,8.0,13.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2864.0,Chris Armstrong,Chris,Armstrong,1971-06-19,England,England,,F,Forward,1,35.0,10.0,11.0,15.0,13.0,11.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2311.0,Peter Atherton,Peter,Atherton,1970-04-06,England,England,2.0,D,Defender,1,39.0,10.0,13.0,,15.0,11.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,42090.0,Mark Atkins,Mark,Atkins,1968-09-14,England,England,,M,Midfielder,1,31.0,9.0,6.0,5.0,10.0,15.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,41926.0,Dalian Atkinson,Dalian,Atkinson,1968-03-21,England,England,,F,Forward,1,28.0,8.0,9.0,11.0,6.0,13.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,535.0,Dean Austin,Dean,Austin,1970-04-26,England,England,,D,Defender,1,34.0,8.0,8.0,,11.0,15.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,3032.0,Phil Babb,Phil,Babb,1970-11-30,Ireland,Ireland,,D,Defender,1,34.0,8.0,10.0,,14.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,443.0,Dennis Bailey,Dennis,Bailey,1965-11-13,England,England,,F,Forward,1,15.0,1.0,4.0,1.0,7.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,191.0,Clive Baker,Clive,Baker,1959-03-14,England,England,,G,Goalkeeper,1,31.0,8.0,10.0,,13.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,520.0,Nicky Banger,Nicky,Banger,1971-02-25,England,England,,F,Forward,1,27.0,3.0,4.0,6.0,13.0,10.0,,4.0,,2.0,,2.0,2.0,,25.0,,,,,0.0,,,1.0,0.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,
645,642.0,Gary Bannister,Gary,Bannister,1960-07-22,England,England,,M,Midfielder,1,31.0,6.0,7.0,8.0,15.0,9.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,429.0,David Bardsley,David,Bardsley,1964-09-11,England,England,,D,Defender,1,40.0,8.0,11.0,3.0,13.0,16.0,3.0,7.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
460,442.0,Simon Barker,Simon,Barker,1964-11-04,England,England,,M,Midfielder,1,25.0,5.0,8.0,1.0,6.0,11.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,762.0,Stuart Barlow,Stuart,Barlow,1968-07-16,England,England,,F,Forward,1,26.0,1.0,4.0,5.0,13.0,9.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,4977.0,Nick Barmby,Nick,Barmby,1974-02-11,England,England,18.0,M,Centre Central Midfielder,1,22.0,0.0,4.0,6.0,9.0,9.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1557.0,Darren Barnard,Darren,Barnard,1971-11-30,Germany,Wales,,D,Defender,1,13.0,2.0,3.0,1.0,4.0,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,1848.0,John Barnes,John,Barnes,1963-11-07,Jamaica,England,,M,Midfielder,1,27.0,10.0,7.0,5.0,9.0,11.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,28003.0,Anthony Barness,Anthony,Barness,1973-02-25,England,England,,D,Defender,1,2.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1725.0,Earl Barrett,Earl,Barrett,1967-04-28,England,England,,D,Defender,1,42.0,15.0,11.0,1.0,10.0,21.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,337.0,Michael Barron,Michael,Barron,1974-12-22,England,England,,D,Defender,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,2631.0,Chris Bart-Williams,Chris,Bart-Williams,1974-06-16,England,England,,M,Midfielder,1,34.0,2.0,12.0,6.0,11.0,11.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,517.0,Neal Bartlett,Neal,Bartlett,1975-04-07,England,England,,M,Midfielder,1,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,2644.0,Warren Barton,Warren,Barton,1969-03-19,England,England,2.0,D,Defender,1,23.0,4.0,8.0,2.0,10.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,234.0,David Batty,David,Batty,1968-12-02,England,England,,M,Midfielder,1,30.0,9.0,14.0,1.0,8.0,8.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,25937.0,Peter Beagrie,Peter,Beagrie,1965-11-28,England,England,,,,1,22.0,0.0,5.0,3.0,10.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,1600.0,Peter Beardsley,Peter,Beardsley,1961-01-18,England,England,,F,Forward,1,39.0,11.0,8.0,10.0,16.0,15.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,322.0,Russell Beardsmore,Russell,Beardsmore,1968-09-28,England,England,,M,Midfielder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,422.0,Darren Beckford,Darren,Beckford,1967-06-12,England,England,,F,Forward,1,15.0,1.0,4.0,4.0,4.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,113463.0,David Beckham,David,Beckham,1975-05-02,England,England,32.0,M,Centre/Right Central Midfielder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,217.0,Mark Beeney,Mark,Beeney,1967-12-30,England,England,,G,Goalkeeper,1,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,41897.0,Paul Beesley,Paul,Beesley,1965-07-21,England,England,,D,Defender,1,39.0,9.0,10.0,2.0,17.0,12.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,48.0,Stefan Beinlich,Stefan,Beinlich,1972-01-13,Germany,Germany,,M,Midfielder,1,7.0,0.0,,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,315.0,Ben Thornley,Benjamin,Thornley,1975-04-21,England,England,,M,Midfielder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,503.0,Francis Benali,Francis,Benali,1968-12-30,England,England,,D,Defender,1,33.0,6.0,9.0,,17.0,7.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,,90.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,
74,279141.0,Henning Berg,Henning,Berg,1969-09-01,Norway,Norway,,D,Defender,1,4.0,1.0,1.0,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,1142.0,Gudni Bergsson,Gudni,Bergsson,1965-07-21,Iceland,Iceland,,D,Defender,1,5.0,0.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,414.0,Paul Bernard,Paul,Bernard,1972-12-30,Scotland,Scotland,,M,Midfielder,1,33.0,3.0,9.0,4.0,13.0,11.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,584.0,Greg Berry,Greg,Berry,1971-03-05,England,England,,F,Forward,1,3.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,607.0,Peter Billing,Peter,Billing,1964-10-24,England,England,,D,Defender,1,3.0,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,2580.0,Stig Inge Bjornebye,Stig Inge,Bjornebye,1969-12-11,Norway,Norway,,D,Defender,1,11.0,3.0,5.0,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,146261.0,Kingsley Black,Kingsley,Black,1968-06-22,Northern Ireland,Northern Ireland,17.0,M,Midfielder,1,24.0,2.0,4.0,5.0,15.0,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,1234.0,Clayton Blackmore,Clayton,Blackmore,1964-09-23,Wales,Wales,,M,Midfielder,1,14.0,5.0,6.0,,4.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,567.0,Dean Blackwell,Dean,Blackwell,1969-12-05,England,England,,D,Defender,1,24.0,5.0,8.0,,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,639.0,Paul Blades,Paul,Blades,1965-01-05,England,England,,D,Defender,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,982.0,Mark Blake,Mark,Blake,1970-12-16,England,England,,M,Midfielder,1,1.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,42002.0,Steve Blatherwick,Steve,Blatherwick,1973-09-20,England,England,,D,Defender,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,42130.0,Bobby Howe,Stephen,Howe,1973-11-06,England,England,,M,Midfielder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1373.0,Chris Boden,Chris,Boden,1973-10-13,England,England,,M,Midfielder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,95963.0,Willie Boland,Willie,Boland,1975-08-06,Ireland,Ireland,,M,Midfielder,1,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,124.0,Brian Borrows,Brian,Borrows,1960-12-20,England,England,,D,Defender,1,38.0,10.0,13.0,2.0,15.0,10.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2329.0,Mark Bosnich,Mark,Bosnich,1972-01-13,Australia,Australia,,G,Goalkeeper,1,17.0,8.0,3.0,,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2192.0,Steve Bould,Steve,Bould,1962-11-16,England,England,,D,Defender,1,24.0,9.0,4.0,1.0,11.0,9.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,507.0,Matt Bound,Matt,Bound,1972-11-09,England,England,,D,Defender,1,3.0,0.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,1841.0,Mark Bowen,Mark,Bowen,1963-12-07,Wales,Wales,,D,Defender,1,42.0,11.0,9.0,1.0,12.0,21.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,218.0,Rob Bowman,Rob,Bowman,1975-11-21,England,England,,D,Defender,1,4.0,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,149.0,Bobby Bowry,Bobby,Bowry,1971-05-19,England,England,,M,Midfielder,1,11.0,2.0,2.0,1.0,3.0,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,210.0,Vlado Bozinoski,Vlado,Bozinoski,1964-03-30,North Macedonia,North Macedonia,,M,Midfielder,1,9.0,1.0,3.0,,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,1019.0,Carl Bradshaw,Carl,Bradshaw,1968-02-10,England,England,,M,Midfielder,1,32.0,6.0,9.0,1.0,14.0,9.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,49.0,Matthias Breitkreutz,Matthias,Breitkreutz,1971-05-12,Germany,Germany,,M,Midfielder,1,3.0,0.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,410.0,Mark Brennan,Mark,Brennan,1965-10-04,England,England,,M,Midfielder,1,14.0,1.0,2.0,3.0,7.0,5.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,3102.0,Rufus Brevett,Rufus,Brevett,1969-09-24,England,England,,D,Defender,1,15.0,3.0,6.0,,5.0,4.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
513,2028.0,Mark Bright,Mark,Bright,1962-06-06,England,England,,F,Forward,1,35.0,7.0,11.0,12.0,13.0,11.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,1875.0,Ian Brightwell,Ian,Brightwell,1968-04-09,England,England,,D,Defender,1,21.0,6.0,6.0,1.0,7.0,8.0,,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
76,73.0,Richard Brown,Richard,Brown,1967-01-13,England,England,,M,Midfielder,1,2.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,41779.0,Steve Bruce,Steve,Bruce,1960-12-31,England,England,,D,Defender,1,42.0,17.0,12.0,5.0,6.0,24.0,6.0,3.0,,1.0,1.0,1.0,1.0,,90.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,
457,439.0,Marvin Bryan,Marvin,Bryan,1975-08-02,England,England,,M,Midfielder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,454.0,Ian Bryson,Ian,Bryson,1962-11-26,Scotland,Scotland,,D,Defender,1,16.0,2.0,2.0,3.0,9.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2110.0,Craig Burley,Craig,Burley,1971-09-24,Scotland,Scotland,,M,Midfielder,1,3.0,0.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,41869.0,Wayne Burnett,Wayne,Burnett,1971-09-04,England,England,,M,Midfielder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,919.0,David Burrows,David,Burrows,1968-10-25,England,England,,D,Defender,1,30.0,8.0,6.0,2.0,10.0,14.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,121.0,David Busst,David,Busst,1967-06-30,Scotland,Scotland,,D,Defender,1,10.0,3.0,2.0,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,3805.0,Nicky Butt,Nicky,Butt,1975-01-21,England,England,20.0,M,Midfielder,1,1.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,364.0,Ian Butterworth,Ian,Butterworth,1964-01-25,England,England,,D,Defender,1,26.0,2.0,3.0,1.0,8.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,3744.0,Kevin Campbell,Kevin,Campbell,1970-02-04,England,England,,F,Forward,1,37.0,13.0,9.0,4.0,13.0,15.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,330.0,Eric Cantona,Eric,Cantona,1966-05-24,France,France,7.0,F,Forward,1,35.0,10.0,11.0,15.0,5.0,19.0,3.0,16.0,,1.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0,,,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,1.0,1.0,
311,973.0,Brian Carey,Brian,Carey,1968-05-31,Ireland,Ireland,,D,Defender,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,1783.0,Franz Carr,Franz,Carr,1966-09-24,England,England,,F,Forward,1,8.0,2.0,,3.0,4.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,42157.0,Martin Carruthers,Martin,Carruthers,1972-08-07,England,England,,F,Forward,1,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,41973.0,Jimmy Carter,Jimmy,Carter,1965-11-09,England,England,,M,Midfielder,1,16.0,0.0,5.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,111.0,Tony Cascarino,Tony,Cascarino,1962-09-01,Ireland,Ireland,,F,Forward,1,9.0,1.0,4.0,2.0,2.0,3.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,16612.0,Darren Caskey,Darren,Caskey,1974-08-21,England,England,20.0,M,Midfielder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,306.0,Chris Casper,Chris,Casper,1975-04-28,England,England,,D,Defender,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,2226.0,Alec Chamberlain,Alec,Chamberlain,1964-06-20,England,England,,G,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,647.0,Justin Channing,Justin,Channing,1968-11-19,England,England,,D,Defender,1,2.0,0.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,26053.0,Lee Chapman,Lee,Chapman,1959-12-05,England,England,,,,1,40.0,7.0,15.0,15.0,14.0,11.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,2256.0,Gary Charles,Gary,Charles,1970-04-13,England,England,,D,Defender,1,14.0,3.0,3.0,,7.0,4.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,146017.0,Phil Charnock,Phil,Charnock,1975-02-14,England,England,18.0,M,Midfielder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,146249.0,Steve Chettle,Steve,Chettle,1968-09-27,England,England,5.0,D,Defender,1,30.0,6.0,5.0,,18.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,101.0,Steve Clarke,Steve,Clarke,1963-08-29,Scotland,Scotland,,D,Defender,1,20.0,3.0,8.0,,6.0,6.0,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
530,1937.0,Neil Maddison,Neil,Maddison,1969-10-02,England,England,,M,Midfielder,1,37.0,9.0,9.0,4.0,15.0,13.0,,2.0,,2.0,1.0,2.0,2.0,,90.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,
443,425.0,Danny Maddix,Danny,Maddix,1967-10-11,England,England,,D,Defender,1,14.0,1.0,5.0,,4.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,41868.0,Lee Makel,Lee,Makel,1973-01-11,England,England,,M,Midfielder,1,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,2386.0,Chris Makin,Chris,Makin,1973-05-08,England,England,15.0,D,Defender,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,270.0,Martyn Margetson,Martyn,Margetson,1971-09-08,Wales,Wales,,G,Goalkeeper,1,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,65.0,Nicky Marker,Nicky,Marker,1965-05-03,England,England,,D,Defender,1,15.0,3.0,1.0,,6.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,29736.0,Andy Marriott,Andy,Marriott,1970-10-11,England,Wales,28.0,G,Goalkeeper,1,5.0,0.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,42027.0,Mike Marsh,Mike,Marsh,1969-07-21,England,England,,M,Midfielder,1,28.0,4.0,9.0,1.0,11.0,8.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2043.0,Scott Marshall,Scott,Marshall,1973-05-01,Scotland,Scotland,,D,Defender,1,2.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,1303.0,Lee Martin,Lee,Martin,1968-02-05,England,England,,D,Defender,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,3209.0,Nigel Martyn,Nigel,Martyn,1966-08-11,England,England,25.0,G,Goalkeeper,1,42.0,11.0,16.0,,15.0,11.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,151.0,Stuart Massey,Stuart,Massey,1964-11-17,England,England,,M,Midfielder,1,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,5078.0,Dominic Matteo,Dominic,Matteo,1974-04-28,Scotland,Scotland,,D,Defender,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,936.0,Damien Matthew,Damien,Matthew,1970-09-23,England,England,,M,Midfielder,1,4.0,0.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1004.0,David May,David,May,1970-06-24,England,England,,D,Defender,1,34.0,17.0,11.0,1.0,7.0,16.0,6.0,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
238,2428.0,Gary McAllister,Gary,McAllister,1964-12-25,Scotland,Scotland,,M,Midfielder,1,32.0,7.0,10.0,5.0,13.0,9.0,,5.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58,799.0,Frank McAvennie,Frank,McAvennie,1959-11-22,Scotland,Scotland,,M,Midfielder,1,3.0,0.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,432.0,Alan McCarthy,Alan,McCarthy,1972-01-11,England,England,,D,Defender,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,146130.0,Brian McClair,Brian,McClair,1963-12-08,Scotland,Scotland,13.0,F,Forward,1,42.0,17.0,12.0,9.0,6.0,24.0,,6.0,,1.0,1.0,1.0,1.0,,90.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,
421,404.0,Neil McDonald,Neil,McDonald,1965-11-02,England,England,,D,Defender,1,4.0,0.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,580.0,Paul McGee,Paul,McGee,1968-05-17,Ireland,Ireland,,F,Forward,1,3.0,0.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,302.0,Pat McGibbon,Pat,McGibbon,1973-09-06,Northern Ireland,Northern Ireland,,D,Defender,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,41912.0,Eddie McGoldrick,Eddie,McGoldrick,1965-04-30,England,Ireland,,M,Midfielder,1,42.0,10.0,16.0,8.0,15.0,11.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5.0,Gavin McGowan,Gavin,McGowan,1976-01-16,England,England,,D,Defender,1,2.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1362.0,Paul McGrath,Paul,McGrath,1959-12-04,Ireland,Ireland,,D,Defender,1,42.0,15.0,11.0,4.0,10.0,21.0,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
413,397.0,Paul McGregor,Paul,McGregor,1974-12-17,England,England,,F,Forward,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,328.0,Colin McKee,Colin,McKee,1973-08-22,Scotland,Scotland,,F,Forward,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,643.0,Ray McKinnon,Ray,McKinnon,1970-08-05,Scotland,Scotland,,D,Defender,1,6.0,1.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,658.0,Alan McLeary,Alan,McLeary,1964-06-10,England,England,,D,Defender,1,7.0,1.0,2.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,42048.0,Steve McMahon,Steve,McMahon,1961-08-20,England,England,,M,Midfielder,1,27.0,7.0,8.0,1.0,7.0,12.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,3287.0,Steve McManaman,Steve,McManaman,1972-02-11,England,England,,M,Midfielder,1,31.0,8.0,9.0,4.0,9.0,13.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,41404.0,Michael Meaker,Michael,Meaker,1971-08-18,Wales,Wales,17.0,M,Midfielder,1,3.0,0.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,362.0,Gary Megson,Gary,Megson,1959-05-02,England,England,,D,Defender,1,23.0,6.0,3.0,1.0,7.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,128586.0,Paul Merson,Paul,Merson,1968-03-20,England,England,9.0,M,Centre Central Midfielder,1,33.0,9.0,7.0,6.0,11.0,15.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,1462.0,Mickey Evans,Michael,Evans,1973-01-01,England,Ireland,,F,Forward,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,609.0,Craig Middleton,Craig,Middleton,1970-09-10,England,England,,F,Forward,1,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,292.0,Adie Mike,Adie,Mike,1973-11-16,England,England,,F,Forward,1,3.0,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,25908.0,Alan Miller,Alan,Miller,1970-03-29,England,England,,,,1,4.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,1021.0,Mike Milligan,Mike,Milligan,1967-02-20,England,England,,M,Midfielder,1,42.0,3.0,10.0,3.0,19.0,13.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,203.0,Simon Milton,Simon,Milton,1963-08-23,England,England,,M,Midfielder,1,12.0,0.0,5.0,2.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,42123.0,Bobby Mimms,Bobby,Mimms,1963-10-12,England,England,,G,Goalkeeper,1,42.0,19.0,11.0,,11.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
