id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,appearances,clean_sheet,draws,goals,losses,wins,goal_assist,yellow_card,own_goals,red_card
2000,26598.0,Ryan Garry,Ryan,Garry,1983-09-29,England,England,3.0,D,Defender,14,,,,,,,,,,
321,309.0,Gary Neville,Gary,Neville,1975-02-18,England,England,2.0,D,Right Full Back,14,25.0,12.0,5.0,,3.0,17.0,,3.0,,
2954,27522.0,Kris Gate,Kris,Gate,1985-01-01,England,England,4.0,M,Midfielder,14,,,,,,,,,,
2390,119701.0,Zoltán Gera,Zoltán,Gera,1979-04-22,Hungary,Hungary,20.0,M,Left/Right Winger,14,15.0,3.0,5.0,2.0,9.0,1.0,2.0,1.0,,
2316,4710.0,Geremi,Geremi Sorele,Nijtap Fotso,1978-12-20,Cameroon,Cameroon,20.0,M,Midfielder,14,15.0,4.0,,2.0,2.0,13.0,,1.0,,
1575,144230.0,Steven Gerrard,Steven,Gerrard,1980-05-30,England,England,8.0,M,Midfielder,14,32.0,17.0,7.0,10.0,4.0,21.0,5.0,2.0,,1.0
2443,5209.0,Stelios Giannakopoulos,Stelios,Giannakopoulos,1974-07-12,Greece,Greece,33.0,M,Midfielder,14,34.0,6.0,10.0,9.0,11.0,13.0,4.0,4.0,,
2942,190245.0,Darron Gibson,Darron,Gibson,1987-10-25,Ireland,Ireland,43.0,M,Centre Central Midfielder,14,,,,,,,,,,
335,323.0,Ryan Giggs,Ryan,Giggs,1973-11-29,Wales,Wales,11.0,M,Left/Centre Central Midfielder,14,27.0,7.0,7.0,3.0,3.0,17.0,7.0,2.0,,
2164,12198.0,Kerrea Gilbert,Kerrea,Gilbert,1987-02-28,England,England,,D,Defender,14,2.0,0.0,,,2.0,,,,,
2165,109097.0,Gilberto Silva,Gilberto,Aparecido da Silva,1976-10-07,Brazil,Brazil,,M,Centre Defensive Midfielder,14,33.0,11.0,5.0,2.0,9.0,19.0,,4.0,,1.0
2644,3501.0,Michael Gillan,Michael,Gillan,1986-03-12,England,England,,D,Defender,14,,,,,,,,,,
2230,121371.0,Rúrik Gíslason,Rúrik,Gíslason,1988-02-25,Iceland,Iceland,19.0,M,Right Winger,14,,,,,,,,,,
851,57620.0,Shay Given,Shay,Given,1976-04-20,Ireland,Ireland,24.0,G,Goalkeeper,14,38.0,13.0,7.0,,14.0,17.0,,2.0,,
1736,2670.0,Alain Goma,Alain,Goma,1972-10-05,France,France,24.0,D,Defender,14,13.0,2.0,2.0,,7.0,4.0,,,,
2883,132762.0,Gonçalo Brandão,Gonçalo,Jardim Brandão,1986-10-09,Portugal,Portugal,3.0,D,Defender,14,,,,,,,,,,
2920,126411.0,Mark González,Mark,González,1984-07-10,South Africa,Chile,11.0,M,Left Winger,14,,,,,,,,,,
2455,302673.0,Anthony Grant,Anthony,Grant,1987-06-04,England,Jamaica,42.0,M,Midfielder,14,,,,,,,,,,
1133,13582.0,Julian Gray,Julian,Gray,1979-09-21,England,England,27.0,M,Midfielder,14,21.0,4.0,6.0,1.0,11.0,4.0,2.0,1.0,,
2465,17102.0,Adam Green,Adam,Green,1984-01-12,England,England,3.0,D,Defender,14,,,,,,,,,,
1429,20496.0,Jonathan Greening,Jonathan,Greening,1979-01-02,England,England,30.0,M,Midfielder,14,38.0,8.0,9.0,2.0,22.0,7.0,4.0,2.0,,
1919,94892.0,Grégory Vignal,Gregory,Vignal,1981-07-19,France,France,27.0,D,Left Full Back,14,14.0,2.0,4.0,,8.0,2.0,,3.0,,
2198,2850.0,Vratislav Gresko,Vratislav,Gresko,1977-07-24,Slovakia,Slovakia,18.0,D,Defender,14,3.0,0.0,,,3.0,,,,,
1437,13058.0,Andy Griffin,Andy,Griffin,1979-03-17,England,England,,D,Right Full Back,14,22.0,2.0,4.0,,15.0,3.0,,6.0,1.0,
2784,175135.0,Andrea Guatelli,Andrea,Guatelli,1984-05-05,Italy,Italy,32.0,G,Goalkeeper,14,,,,,,,,,,
1866,24386.0,Eidur Gudjohnsen,Eidur,Gudjohnsen,1978-09-15,Iceland,Iceland,22.0,F,Centre Striker,14,26.0,3.0,4.0,2.0,3.0,19.0,5.0,2.0,,
2927,3904.0,Tuomas Haapala,Tuomas,Haapala,1979-04-20,Finland,Finland,4.0,M,Midfielder,14,,,,,,,,,,
2854,139455.0,Asa Hall,Asa,Hall,1986-11-29,England,England,8.0,M,Midfielder,14,,,,,,,,,,
2813,264239.0,Emil Hallfredsson,Emil,Hallfredsson,1984-06-29,Iceland,Iceland,20.0,M,Left/Centre Central Midfielder,14,,,,,,,,,,
1595,29970.0,Dietmar Hamann,Dietmar,Hamann,1973-08-27,Germany,Germany,16.0,M,Midfielder,14,17.0,3.0,5.0,,2.0,10.0,1.0,1.0,,
2087,29281.0,Elvis Hammond,Elvis,Hammond,1980-10-06,Ghana,Ghana,,F,Forward,14,,,,,,,,,,
1609,11053.0,Marlon Harewood,Marlon,Harewood,1979-08-25,England,England,9.0,F,Centre Striker,14,37.0,3.0,7.0,14.0,14.0,16.0,4.0,5.0,,
2431,119611.0,Gary Harkins,Gary,Harkins,1985-01-02,Scotland,Scotland,29.0,M,Midfielder,14,,,,,,,,,,
709,58489.0,Steve Harper,Steve,Harper,1975-03-14,England,England,33.0,G,Goalkeeper,14,,,,,,,,,,
2961,3949.0,Scott Harris,Scott,Harris,1985-07-24,England,England,,M,Midfielder,14,,,,,,,,,,
1413,4165.0,Jimmy Floyd Hasselbaink,Jimmy Floyd,Hasselbaink,1972-03-27,Suriname,Netherlands,18.0,F,Forward,14,22.0,0.0,5.0,9.0,9.0,8.0,2.0,4.0,,
2744,3622.0,Colin Heath,Colin,Heath,1983-12-31,England,England,,F,Forward,14,,,,,,,,,,
2933,277767.0,Tom Heaton,Tom,Heaton,1986-04-15,England,England,22.0,G,Goalkeeper,14,,,,,,,,,,
2736,111478.0,Gabriel Heinze,Gabriel,Heinze,1978-04-19,Argentina,Argentina,5.0,D,Left/Centre Central Defender,14,4.0,1.0,1.0,,,3.0,,,,
1791,97506.0,Heidar Helguson,Heidar,Helguson,1977-08-22,Iceland,Iceland,,F,Forward,14,27.0,2.0,3.0,8.0,12.0,12.0,2.0,4.0,1.0,
1335,1580.0,Stéphane Henchoz,Stéphane,Henchoz,1974-09-07,Switzerland,Switzerland,16.0,D,Defender,14,26.0,5.0,4.0,,12.0,10.0,,8.0,,
2010,30077.0,Wayne Henderson,Wayne,Henderson,1983-09-16,Ireland,Ireland,22.0,G,Goalkeeper,14,,,,,,,,,,
848,12990.0,Lee Hendrie,Lee,Hendrie,1977-05-18,England,England,,M,Midfielder,14,16.0,1.0,5.0,1.0,8.0,3.0,2.0,1.0,,
1659,126650.0,Thierry Henry,Thierry,Henry,1977-08-17,France,France,12.0,F,Centre Striker,14,32.0,10.0,5.0,27.0,9.0,18.0,8.0,2.0,,
908,14283.0,Emile Heskey,Emile,Heskey,1978-01-11,England,England,19.0,F,Centre Striker,14,34.0,7.0,10.0,4.0,16.0,8.0,4.0,3.0,,1.0
2944,29426.0,Sam Hewson,Sam,Hewson,1988-11-28,England,England,,M,Midfielder,14,,,,,,,,,,
1881,2363.0,Tony Hibbert,Tony,Hibbert,1981-02-20,England,England,2.0,D,Right Full Back,14,29.0,11.0,6.0,,10.0,13.0,,8.0,,
1080,2008.0,Shaka Hislop,Shaka,Hislop,1969-02-22,England,Trinidad & Tobago,,G,Goalkeeper,14,16.0,4.0,3.0,,5.0,8.0,,,,
2838,113848.0,Aliaksandr Hleb,Aliaksandr,Hleb,1981-05-01,Belarus,Belarus,11.0,M,Left/Centre/Right Attacking Midfielder,14,25.0,1.0,4.0,3.0,8.0,13.0,,,,
2917,133852.0,Jack Hobbs,Jack,Hobbs,1988-08-18,England,England,5.0,D,Centre Central Defender,14,,,,,,,,,,
2998,27496.0,Jared Hodgkiss,Jared,Hodgkiss,1986-11-15,England,England,2.0,D,Defender,14,1.0,0.0,1.0,,,,,,,
3040,5294.0,Stuart Holden,Stuart,Holden,1985-08-01,United States,United States,22.0,M,Centre Central Midfielder,14,,,,,,,,,,
2949,5473.0,Lee Cattermole,Lee,Cattermole,1988-03-21,England,England,6.0,M,Centre Defensive Midfielder,14,14.0,5.0,3.0,1.0,6.0,5.0,1.0,4.0,,
2651,266361.0,Petr Cech,Petr,Cech,1982-05-20,Czech Republic,Czech Republic,1.0,G,Goalkeeper,14,34.0,17.0,4.0,,3.0,27.0,,1.0,,
2799,6066.0,Radek Cerny,Radek,Cerny,1974-02-18,Czech Republic,Czech Republic,24.0,G,Goalkeeper,14,,,,,,,,,,
1723,14391.0,Luke Chadwick,Luke,Chadwick,1980-11-18,England,England,22.0,M,Left/Centre/Right Attacking Midfielder,14,,,,,,,,,,
2783,3690.0,Konstantinos Chalkias,Konstantinos,Chalkias,1974-05-30,Greece,Greece,,G,Goalkeeper,14,,,,,,,,,,
2339,19158.0,Richard Chaplow,Richard,Chaplow,1985-02-02,England,England,8.0,M,Centre Central Midfielder,14,7.0,0.0,1.0,,6.0,,,,,
2936,315682.0,James Chester,James,Chester,1989-01-23,England,Wales,,D,Centre Central Defender,14,,,,,,,,,,
2284,174530.0,Bruno Cheyrou,Bruno,Cheyrou,1978-05-10,France,France,14.0,M,Centre Central Midfielder,14,,,,,,,,,,
3026,10421.0,Pascal Chimbonda,Pascal,Chimbonda,1979-02-21,France,France,39.0,D,Right Full Back,14,37.0,10.0,6.0,2.0,16.0,15.0,3.0,6.0,1.0,
2128,9983.0,Michael Chopra,Michael,Chopra,1983-12-28,England,England,8.0,F,Centre Striker,14,13.0,1.0,2.0,1.0,4.0,7.0,1.0,,,
2872,3825.0,Chris Howarth,Christopher,Howarth,1986-05-23,England,England,30.0,G,Goalkeeper,14,,,,,,,,,,
2907,3878.0,Philippe Christanval,Philippe,Christanval,1978-08-31,France,France,5.0,D,Defender,14,15.0,1.0,2.0,,7.0,6.0,,4.0,,
2977,3972.0,Ben Christensen,Ben,Christensen,1986-11-16,England,England,27.0,D,Defender,14,,,,,,,,,,
1553,2996.0,Malcolm Christie,Malcolm,Christie,1979-04-11,England,England,11.0,F,Forward,14,6.0,0.0,2.0,,3.0,1.0,,,,
2723,9595.0,Djibril Cissé,Djibril,Cissé,1981-08-12,France,France,9.0,F,Centre Striker,14,33.0,4.0,6.0,9.0,5.0,22.0,1.0,3.0,,
723,744.0,Lee Clark,Lee,Clark,1972-10-27,England,England,21.0,M,Midfielder,14,22.0,2.0,5.0,1.0,6.0,11.0,1.0,4.0,,
3011,4847.0,Clive Clarke,Clive,Clarke,1980-01-14,Ireland,Ireland,22.0,D,Defender,14,2.0,0.0,,,1.0,1.0,,,,
1851,3586.0,Claus Jensen,Claus,Jensen,1977-04-29,Denmark,Denmark,16.0,M,Midfielder,14,11.0,3.0,3.0,2.0,6.0,2.0,1.0,,,
961,98165.0,Stephen Clemence,Stephen,Clemence,1978-03-31,England,England,14.0,M,Midfielder,14,15.0,3.0,4.0,,8.0,3.0,,4.0,1.0,
1146,3071.0,Neil Clement,Neil,Clement,1978-10-03,England,England,6.0,D,Left/Centre Central Defender,14,31.0,9.0,8.0,1.0,17.0,6.0,,4.0,,
2413,52622.0,Gaël Clichy,Gaël,Clichy,1985-07-26,France,France,3.0,D,Left Full Back,14,7.0,2.0,2.0,,1.0,4.0,,2.0,,
3005,11620.0,Chris Cohen,Chris,Cohen,1987-03-05,England,England,8.0,M,Centre Central Midfielder,14,,,,,,,,,,
1494,152954.0,Ashley Cole,Ashley,Cole,1980-12-20,England,England,26.0,D,Left Full Back,14,11.0,4.0,1.0,,2.0,8.0,,3.0,,
2082,30457.0,Matthew Collins,Matthew,Collins,1986-08-31,Wales,Wales,25.0,M,Midfielder,14,,,,,,,,,,
2923,176969.0,Conal Platt,Conal,Platt,1986-10-14,England,Ireland,11.0,F,Forward,14,,,,,,,,,,
2836,100496.0,Matthew Connolly,Matthew,Connolly,1987-09-24,England,England,,D,Defender,14,,,,,,,,,,
2951,29773.0,Mark Cook,Mark,Cook,1988-09-07,England,England,,G,Goalkeeper,14,,,,,,,,,,
2742,121141.0,Kenny Cooper,Kenny,Cooper,1984-10-21,United States,United States,33.0,F,Centre Striker,14,,,,,,,,,,
2889,49709.0,Jack Cork,Jack,Cork,1989-06-25,England,England,4.0,M,Centre Central Midfielder,14,,,,,,,,,,
2627,3478.0,Chris Cottrill,Chris,Cottrill,1984-09-04,England,England,38.0,M,Midfielder,14,,,,,,,,,,
2950,40904.0,Tom Craddock,Tom,Craddock,1986-10-14,England,England,,F,Forward,14,1.0,0.0,,,1.0,,,,,
2847,46950.0,Craig Gardner,Craig,Gardner,1986-11-25,England,England,8.0,M,Centre Central Midfielder,14,8.0,0.0,1.0,,4.0,3.0,1.0,2.0,,
2614,176272.0,Patrick Cregg,Patrick,Cregg,1986-02-21,Ireland,Ireland,4.0,M,Midfielder,14,,,,,,,,,,
2457,110407.0,Hernán Crespo,Hernán,Crespo,1975-07-05,Argentina,Argentina,9.0,F,Forward,14,30.0,1.0,4.0,10.0,3.0,23.0,1.0,1.0,,
2522,278776.0,Cristiano Ronaldo,Cristiano Ronaldo,dos Santos Aveiro,1985-02-05,Portugal,Portugal,7.0,F,Left/Centre/Right Striker,14,33.0,6.0,7.0,9.0,5.0,21.0,6.0,8.0,,1.0
2729,19810.0,Lee Croft,Lee,Croft,1985-06-21,England,England,11.0,M,Right Winger,14,21.0,1.0,2.0,1.0,15.0,4.0,1.0,1.0,,
394,26950.0,Mark Crossley,Mark,Crossley,1969-06-16,Wales,Wales,26.0,G,Goalkeeper,14,13.0,3.0,4.0,,5.0,4.0,1.0,,,
1629,181323.0,Peter Crouch,Peter,Crouch,1981-01-30,England,England,15.0,F,Centre Striker,14,32.0,2.0,6.0,8.0,6.0,20.0,5.0,4.0,,
1676,114930.0,Carlo Cudicini,Carlo,Cudicini,1973-09-06,Italy,Italy,1.0,G,Goalkeeper,14,4.0,2.0,,,1.0,3.0,,,,
972,2828.0,Kenny Cunningham,Kenny,Cunningham,1971-06-28,Ireland,Ireland,4.0,D,Defender,14,31.0,7.0,8.0,,16.0,7.0,,5.0,,1.0
2162,101525.0,Pascal Cygan,Pascal,Cygan,1974-04-29,France,France,2.0,D,Centre Central Defender,14,12.0,6.0,3.0,2.0,2.0,7.0,,4.0,,
2962,122670.0,Andrés D'Alessandro,Andrés,D'Alessandro,1981-04-15,Argentina,Argentina,22.0,M,Centre Attacking Midfielder,14,13.0,1.0,3.0,1.0,4.0,6.0,2.0,,,
2732,19326.0,Jonathan D'Laryea,Jonathan,D'Laryea,1985-09-03,England,England,,M,Midfielder,14,,,,,,,,,,
1163,177713.0,Christian Dailly,Christian,Dailly,1973-10-23,Scotland,Scotland,,D,Defender,14,22.0,0.0,3.0,,8.0,11.0,1.0,4.0,,
2817,291495.0,Luke Daniels,Luke,Daniels,1988-01-05,England,England,,G,Goalkeeper,14,,,,,,,,,,
2531,132396.0,Danny Graham,Daniel,Graham,1985-08-12,England,England,18.0,F,Centre Striker,14,3.0,0.0,,,2.0,1.0,,1.0,,
929,4579.0,Danny Mills,Daniel,Mills,1977-05-18,England,England,27.0,D,Defender,14,18.0,3.0,3.0,1.0,9.0,6.0,,6.0,,
19110,29014.0,Danny O'Donnell,Daniel,O'Donnell,1986-03-10,England,England,5.0,D,Defender,14,,,,,,,,,,
2985,166806.0,Daryl Murphy,Daryl,Murphy,1983-03-15,Ireland,Ireland,9.0,F,Centre Striker,14,18.0,1.0,5.0,1.0,12.0,1.0,,,,
1868,5111.0,Calum Davenport,Calum,Davenport,1983-01-01,England,England,21.0,D,Defender,14,4.0,0.0,,,2.0,2.0,,,,
3025,10528.0,David Wright,David,Wright,1980-05-01,England,England,2.0,D,Centre/Right Full Back,14,2.0,0.0,,,2.0,,,,,
2990,12712.0,Edgar Davids,Edgar,Davids,1973-03-13,Netherlands,Netherlands,1.0,M,Midfielder,14,31.0,7.0,9.0,1.0,8.0,14.0,1.0,9.0,,1.0
1775,4196.0,Simon Davies,Simon,Davies,1979-10-23,Wales,Wales,29.0,M,Right Winger,14,30.0,5.0,7.0,1.0,15.0,8.0,1.0,2.0,,
2423,126112.0,Steven Davis,Steven,Davis,1985-01-01,Northern Ireland,Northern Ireland,10.0,M,Centre Central Midfielder,14,35.0,10.0,12.0,4.0,13.0,10.0,2.0,,,
2805,130632.0,Michael Dawson,Michael,Dawson,1983-11-18,England,England,20.0,D,Centre Central Defender,14,32.0,10.0,9.0,,9.0,14.0,2.0,4.0,,2.0
2169,4286.0,Ulises de la Cruz,Ulises,de la Cruz,1974-02-08,Ecuador,Ecuador,23.0,D,Defender,14,7.0,1.0,2.0,,4.0,1.0,,,,
2727,98806.0,Geert De Vlieger,Geert,De Vlieger,1971-10-16,Belgium,Belgium,13.0,G,Goalkeeper,14,,,,,,,,,,
1315,4047.0,Arjan De Zeeuw,Arjan,De Zeeuw,1970-04-16,Netherlands,Netherlands,,D,Defender,14,31.0,10.0,6.0,,12.0,13.0,1.0,4.0,,
2801,3719.0,Defendi,Rodrigo,Defendi,1986-06-17,Brazil,Brazil,,D,Defender,14,,,,,,,,,,
1526,303240.0,Jermain Defoe,Jermain,Defoe,1982-10-07,England,England,10.0,F,Centre Striker,14,36.0,4.0,11.0,9.0,9.0,16.0,5.0,3.0,,
2884,101047.0,Asier Del Horno,Asier,Del Horno,1981-01-19,Spain,Spain,15.0,D,Left Full Back,14,25.0,13.0,3.0,1.0,2.0,20.0,5.0,1.0,,
1504,1815.0,Mark Delaney,Mark,Delaney,1976-05-13,Wales,Wales,2.0,D,Defender,14,12.0,4.0,4.0,1.0,5.0,3.0,1.0,3.0,,
1391,12887.0,Rory Delap,Rory,Delap,1976-07-06,Ireland,Ireland,4.0,M,Midfielder,14,6.0,0.0,1.0,1.0,5.0,,,2.0,,
2983,113602.0,Billy Dennehy,Billy,Dennehy,1987-02-17,Ireland,Ireland,20.0,M,Left Winger,14,,,,,,,,,,
2437,15094.0,Matt Derbyshire,Matt,Derbyshire,1986-04-14,England,England,27.0,F,Centre Striker,14,,,,,,,,,,
2878,6695.0,Abdoulaye Diagne-Faye,Abdoulaye,Diagne-Faye,1978-02-26,Senegal,Senegal,23.0,D,Centre Central Defender,14,27.0,5.0,5.0,1.0,10.0,12.0,1.0,7.0,,
2285,5095.0,Salif Diao,Salif,Diao,1977-02-10,Senegal,Senegal,15.0,M,Centre Defensive Midfielder,14,11.0,1.0,2.0,,7.0,2.0,,3.0,,
2893,93954.0,Lassana Diarra,Lassana,Diarra,1985-03-10,France,France,19.0,M,Defensive Midfielder,14,3.0,0.0,,,2.0,1.0,,,,
27,28435.0,Paul Dickov,Paul,Dickov,1972-11-01,Scotland,Scotland,,F,Forward,14,21.0,2.0,4.0,5.0,6.0,11.0,,5.0,,1.0
2711,177945.0,Papa Bouba Diop,Papa Bouba,Diop,1978-01-28,Senegal,Senegal,21.0,M,Midfielder,14,22.0,5.0,3.0,2.0,9.0,10.0,,6.0,,
2289,11217.0,El Hadji Diouf,El Hadji,Diouf,1981-01-15,Senegal,Senegal,21.0,M,Left/Centre/Right Attacking Midfielder,14,20.0,2.0,5.0,3.0,6.0,9.0,1.0,4.0,,1.0
2125,18714.0,Sylvain Distin,Sylvain,Distin,1977-12-16,France,France,25.0,D,Centre Central Defender,14,31.0,5.0,3.0,,18.0,10.0,1.0,1.0,,1.0
2995,176504.0,Terry Dixon,Terry,Dixon,1990-01-15,Ireland,Ireland,,F,Forward,14,,,,,,,,,,
2861,11477.0,DJ Campbell,Dudley,Campbell,1981-11-12,England,England,22.0,F,Centre Striker,14,11.0,0.0,4.0,,6.0,1.0,,,,
2520,3464.0,Eric Djemba-Djemba,Eric,Djemba-Djemba,1981-05-04,Cameroon,Cameroon,14.0,M,Midfielder,14,4.0,0.0,,,3.0,1.0,,,,
2246,4077.0,Martin Djetou,Martin,Djetou,1974-01-15,France,France,,D,Defender,14,3.0,0.0,1.0,,1.0,1.0,,,,
2609,119807.0,Johan Djourou,Johan,Djourou,1987-01-18,Cote D’Ivoire,Switzerland,5.0,D,Centre Central Defender,14,7.0,2.0,3.0,,1.0,3.0,,,,
2314,3310.0,Doriva,Dorival,Guidoni Júnior,1972-05-28,Brazil,Brazil,20.0,M,Midfielder,14,27.0,4.0,7.0,,12.0,8.0,,4.0,,1.0
2851,3794.0,James Dormand,James,Dormand,1986-11-15,England,England,,G,Goalkeeper,14,,,,,,,,,,
2023,19420.0,Jonathan Douglas,Jonathan,Douglas,1981-11-22,Ireland,Ireland,22.0,M,Centre Defensive Midfielder,14,,,,,,,,,,
2122,159684.0,Stewart Downing,Stewart,Downing,1984-07-22,England,England,19.0,M,Left/Right Winger,14,12.0,5.0,2.0,1.0,5.0,5.0,4.0,,,
2425,18659.0,Colin Doyle,Colin,Doyle,1985-06-12,Ireland,Ireland,1.0,G,Goalkeeper,14,,,,,,,,,,
2632,167270.0,Steve Drench,Steve,Drench,1985-09-11,England,England,30.0,G,Goalkeeper,14,,,,,,,,,,
2906,153284.0,Jaroslav Drobny,Jaroslav,Drobny,1979-10-18,Czech Republic,Czech Republic,16.0,G,Goalkeeper,14,,,,,,,,,,
2662,153650.0,Didier Drogba,Didier,Drogba,1978-03-11,,,11.0,F,Forward,14,29.0,5.0,2.0,12.0,2.0,25.0,11.0,8.0,,
2109,101201.0,Jerzy Dudek,Jerzy,Dudek,1973-03-23,Poland,Poland,25.0,G,Goalkeeper,14,6.0,2.0,,,2.0,4.0,,1.0,,
1004,124533.0,Damien Duff,Damien,Duff,1979-03-02,Ireland,Ireland,11.0,M,Left Winger,14,28.0,3.0,3.0,3.0,4.0,21.0,4.0,3.0,,
2543,11801.0,Richard Duffy,Richard,Duffy,1985-08-30,Wales,Wales,5.0,D,Centre Central Defender,14,,,,,,,,,,
1337,20833.0,David Dunn,David,Dunn,1979-12-27,England,England,17.0,M,Centre Attacking Midfielder,14,15.0,0.0,3.0,2.0,7.0,5.0,1.0,,,
1184,59202.0,Richard Dunne,Richard,Dunne,1979-09-21,Ireland,Ireland,22.0,D,Centre Central Defender,14,32.0,5.0,3.0,3.0,19.0,10.0,,9.0,,
1740,6097.0,Kieron Dyer,Kieron,Dyer,1978-12-29,England,England,18.0,M,Centre/Right Attacking Midfielder,14,11.0,0.0,,,5.0,6.0,2.0,,,
2524,161189.0,Chris Eagles,Chris,Eagles,1985-11-19,England,England,33.0,M,Left/Right Winger,14,,,,,,,,,,
2819,9990.0,Robert Earnshaw,Robert,Earnshaw,1981-04-06,Zambia,Wales,50.0,F,Centre Striker,14,12.0,0.0,2.0,1.0,7.0,3.0,,,,
2746,91124.0,Sylvan Ebanks-Blake,Sylvan,Ebanks-Blake,1986-03-29,England,England,,F,Striker,14,,,,,,,,,,
2937,19808.0,Richard Eckersley,Richard,Eckersley,1989-03-12,England,England,24.0,D,Defender,14,,,,,,,,,,
2803,98424.0,Erik Edman,Erik,Edman,1978-11-11,Sweden,Sweden,3.0,D,Left Full Back,14,3.0,3.0,1.0,,,2.0,,,,
35,2472.0,Ugo Ehiogu,Ugo,Ehiogu,1972-11-03,England,England,,D,Defender,14,18.0,2.0,4.0,,10.0,4.0,,,,1.0
2713,3588.0,Ismael Ehui,Ismael,Ehui,1986-07-10,England,England,,F,Forward,14,,,,,,,,,,
2814,24798.0,Mounir El Hamdaoui,Mounir,El Hamdaoui,1984-07-14,Netherlands,Morocco,15.0,F,Left/Centre/Right Second Striker,14,,,,,,,,,,
2344,3509.0,Talal El Karkouri,Talal,El Karkouri,1976-07-08,Morocco,Morocco,15.0,D,Defender,14,10.0,0.0,2.0,,5.0,3.0,1.0,1.0,,
2630,103030.0,Walter Pandiani,Walter,Pandiani,1976-04-27,Uruguay,Uruguay,12.0,F,Centre Striker,14,17.0,0.0,4.0,2.0,10.0,3.0,,1.0,,
2940,134999.0,Park Ji-Sung,Ji-Sung,Park,1981-02-25,South Korea,South Korea,33.0,M,Left/Centre/Right Attacking Midfielder,14,34.0,6.0,8.0,1.0,4.0,22.0,8.0,,,
1518,309724.0,Scott Parker,Scott,Parker,1980-10-13,England,England,,M,Midfielder,14,26.0,7.0,5.0,1.0,11.0,10.0,1.0,8.0,,1.0
19,3636.0,Ray Parlour,Ray,Parlour,1973-03-07,England,England,15.0,M,Midfielder,14,13.0,3.0,3.0,,7.0,3.0,,3.0,,
1948,14694.0,Stuart Parnaby,Stuart,Parnaby,1982-07-19,England,England,12.0,D,Right Full Back,14,20.0,5.0,5.0,2.0,6.0,9.0,,1.0,,
2654,3517.0,Paulo Ferreira,Paulo Renato,Rebocho Ferreira,1979-01-18,Portugal,Portugal,19.0,D,Right Full Back,14,21.0,11.0,1.0,,3.0,17.0,1.0,1.0,,
96,30403.0,Ian Pearce,Ian,Pearce,1974-05-07,England,England,,D,Defender,14,10.0,4.0,1.0,,3.0,6.0,,1.0,,
2048,2627.0,Henrik Pedersen,Henrik,Pedersen,1975-06-10,Denmark,Denmark,9.0,F,Forward,14,21.0,6.0,3.0,1.0,10.0,8.0,,,,
2808,99964.0,Pedro Mendes,Pedro Miguel,da Silva Mendes,1979-02-26,Portugal,Portugal,40.0,M,Centre Defensive Midfielder,14,20.0,2.0,6.0,3.0,6.0,8.0,,5.0,,
1096,3227.0,Mark Pembridge,Mark,Pembridge,1970-11-29,Wales,Wales,24.0,M,Midfielder,14,5.0,2.0,1.0,,3.0,1.0,,,,
1495,15274.0,Jermaine Pennant,Jermaine,Pennant,1983-01-15,England,England,15.0,M,Right Winger,14,38.0,7.0,10.0,2.0,20.0,8.0,6.0,4.0,,
2911,127990.0,Pepe Reina,José Manuel,Reina Páez,1982-08-31,Spain,Spain,1.0,G,Goalkeeper,14,33.0,20.0,7.0,,5.0,21.0,,,,1.0
2554,29086.0,Vincent Pericard,Vincent,Pericard,1982-10-03,France,France,9.0,F,Forward,14,6.0,0.0,1.0,,4.0,1.0,,,,
587,97107.0,Chris Perry,Chris,Perry,1973-04-26,England,England,5.0,D,Defender,14,28.0,10.0,6.0,1.0,12.0,10.0,,5.0,,
2869,174700.0,Sergio Peter,Sergio,Peter,1986-10-12,Germany,Germany,,M,Midfielder,14,8.0,0.0,,,3.0,5.0,1.0,2.0,,
2885,3848.0,Adrian Pettigrew,Adrian,Pettigrew,1986-11-12,England,England,,D,Defender,14,,,,,,,,,,
921,3869.0,Phil Neville,Philip,Neville,1977-01-21,England,England,18.0,M,Centre Defensive Midfielder,14,34.0,12.0,8.0,,14.0,12.0,1.0,10.0,1.0,2.0
1768,11265.0,Kevin Phillips,Kevin,Phillips,1973-07-25,England,England,28.0,F,Centre Striker,14,23.0,5.0,6.0,4.0,9.0,8.0,4.0,,,
8273,10349.0,Phil Picken,Phil,Picken,1985-11-12,England,England,,D,Defender,14,,,,,,,,,,
2231,20719.0,Lenny Pidgeley,Lenny,Pidgeley,1984-02-07,England,England,40.0,G,Goalkeeper,14,1.0,0.0,,,1.0,,,,,
1914,3041.0,Matt Piper,Matt,Piper,1981-09-29,England,England,21.0,M,Midfielder,14,,,,,,,,,,
2737,6893.0,Gerard Piqué,Gerard,Piqué,1987-02-02,Spain,Spain,3.0,D,Centre Central Defender,14,3.0,1.0,,,,3.0,,,,
1835,143177.0,Robert Pires,Robert,Pires,1973-10-29,France,France,7.0,M,Midfielder,14,33.0,6.0,5.0,7.0,11.0,17.0,4.0,2.0,,
1433,2360.0,Alessandro Pistone,Alessandro,Pistone,1975-07-27,Italy,Italy,,D,Defender,14,2.0,0.0,,,1.0,1.0,,1.0,,
2946,163438.0,Emanuel Pogatetz,Emanuel,Pogatetz,1983-01-16,Austria,Austria,4.0,D,Central Defender,14,24.0,4.0,5.0,1.0,10.0,9.0,2.0,6.0,,
