id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_bx_centre,att_cmiss_right,att_hd_miss,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_left,att_miss_right,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_high_right,att_sv_low_right,backward_pass,ball_recovery,big_chance_missed,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,clearance_off_line,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,final_third_entries,formation_place,fouls,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,interception,interceptions_in_box,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_def_3rd,poss_won_mid_3rd,rightside_pass,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,wins,won_corners,won_tackle,yellow_card,att_bx_right,att_cmiss_left,att_goal_high_left,att_goal_low_right,att_hd_goal,att_ibox_goal,att_miss_high,att_obox_blocked,att_rf_target,att_rf_total,big_chance_created,big_chance_scored,goals,goal_assist_setplay,last_man_tackle,red_card,shield_ball_oop,six_yard_block,won_contest,accurate_cross,accurate_cross_nocorner,accurate_freekick_cross,att_assist_setplay,att_goal_high_centre,att_rf_goal,crosses_18yard,freekick_cross,goals_openplay,hand_ball,hit_woodwork,overrun,poss_won_att_3rd,total_through_ball,att_cmiss_high_right,att_freekick_total,att_miss_high_right,att_sv_low_centre,error_lead_to_goal,att_cmiss_high,att_goal_low_left,corner_taken,head_pass,open_play_pass,penalty_conceded,successful_open_play_pass,accurate_goal_kicks,accurate_pull_back,accurate_through_ball,att_bx_left,att_freekick_miss,att_freekick_post,att_goal_high_right,att_lf_goal,att_miss_high_left,att_obox_goal,att_obox_post,att_post_high,dangerous_play,error_lead_to_shot,fouled_final_third,foul_throw_in,goal_kicks,post_scoring_att,second_goal_assist,total_corners_intobox,total_offside,total_pull_back,accurate_keeper_throws,diving_save,good_high_claim,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,total_high_claim,accurate_corners_intobox,att_cmiss_high_left,att_fastbreak,att_freekick_target,att_lg_centre,att_pen_goal,att_sv_low_left,shot_fastbreak,total_sub_on,attempts_ibox,attempts_obox,att_corner,att_post_left,total_fastbreak,touches_in_opp_box,goal_assist_deadball,second_yellow,att_post_right,att_hd_post,att_ibox_post,att_goal_low_centre,att_obx_left,goal_fastbreak,accurate_keeper_sweeper,cross_not_claimed,dive_catch,dive_save,penalty_faced,stand_catch,stand_save,total_keeper_sweeper,att_obxd_left,att_pen_target,penalty_won,att_lg_right,att_obp_goal,att_obxd_right,att_freekick_goal,own_goals,gk_smother,penalty_save,att_obx_right,back_pass,att_lg_left,blocked_pass,put_through,att_pen_post,att_pen_miss
2069,121148.0,Marcus Hahnemann,Marcus,Hahnemann,1972-06-15,United States,United States,1.0,G,Goalkeeper,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4132,5729.0,Adam Hajdu,Adam,Hajdu,1993-01-16,Hungary,Hungary,,M,Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4249,256486.0,Sead Hajrovic,Sead,Hajrovic,1993-06-04,Switzerland,,5.0,D,Centre Central Defender,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558,12491.0,Fitz Hall,Fitz,Hall,1980-12-20,England,England,17.0,D,Centre Central Defender,20,86.0,9.0,,56.0,8.0,,13.0,142.0,4.0,13.0,9.0,14.0,76.0,66.0,1.0,4.0,1.0,2.0,,2.0,2.0,2.0,,,,,1.0,,,,,1.0,,,,,13.0,24.0,,3.0,2.0,3.0,2.0,,1.0,,3.0,21.0,32.0,3.0,42.0,24.0,44.0,95.0,5.0,113.0,11.0,20.0,16.0,4.0,,,,43.0,9.0,,7.0,42.0,67.0,32.0,7.0,7.0,923.0,6.0,,1.0,,12.0,12.0,26.0,8.0,2.0,111.0,74.0,20.0,4.0,36.0,2.0,23.0,1.0,100.0,20.0,79.0,1.0,3.0,3.0,54.0,1.0,107.0,32.0,,35.0,204.0,4.0,3.0,15.0,9.0,352.0,4.0,4.0,7.0,4.0,5.0,9.0,3.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4122,176644.0,Rafik Halliche,Rafik,Halliche,1986-09-02,Algeria,Algeria,37.0,D,Centre/Right Full Back,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4113,114572.0,Johan Hammar,Johan,Hammar,1994-02-22,Sweden,Sweden,18.0,D,Defender,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3134,172638.0,Adam Hammill,Adam,Hammill,1988-01-25,England,England,11.0,M,Right Winger,20,26.0,2.0,,62.0,,3.0,5.0,81.0,4.0,1.0,1.0,9.0,33.0,28.0,5.0,2.0,,,1.0,1.0,2.0,1.0,4.0,,,1.0,1.0,2.0,1.0,3.0,8.0,1.0,,1.0,,,26.0,11.0,1.0,3.0,2.0,2.0,,,11.0,5.0,2.0,24.0,22.0,3.0,,,13.0,0.0,5.0,30.0,3.0,8.0,7.0,1.0,1.0,1.0,1.0,,2.0,,2.0,34.0,13.0,2.0,6.0,,345.0,,5.0,4.0,5.0,,16.0,28.0,19.0,,81.0,81.0,5.0,5.0,18.0,3.0,26.0,9.0,28.0,8.0,,16.0,38.0,32.0,44.0,,118.0,6.0,3.0,12.0,108.0,10.0,2.0,10.0,4.0,207.0,4.0,4.0,6.0,1.0,7.0,9.0,2.0,2.0,1.0,,,,,1.0,,4.0,9.0,2.0,,,,,,,1.0,5.0,7.0,6.0,1.0,3.0,,,16.0,5.0,,,,2.0,1.0,1.0,,1.0,,2.0,,1.0,,6.0,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,6.0,,,,,,,,,,,,,1.0,,,1.0,,,2.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3394,13931.0,Brede Hangeland,Brede,Hangeland,1981-06-20,Norway,Norway,4.0,D,Centre Central Defender,20,1088.0,49.0,,443.0,14.0,3.0,125.0,1531.0,1.0,34.0,79.0,38.0,309.0,280.0,11.0,12.0,,8.0,5.0,13.0,,8.0,5.0,,,4.0,2.0,,,,,2.0,3.0,,,1.0,131.0,148.0,1.0,10.0,,12.0,11.0,2.0,,9.0,10.0,84.0,162.0,9.0,143.0,85.0,192.0,228.0,25.0,819.0,38.0,51.0,41.0,10.0,,,,151.0,79.0,12.0,62.0,268.0,434.0,290.0,14.0,24.0,3420.0,31.0,6.0,5.0,5.0,37.0,172.0,47.0,25.0,3.0,440.0,319.0,103.0,44.0,599.0,8.0,110.0,11.0,1183.0,116.0,263.0,17.0,1.0,1.0,226.0,1.0,635.0,59.0,3.0,202.0,1817.0,13.0,,53.0,1.0,2336.0,8.0,8.0,17.0,14.0,6.0,41.0,7.0,,,,,,,2.0,,,,,,,,,,4.0,,13.0,,,,,,,1.0,,,,,1.0,1.0,4.0,,,,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3819,56726.0,Grant Hanley,Grant,Hanley,1991-11-20,Scotland,Scotland,,D,Centre Central Defender,20,277.0,19.0,2.0,92.0,6.0,,31.0,369.0,1.0,30.0,28.0,23.0,199.0,146.0,3.0,11.0,1.0,7.0,3.0,11.0,3.0,7.0,4.0,1.0,1.0,2.0,3.0,1.0,,1.0,1.0,7.0,1.0,,1.0,1.0,35.0,63.0,2.0,8.0,3.0,2.0,2.0,,1.0,1.0,3.0,61.0,77.0,8.0,81.0,36.0,66.0,198.0,27.0,272.0,19.0,45.0,36.0,9.0,,,,78.0,44.0,8.0,35.0,77.0,147.0,73.0,15.0,23.0,1822.0,19.0,,3.0,5.0,29.0,39.0,26.0,7.0,,221.0,142.0,49.0,14.0,116.0,8.0,29.0,3.0,318.0,41.0,160.0,2.0,1.0,1.0,80.0,5.0,183.0,51.0,1.0,79.0,500.0,16.0,1.0,42.0,3.0,825.0,4.0,4.0,6.0,5.0,3.0,32.0,6.0,,,,1.0,1.0,1.0,2.0,,,2.0,,,1.0,,2.0,,4.0,2.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3403,133089.0,Martin Hansen,Martin,Hansen,1990-06-15,Denmark,Denmark,35.0,G,Goalkeeper,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3445,110661.0,Owen Hargreaves,Owen,Hargreaves,1981-01-20,Canada,England,20.0,M,Centre Central Midfielder,20,6.0,,,9.0,,2.0,,15.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,2.0,,2.0,,,,,1.0,0.0,,2.0,,,,,,,,,,,,5.0,2.0,2.0,,,13.0,,,1.0,,,1.0,5.0,,,2.0,2.0,,,2.0,,2.0,1.0,6.0,,,,,,2.0,,9.0,,2.0,,15.0,,,,,19.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4471,131937.0,Ryan Harley,Ryan,Harley,1985-01-22,England,England,33.0,M,Centre Attacking Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,58489.0,Steve Harper,Steve,Harper,1975-03-14,England,England,33.0,G,Goalkeeper,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4373,166985.0,Michael Harriman,Michael,Harriman,1992-10-23,Ireland,Ireland,2.0,D,Right Full Back,20,1.0,,,5.0,,,,6.0,4.0,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,0.0,,4.0,,1.0,,1.0,,,,,,,,3.0,1.0,1.0,1.0,,28.0,,,,,,,3.0,,,1.0,1.0,1.0,,,,2.0,,2.0,,,,,,2.0,,5.0,1.0,,,7.0,,,,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4454,12295.0,Louis Harris,Louis,Harris,1992-12-07,England,England,,M,Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3143,289224.0,Joe Hart,Joe,Hart,1987-04-19,England,England,1.0,G,Goalkeeper,20,216.0,18.0,,77.0,68.0,,124.0,293.0,3.0,,1.0,38.0,199.0,200.0,2.0,,,,,,,,,,,,,,,,,,,,,,,326.0,,,,1.0,17.0,,,,5.0,2.0,10.0,,25.0,,206.0,38.0,1.0,426.0,38.0,29.0,24.0,5.0,,,,,,,,60.0,498.0,137.0,5.0,24.0,3420.0,,2.0,,,,75.0,58.0,10.0,2.0,416.0,410.0,29.0,1.0,70.0,,28.0,2.0,256.0,24.0,31.0,,,,134.0,,300.0,275.0,,384.0,556.0,,,,3.0,1256.0,1.0,1.0,8.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,12.0,1.0,11.0,125.0,,,,,,,,,,,,,1.0,,,266.0,,,,,,200.0,54.0,37.0,259.0,203.0,21.0,50.0,47.0,97.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,26.0,3.0,9.0,21.0,3.0,13.0,8.0,28.0,,,,,,,,,1.0,1.0,,,,,,,
3867,123592.0,John Heitinga,John,Heitinga,1983-11-15,Netherlands,Netherlands,5.0,D,Centre/Right Central Defender,20,500.0,33.0,1.0,258.0,35.0,5.0,141.0,757.0,,23.0,24.0,30.0,201.0,152.0,6.0,2.0,,3.0,,4.0,,3.0,1.0,,2.0,1.0,2.0,3.0,1.0,7.0,4.0,2.0,,,,1.0,61.0,106.0,1.0,4.0,3.0,10.0,10.0,,4.0,3.0,9.0,71.0,85.0,4.0,103.0,46.0,194.0,144.0,34.0,395.0,29.0,23.0,20.0,3.0,,,,75.0,44.0,2.0,35.0,229.0,257.0,144.0,8.0,27.0,2541.0,26.0,1.0,5.0,3.0,33.0,110.0,64.0,48.0,1.0,278.0,219.0,66.0,38.0,266.0,6.0,107.0,6.0,536.0,78.0,162.0,3.0,6.0,6.0,227.0,1.0,421.0,118.0,5.0,234.0,951.0,12.0,4.0,40.0,,1291.0,5.0,5.0,19.0,13.0,1.0,30.0,4.0,,,,,1.0,1.0,1.0,3.0,2.0,6.0,1.0,1.0,1.0,,1.0,,1.0,,2.0,1.0,1.0,,,,,2.0,,,,,,2.0,5.0,,3.0,1.0,1.0,,,,,,,,,,,2.0,,1.0,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
4533,20962.0,Jeremy Helan,Jeremy,Helan,1992-05-09,France,France,3.0,M,Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,97506.0,Heidar Helguson,Heidar,Helguson,1977-08-22,Iceland,Iceland,,F,Forward,20,48.0,6.0,36.0,179.0,1.0,19.0,7.0,223.0,,65.0,67.0,16.0,123.0,84.0,13.0,19.0,2.0,8.0,3.0,15.0,4.0,10.0,6.0,3.0,11.0,3.0,7.0,6.0,1.0,11.0,24.0,3.0,,,1.0,2.0,80.0,28.0,3.0,,9.0,1.0,1.0,,4.0,11.0,4.0,97.0,106.0,,16.0,14.0,59.0,0.0,19.0,141.0,13.0,22.0,18.0,4.0,2.0,2.0,1.0,19.0,5.0,,3.0,77.0,32.0,11.0,9.0,,1155.0,,9.0,6.0,15.0,5.0,60.0,69.0,37.0,,211.0,206.0,2.0,17.0,88.0,17.0,99.0,15.0,60.0,18.0,21.0,1.0,15.0,14.0,215.0,122.0,341.0,5.0,25.0,15.0,386.0,41.0,3.0,9.0,,522.0,18.0,18.0,30.0,3.0,6.0,7.0,2.0,3.0,1.0,2.0,1.0,3.0,8.0,5.0,5.0,1.0,12.0,4.0,5.0,8.0,1.0,,,,1.0,,4.0,3.0,,,,3.0,10.0,,4.0,,1.0,,9.0,,,,,3.0,,1.0,1.0,1.0,,,,,,1.0,,,,,2.0,1.0,1.0,,,,,,9.0,,,1.0,,1.0,12.0,1.0,,,,,,,,,,,1.0,,,,,2.0,1.0,,3.0,,,,1.0,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,
4010,292993.0,Ashley Hemmings,Ashley,Hemmings,1991-03-03,England,England,10.0,M,Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3555,41458.0,Conor Henderson,Conor,Henderson,1991-09-08,Ireland,Ireland,44.0,M,Centre Central Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4264,264565.0,Adam Henley,Adam,Henley,1994-06-14,United States,Wales,,D,Defender,20,51.0,3.0,,41.0,1.0,,7.0,92.0,33.0,4.0,1.0,7.0,65.0,61.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,15.0,13.0,,9.0,1.0,2.0,,1.0,1.0,4.0,2.0,18.0,29.0,9.0,18.0,4.0,25.0,0.0,5.0,46.0,4.0,12.0,8.0,4.0,,,,10.0,12.0,,8.0,18.0,22.0,10.0,3.0,8.0,471.0,2.0,,,,2.0,23.0,8.0,1.0,,74.0,58.0,7.0,5.0,44.0,,12.0,,64.0,8.0,34.0,6.0,2.0,2.0,20.0,,61.0,8.0,1.0,14.0,123.0,1.0,1.0,23.0,47.0,272.0,4.0,4.0,2.0,2.0,1.0,16.0,,,,,,,,,,,1.0,,,,,1.0,,,,3.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2569,282043.0,Wayne Hennessey,Wayne,Hennessey,1987-01-24,Wales,Wales,13.0,G,Goalkeeper,20,120.0,7.0,,333.0,315.0,,377.0,453.0,,,1.0,34.0,339.0,267.0,5.0,,,,,,,,,,,,,,,,,,,,,,,422.0,,,,2.0,3.0,,,,8.0,2.0,5.0,,33.0,,721.0,34.0,,895.0,34.0,73.0,57.0,16.0,,,,,3.0,3.0,3.0,40.0,1096.0,433.0,21.0,35.0,3060.0,,3.0,3.0,,,124.0,126.0,45.0,5.0,721.0,712.0,61.0,,27.0,,224.0,6.0,155.0,7.0,42.0,,,,544.0,,807.0,757.0,,873.0,962.0,,,2.0,,1855.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,6.0,,,,,13.0,,6.0,115.0,,,,,,,,,,,,,,,,311.0,,,,,,153.0,88.0,69.0,292.0,154.0,19.0,90.0,73.0,165.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,28.0,1.0,17.0,34.0,7.0,16.0,2.0,29.0,,,,,,,,,,2.0,,,,,,,
3097,4167.0,Henrique Hilário,Henrique Hilário,Meireles Alves Sampaio,1975-10-21,Portugal,Portugal,40.0,G,Goalkeeper,20,29.0,1.0,,2.0,2.0,,4.0,31.0,,,1.0,2.0,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,2.0,,,,7.0,0.0,,25.0,2.0,2.0,2.0,,,,,,,,,9.0,12.0,6.0,,3.0,180.0,,,,,,2.0,,1.0,,11.0,10.0,4.0,,4.0,,2.0,,32.0,1.0,1.0,,,,6.0,,6.0,7.0,,9.0,38.0,,,,,85.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,10.0,,,,,,,,,,,,,,,,13.0,,,,,,21.0,5.0,5.0,20.0,21.0,,4.0,4.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,1.0,2.0,,2.0,,4.0,,,,,,,,,,,,,,,,,
1659,126650.0,Thierry Henry,Thierry,Henry,1977-08-17,France,France,12.0,F,Centre Striker,20,7.0,2.0,,16.0,,3.0,1.0,23.0,1.0,,2.0,4.0,8.0,8.0,,2.0,1.0,,,,1.0,1.0,,,1.0,,2.0,1.0,,,4.0,,,,,,8.0,8.0,1.0,,1.0,,,,,1.0,1.0,3.0,5.0,,,,3.0,0.0,1.0,15.0,,2.0,2.0,,,,,,2.0,,2.0,2.0,2.0,,1.0,,94.0,,,,1.0,,2.0,2.0,3.0,,19.0,19.0,1.0,4.0,13.0,2.0,12.0,,11.0,5.0,,2.0,2.0,2.0,22.0,2.0,29.0,1.0,3.0,2.0,38.0,4.0,,1.0,1.0,52.0,,,1.0,2.0,1.0,,,,,,1.0,,1.0,,,,2.0,,1.0,1.0,,,,,,1.0,,,,,,1.0,2.0,,1.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,1.0,,,1.0,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3327,19007.0,Chris Herd,Chris,Herd,1989-04-04,Australia,Australia,25.0,M,Centre Defensive Midfielder,20,138.0,16.0,2.0,230.0,6.0,12.0,27.0,364.0,10.0,21.0,27.0,19.0,133.0,98.0,6.0,11.0,1.0,4.0,2.0,6.0,3.0,4.0,4.0,1.0,1.0,,1.0,2.0,,2.0,4.0,1.0,3.0,,,,61.0,78.0,1.0,3.0,3.0,16.0,4.0,,9.0,11.0,9.0,78.0,98.0,3.0,17.0,7.0,135.0,0.0,23.0,253.0,19.0,18.0,17.0,1.0,,,,20.0,36.0,3.0,27.0,112.0,117.0,56.0,7.0,5.0,1475.0,1.0,1.0,5.0,5.0,11.0,68.0,105.0,36.0,2.0,261.0,235.0,29.0,46.0,116.0,6.0,89.0,6.0,168.0,58.0,43.0,20.0,12.0,12.0,193.0,19.0,386.0,31.0,12.0,58.0,542.0,14.0,10.0,42.0,19.0,789.0,14.0,14.0,17.0,3.0,5.0,32.0,2.0,,,1.0,,,1.0,3.0,,1.0,5.0,,,1.0,,,1.0,2.0,,12.0,4.0,4.0,,,,1.0,3.0,,1.0,1.0,,2.0,3.0,2.0,,,2.0,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
