id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_pull_back,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_bx_centre,att_bx_left,att_bx_right,att_cmiss_high_left,att_cmiss_left,att_cmiss_right,att_fastbreak,att_goal_high_right,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_goal,att_hd_miss,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_lf_total,att_lg_left,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_post,att_obox_target,att_obx_centre,att_openplay,att_post_high,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,big_chance_scored,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,final_third_entries,formation_place,fouled_final_third,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,goal_fastbreak,hand_ball,head_clearance,head_pass,hit_woodwork,interception,interceptions_in_box,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,post_scoring_att,put_through,rightside_pass,second_goal_assist,shield_ball_oop,shot_fastbreak,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_fastbreak,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,att_freekick_miss,att_freekick_total,att_hd_target,offside_provoked,accurate_corners_intobox,accurate_freekick_cross,assist_attempt_saved,assist_free_kick_won,assist_pass_lost,att_assist_setplay,att_cmiss_high,att_cmiss_high_right,att_freekick_target,att_goal_high_centre,att_obox_goal,att_obx_left,att_one_on_one,att_pen_goal,att_pen_target,freekick_cross,goal_assist_setplay,penalty_won,total_corners_intobox,att_freekick_post,att_ibox_post,att_obxd_right,att_post_left,att_post_right,own_goals,last_man_tackle,att_goal_high_left,att_lg_centre,penalty_conceded,red_card,assist_penalty_won,attempts_obox,six_yard_block,att_obxd_left,goal_assist_deadball,assist_post,attempts_ibox,att_freekick_goal,att_sv_high_right,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,foul_throw_in,second_yellow,assist_own_goal,att_hd_post,dangerous_play,clearance_off_line,att_obp_goal,penalty_save,assist_blocked_shot,assist_handball_won,att_obx_right,att_lg_right,att_pen_miss,back_pass,att_corner,fifty_fifty,successful_fifty_fifty,att_pen_post
6393,258493.0,Dieumerci Mbokani,Dieumerci,Mbokani,1985-11-22,,,70.0,F,Forward,54,35.0,3.0,1.0,1.0,8.0,82.0,,10.0,3.0,116.0,,,,61.0,39.0,12.0,3.0,81.0,56.0,7.0,7.0,1.0,1.0,,1.0,1.0,,,,,,,3.0,6.0,1.0,,5.0,4.0,,1.0,2.0,,1.0,1.0,,2.0,2.0,2.0,1.0,,,3.0,11.0,,,,5.0,0.0,,,1.0,1.0,1.0,49.0,14.0,,2.0,,1.0,7.0,3.0,2.0,,,2.0,1.0,23.0,3.0,99.0,69.0,1.0,5.0,4.0,,,28.0,9.0,11.0,14.0,53.0,8.0,,16.0,15.0,1.0,,1.0,,1.0,,1.0,4.0,56.0,1.0,1.0,,1.0,34.0,6.0,3.0,8.0,1.0,763.0,3.0,5.0,4.0,156.0,2.0,2.0,21.0,31.0,11.0,1.0,109.0,109.0,2.0,6.0,6.0,1.0,7.0,36.0,,,,7.0,56.0,100.0,4.0,8.0,40.0,5.0,5.0,9.0,3.0,3.0,77601.33068847656,,95.0,30.0,135.0,,13.0,4.0,12.0,172.0,,14.0,3.0,4.0,3.0,1.0,,302.0,26.0,24.0,24.0,23.0,1.0,8.0,3.0,3.0,,,,3.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3880,281198.0,Conor McAleny,Conor,McAleny,1992-08-12,England,England,18.0,F,Centre Striker,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4224,52229.0,James McArthur,James,McArthur,1987-10-07,Scotland,Scotland,,M,Central Midfielder,54,307.0,30.0,8.0,8.0,4.0,371.0,5.0,28.0,42.0,670.0,,1.0,4.0,41.0,32.0,29.0,24.0,189.0,112.0,13.0,13.0,2.0,,,3.0,,,,2.0,2.0,1.0,3.0,4.0,7.0,3.0,5.0,7.0,,1.0,,5.0,,1.0,0.0,2.0,6.0,2.0,3.0,4.0,,1.0,8.0,16.0,,1.0,1.0,10.0,6.0,,,,,,198.0,139.0,3.0,,3.0,3.0,50.0,6.0,27.0,,1.0,17.0,8.0,48.0,4.0,158.0,134.0,3.0,22.0,8.0,,1.0,104.0,36.0,10.0,41.0,229.0,24.0,5.0,39.0,30.0,9.0,4.0,3.0,1.0,3.0,,1.0,8.0,84.0,,26.0,1.0,26.0,224.0,107.0,62.0,16.0,6.0,2010.0,9.0,7.0,6.0,828.0,6.0,2.0,151.0,119.0,46.0,1.0,293.0,291.0,12.0,53.0,74.0,,50.0,203.0,,,,11.0,168.0,645.0,30.0,16.0,353.0,60.0,24.0,23.0,26.0,25.0,235495.8676147461,,270.0,23.0,527.0,31.0,32.0,91.0,4.0,854.0,,23.0,16.0,5.0,59.0,4.0,4.0,1224.0,52.0,31.0,31.0,26.0,9.0,18.0,6.0,44.0,5.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4437,137403.0,Gareth McAuley,Gareth,McAuley,1979-12-05,Northern Ireland,Northern Ireland,36.0,D,Centre Central Defender,54,313.0,56.0,2.0,2.0,1.0,178.0,48.0,,106.0,489.0,1.0,,4.0,47.0,113.0,36.0,12.0,274.0,203.0,4.0,10.0,,,,,,,1.0,3.0,1.0,3.0,4.0,5.0,11.0,1.0,6.0,6.0,1.0,,,1.0,,1.0,,,2.0,3.0,,,,,,2.0,1.0,2.0,,4.0,4.0,,,1.0,,,42.0,136.0,,1.0,4.0,9.0,31.0,1.0,17.0,6.0,,0.0,4.0,5.0,9.0,98.0,190.0,9.0,220.0,148.0,2.0,,172.0,35.0,1.0,27.0,421.0,36.0,6.0,45.0,41.0,4.0,,1.0,1.0,1.0,,,150.0,162.0,2.0,71.0,18.0,71.0,187.0,281.0,129.0,15.0,34.0,3143.0,1.0,4.0,7.0,735.0,31.0,1.0,43.0,77.0,21.0,3.0,287.0,280.0,1.0,94.0,41.0,2.0,31.0,92.0,,1.0,,8.0,79.0,485.0,19.0,5.0,371.0,104.0,227.0,21.0,4.0,4.0,348481.19384765625,,201.0,5.0,375.0,144.0,1.0,236.0,,742.0,1.0,16.0,3.0,,50.0,,5.0,1265.0,39.0,6.0,6.0,12.0,12.0,18.0,3.0,37.0,5.0,,,1.0,15.0,,,,,,,1.0,,,,,,,,,,1.0,,,,2.0,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,
8107,160847.0,Oliver McBurnie,Oliver,McBurnie,1996-06-04,England,Scotland,9.0,F,Centre Striker,54,7.0,1.0,1.0,1.0,,20.0,,5.0,1.0,26.0,,,,10.0,3.0,5.0,,12.0,7.0,2.0,2.0,,,,,,,,,,,,1.0,2.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,13.0,5.0,,,,,1.0,,2.0,,,1.0,,2.0,,14.0,4.0,,,,,,3.0,0.0,,1.0,8.0,,,5.0,4.0,1.0,,,,,,,,1.0,,,,,8.0,,,4.0,,77.0,1.0,1.0,1.0,32.0,,,2.0,10.0,4.0,,10.0,10.0,2.0,1.0,2.0,,1.0,4.0,,,,1.0,10.0,25.0,1.0,2.0,8.0,1.0,,,1.0,1.0,11914.20153808594,,13.0,1.0,26.0,,5.0,2.0,,33.0,,2.0,,5.0,1.0,,,42.0,4.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4573,35190.0,Alex McCarthy,Alex,McCarthy,1989-12-03,England,England,13.0,G,Goalkeeper,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4395,59392.0,James McClean,James,McClean,1989-04-22,Northern Ireland,Ireland,23.0,M,Left Winger,54,99.0,4.0,24.0,22.0,9.0,175.0,2.0,11.0,5.0,250.0,,,7.0,43.0,31.0,34.0,19.0,152.0,100.0,15.0,7.0,5.0,1.0,,,1.0,,,,,1.0,,1.0,3.0,2.0,1.0,2.0,9.0,,9.0,14.0,,,,,2.0,1.0,5.0,1.0,,3.0,8.0,18.0,,1.0,1.0,5.0,1.0,1.0,1.0,6.0,2.0,3.0,110.0,93.0,3.0,,1.0,9.0,35.0,7.0,33.0,,11.0,50.0,35.0,31.0,8.0,155.0,125.0,9.0,18.0,11.0,,1.0,28.0,44.0,2.0,31.0,92.0,13.0,1.0,24.0,22.0,2.0,,2.0,2.0,,,2.0,12.0,60.0,1.0,17.0,3.0,17.0,48.0,23.0,9.0,15.0,7.0,1464.0,9.0,10.0,13.0,346.0,3.0,1.0,105.0,24.0,86.0,1.0,253.0,252.0,4.0,48.0,41.0,,35.0,100.0,,,,3.0,81.0,246.0,18.0,19.0,132.0,8.0,19.0,41.0,97.0,89.0,199541.59729003903,,124.0,28.0,315.0,25.0,12.0,32.0,6.0,350.0,1.0,23.0,8.0,21.0,55.0,2.0,11.0,736.0,39.0,21.0,21.0,17.0,11.0,22.0,13.0,41.0,9.0,,,2.0,,2.0,3.0,1.0,,,2.0,,,,,,,,,,4.0,2.0,,8.0,,,,,,,,,,,,,,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8636,180127.0,Aiden McGeady,Aiden,McGeady,1986-04-04,Ireland,Ireland,14.0,M,Left/Right Attacking Midfielder,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10521,185929.0,Luke McGee,Luke,McGee,1995-09-02,England,England,1.0,G,Goalkeeper,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4785,126093.0,Allan McGregor,Allan,McGregor,1982-01-31,Scotland,Scotland,1.0,G,Goalkeeper,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3779,281230.0,Callum McManaman,Callum,McManaman,1991-04-25,England,England,14.0,M,Left/Right Winger,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10473,130276.0,Patrick McNair,Patrick,McNair,1995-04-27,Northern Ireland,Northern Ireland,17.0,M,Centre Central Midfielder,54,45.0,2.0,2.0,2.0,,45.0,2.0,4.0,8.0,88.0,,,,9.0,11.0,9.0,4.0,41.0,24.0,3.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,24.0,20.0,,,,2.0,8.0,,6.0,,,5.0,1.0,6.0,1.0,26.0,24.0,2.0,4.0,,,,16.0,14.0,,5.0,38.0,5.0,,9.0,7.0,2.0,,,,,,,,20.0,,3.0,,3.0,26.0,9.0,4.0,6.0,4.0,354.0,,3.0,,116.0,2.0,,15.0,18.0,7.0,,44.0,44.0,4.0,6.0,10.0,,8.0,28.0,,,,1.0,26.0,88.0,4.0,3.0,50.0,3.0,4.0,1.0,6.0,6.0,44606.364074707046,,43.0,8.0,72.0,3.0,4.0,9.0,,116.0,1.0,1.0,5.0,4.0,9.0,,,168.0,10.0,6.0,6.0,3.0,2.0,1.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9649,309254.0,Sam McQueen,Sam,McQueen,1995-02-06,England,England,,M,Left Winger,54,93.0,12.0,4.0,4.0,2.0,136.0,2.0,1.0,11.0,225.0,,,65.0,11.0,21.0,13.0,2.0,51.0,34.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,1.0,,,,,,1.0,,,,,,57.0,53.0,1.0,,,4.0,15.0,,4.0,1.0,,27.0,10.0,7.0,3.0,28.0,40.0,4.0,24.0,12.0,,,38.0,,3.0,3.0,143.0,5.0,,9.0,8.0,1.0,,,,,,,13.0,38.0,,15.0,1.0,15.0,13.0,50.0,22.0,5.0,9.0,608.0,1.0,1.0,,291.0,4.0,,128.0,6.0,31.0,2.0,142.0,141.0,4.0,25.0,24.0,,15.0,88.0,,,,1.0,57.0,216.0,3.0,2.0,124.0,28.0,25.0,3.0,37.0,37.0,76985.17041015625,,78.0,4.0,214.0,23.0,1.0,39.0,,301.0,,1.0,,8.0,16.0,,73.0,516.0,8.0,10.0,10.0,3.0,5.0,0.0,4.0,12.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
14824,53206.0,Scott McTominay,Scott,McTominay,1996-12-08,England,Scotland,39.0,M,Centre Central Midfielder,54,27.0,1.0,1.0,1.0,,26.0,1.0,1.0,2.0,52.0,,,,2.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,11.0,8.0,,,,,3.0,,,1.0,,1.0,,1.0,,5.0,3.0,,3.0,2.0,,,5.0,,,2.0,12.0,1.0,,,,,,,,,,,2.0,2.0,,2.0,,2.0,24.0,5.0,4.0,1.0,,96.0,,1.0,1.0,55.0,1.0,1.0,8.0,6.0,1.0,,7.0,7.0,,8.0,,,3.0,10.0,,,,,10.0,50.0,1.0,1.0,29.0,2.0,3.0,0.0,1.0,1.0,12340.25378417969,,11.0,,29.0,2.0,1.0,3.0,,57.0,,1.0,,1.0,0.0,,,70.0,1.0,,,2.0,1.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3909,10292.0,Ben Mee,Ben,Mee,1989-09-21,England,England,6.0,D,Left/Centre Central Defender,54,551.0,72.0,1.0,1.0,3.0,288.0,41.0,0.0,140.0,838.0,,,4.0,78.0,126.0,34.0,13.0,336.0,276.0,5.0,9.0,2.0,1.0,,1.0,,,,,,1.0,,7.0,11.0,2.0,1.0,7.0,4.0,,1.0,3.0,,2.0,,,2.0,4.0,,1.0,,1.0,2.0,1.0,,1.0,,1.0,3.0,2.0,1.0,2.0,,,75.0,163.0,1.0,,,8.0,20.0,2.0,16.0,9.0,,2.0,2.0,2.0,6.0,118.0,195.0,8.0,288.0,171.0,1.0,2.0,201.0,42.0,1.0,23.0,547.0,34.0,1.0,49.0,44.0,5.0,,,,,,1.0,176.0,225.0,1.0,72.0,17.0,72.0,213.0,368.0,193.0,18.0,39.0,3015.0,1.0,4.0,6.0,1133.0,46.0,,201.0,29.0,20.0,4.0,338.0,326.0,,110.0,53.0,,20.0,309.0,,1.0,,8.0,103.0,831.0,8.0,6.0,628.0,150.0,300.0,3.0,4.0,4.0,320016.0053710937,,240.0,12.0,520.0,128.0,0.0,300.0,,1144.0,2.0,16.0,1.0,,47.0,,4.0,1721.0,44.0,8.0,8.0,28.0,10.0,1.0,2.0,32.0,5.0,,,4.0,13.0,,0.0,1.0,,,,1.0,,,,,,,,,0.0,,1.0,,,,,,,2.0,2.0,,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,,,
6084,46981.0,Tomás Mejías,Tomás,Mejías,1989-01-30,Spain,Spain,1.0,G,Goalkeeper,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19617,190142.0,Nampalys Mendy,Nampalys,Mendy,1992-06-23,Senegal,Senegal,,M,Midfielder,54,37.0,3.0,,,0.0,40.0,1.0,,4.0,77.0,,,,4.0,4.0,4.0,1.0,19.0,15.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,12.0,,,,,7.0,,5.0,,,1.0,,5.0,2.0,17.0,18.0,,2.0,1.0,,,12.0,8.0,1.0,4.0,36.0,4.0,,5.0,4.0,1.0,,,,,,,1.0,10.0,,5.0,,5.0,17.0,12.0,10.0,2.0,,271.0,1.0,1.0,,95.0,1.0,1.0,22.0,14.0,1.0,,27.0,27.0,,7.0,5.0,,7.0,29.0,,,,,14.0,77.0,3.0,2.0,44.0,5.0,2.0,4.0,1.0,1.0,35711.8203125,,18.0,1.0,52.0,3.0,,7.0,,95.0,,,3.0,,2.0,,0.0,132.0,,1.0,1.0,8.0,,4.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4246,5899.0,Per Mertesacker,Per,Mertesacker,1984-09-29,Germany,Germany,4.0,D,Centre Central Defender,54,7.0,,,,,1.0,,,1.0,8.0,,,,,1.0,1.0,,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,3.0,,2.0,2.0,,,,,,,3.0,,,1.0,1.0,,,,,,,,2.0,1.0,,1.0,,1.0,1.0,,,,,37.0,,,,8.0,2.0,,,1.0,,1.0,,,,,,,,2.0,,,,,,8.0,,,7.0,,2.0,,,,0.0,,,,1.0,,,1.0,,8.0,,,,1.0,2.0,,,16.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3714,154751.0,David Meyler,David,Meyler,1989-05-29,Ireland,Ireland,8.0,M,Centre Central Midfielder,54,222.0,25.0,4.0,4.0,1.0,194.0,4.0,20.0,23.0,412.0,,,19.0,19.0,10.0,20.0,5.0,119.0,98.0,6.0,2.0,2.0,,,,,,,,1.0,,,,,1.0,1.0,,1.0,,,2.0,,2.0,,,,,1.0,2.0,,1.0,4.0,7.0,,1.0,2.0,6.0,,,,,1.0,1.0,81.0,57.0,1.0,,,4.0,20.0,2.0,15.0,2.0,,7.0,8.0,14.0,5.0,58.0,55.0,4.0,20.0,10.0,,1.0,75.0,42.0,1.0,9.0,160.0,9.0,1.0,23.0,18.0,5.0,,,,,,,11.0,39.0,1.0,20.0,2.0,20.0,148.0,79.0,41.0,11.0,7.0,954.0,3.0,3.0,3.0,502.0,2.0,3.0,60.0,75.0,20.0,2.0,159.0,156.0,3.0,33.0,21.0,1.0,20.0,120.0,,,,3.0,83.0,405.0,10.0,6.0,257.0,43.0,23.0,5.0,15.0,15.0,126285.6083984375,,127.0,9.0,267.0,29.0,21.0,59.0,1.0,509.0,,8.0,3.0,11.0,27.0,1.0,35.0,723.0,8.0,12.0,12.0,15.0,4.0,3.0,6.0,19.0,2.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13280,288157.0,Matt Miazga,Matt,Miazga,1995-07-19,United States,United States,4.0,D,Centre Central Defender,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4179,162448.0,Simon Mignolet,Simon,Mignolet,1988-03-06,Belgium,Belgium,22.0,G,Goalkeeper,54,400.0,13.0,,,,96.0,82.0,,147.0,496.0,,,,1.0,19.0,28.0,,145.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.0,,,,,,,,9.0,,,,,7.0,1.0,25.0,,28.0,,1.0,,117.0,5.0,,,572.0,28.0,,30.0,26.0,4.0,,,,,,,,1.0,,1.0,1.0,1.0,140.0,358.0,96.0,5.0,14.0,2520.0,,,,505.0,,,40.0,73.0,3.0,2.0,315.0,315.0,,70.0,,,,94.0,,1.0,,,24.0,351.0,,,448.0,15.0,28.0,3.0,,,115954.8603515625,,117.0,,358.0,270.0,,454.0,,806.0,,,,,0.0,,,1077.0,,,,5.0,16.0,3.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,20.0,138.0,1.0,2.0,15.0,27.0,7.0,173.0,30.0,180.0,139.0,4.0,22.0,33.0,20.0,53.0,5.0,3.0,31.0,20.0,,,,,,,,2.0,,,,,,,,,,
6045,90909.0,Mika,Michael,Simões Domingues,1991-03-08,Switzerland,Portugal,12.0,G,Goalkeeper,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
