id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,assist_handball_won,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_bx_left,att_bx_right,att_cmiss_high,att_cmiss_left,att_cmiss_right,att_corner,att_fastbreak,att_freekick_miss,att_freekick_total,att_goal_high_left,att_goal_low_right,att_hd_goal,att_hd_miss,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_post,att_ibox_target,att_lf_target,att_lf_total,att_lg_centre,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_post,att_obox_target,att_obp_goal,att_obx_centre,att_openplay,att_post_high,att_post_right,att_rf_target,att_rf_total,att_setpiece,att_sv_high_right,att_sv_low_centre,att_sv_low_right,backward_pass,ball_recovery,big_chance_missed,big_chance_scored,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,fifty_fifty,final_third_entries,fouled_final_third,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,head_pass,hit_woodwork,interception,interceptions_in_box,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,post_scoring_att,put_through,rightside_pass,shot_fastbreak,shot_off_target,six_yard_block,successful_fifty_fifty,successful_final_third_passes,successful_open_play_pass,successful_put_through,times_tackled,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_fastbreak,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,winning_goal,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,assist_attempt_saved,assist_blocked_shot,att_assist_setplay,att_cmiss_high_left,att_lf_goal,att_sv_high_left,att_sv_low_left,big_chance_created,corner_taken,goals_openplay,hand_ball,total_corners_intobox,total_offside,att_cmiss_high_right,att_freekick_target,att_goal_high_centre,att_goal_low_centre,att_goal_low_left,att_obxd_left,att_obx_left,att_one_on_one,att_rf_goal,att_sv_high_centre,freekick_cross,goal_assist_setplay,accurate_pull_back,att_hd_post,clearance_off_line,foul_throw_in,offside_provoked,shield_ball_oop,total_pull_back,att_goal_high_right,red_card,penalty_conceded,goal_kicks,accurate_freekick_cross,assist_own_goal,assist_penalty_won,penalty_won,goal_assist_deadball,att_lg_right,second_goal_assist,assist_pass_lost,assist_post,att_post_left,last_man_tackle,att_obox_goal,att_pen_goal,dangerous_play,assist_free_kick_won,att_pen_target,att_freekick_goal,goal_fastbreak,accurate_goal_kicks,att_lg_left,att_obxd_right,own_goals,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_save,diving_save,gk_smother,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,second_yellow,att_freekick_post,dive_catch,penalty_save,att_pen_post,att_pen_miss,att_obx_right
8143,314846.0,James Tarkowski,James,Tarkowski,1992-11-19,England,England,2.0,D,Centre Central Defender,418,491.0,95.0,3.0,321.0,20.0,,140.0,812.0,,4.0,64.0,153.0,35.0,,18.0,364.0,186.0,21.0,1.0,7.0,14.0,,1.0,,0.0,1.0,12.0,,,,,,1.0,12.0,4.0,18.0,2.0,1.0,14.0,,4.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,3.0,,,,1.0,,,1.0,,,0.0,3.0,8.0,,2.0,,61.0,171.0,5.0,1.0,3.0,22.0,2.0,14.0,7.0,1.0,,5.0,13.0,111.0,241.0,3.0,183.0,101.0,2.0,2.0,61.0,191.0,1.0,30.0,594.0,35.0,1.0,51.0,45.0,6.0,2.0,2.0,1.0,101.0,314.0,1.0,49.0,15.0,49.0,251.0,393.0,214.0,16.0,40.0,3107.0,4.0,6.0,6.0,1159.0,61.0,,132.0,152.0,39.0,4.0,394.0,394.0,1.0,105.0,65.0,,22.0,274.0,,14.0,,35.0,113.0,799.0,14.0,7.0,10.0,598.0,190.0,183.0,7.0,1.0,1.0,,265.0,9.0,583.0,88.0,,293.0,1180.0,22.0,1.0,,64.0,1.0,4.0,1667.0,68.0,13.0,13.0,19.0,0.0,6.0,5.0,3.0,44.0,11.0,,,,,,1.0,,,1.0,,,,,2.0,,2.0,,,,,,,,,,2.0,,1.0,,,3.0,,8.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
40320,298457.0,Percy Tau,Percy,Tau,1994-05-13,South Africa,South Africa,23.0,F,Left/Centre/Right Second Striker,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4402,296444.0,Neil Taylor,Neil,Taylor,1989-02-07,Wales,Wales,3.0,D,Left Full Back,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35781,138345.0,Allan Tchaptchet,Allan,Tchaptchet,2001-12-21,France,France,62.0,D,Defender,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92692,256874.0,Slobodan Tedic,Slobodan,Tedic,2000-04-13,Serbia,Serbia,9.0,F,Centre Striker,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14452,234848.0,Nathan Tella,Nathan,Tella,1999-07-05,England,England,23.0,M,Right Winger,418,22.0,4.0,2.0,81.0,,2.0,3.0,100.0,,0.0,18.0,6.0,14.0,,6.0,82.0,32.0,5.0,7.0,6.0,2.0,2.0,1.0,,,1.0,1.0,0.0,,,,,,1.0,,1.0,3.0,,1.0,,1.0,4.0,5.0,,2.0,,1.0,,1.0,,3.0,,4.0,,7.0,9.0,,,1.0,6.0,2.0,,1.0,3.0,38.0,54.0,1.0,,1.0,21.0,3.0,12.0,,9.0,3.0,23.0,5.0,85.0,51.0,1.0,8.0,3.0,,,34.0,18.0,7.0,17.0,56.0,10.0,,18.0,18.0,,1.0,,1.0,3.0,18.0,,6.0,1.0,6.0,25.0,18.0,7.0,7.0,1.0,811.0,,7.0,5.0,156.0,,4.0,50.0,28.0,20.0,1.0,158.0,158.0,7.0,27.0,20.0,,21.0,42.0,0.0,4.0,,16.0,48.0,95.0,13.0,39.0,7.0,30.0,13.0,8.0,26.0,12.0,12.0,0.0,84.0,8.0,143.0,8.0,2.0,14.0,161.0,12.0,9.0,4.0,13.0,1.0,3.0,371.0,21.0,41.0,41.0,22.0,0.0,2.0,10.0,6.0,9.0,2.0,,3.0,3.0,,,,,,,1.0,1.0,2.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5264,255615.0,Thiago,Thiago,Alcântara do Nascimento,1991-04-11,Italy,Spain,6.0,M,Centre Central Midfielder,418,519.0,89.0,2.0,817.0,,14.0,99.0,1335.0,,4.0,12.0,32.0,25.0,,16.0,67.0,50.0,9.0,16.0,25.0,5.0,1.0,1.0,,0.0,1.0,4.0,,,,1.0,,,,1.0,1.0,3.0,1.0,1.0,,4.0,1.0,3.0,,,,,2.0,3.0,11.0,4.0,,1.0,,16.0,18.0,,,3.0,21.0,3.0,,3.0,,226.0,126.0,1.0,,1.0,33.0,14.0,32.0,3.0,1.0,2.0,13.0,3.0,87.0,112.0,1.0,12.0,8.0,,2.0,50.0,246.0,2.0,19.0,398.0,17.0,1.0,7.0,5.0,2.0,4.0,3.0,4.0,8.0,69.0,,26.0,1.0,26.0,329.0,160.0,130.0,1.0,2.0,1533.0,11.0,18.0,6.0,1484.0,2.0,1.0,284.0,105.0,58.0,,210.0,210.0,19.0,31.0,76.0,,33.0,545.0,,5.0,2.0,34.0,390.0,1321.0,20.0,25.0,29.0,563.0,142.0,12.0,32.0,4.0,3.0,,479.0,6.0,939.0,4.0,14.0,136.0,1498.0,25.0,12.0,8.0,48.0,4.0,4.0,1756.0,20.0,16.0,16.0,13.0,0.0,21.0,20.0,5.0,29.0,2.0,,1.0,1.0,,,,,1.0,,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5754,196369.0,Thiago Silva,Thiago Emiliano,da Silva,1984-09-22,Brazil,Brazil,6.0,D,Centre Central Defender,418,1506.0,134.0,1.0,927.0,15.0,1.0,171.0,2432.0,,3.0,32.0,57.0,32.0,,8.0,154.0,99.0,17.0,1.0,7.0,15.0,,,,,,15.0,,,,,2.0,3.0,5.0,2.0,13.0,4.0,3.0,7.0,1.0,2.0,,2.0,,2.0,1.0,1.0,2.0,1.0,1.0,,,,,1.0,2.0,,1.0,,2.0,1.0,,,,94.0,214.0,,1.0,5.0,30.0,5.0,11.0,10.0,,2.0,3.0,10.0,58.0,106.0,5.0,95.0,41.0,,,69.0,265.0,1.0,12.0,926.0,28.0,3.0,28.0,24.0,4.0,,,,41.0,148.0,1.0,44.0,5.0,44.0,887.0,449.0,370.0,6.0,26.0,2651.0,1.0,6.0,5.0,2563.0,31.0,,146.0,214.0,41.0,5.0,209.0,209.0,1.0,128.0,85.0,1.0,30.0,715.0,,8.0,,46.0,239.0,2376.0,23.0,4.0,7.0,1578.0,209.0,95.0,7.0,2.0,2.0,,317.0,1.0,1046.0,43.0,1.0,261.0,2622.0,18.0,2.0,4.0,32.0,1.0,3.0,2937.0,25.0,7.0,7.0,12.0,1.0,16.0,6.0,3.0,21.0,2.0,,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,3.0,,18.0,,,1.0,,,4.0,,,1.0,1.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63836,267918.0,Bobby Thomas,Bobby,Thomas,2001-01-30,England,England,31.0,D,Centre Central Defender,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19869,302460.0,Dominic Thompson,Dominic,Thompson,2000-07-26,England,England,22.0,D,Left Full Back,418,12.0,1.0,,8.0,1.0,,1.0,20.0,,1.0,2.0,1.0,2.0,,1.0,9.0,13.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,3.0,5.0,,,,3.0,,1.0,,,2.0,,,6.0,2.0,,3.0,2.0,,,3.0,2.0,,1.0,20.0,2.0,,3.0,1.0,2.0,,,,2.0,4.0,,2.0,1.0,2.0,1.0,7.0,1.0,2.0,1.0,148.0,,,,36.0,2.0,,9.0,2.0,,,24.0,24.0,,5.0,,,3.0,13.0,,1.0,,2.0,4.0,19.0,,2.0,,19.0,2.0,3.0,2.0,2.0,2.0,,7.0,,20.0,6.0,,7.0,37.0,1.0,2.0,,1.0,,1.0,59.0,2.0,2.0,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5865,160314.0,Youri Tielemans,Youri,Tielemans,1997-05-07,Belgium,Belgium,8.0,M,Centre Central Midfielder,418,652.0,52.0,6.0,787.0,1.0,18.0,75.0,1426.0,4.0,12.0,19.0,24.0,32.0,,22.0,288.0,127.0,17.0,42.0,30.0,10.0,,7.0,1.0,1.0,3.0,9.0,1.0,,,3.0,,,,,,3.0,5.0,7.0,,2.0,,8.0,,9.0,2.0,2.0,6.0,3.0,17.0,15.0,,9.0,,42.0,43.0,,,11.0,51.0,5.0,,2.0,,253.0,188.0,1.0,4.0,5.0,61.0,20.0,58.0,4.0,13.0,16.0,30.0,8.0,153.0,159.0,5.0,36.0,20.0,0.0,3.0,80.0,242.0,3.0,32.0,540.0,29.0,6.0,42.0,35.0,7.0,4.0,3.0,4.0,20.0,76.0,1.0,21.0,2.0,21.0,564.0,205.0,144.0,11.0,11.0,2633.0,18.0,19.0,17.0,1654.0,13.0,1.0,147.0,318.0,108.0,5.0,423.0,423.0,17.0,66.0,105.0,,61.0,351.0,1.0,22.0,,42.0,360.0,1378.0,34.0,44.0,37.0,734.0,127.0,36.0,39.0,56.0,35.0,1.0,494.0,12.0,1030.0,20.0,19.0,146.0,1708.0,59.0,5.0,3.0,74.0,12.0,14.0,2229.0,36.0,44.0,44.0,36.0,1.0,13.0,25.0,20.0,38.0,3.0,4.0,13.0,9.0,,,3.0,1.0,,1.0,6.0,6.0,26.0,3.0,,21.0,,,,,1.0,1.0,,,1.0,6.0,2.0,6.0,,,,1.0,,0.0,,,1.0,,4.0,,1.0,,,,,,2.0,0.0,,,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12185,166103.0,Kieran Tierney,Kieran,Tierney,1997-06-05,Scotland,Scotland,3.0,D,Left Full Back,418,310.0,27.0,,452.0,6.0,0.0,44.0,746.0,,138.0,23.0,12.0,22.0,,3.0,142.0,93.0,8.0,7.0,17.0,,7.0,,,,,2.0,,,,,1.0,,,,,4.0,1.0,1.0,1.0,1.0,3.0,11.0,,1.0,,1.0,,2.0,1.0,3.0,,3.0,,7.0,13.0,1.0,,1.0,4.0,,,2.0,,206.0,85.0,,,5.0,40.0,5.0,1.0,9.0,65.0,14.0,8.0,3.0,50.0,55.0,5.0,49.0,23.0,,,41.0,150.0,4.0,5.0,322.0,22.0,1.0,21.0,20.0,1.0,3.0,3.0,3.0,23.0,65.0,2.0,15.0,,15.0,49.0,140.0,79.0,6.0,18.0,1918.0,11.0,9.0,5.0,896.0,5.0,4.0,323.0,20.0,90.0,2.0,309.0,309.0,6.0,41.0,38.0,1.0,40.0,327.0,,5.0,,23.0,242.0,739.0,18.0,22.0,20.0,350.0,68.0,49.0,23.0,79.0,79.0,,324.0,,633.0,41.0,0.0,114.0,904.0,15.0,4.0,,18.0,,175.0,1388.0,35.0,18.0,18.0,16.0,0.0,13.0,9.0,17.0,14.0,,,16.0,16.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,,,,,,,,,,0.0,,,,,,,5.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14778,287374.0,Tom Dele-Bashiru,Ayotomiwa,Dele-Bashiru,1999-09-17,England,Nigeria,19.0,M,Centre Central Midfielder,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115169,288984.0,Takehiro Tomiyasu,Takehiro,Tomiyasu,1998-11-05,Japan,Japan,18.0,D,Centre Central Defender,418,360.0,21.0,,400.0,9.0,1.0,36.0,747.0,1.0,128.0,40.0,47.0,21.0,,6.0,132.0,87.0,7.0,4.0,12.0,3.0,,3.0,1.0,,1.0,3.0,,,,,,,2.0,2.0,4.0,1.0,,4.0,,2.0,,2.0,,1.0,1.0,1.0,2.0,2.0,1.0,3.0,,,,4.0,6.0,,,,5.0,2.0,,1.0,1.0,142.0,89.0,,,9.0,31.0,2.0,11.0,7.0,16.0,15.0,12.0,2.0,84.0,104.0,9.0,55.0,29.0,,2.0,48.0,151.0,,16.0,389.0,20.0,,20.0,18.0,2.0,1.0,1.0,1.0,29.0,121.0,,24.0,3.0,24.0,282.0,128.0,82.0,6.0,16.0,1682.0,4.0,9.0,2.0,905.0,3.0,4.0,44.0,257.0,42.0,3.0,261.0,261.0,8.0,46.0,35.0,,31.0,108.0,,7.0,,22.0,210.0,732.0,19.0,18.0,13.0,416.0,42.0,55.0,15.0,31.0,31.0,,280.0,1.0,536.0,42.0,1.0,82.0,921.0,11.0,4.0,1.0,35.0,1.0,142.0,1357.0,21.0,27.0,27.0,13.0,0.0,13.0,9.0,5.0,17.0,2.0,,13.0,13.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517,51519.0,James Tomkins,James,Tomkins,1989-03-29,England,England,5.0,D,Defender,418,236.0,15.0,,40.0,2.0,,26.0,276.0,,1.0,5.0,10.0,8.0,,4.0,48.0,41.0,3.0,1.0,2.0,1.0,,,,,,1.0,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,2.0,,0.0,,1.0,,,1.0,,,,,1.0,,,,,1.0,3.0,,,,24.0,33.0,,1.0,,2.0,1.0,2.0,,,,,2.0,13.0,21.0,,18.0,6.0,,,10.0,17.0,,7.0,79.0,6.0,1.0,11.0,7.0,4.0,,,,6.0,20.0,,4.0,,4.0,113.0,48.0,25.0,4.0,9.0,546.0,1.0,1.0,2.0,301.0,8.0,,8.0,18.0,,1.0,45.0,45.0,,23.0,10.0,,2.0,103.0,,1.0,,7.0,11.0,265.0,,0.0,2.0,254.0,26.0,18.0,1.0,,,,21.0,,65.0,15.0,,51.0,319.0,4.0,1.0,2.0,8.0,,1.0,378.0,8.0,2.0,2.0,2.0,1.0,2.0,1.0,,3.0,2.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66588,298821.0,Jonathan Tomkinson,Jonathan,Tomkinson,2002-04-11,United States,United States,40.0,D,Defender,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107844,316226.0,Tommi O'Reilly,Tommi,O'Reilly,2003-12-15,England,England,58.0,M,Left/Right Winger,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13281,280651.0,Fikayo Tomori,Fikayo,Tomori,1997-12-19,Canada,England,23.0,D,Centre Central Defender,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9246,202655.0,Ivan Toney,Ivan,Toney,1996-03-16,England,England,17.0,F,Centre Striker,418,110.0,22.0,39.0,324.0,0.0,36.0,12.0,432.0,10.0,6.0,116.0,147.0,33.0,,19.0,250.0,174.0,72.0,16.0,38.0,38.0,7.0,14.0,4.0,4.0,1.0,17.0,2.0,,,,3.0,2.0,12.0,3.0,26.0,21.0,12.0,20.0,2.0,17.0,6.0,13.0,1.0,9.0,3.0,4.0,9.0,7.0,3.0,12.0,,1.0,,13.0,47.0,1.0,1.0,8.0,48.0,12.0,,5.0,3.0,134.0,105.0,6.0,10.0,2.0,42.0,24.0,26.0,8.0,21.0,7.0,44.0,5.0,256.0,284.0,2.0,42.0,35.0,,1.0,98.0,135.0,27.0,50.0,286.0,32.0,12.0,47.0,35.0,12.0,5.0,5.0,3.0,35.0,175.0,2.0,14.0,,14.0,121.0,44.0,13.0,16.0,4.0,2908.0,12.0,31.0,30.0,728.0,2.0,4.0,113.0,93.0,80.0,4.0,522.0,522.0,25.0,36.0,44.0,2.0,42.0,192.0,2.0,34.0,5.0,41.0,217.0,431.0,14.0,70.0,43.0,150.0,56.0,42.0,50.0,28.0,28.0,2.0,419.0,113.0,611.0,4.0,41.0,31.0,733.0,88.0,,1.0,33.0,16.0,12.0,1349.0,167.0,109.0,109.0,80.0,4.0,12.0,24.0,19.0,21.0,8.0,,2.0,2.0,,,,,,1.0,7.0,10.0,,3.0,2.0,,25.0,,,,1.0,7.0,,1.0,,10.0,2.0,,2.0,,2.0,1.0,,1.0,,,1.0,,,,,,,3.0,,1.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23033,314967.0,Lucas Torreira,Lucas,Torreira,1996-02-11,Uruguay,Uruguay,18.0,M,Defensive Midfielder,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43098,300303.0,Ferran Torres,Ferran,Torres,2000-02-29,Spain,Spain,19.0,F,Left/Centre/Right Attacking Midfielder,418,11.0,,,43.0,,7.0,,54.0,,,1.0,4.0,4.0,,1.0,9.0,8.0,10.0,3.0,,6.0,1.0,0.0,,,1.0,1.0,,,,,0.0,1.0,,,1.0,3.0,2.0,3.0,,2.0,1.0,5.0,,,,,1.0,3.0,2.0,1.0,,,,3.0,10.0,,,1.0,7.0,2.0,,1.0,1.0,28.0,6.0,1.0,2.0,1.0,6.0,5.0,3.0,1.0,2.0,2.0,2.0,,9.0,11.0,1.0,,,,,10.0,2.0,1.0,1.0,8.0,4.0,2.0,1.0,,1.0,1.0,1.0,1.0,,5.0,,,,,13.0,1.0,1.0,1.0,1.0,305.0,,1.0,4.0,65.0,,,12.0,9.0,4.0,,28.0,28.0,3.0,1.0,2.0,,6.0,21.0,,4.0,,3.0,26.0,49.0,2.0,4.0,1.0,16.0,2.0,,6.0,4.0,4.0,,35.0,2.0,58.0,,7.0,,70.0,13.0,2.0,,2.0,1.0,,108.0,27.0,4.0,4.0,1.0,0.0,3.0,4.0,4.0,2.0,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,0.0,1.0,,,,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12114,114783.0,Cenk Tosun,Cenk,Tosun,1991-06-07,Germany,Turkey,9.0,F,Centre Striker,418,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,6.0,,,,1.0,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,0.0,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,3.0,,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
