id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,appearances,clean_sheet,draws,goals,losses,own_goals,wins,yellow_card,goal_assist,red_card
85,41868.0,Lee Makel,Lee,Makel,1973-01-11,England,England,,M,Midfielder,2,2.0,0.0,1.0,,1.0,,,,,
424,2386.0,Chris Makin,Chris,Makin,1973-05-08,England,England,15.0,D,Defender,2,27.0,4.0,7.0,1.0,13.0,,7.0,,,2.0
281,270.0,Martyn Margetson,Martyn,Margetson,1971-09-08,Wales,Wales,,G,Goalkeeper,2,,,,,,,,,,
68,65.0,Nicky Marker,Nicky,Marker,1965-05-03,England,England,,D,Defender,2,23.0,7.0,5.0,,4.0,,14.0,1.0,,
835,884.0,Paul Marquis,Paul,Marquis,1972-08-29,England,England,,M,Midfielder,2,1.0,0.0,1.0,,,,,,,
812,1994.0,Chris Marsden,Chris,Marsden,1969-01-03,England,England,,M,Midfielder,2,7.0,0.0,2.0,,3.0,,2.0,1.0,,
264,42027.0,Mike Marsh,Mike,Marsh,1969-07-21,England,England,,M,Midfielder,2,35.0,8.0,11.0,2.0,12.0,1.0,12.0,2.0,4.0,
10,2043.0,Scott Marshall,Scott,Marshall,1973-05-01,Scotland,Scotland,,D,Defender,2,,,,,,,,,,
316,1303.0,Lee Martin,Lee,Martin,1968-02-05,England,England,,D,Defender,2,1.0,1.0,,,,,1.0,,,
759,789.0,Craig Maskell,Craig,Maskell,1968-04-10,England,England,,F,Forward,2,24.0,1.0,7.0,4.0,13.0,,4.0,,,
692,41887.0,Paul Mason,Paul,Mason,1963-09-03,England,England,4.0,M,Midfielder,2,22.0,7.0,6.0,3.0,9.0,,7.0,,,
728,957.0,Alex Mathie,Alex,Mathie,1968-12-20,Scotland,Scotland,,F,Forward,2,16.0,0.0,2.0,3.0,5.0,,9.0,,1.0,
259,5078.0,Dominic Matteo,Dominic,Matteo,1974-04-28,Scotland,Scotland,,D,Defender,2,11.0,1.0,4.0,,3.0,,4.0,,1.0,
114,936.0,Damien Matthew,Damien,Matthew,1970-09-23,England,England,,M,Midfielder,2,,,,,,,,,,
718,41765.0,Matty Appleby,Matthew,Appleby,1972-04-16,England,England,3.0,M,Midfielder,2,1.0,1.0,,,,,1.0,,,
67,1004.0,David May,David,May,1970-06-24,England,England,,D,Defender,2,40.0,15.0,9.0,1.0,8.0,,23.0,,,
238,2428.0,Gary McAllister,Gary,McAllister,1964-12-25,Scotland,Scotland,,M,Midfielder,2,42.0,18.0,16.0,8.0,8.0,,18.0,3.0,5.0,
58,799.0,Frank McAvennie,Frank,McAvennie,1959-11-22,Scotland,Scotland,,M,Midfielder,2,7.0,0.0,5.0,,2.0,,,1.0,,
738,763.0,Sean McCarthy,Sean,McCarthy,1967-09-12,England,England,,F,Forward,2,20.0,3.0,7.0,4.0,7.0,,6.0,,3.0,
337,146130.0,Brian McClair,Brian,McClair,1963-12-08,Scotland,Scotland,13.0,F,Forward,2,26.0,3.0,10.0,1.0,4.0,,12.0,,1.0,
421,404.0,Neil McDonald,Neil,McDonald,1965-11-02,England,England,,D,Defender,2,3.0,0.0,,,1.0,,2.0,1.0,,
602,580.0,Paul McGee,Paul,McGee,1968-05-17,Ireland,Ireland,,F,Forward,2,,,,,,,,,,
314,302.0,Pat McGibbon,Pat,McGibbon,1973-09-06,Northern Ireland,Northern Ireland,,D,Defender,2,,,,,,,,,,
156,41912.0,Eddie McGoldrick,Eddie,McGoldrick,1965-04-30,England,Ireland,,M,Midfielder,2,26.0,13.0,10.0,,5.0,,11.0,1.0,3.0,
5,5.0,Gavin McGowan,Gavin,McGowan,1976-01-16,England,England,,D,Defender,2,,,,,,,,,,
37,1362.0,Paul McGrath,Paul,McGrath,1959-12-04,Ireland,Ireland,,D,Defender,2,30.0,7.0,9.0,,10.0,1.0,11.0,2.0,1.0,
340,328.0,Colin McKee,Colin,McKee,1973-08-22,Scotland,Scotland,,F,Forward,2,1.0,0.0,1.0,,,,,,,
294,42048.0,Steve McMahon,Steve,McMahon,1961-08-20,England,England,,M,Midfielder,2,35.0,11.0,16.0,,11.0,,8.0,4.0,3.0,
271,3287.0,Steve McManaman,Steve,McManaman,1972-02-11,England,England,,M,Midfielder,2,30.0,6.0,7.0,2.0,12.0,,11.0,,8.0,
459,41404.0,Michael Meaker,Michael,Meaker,1971-08-18,Wales,Wales,17.0,M,Midfielder,2,14.0,3.0,5.0,1.0,5.0,,4.0,,,
377,362.0,Gary Megson,Gary,Megson,1959-05-02,England,England,,D,Defender,2,22.0,4.0,11.0,,6.0,1.0,5.0,3.0,2.0,
23,128586.0,Paul Merson,Paul,Merson,1968-03-20,England,England,9.0,M,Centre Central Midfielder,2,33.0,8.0,14.0,7.0,5.0,,14.0,1.0,,
303,292.0,Adie Mike,Adie,Mike,1973-11-16,England,England,,F,Forward,2,9.0,0.0,2.0,1.0,5.0,,2.0,,,
782,818.0,Ludek Miklosko,Ludek,Miklosko,1961-12-09,Czech Republic,Czech Republic,,G,Goalkeeper,2,42.0,14.0,13.0,,16.0,,13.0,,,
2,25908.0,Alan Miller,Alan,Miller,1970-03-29,England,England,,,,2,4.0,1.0,1.0,,2.0,,1.0,,,
429,1021.0,Mike Milligan,Mike,Milligan,1967-02-20,England,England,,M,Midfielder,2,39.0,6.0,12.0,,19.0,,8.0,4.0,2.0,
211,203.0,Simon Milton,Simon,Milton,1963-08-23,England,England,,M,Midfielder,2,15.0,2.0,8.0,1.0,6.0,,1.0,2.0,4.0,
64,42123.0,Bobby Mimms,Bobby,Mimms,1963-10-12,England,England,,G,Goalkeeper,2,13.0,5.0,5.0,,2.0,,6.0,,,
792,831.0,Paul Mitchell,Paul,Mitchell,1971-10-20,England,England,,M,Midfielder,2,1.0,0.0,,,1.0,,,,,
768,1065.0,John Moncur,John,Moncur,1966-09-22,England,England,,M,Midfielder,2,41.0,4.0,15.0,4.0,21.0,,5.0,4.0,3.0,
522,502.0,Kenneth Monkou,Kenneth,Monkou,1964-11-29,Suriname,Netherlands,,D,Defender,2,35.0,6.0,6.0,4.0,19.0,1.0,10.0,5.0,,
540,521.0,Paul Moody,Paul,Moody,1967-06-13,England,England,,F,Forward,2,5.0,0.0,2.0,,2.0,,1.0,,,
176,41936.0,Neil Moore,Neil,Moore,1972-09-21,England,England,,D,Defender,2,4.0,1.0,2.0,,2.0,,,,,
71,68.0,Kevin Moran,Kevin,Moran,1956-04-29,Ireland,Ireland,,D,Defender,2,19.0,5.0,3.0,1.0,5.0,,11.0,,,
680,686.0,Steve Morgan,Steve,Morgan,1968-09-19,England,England,,D,Defender,2,40.0,12.0,13.0,2.0,13.0,,14.0,,1.0,
803,842.0,Trevor Morley,Trevor,Morley,1961-03-20,England,England,,F,Forward,2,42.0,12.0,13.0,13.0,16.0,,13.0,3.0,4.0,
666,2436.0,Andy Morrison,Andy,Morrison,1970-07-30,Scotland,Scotland,,D,Defender,2,5.0,0.0,,,3.0,,2.0,2.0,,
7,41983.0,Steve Morrow,Steve,Morrow,1970-07-02,Northern Ireland,Northern Ireland,3.0,D,Defender,2,11.0,3.0,2.0,,3.0,,6.0,1.0,,
823,42033.0,Carl Muggleton,Carl,Muggleton,1968-09-13,England,England,,G,Goalkeeper,2,,,,,,,,,,
662,26554.0,Scott Murray,Scott,Murray,1974-05-26,Scotland,Scotland,7.0,M,Midfielder,2,,,,,,,,,,
771,806.0,Andy Mutch,Andy,Mutch,1963-12-28,England,England,,F,Forward,2,30.0,2.0,12.0,6.0,15.0,,3.0,3.0,4.0,1.0
102,2070.0,Andy Myers,Andy,Myers,1973-11-03,England,England,3.0,D,Defender,2,6.0,1.0,3.0,,2.0,,1.0,,,
267,257.0,Jan Mølby,Jan,Mølby,1963-07-04,Denmark,Denmark,,M,Midfielder,2,11.0,2.0,1.0,2.0,4.0,,6.0,1.0,,
143,138.0,Peter Ndlovu,Peter,Ndlovu,1973-02-25,Zimbabwe,Zimbabwe,,F,Forward,2,40.0,13.0,14.0,11.0,12.0,,14.0,2.0,6.0,
713,2791.0,Alan Neilson,Alan,Neilson,1972-09-26,Germany,Wales,,D,Defender,2,14.0,5.0,3.0,,2.0,,9.0,1.0,,
554,534.0,Stuart Nethercott,Stuart,Nethercott,1973-03-21,England,England,,D,Defender,2,10.0,3.0,1.0,,6.0,,3.0,,,
86,41826.0,Mike Newell,Mike,Newell,1965-01-27,England,England,,F,Forward,2,28.0,10.0,7.0,6.0,6.0,,15.0,2.0,7.0,
601,579.0,Aidan Newhouse,Aidan,Newhouse,1972-05-23,England,England,,F,Forward,2,,,,,,,,,,
380,365.0,Rob Newman,Rob,Newman,1963-12-13,England,England,,D,Defender,2,32.0,7.0,14.0,2.0,8.0,,10.0,4.0,,
231,1261.0,Jon Newsome,Jon,Newsome,1970-09-06,England,England,,D,Defender,2,29.0,10.0,10.0,1.0,7.0,1.0,12.0,6.0,1.0,
110,106.0,Eddie Newton,Eddie,Newton,1971-12-13,England,England,,M,Midfielder,2,36.0,10.0,8.0,,15.0,,13.0,1.0,4.0,
253,1260.0,Steve Nicol,Steve,Nicol,1961-12-11,Scotland,Scotland,,D,Defender,2,31.0,5.0,6.0,1.0,13.0,,12.0,1.0,3.0,
766,800.0,Luc Nijholt,Luc,Nijholt,1961-07-29,Netherlands,Netherlands,,M,Midfielder,2,32.0,4.0,11.0,1.0,18.0,,3.0,4.0,1.0,
744,2001.0,Roger Nilsen,Roger,Nilsen,1969-08-08,Norway,Norway,,D,Defender,2,22.0,7.0,8.0,,9.0,,5.0,1.0,1.0,
817,42061.0,Liam O'Brien,Liam,O'Brien,1964-09-05,Ireland,Ireland,,M,Midfielder,2,6.0,1.0,3.0,1.0,2.0,,1.0,,,
313,1653.0,John O'Kane,John,O'Kane,1974-11-15,England,England,,D,Defender,2,,,,,,,,,,
8,145924.0,David O'Leary,David,O'Leary,1958-05-02,Ireland,Ireland,16.0,D,Defender,2,10.0,4.0,4.0,,1.0,,5.0,1.0,,
34,3378.0,Michael Oakes,Michael,Oakes,1973-10-30,England,England,1.0,G,Goalkeeper,2,,,,,,,,,,
122,116.0,Steve Ogrizovic,Steve,Ogrizovic,1957-09-12,England,England,,G,Goalkeeper,2,33.0,11.0,10.0,,13.0,,10.0,,,
436,419.0,Ian Olney,Ian,Olney,1969-12-17,England,England,,F,Forward,2,10.0,1.0,2.0,1.0,7.0,,1.0,,1.0,
320,1934.0,Gary Pallister,Gary,Pallister,1965-06-30,England,England,,D,Defender,2,41.0,17.0,11.0,1.0,4.0,1.0,26.0,2.0,,
202,2230.0,Steve Palmer,Steve,Palmer,1968-03-31,England,England,,D,Defender,2,36.0,9.0,14.0,1.0,13.0,,9.0,2.0,1.0,
717,737.0,Nicos Papavasiliou,Nicos,Papavasiliou,1970-08-31,Cyprus,Cyprus,,M,Midfielder,2,7.0,1.0,3.0,,2.0,,2.0,,1.0,
48,976.0,Garry Parker,Garry,Parker,1965-09-07,England,England,,M,Midfielder,2,19.0,4.0,5.0,2.0,9.0,,5.0,1.0,2.0,
686,694.0,Joe Parkinson,Joe,Parkinson,1971-06-11,England,England,,M,Midfielder,2,,,,,,,,,,
19,3636.0,Ray Parlour,Ray,Parlour,1973-03-07,England,England,15.0,M,Midfielder,2,27.0,10.0,11.0,1.0,3.0,,13.0,1.0,4.0,
671,25930.0,Gavin Peacock,Gavin,Peacock,1967-11-18,England,England,,,,2,37.0,8.0,11.0,8.0,14.0,,12.0,2.0,5.0,
96,30403.0,Ian Pearce,Ian,Pearce,1974-05-07,England,England,,D,Defender,2,5.0,0.0,1.0,1.0,,,4.0,,,
503,1224.0,Nigel Pearson,Nigel,Pearson,1963-08-21,England,England,,D,Defender,2,5.0,0.0,2.0,,2.0,,1.0,,,
820,2291.0,Tore Pedersen,Tore,Pedersen,1969-09-29,Norway,Norway,,D,Defender,2,10.0,0.0,3.0,,5.0,,2.0,,,
747,773.0,Nathan Peel,Nathan,Peel,1972-05-17,England,England,,F,Forward,2,,,,,,,,,,
483,146815.0,John Pemberton,John,Pemberton,1964-11-18,England,England,12.0,M,Midfielder,2,17.0,2.0,6.0,,6.0,,5.0,5.0,,
465,447.0,Gary Penrice,Gary,Penrice,1964-03-23,England,England,,F,Forward,2,26.0,3.0,9.0,8.0,10.0,,7.0,2.0,3.0,
587,97107.0,Chris Perry,Chris,Perry,1973-04-26,England,England,5.0,D,Defender,2,2.0,0.0,1.0,,,,1.0,,,
629,1839.0,Andy Petterson,Andy,Petterson,1969-09-26,Australia,Australia,,G,Goalkeeper,2,,,,,,,,,,
224,215.0,Paul Pettinger,Paul,Pettinger,1975-10-01,England,England,,G,Goalkeeper,2,,,,,,,,,,
173,886.0,Gerry Peyton,Gerry,Peyton,1956-05-20,Ireland,Ireland,,G,Goalkeeper,2,,,,,,,,,,
291,1381.0,Terry Phelan,Terry,Phelan,1967-03-16,Ireland,Ireland,,D,Defender,2,30.0,7.0,14.0,1.0,12.0,,4.0,1.0,,
679,685.0,Ally Pickering,Ally,Pickering,1967-06-22,England,England,,D,Defender,2,4.0,1.0,1.0,,2.0,,1.0,,,
257,247.0,Torben Piechnik,Torben,Piechnik,1963-05-21,Denmark,Denmark,,D,Defender,2,1.0,0.0,,,1.0,,,,,
308,135707.0,Kevin Pilkington,Kevin,Pilkington,1974-03-08,England,England,44.0,G,Goalkeeper,2,,,,,,,,,,
420,403.0,Neil Pointon,Neil,Pointon,1964-11-28,England,England,,D,Defender,2,25.0,4.0,9.0,,8.0,,8.0,1.0,1.0,
372,357.0,John Polston,John,Polston,1968-06-10,England,England,,D,Defender,2,24.0,6.0,11.0,,5.0,,8.0,3.0,1.0,1.0
752,780.0,Adem Poric,Adem,Poric,1973-04-22,England,England,,M,Midfielder,2,6.0,0.0,3.0,,2.0,,1.0,1.0,1.0,
785,821.0,Steve Potts,Steve,Potts,1967-05-07,United States,England,,D,Defender,2,41.0,14.0,13.0,,16.0,,12.0,3.0,,
542,523.0,Lee Powell,Lee,Powell,1973-06-02,Wales,Wales,,F,Forward,2,1.0,0.0,,,1.0,,,,,
391,376.0,Lee Power,Lee,Power,1972-06-30,England,England,,F,Forward,2,5.0,0.0,2.0,,2.0,,1.0,1.0,,1.0
191,184.0,Preki,Predrag,Radosavljevic,1963-06-24,United States,United States,,M,Midfielder,2,23.0,0.0,6.0,1.0,11.0,,6.0,,1.0,
495,2910.0,Kevin Pressman,Kevin,Pressman,1967-11-06,England,England,,G,Goalkeeper,2,32.0,8.0,12.0,,5.0,,15.0,,1.0,
732,2444.0,Spencer Prior,Spencer,Prior,1971-04-22,England,England,,D,Defender,2,13.0,3.0,5.0,,5.0,,3.0,1.0,,
299,288.0,Mike Quigley,Mike,Quigley,1970-10-02,England,England,,M,Midfielder,2,2.0,0.0,,,2.0,,,1.0,,
142,137.0,Mick Quinn,Mick,Quinn,1969-12-17,England,England,,F,Forward,2,32.0,6.0,10.0,8.0,13.0,,9.0,1.0,1.0,
444,426.0,Karl Ready,Karl,Ready,1972-08-14,England,England,,D,Defender,2,22.0,2.0,6.0,1.0,8.0,,8.0,4.0,,1.0
262,3710.0,Jamie Redknapp,Jamie,Redknapp,1973-06-25,England,England,38.0,M,Midfielder,2,35.0,5.0,8.0,4.0,13.0,,14.0,2.0,1.0,
422,405.0,Steve Redmond,Steve,Redmond,1967-02-11,England,England,,D,Defender,2,33.0,5.0,10.0,1.0,16.0,1.0,7.0,6.0,,
301,514.0,Peter Reid,Peter,Reid,1956-06-20,England,England,,M,Midfielder,2,11.0,1.0,3.0,,5.0,,3.0,,,
124,118.0,David Rennie,David,Rennie,1964-08-29,Scotland,Scotland,,D,Defender,2,34.0,13.0,11.0,1.0,11.0,,12.0,,3.0,
43,1748.0,Kevin Richardson,Kevin,Richardson,1962-12-04,England,England,,M,Midfielder,2,40.0,12.0,11.0,5.0,14.0,,15.0,1.0,5.0,
196,189.0,Paul Rideout,Paul,Rideout,1964-08-14,England,England,,F,Forward,2,24.0,3.0,3.0,6.0,12.0,,9.0,,,
79,1991.0,Stuart Ripley,Stuart,Ripley,1967-11-20,England,England,,M,Midfielder,2,40.0,13.0,8.0,4.0,7.0,,25.0,2.0,8.0,
434,417.0,Andy Ritchie,Andy,Ritchie,1956-02-23,Scotland,Scotland,,F,Forward,2,22.0,1.0,6.0,1.0,12.0,,4.0,1.0,,
675,682.0,Graham Rix,Graham,Rix,1957-10-23,England,England,,F,Forward,2,,,,,,,,,,
442,27118.0,Tony Roberts,Tony,Roberts,1969-08-04,Wales,Wales,1.0,G,Goalkeeper,2,16.0,2.0,4.0,,7.0,,5.0,,,
681,687.0,Sandy Robertson,Sandy,Robertson,1971-04-26,Scotland,Scotland,,M,Midfielder,2,3.0,0.0,,,3.0,,,,,
386,985.0,Mark Robins,Mark,Robins,1969-12-22,England,England,,F,Forward,2,13.0,2.0,4.0,1.0,5.0,,4.0,,4.0,
711,29043.0,Matthew Robinson,Matthew,Robinson,1974-12-23,England,England,,D,Defender,2,0.0,,2.0,,3.0,,11.0,0.0,,
135,129.0,Stewart Robson,Stewart,Robson,1964-11-06,England,England,,M,Midfielder,2,1.0,0.0,,,,,1.0,,,
237,42142.0,David Rocastle,David,Rocastle,1967-05-02,England,England,,M,Midfielder,2,28.0,6.0,16.0,3.0,5.0,,7.0,3.0,4.0,
479,460.0,Paul Rogers,Paul,Rogers,1965-03-21,England,England,,M,Midfielder,2,25.0,7.0,10.0,3.0,10.0,,5.0,3.0,,
504,1610.0,Roland Nilsson,Roland,Nilsson,1963-11-27,Sweden,Sweden,,D,Defender,2,38.0,10.0,14.0,,8.0,,16.0,1.0,1.0,
274,817.0,Ronnie Rosenthal,Ronnie,Rosenthal,1963-10-11,Israel,Israel,,F,Forward,2,18.0,1.0,3.0,2.0,10.0,,5.0,,2.0,
704,2494.0,Uwe Rösler,Uwe,Rösler,1968-11-15,Germany,Germany,,F,Forward,2,12.0,1.0,7.0,5.0,2.0,,3.0,1.0,1.0,
684,2874.0,Gary Rowett,Gary,Rowett,1974-03-06,England,England,,D,Defender,2,2.0,0.0,,,2.0,,,,,
620,826.0,Keith Rowland,Keith,Rowland,1971-01-09,Northern Ireland,Northern Ireland,,D,Defender,2,24.0,5.0,9.0,,9.0,,6.0,2.0,2.0,
558,2011.0,Neil Ruddock,Neil,Ruddock,1968-05-09,England,England,,D,Defender,2,39.0,8.0,7.0,3.0,15.0,1.0,17.0,6.0,3.0,
275,1723.0,Ian Rush,Ian,Rush,1961-10-20,Wales,Wales,,F,Forward,2,42.0,8.0,9.0,14.0,16.0,,17.0,2.0,1.0,
568,946.0,Vinny Samways,Vinny,Samways,1968-10-27,England,England,,M,Midfielder,2,39.0,6.0,11.0,3.0,17.0,,11.0,7.0,2.0,
597,801.0,Lawrie Sanchez,Lawrie,Sanchez,1959-10-22,Northern Ireland,Northern Ireland,,M,Midfielder,2,23.0,4.0,9.0,2.0,9.0,,5.0,1.0,3.0,
60,2081.0,Dean Saunders,Dean,Saunders,1964-06-21,Wales,Wales,,F,Forward,2,38.0,11.0,12.0,10.0,13.0,,13.0,,3.0,
706,54999.0,Robbie Savage,Robbie,Savage,1974-10-18,Wales,Wales,8.0,M,Midfielder,2,,,,,,,,,,
586,2537.0,John Scales,John,Scales,1966-07-04,England,England,,D,Defender,2,37.0,11.0,10.0,,10.0,1.0,17.0,3.0,1.0,
307,143575.0,Peter Schmeichel,Peter,Schmeichel,1963-11-18,Denmark,Denmark,1.0,G,Goalkeeper,2,40.0,15.0,10.0,,4.0,,26.0,,1.0,
336,324.0,Paul Scholes,Paul,Scholes,1974-11-16,England,England,22.0,M,Centre Central Midfielder,2,,,,,,,,,,
660,97880.0,Riccardo Scimeca,Riccardo,Scimeca,1975-06-13,England,England,19.0,D,Defender,2,,,,,,,,,,
777,41934.0,Kevin Scott,Kevin,Scott,1966-12-17,England,England,,D,Defender,2,30.0,7.0,7.0,1.0,11.0,,12.0,3.0,,
310,1062.0,Les Sealey,Les,Sealey,1957-09-29,England,England,,G,Goalkeeper,2,,,,,,,,,,
1,119183.0,David Seaman,David,Seaman,1963-09-19,England,England,,G,Goalkeeper,2,39.0,19.0,17.0,,5.0,,17.0,,2.0,1.0
556,952.0,Steve Sedgley,Steve,Sedgley,1968-05-26,England,England,,D,Defender,2,42.0,7.0,12.0,6.0,19.0,,11.0,1.0,,
582,1999.0,Hans Segers,Hans,Segers,1961-10-30,Netherlands,Netherlands,,G,Goalkeeper,2,41.0,11.0,11.0,,13.0,,17.0,1.0,,
631,41810.0,Scott Sellars,Scott,Sellars,1965-11-27,England,England,8.0,M,Midfielder,2,30.0,11.0,4.0,4.0,8.0,,18.0,1.0,10.0,
20,27669.0,Ian Selley,Ian,Selley,1974-06-14,England,England,,M,Midfielder,2,18.0,5.0,6.0,,5.0,,7.0,3.0,2.0,
232,223.0,Kevin Sharp,Kevin,Sharp,1974-09-19,Canada,Canada,,D,Defender,2,10.0,3.0,5.0,,1.0,,4.0,1.0,,
328,2074.0,Lee Sharpe,Lee,Sharpe,1971-05-27,England,England,,M,Midfielder,2,30.0,8.0,7.0,9.0,3.0,,20.0,1.0,6.0,
24,24.0,Paul Shaw,Paul,Shaw,1973-09-04,England,England,,M,Midfielder,2,,,,,,,,,,
89,1440.0,Alan Shearer,Alan,Shearer,1970-08-13,England,England,9.0,F,Forward,2,40.0,14.0,9.0,31.0,8.0,,23.0,2.0,4.0,
762,41949.0,Jon Sheffield,Jon,Sheffield,1969-02-01,England,England,,G,Goalkeeper,2,2.0,0.0,1.0,,1.0,,,,,
141,136.0,Tony Sheridan,Tony,Sheridan,1974-10-21,Ireland,Ireland,,F,Forward,2,8.0,1.0,3.0,,2.0,,3.0,,,
576,110022.0,Teddy Sheringham,Teddy,Sheringham,1966-04-02,England,England,,F,Centre Second Striker,2,19.0,5.0,3.0,13.0,8.0,,8.0,2.0,5.0,
305,42042.0,Mike Sheron,Mike,Sheron,1972-01-11,England,England,,F,Forward,2,33.0,6.0,13.0,6.0,12.0,,8.0,,1.0,
78,3336.0,Tim Sherwood,Tim,Sherwood,1969-02-06,England,England,,M,Midfielder,2,38.0,15.0,8.0,2.0,7.0,1.0,23.0,,6.0,
802,146808.0,Danny Shipp,Danny,Shipp,1976-09-25,England,England,,F,Forward,2,,,,,,,,,,
116,4460.0,Neil Shipperley,Neil,Shipperley,1974-10-30,England,England,,F,Forward,2,24.0,3.0,6.0,4.0,11.0,,7.0,,1.0,
244,42108.0,Carl Shutt,Carl,Shutt,1961-10-10,England,England,,F,Forward,2,6.0,1.0,2.0,,2.0,,2.0,1.0,,
297,41974.0,Fitzroy Simpson,Fitzroy,Simpson,1970-02-26,England,Jamaica,,M,Midfielder,2,15.0,3.0,7.0,,6.0,,2.0,,,
103,29322.0,Frank Sinclair,Frank,Sinclair,1971-12-03,Jamaica,Jamaica,15.0,D,Defender,2,35.0,9.0,10.0,,15.0,,10.0,6.0,1.0,
456,1274.0,Andy Sinton,Andy,Sinton,1966-03-19,England,England,,M,Midfielder,2,25.0,2.0,10.0,3.0,8.0,,7.0,,4.0,
593,571.0,Justin Skinner,Justin,Skinner,1969-01-30,England,England,,M,Midfielder,2,,,,,,,,,,
691,699.0,Stuart Slater,Stuart,Slater,1969-03-27,England,England,,M,Midfielder,2,28.0,8.0,10.0,1.0,12.0,,6.0,,2.0,
42,41800.0,Bryan Small,Bryan,Small,1971-11-15,England,England,19.0,D,Defender,2,9.0,2.0,2.0,,4.0,,3.0,,,
26,26.0,Alan Smith,Alan,Smith,1962-11-21,England,England,,F,Forward,2,25.0,6.0,12.0,3.0,4.0,,9.0,,4.0,
189,41956.0,Ian Snodin,Ian,Snodin,1963-08-15,England,England,,M,Midfielder,2,29.0,6.0,6.0,,14.0,,9.0,4.0,,
172,2065.0,Neville Southall,Neville,Southall,1958-09-16,Wales,Wales,,G,Goalkeeper,2,42.0,11.0,8.0,,22.0,,12.0,,,
95,42017.0,Nigel Spackman,Nigel,Spackman,1960-12-02,England,England,,M,Midfielder,2,9.0,1.0,5.0,,1.0,,3.0,,,
239,30153.0,Gary Speed,Gary,Speed,1969-09-08,Wales,Wales,15.0,M,Midfielder,2,36.0,14.0,13.0,10.0,7.0,,16.0,3.0,5.0,
117,2033.0,John Spencer,John,Spencer,1970-09-11,Scotland,Scotland,,F,Forward,2,19.0,3.0,6.0,5.0,5.0,,8.0,2.0,1.0,
33,42069.0,Nigel Spink,Nigel,Spink,1958-08-08,England,England,,G,Goalkeeper,2,15.0,4.0,3.0,,5.0,,7.0,,,1.0
708,727.0,Pavel Srnicek,Pavel,Srnicek,1968-03-10,Czech Republic,Czech Republic,24.0,G,Goalkeeper,2,21.0,8.0,5.0,,5.0,,11.0,,,1.0
41,39.0,Steve Staunton,Steve,Staunton,1969-01-19,Ireland,Ireland,,D,Defender,2,24.0,6.0,7.0,3.0,8.0,,9.0,2.0,1.0,
674,42156.0,Mark Stein,Mark,Stein,1966-01-28,South Africa,England,,F,Forward,2,18.0,2.0,4.0,13.0,8.0,,6.0,,4.0,
441,146517.0,Jan Stejskal,Jan,Stejskal,1962-01-15,Czech Republic,Czech Republic,,G,Goalkeeper,2,26.0,8.0,8.0,,7.0,,11.0,,,
276,1491.0,Paul Stewart,Paul,Stewart,1964-10-07,England,England,,F,Forward,2,8.0,2.0,2.0,,3.0,,3.0,2.0,,
216,208.0,Mick Stockwell,Mick,Stockwell,1965-02-14,England,England,,M,Midfielder,2,42.0,14.0,16.0,1.0,17.0,,9.0,,1.0,
242,925.0,Gordon Strachan,Gordon,Strachan,1957-02-09,Scotland,Scotland,,M,Midfielder,2,33.0,13.0,10.0,3.0,8.0,,15.0,,5.0,
235,226.0,Frank Strandli,Frank,Strandli,1972-05-16,Norway,Norway,,M,Midfielder,2,4.0,0.0,1.0,,,,3.0,,,
111,3673.0,Graham Stuart,Graham,Stuart,1970-10-24,England,England,4.0,M,Midfielder,2,30.0,6.0,7.0,3.0,17.0,,6.0,,4.0,
583,27204.0,Neil Sullivan,Neil,Sullivan,1970-02-24,Scotland,Scotland,1.0,G,Goalkeeper,2,2.0,1.0,,,,,2.0,,,
769,3431.0,Nicky Summerbee,Nicky,Summerbee,1971-08-26,England,England,,M,Midfielder,2,38.0,2.0,15.0,3.0,20.0,,3.0,3.0,4.0,
373,358.0,Daryl Sutch,Daryl,Sutch,1971-09-11,England,England,,D,Defender,2,3.0,0.0,3.0,,,,,,,
390,4120.0,Chris Sutton,Chris,Sutton,1973-03-10,England,England,20.0,F,Forward,2,41.0,9.0,17.0,25.0,12.0,,12.0,3.0,11.0,
688,696.0,Paul Tait,Paul,Tait,1974-10-24,England,England,,F,Forward,2,,,,,,,,,,
594,572.0,Steve Talboys,Steve,Talboys,1966-09-18,England,England,,M,Midfielder,2,7.0,1.0,3.0,,2.0,,2.0,1.0,,
66,63.0,Frank Talia,Frank,Talia,1972-07-20,Australia,Australia,,G,Goalkeeper,2,,,,,,,,,,
215,41888.0,Adam Tanner,Adam,Tanner,1973-10-25,England,England,25.0,M,Midfielder,2,,,,,,,,,,
