id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,appearances,clean_sheet,draws,losses,wins,goals,goal_assist,yellow_card,own_goals,red_card
2509,3283.0,Michael Tarnat,Michael,Tarnat,1969-10-27,Germany,Germany,,D,Defender,12,32.0,6.0,11.0,12.0,9.0,3.0,5.0,6.0,1.0,
1941,14565.0,Alan Tate,Alan,Tate,1982-09-02,England,England,30.0,D,Centre Central Defender,12,,,,,,,,,,
2001,17956.0,Stathis Tavlaridis,Stathis,Tavlaridis,1980-01-25,Greece,Greece,36.0,D,Centre Central Defender,12,,,,,,,,,,
1242,178482.0,Maik Taylor,Maik,Taylor,1971-09-04,Northern Ireland,Northern Ireland,,G,Goalkeeper,12,34.0,13.0,12.0,10.0,12.0,,,,,2.0
2184,2829.0,Olivier Tebily,Olivier,Tebily,1975-12-19,Cote D’Ivoire,Cote D’Ivoire,27.0,D,Defender,12,27.0,6.0,9.0,8.0,10.0,,,4.0,,
1033,12313.0,Paul Telfer,Paul,Telfer,1971-10-21,Scotland,Scotland,,D,Defender,12,37.0,10.0,11.0,14.0,12.0,,2.0,3.0,,
1353,47414.0,John Terry,John,Terry,1980-12-07,England,England,26.0,D,Centre Central Defender,12,33.0,16.0,5.0,6.0,22.0,2.0,2.0,5.0,1.0,
1749,2186.0,Jo Tessem,Jo,Tessem,1972-02-28,Norway,Norway,21.0,M,Midfielder,12,3.0,0.0,1.0,,2.0,,,,,
2045,2624.0,Duong Thach,Duong,Thach,1985-12-09,Vietnam,Sweden,,F,Forward,12,,,,,,,,,,
1282,96171.0,Ben Thatcher,Ben,Thatcher,1975-11-30,Wales,Wales,33.0,D,Defender,12,29.0,7.0,12.0,12.0,5.0,1.0,1.0,8.0,2.0,
2008,30902.0,Jerome Thomas,Jerome,Thomas,1983-03-23,England,England,14.0,M,Left/Right Winger,12,1.0,0.0,1.0,,,,,,,
1664,27919.0,Andy O'Brien,Andy,O'Brien,1979-06-29,England,Ireland,,D,Defender,12,28.0,6.0,11.0,7.0,10.0,1.0,,2.0,1.0,2.0
2498,3268.0,Kevin O'Connor,Kevin,O'Connor,1982-02-24,Ireland,Ireland,9.0,F,Forward,12,,,,,,,,,,
2499,166807.0,Chris O'Grady,Chris,O'Grady,1986-01-25,England,England,10.0,F,Centre Striker,12,,,,,,,,,,
2238,10418.0,Sean O'Hanlon,Sean,O'Hanlon,1983-01-02,England,England,23.0,D,Centre Central Defender,12,,,,,,,,,,
2550,134599.0,Gary O'Neil,Gary,O'Neil,1983-05-18,England,England,19.0,M,Central Midfielder,12,3.0,0.0,,2.0,1.0,2.0,,,,
1717,130648.0,John O'Shea,John,O'Shea,1981-04-30,Ireland,Ireland,4.0,D,Centre Central Defender,12,33.0,6.0,6.0,9.0,18.0,2.0,,1.0,1.0,
34,3378.0,Michael Oakes,Michael,Oakes,1973-10-30,England,England,1.0,G,Goalkeeper,12,21.0,4.0,7.0,10.0,4.0,,,,,
958,10841.0,Matt Oakley,Matt,Oakley,1977-08-17,England,England,16.0,M,Centre Central Midfielder,12,7.0,4.0,3.0,1.0,3.0,,1.0,2.0,,
2326,27527.0,Richard Offiong,Richard,Offiong,1983-12-17,England,England,,F,Forward,12,,,,,,,,,,
2209,143568.0,Jay Jay Okocha,Jay Jay,Okocha,1973-08-14,Nigeria,Nigeria,10.0,M,Midfielder,12,35.0,8.0,9.0,13.0,13.0,,4.0,4.0,,
1950,2920.0,Paul Okon,Paul,Okon,1972-04-05,Australia,Australia,,D,Defender,12,,,,,,,,,,
2576,173622.0,Isaac Okoronkwo,Isaac,Okoronkwo,1978-05-01,Nigeria,Nigeria,23.0,D,Centre/Right Central Defender,12,7.0,1.0,3.0,2.0,2.0,,,2.0,,
2475,174015.0,Salomon Olembé,Salomon,Olembé,1980-12-08,Cameroon,Cameroon,20.0,M,Midfielder,12,12.0,0.0,,11.0,1.0,,,3.0,,
2551,3350.0,Sebastian Olszar,Sebastian,Olszar,1981-12-16,Poland,Poland,,F,Forward,12,,,,,,,,,,
2133,13618.0,Brett Ormerod,Brett,Ormerod,1976-10-18,England,England,10.0,F,Forward,12,22.0,1.0,5.0,11.0,6.0,5.0,,1.0,,
2322,121237.0,Bradley Orr,Bradley,Orr,1982-11-01,England,England,16.0,D,Right Full Back,12,,,,,,,,,,
1887,2371.0,Leon Osman,Leon,Osman,1981-05-17,England,England,21.0,M,Centre/Right Attacking Midfielder,12,4.0,0.0,,3.0,1.0,1.0,,,,
1250,279367.0,Egil Ostenstad,Egil,Ostenstad,1972-01-02,Norway,Norway,,F,Forward,12,,,,,,,,,,
2278,13578.0,Jon Otsemobor,Jon,Otsemobor,1983-03-23,England,England,31.0,D,Defender,12,5.0,0.0,2.0,2.0,1.0,,,1.0,,
2073,174304.0,Abdeslam Ouaddou,Abdeslam,Ouaddou,1978-11-01,Morocco,Morocco,27.0,D,Centre Central Defender,12,,,,,,,,,,
1208,6476.0,Michael Owen,Michael,Owen,1979-12-14,England,England,10.0,F,Centre Striker,12,29.0,9.0,9.0,7.0,13.0,16.0,3.0,,,
2419,101104.0,Quincy Owusu-Abeyie,Quincy,Owusu-Abeyie,1986-04-15,Netherlands,Ghana,21.0,F,Left/Right Winger,12,,,,,,,,,,
2293,25521.0,Paddy McCarthy,Patrick,McCarthy,1983-05-31,Ireland,Ireland,4.0,M,Midfielder,12,,,,,,,,,,
1623,1995.0,Marian Pahars,Marian,Pahars,1976-08-05,Latvia,Latvia,,F,Forward,12,14.0,1.0,3.0,7.0,4.0,2.0,1.0,,,
2418,99707.0,Michal Papadopulos,Michal,Papadopulos,1985-04-14,,,21.0,F,Centre Striker,12,,,,,,,,,,
1518,309724.0,Scott Parker,Scott,Parker,1980-10-13,England,England,,M,Midfielder,12,31.0,7.0,8.0,7.0,16.0,3.0,2.0,8.0,,1.0
19,3636.0,Ray Parlour,Ray,Parlour,1973-03-07,England,England,15.0,M,Midfielder,12,25.0,5.0,7.0,,18.0,,,7.0,,
1948,14694.0,Stuart Parnaby,Stuart,Parnaby,1982-07-19,England,England,12.0,D,Right Full Back,12,13.0,2.0,3.0,7.0,3.0,,,1.0,,
1922,30453.0,Richie Partridge,Richie,Partridge,1980-09-12,Ireland,Ireland,11.0,M,Midfielder,12,,,,,,,,,,
2540,100012.0,Petri Pasanen,Petri,Pasanen,1980-09-24,Finland,Finland,3.0,D,Left/Centre/Right Full Back,12,12.0,2.0,3.0,4.0,5.0,,,1.0,,
2596,3424.0,Patrizio Pascucci,Patrizio,Pascucci,1985-11-25,Italy,Italy,,F,Forward,12,,,,,,,,,,
96,30403.0,Ian Pearce,Ian,Pearce,1974-05-07,England,England,,D,Defender,12,13.0,5.0,5.0,4.0,4.0,,,,,
2048,2627.0,Henrik Pedersen,Henrik,Pedersen,1975-06-10,Denmark,Denmark,9.0,F,Forward,12,33.0,2.0,10.0,10.0,13.0,7.0,,2.0,,
2200,2853.0,Sebastian Pelzer,Sebastian,Pelzer,1980-09-24,Germany,Germany,,M,Midfielder,12,,,,,,,,,,
1096,3227.0,Mark Pembridge,Mark,Pembridge,1970-11-29,Wales,Wales,24.0,M,Midfielder,12,16.0,5.0,6.0,5.0,5.0,1.0,2.0,1.0,,
1495,15274.0,Jermaine Pennant,Jermaine,Pennant,1983-01-15,England,England,15.0,M,Right Winger,12,36.0,1.0,8.0,20.0,8.0,2.0,6.0,5.0,,
2554,29086.0,Vincent Pericard,Vincent,Pericard,1982-10-03,France,France,9.0,F,Forward,12,6.0,0.0,2.0,2.0,2.0,,,1.0,,
587,97107.0,Chris Perry,Chris,Perry,1973-04-26,England,England,5.0,D,Defender,12,29.0,7.0,7.0,10.0,12.0,1.0,,6.0,,
1300,2637.0,Emmanuel Petit,Emmanuel,Petit,1970-09-22,France,France,,M,Midfielder,12,4.0,0.0,1.0,,3.0,,1.0,1.0,,
2467,3223.0,Bobby Petta,Bobby,Petta,1974-08-06,Netherlands,Netherlands,,M,Midfielder,12,9.0,0.0,3.0,3.0,3.0,,,,,
2444,3180.0,Dwight Pezzarossi,Dwight,Pezzarossi,1979-09-04,Guatemala,Guatemala,37.0,M,Midfielder,12,,,,,,,,,,
921,110040.0,Phil Neville,Philip,Neville,1977-01-21,England,England,18.0,M,Centre Defensive Midfielder,12,31.0,9.0,5.0,7.0,19.0,,2.0,5.0,,
1768,11265.0,Kevin Phillips,Kevin,Phillips,1973-07-25,England,England,28.0,F,Centre Striker,12,34.0,3.0,10.0,14.0,10.0,12.0,3.0,2.0,,1.0
2231,20719.0,Lenny Pidgeley,Lenny,Pidgeley,1984-02-07,England,England,40.0,G,Goalkeeper,12,,,,,,,,,,
1835,143177.0,Robert Pires,Robert,Pires,1973-10-29,France,France,7.0,M,Midfielder,12,36.0,4.0,10.0,,26.0,14.0,8.0,,,
1433,2360.0,Alessandro Pistone,Alessandro,Pistone,1975-07-27,Italy,Italy,,D,Defender,12,21.0,2.0,7.0,9.0,5.0,,,1.0,,
1859,175733.0,Courtney Pitt,Courtney,Pitt,1981-12-17,England,England,,M,Midfielder,12,,,,,,,,,,
2330,41294.0,Michael Poke,Michael,Poke,1985-11-21,England,England,1.0,G,Goalkeeper,12,,,,,,,,,,
891,10319.0,Kevin Poole,Kevin,Poole,1963-07-21,England,England,1.0,G,Goalkeeper,12,,,,,,,,,,
2487,176808.0,Levi Porter,Levi,Porter,1987-04-06,England,England,,M,Midfielder,12,,,,,,,,,,
2167,2803.0,Stefan Postma,Stefan,Postma,1976-06-10,Netherlands,Netherlands,,G,Goalkeeper,12,2.0,0.0,1.0,,1.0,,,,,
2506,186213.0,Darren Potter,Darren,Potter,1984-12-21,Ireland,Ireland,8.0,M,Centre Central Midfielder,12,,,,,,,,,,
1168,96263.0,Chris Powell,Chris,Powell,1969-09-08,England,England,29.0,D,Defender,12,16.0,1.0,5.0,6.0,5.0,,1.0,1.0,,
1355,2769.0,Gustavo Poyet,Gustavo,Poyet,1967-11-15,Uruguay,Uruguay,,M,Midfielder,12,20.0,2.0,4.0,7.0,9.0,3.0,1.0,1.0,,
2471,280982.0,Darren Pratley,Darren,Pratley,1985-04-22,England,England,18.0,M,Centre Central Midfielder,12,1.0,0.0,,1.0,,,,,,
495,2910.0,Kevin Pressman,Kevin,Pressman,1967-11-06,England,England,,G,Goalkeeper,12,,,,,,,,,,
2541,98303.0,Linvoy Primus,Linvoy,Primus,1973-09-14,England,England,2.0,D,Centre/Right Central Defender,12,21.0,4.0,5.0,8.0,8.0,,,,,
2410,3132.0,Ashley Probets,Ashley,Probets,1984-12-13,England,England,,D,Defender,12,,,,,,,,,,
2515,3292.0,Dorryl Proffitt,Dorryl,Proffitt,1985-05-02,England,England,,F,Forward,12,,,,,,,,,,
2605,175739.0,Adam Proudlock,Adam,Proudlock,1981-05-09,England,England,,F,Forward,12,,,,,,,,,,
1607,10587.0,David Prutton,David,Prutton,1981-09-12,England,England,12.0,M,Centre Central Midfielder,12,27.0,4.0,7.0,11.0,9.0,1.0,2.0,4.0,,1.0
2307,11213.0,Danny Pugh,Danny,Pugh,1982-10-19,England,England,14.0,D,Left Full Back,12,,,,,,,,,,
2545,110338.0,Anthony Pulis,Anthony,Pulis,1984-07-21,England,England,6.0,M,Midfielder,12,,,,,,,,,,
2181,41101.0,Darren Purse,Darren,Purse,1977-02-14,England,England,,D,Defender,12,9.0,4.0,5.0,1.0,3.0,,,,,1.0
1092,41994.0,Nigel Quashie,Nigel,Quashie,1978-07-20,Scotland,Scotland,19.0,M,Midfielder,12,21.0,2.0,8.0,6.0,7.0,1.0,,5.0,,
2120,95416.0,Franck Queudrue,Franck,Queudrue,1978-08-27,France,France,,D,Defender,12,31.0,12.0,8.0,11.0,12.0,,1.0,3.0,1.0,
1954,2481.0,Wayne Quinn,Wayne,Quinn,1976-11-19,England,England,,D,Defender,12,,,,,,,,,,
1715,31297.0,Paul Rachubka,Paul,Rachubka,1981-05-21,United States,England,21.0,G,Goalkeeper,12,,,,,,,,,,
886,961.0,Lucas Radebe,Lucas,Radebe,1969-04-12,South Africa,South Africa,5.0,D,Defender,12,14.0,1.0,5.0,6.0,3.0,,,2.0,,
2066,3590.0,Tomasz Radzinski,Tomasz,Radzinski,1973-12-14,Canada,Canada,13.0,F,Forward,12,34.0,2.0,9.0,16.0,9.0,8.0,4.0,2.0,,
1259,29972.0,Alex Rae,Alex,Rae,1969-09-30,Scotland,Scotland,39.0,M,Midfielder,12,33.0,5.0,11.0,16.0,6.0,5.0,3.0,10.0,,1.0
2532,19464.0,Peter Ramage,Peter,Ramage,1983-11-22,England,England,36.0,D,Centre Central Defender,12,,,,,,,,,,
2216,274363.0,Darren Randolph,Darren,Randolph,1987-05-12,Ireland,Ireland,,G,Goalkeeper,12,,,,,,,,,,
1978,2512.0,Serhiy Rebrov,Serhiy,Rebrov,1974-06-03,Ukraine,Ukraine,,F,Forward,12,,,,,,,,,,
262,3710.0,Jamie Redknapp,Jamie,Redknapp,1973-06-25,England,England,38.0,M,Midfielder,12,17.0,2.0,3.0,10.0,4.0,1.0,,7.0,,
2273,16276.0,Damian Reeves,Damian,Reeves,1985-12-18,England,England,10.0,F,Forward,12,,,,,,,,,,
2468,43639.0,Zesh Rehman,Zesh,Rehman,1983-10-14,Pakistan,Pakistan,31.0,D,Centre Central Defender,12,1.0,0.0,1.0,,,,,,,
2435,13908.0,Steven Reid,Steven,Reid,1981-03-10,Ireland,Ireland,18.0,D,Right Full Back,12,16.0,0.0,3.0,11.0,2.0,,,1.0,,1.0
2415,153014.0,José Antonio Reyes,José Antonio,Reyes,1983-09-01,Spain,Spain,19.0,M,Left/Right Winger,12,13.0,0.0,5.0,,8.0,2.0,1.0,,,
2138,3288.0,Claudio Reyna,Claudio,Reyna,1973-07-20,United States,United States,,M,Midfielder,12,23.0,2.0,7.0,9.0,7.0,1.0,1.0,,,
2599,3434.0,Ricardinho,Ricardo Luiz,Pozzi Rodrigues,1976-04-04,Brazil,Brazil,,M,Midfielder,12,,,,,,,,,,
2305,101137.0,Ricardo,Ricardo,López Felipe,1971-12-30,Spain,Spain,25.0,G,Goalkeeper,12,,,,,,,,,,
2447,21545.0,Ricardo Vaz Tê,Ricardo Jorge,Vaz Tê,1986-10-01,Portugal,Portugal,,F,Forward,12,1.0,0.0,,1.0,,,,,,
1748,2767.0,Dean Richards,Dean,Richards,1974-06-09,England,England,,D,Defender,12,23.0,4.0,4.0,12.0,7.0,,1.0,3.0,,
2258,35126.0,Frazer Richardson,Frazer,Richardson,1982-10-29,England,England,25.0,D,Full Back,12,4.0,0.0,2.0,2.0,,,,,,
2438,115025.0,Donovan Ricketts,Donovan,Ricketts,1977-07-06,Jamaica,Jamaica,1.0,G,Goalkeeper,12,,,,,,,,,,
2013,161267.0,Liam Ridgewell,Liam,Ridgewell,1984-07-21,England,England,6.0,D,Centre Central Defender,12,11.0,1.0,3.0,3.0,5.0,,,,,
1695,176253.0,Chris Riggott,Chris,Riggott,1980-09-01,England,England,,D,Defender,12,17.0,4.0,3.0,8.0,6.0,,,2.0,,
2110,15706.0,John Arne Riise,John Arne,Riise,1980-09-24,Norway,Norway,6.0,D,Left Full Back,12,28.0,9.0,5.0,9.0,14.0,,4.0,,,
1928,2439.0,Paul Ritchie,Paul,Ritchie,1975-08-21,Scotland,Scotland,,D,Defender,12,,,,,,,,,,
2126,4831.0,Laurent Robert,Laurent,Robert,1975-05-21,France,France,26.0,M,Midfielder,12,35.0,2.0,16.0,8.0,11.0,6.0,6.0,1.0,,1.0
2385,177520.0,Jason Roberts,Jason,Roberts,1978-01-25,Grenada,Grenada,33.0,F,Centre Striker,12,10.0,0.0,1.0,8.0,1.0,1.0,,,,
1404,18840.0,Paul Robinson,Paul,Robinson,1979-10-15,England,England,17.0,G,Goalkeeper,12,36.0,3.0,8.0,20.0,8.0,,,1.0,,1.0
2453,98041.0,Craig Rocastle,Craig,Rocastle,1981-08-17,England,Grenada,,D,Defender,12,,,,,,,,,,
1600,2708.0,Alan Rogers,Alan,Rogers,1977-01-03,England,England,15.0,D,Defender,12,8.0,1.0,2.0,6.0,,,,,,1.0
2225,112352.0,Dennis Rommedahl,Dennis,Rommedahl,1978-07-22,Denmark,Denmark,,M,Left/Right Winger,12,,,,,,,,,,
2064,285067.0,Wayne Rooney,Wayne,Rooney,1985-10-24,England,England,32.0,F,Centre Second Striker,12,34.0,4.0,11.0,15.0,8.0,9.0,4.0,11.0,,
2597,3427.0,Roque Júnior,José Vítor Roque,Júnior,1976-08-31,Brazil,Brazil,,D,Defender,12,5.0,0.0,,5.0,,,,1.0,,1.0
2578,3396.0,Denes Rosa,Denes,Rosa,1977-04-07,Hungary,Hungary,,M,Midfielder,12,,,,,,,,,,
2464,90689.0,Liam Rosenior,Liam,Rosenior,1984-07-09,England,England,23.0,D,Defender,12,,,,,,,,,,
2104,13309.0,Matt Heath,Matt,Heath,1981-01-11,England,England,23.0,D,Defender,12,13.0,3.0,6.0,5.0,2.0,,,2.0,,
2568,105783.0,Hélder Postiga,Hélder Manuel,Marques Postiga,1982-08-02,Portugal,Portugal,9.0,F,Centre Striker,12,19.0,0.0,2.0,12.0,5.0,1.0,1.0,1.0,,
1335,1580.0,Stéphane Henchoz,Stéphane,Henchoz,1974-09-07,Switzerland,Switzerland,16.0,D,Defender,12,18.0,6.0,7.0,5.0,6.0,,,4.0,,
2010,30077.0,Wayne Henderson,Wayne,Henderson,1983-09-16,Ireland,Ireland,22.0,G,Goalkeeper,12,,,,,,,,,,
848,12990.0,Lee Hendrie,Lee,Hendrie,1977-05-18,England,England,,M,Midfielder,12,32.0,1.0,9.0,12.0,11.0,2.0,3.0,10.0,,
2569,282043.0,Wayne Hennessey,Wayne,Hennessey,1987-01-24,Wales,Wales,13.0,G,Goalkeeper,12,,,,,,,,,,
1659,126650.0,Thierry Henry,Thierry,Henry,1977-08-17,France,France,12.0,F,Centre Striker,12,37.0,15.0,11.0,,26.0,30.0,6.0,3.0,,
2244,2906.0,Martin Herrera,Martin,Herrera,1970-09-13,Argentina,Argentina,,G,Goalkeeper,12,,,,,,,,,,
908,14283.0,Emile Heskey,Emile,Heskey,1978-01-11,England,England,19.0,F,Centre Striker,12,35.0,6.0,9.0,10.0,16.0,7.0,4.0,1.0,,
1881,2363.0,Tony Hibbert,Tony,Hibbert,1981-02-20,England,England,2.0,D,Right Full Back,12,25.0,8.0,7.0,12.0,6.0,,1.0,1.0,,
1426,13840.0,Danny Higginbotham,Danny,Higginbotham,1978-12-29,England,Gibraltar,4.0,D,Defender,12,27.0,5.0,7.0,12.0,8.0,,,3.0,,
365,3266.0,Craig Hignett,Craig,Hignett,1970-01-12,England,England,,F,Forward,12,13.0,0.0,4.0,6.0,3.0,1.0,,2.0,,
2142,112816.0,Lars Hirschfeld,Lars,Hirschfeld,1978-10-17,Canada,Canada,1.0,G,Goalkeeper,12,,,,,,,,,,
1080,2008.0,Shaka Hislop,Shaka,Hislop,1969-02-22,England,Trinidad & Tobago,,G,Goalkeeper,12,30.0,6.0,8.0,11.0,11.0,,,1.0,,
1840,6294.0,Thomas Hitzlsperger,Thomas,Hitzlsperger,1982-04-05,Germany,Germany,16.0,M,Left/Centre Central Midfielder,12,32.0,4.0,8.0,10.0,14.0,3.0,6.0,4.0,,
1898,128607.0,Matt Holland,Matt,Holland,1974-04-11,Ireland,Ireland,9.0,M,Centre Central Midfielder,12,38.0,10.0,11.0,13.0,14.0,6.0,1.0,,,
9436,167517.0,Danny Hollands,Danny,Hollands,1985-11-06,England,England,19.0,M,Centre Central Midfielder,12,,,,,,,,,,
2196,96834.0,Geoff Horsfield,Geoff,Horsfield,1973-11-01,England,England,28.0,F,Forward,12,3.0,0.0,1.0,,2.0,,,,,
2516,263400.0,Tim Howard,Tim,Howard,1979-03-06,United States,United States,1.0,G,Goalkeeper,12,32.0,12.0,4.0,8.0,20.0,,1.0,,,
2538,3323.0,Eddie Howe,Eddie,Howe,1977-11-29,England,England,,D,Defender,12,,,,,,,,,,
714,3174.0,Steve Howey,Steve,Howey,1971-10-26,England,England,,D,Defender,12,16.0,5.0,5.0,7.0,4.0,1.0,,2.0,,
2163,144722.0,Justin Hoyte,Justin,Hoyte,1984-11-20,England,,32.0,D,Right Full Back,12,1.0,0.0,,,1.0,,,,,
1371,176377.0,Hermann Hreidarsson,Hermann,Hreidarsson,1974-07-11,Iceland,Iceland,5.0,D,Defender,12,33.0,10.0,11.0,10.0,12.0,2.0,1.0,3.0,,
1082,3684.0,Darren Huckerby,Darren,Huckerby,1976-04-23,England,England,6.0,F,Forward,12,,,,,,,,,,
2074,132602.0,Mark Hudson,Mark,Hudson,1982-03-30,England,England,5.0,D,Centre Central Defender,12,,,,,,,,,,
2187,175717.0,Bryan Hughes,Bryan,Hughes,1976-06-19,England,England,27.0,M,Midfielder,12,26.0,3.0,11.0,9.0,6.0,3.0,1.0,,,
2325,114283.0,Hugo Viana,Hugo Miguel,Ferreira Viana,1983-01-15,Portugal,Portugal,45.0,M,Left/Centre Winger,12,16.0,0.0,5.0,6.0,5.0,,1.0,2.0,,
2497,104275.0,Iain Hume,Iain,Hume,1983-10-30,Canada,Canada,10.0,F,Centre Striker,12,,,,,,,,,,
2031,261185.0,Nicky Hunt,Nicky,Hunt,1983-09-03,England,England,,D,Central Defender,12,31.0,6.0,7.0,10.0,14.0,1.0,1.0,6.0,,
2053,131515.0,Robert Huth,Robert,Huth,1984-08-18,Germany,Germany,,D,Defender,12,16.0,4.0,4.0,3.0,9.0,,,6.0,,1.0
2170,2807.0,Leon Hylton,Leon,Hylton,1983-01-27,,,,D,Defender,12,,,,,,,,,,
1710,2140.0,Sami Hyypiä,Sami,Hyypiä,1973-10-07,Finland,Finland,4.0,D,Defender,12,38.0,15.0,12.0,10.0,16.0,4.0,,1.0,1.0,
2570,176479.0,Carl Ikeme,Carl,Ikeme,1986-06-08,Nigeria,Nigeria,27.0,G,Goalkeeper,12,,,,,,,,,,
453,1915.0,Andy Impey,Andy,Impey,1971-09-30,England,England,2.0,M,Midfielder,12,13.0,3.0,3.0,7.0,3.0,,,1.0,,
2005,3742.0,Junichi Inamoto,Junichi,Inamoto,1979-09-18,Japan,Japan,,M,Midfielder,12,22.0,4.0,8.0,5.0,9.0,2.0,1.0,8.0,,
326,3400.0,Paul Ince,Paul,Ince,1967-10-21,England,England,8.0,M,Midfielder,12,32.0,6.0,9.0,17.0,6.0,2.0,2.0,13.0,,1.0
2604,178415.0,Ivar Ingimarsson,Ivar,Ingimarsson,1977-08-20,Iceland,Iceland,4.0,D,Defender,12,,,,,,,,,,
315,3386.0,Denis Irwin,Denis,Irwin,1965-10-31,Ireland,Ireland,,D,Defender,12,32.0,5.0,11.0,16.0,5.0,,2.0,4.0,,
2208,2862.0,Ivan Campo,Ivan,Campo,1974-02-21,Spain,Spain,8.0,M,Midfielder,12,38.0,10.0,11.0,13.0,14.0,4.0,1.0,9.0,,
1277,27112.0,Steffen Iversen,Steffen,Iversen,1976-11-10,Norway,Norway,9.0,F,Forward,12,16.0,0.0,5.0,9.0,2.0,4.0,,1.0,,
670,3475.0,Muzzy Izzet,Muzzy,Izzet,1974-10-31,England,Turkey,6.0,M,Midfielder,12,30.0,9.0,11.0,13.0,6.0,2.0,14.0,8.0,,
1342,57722.0,Jussi Jääskeläinen,Jussi,Jääskeläinen,1975-04-19,Finland,Finland,22.0,G,Goalkeeper,12,38.0,10.0,11.0,13.0,14.0,,,2.0,,
1838,16959.0,Danny Jackman,Danny,Jackman,1983-01-03,England,England,,D,Defender,12,,,,,,,,,,
1773,10457.0,Johnnie Jackson,Johnnie,Jackson,1982-08-15,England,England,4.0,M,Centre Central Midfielder,12,11.0,0.0,2.0,5.0,4.0,1.0,2.0,,,
252,55236.0,David James,David,James,1970-08-01,England,England,1.0,G,Goalkeeper,12,17.0,3.0,7.0,6.0,4.0,,,,,
960,29919.0,Jamie Clapham,James,Clapham,1975-12-07,England,England,19.0,D,Defender,12,25.0,10.0,11.0,8.0,6.0,,1.0,,,
1381,3836.0,Matt Jansen,Matt,Jansen,1977-10-20,England,England,17.0,F,Forward,12,19.0,0.0,3.0,10.0,6.0,2.0,2.0,,,
2445,3181.0,Mario Jardel,Mario,Jardel,1973-09-18,Brazil,Brazil,,F,Forward,12,7.0,0.0,3.0,4.0,,,,1.0,,
2446,3182.0,Javi Moreno,Javier,Moreno,1974-09-10,Spain,Spain,,F,Forward,12,8.0,0.0,1.0,3.0,4.0,,,,,
2199,12337.0,Jay McEveley,James,McEveley,1985-02-11,Scotland,Scotland,6.0,D,Left/Centre Full Back,12,,,,,,,,,,
1402,97081.0,Francis Jeffers,Francis,Jeffers,1981-01-25,England,England,9.0,F,Forward,12,18.0,1.0,7.0,8.0,3.0,,,2.0,,
2127,124631.0,Jermaine Jenas,Jermaine,Jenas,1983-02-18,England,England,16.0,M,Centre Central Midfielder,12,31.0,9.0,14.0,7.0,10.0,2.0,2.0,3.0,,
2530,277646.0,Cameron Jerome,Cameron,Jerome,1986-08-14,England,England,35.0,F,Centre Striker,12,,,,,,,,,,
1952,2479.0,Joseph-Desire Job,Joseph-Desire,Job,1977-12-01,Cameroon,Cameroon,16.0,F,Forward,12,24.0,0.0,3.0,12.0,9.0,5.0,3.0,1.0,,
2017,3247.0,Nils-Eric Johansson,Nils-Eric,Johansson,1980-01-13,Sweden,Sweden,15.0,D,Defender,12,14.0,1.0,6.0,5.0,3.0,,,,,
2193,98136.0,Stern John,Stern,John,1976-10-30,Trinidad & Tobago,Trinidad & Tobago,,F,Forward,12,29.0,0.0,13.0,8.0,8.0,4.0,,,,
1210,3642.0,Ronny Johnsen,Ronny,Johnsen,1969-06-10,Norway,Norway,25.0,D,Defender,12,23.0,4.0,7.0,8.0,8.0,1.0,,3.0,,
1336,13789.0,Damien Johnson,Damien,Johnson,1978-11-18,Northern Ireland,Northern Ireland,20.0,M,Midfielder,12,35.0,11.0,14.0,10.0,11.0,1.0,4.0,6.0,,
1267,2734.0,Allan Johnston,Allan,Johnston,1973-12-14,Scotland,Scotland,,M,Midfielder,12,,,,,,,,,,
1455,25948.0,Paul Jones,Paul,Jones,1967-04-18,Wales,Wales,,,,12,26.0,8.0,8.0,11.0,7.0,,,,,
1929,10889.0,Stephen Jordan,Stephen,Jordan,1982-03-06,England,England,4.0,D,Left Full Back,12,2.0,0.0,,,2.0,,,,,
1072,1228.0,Juninho Paulista,Osvaldo,Giroldo Júnior,1973-02-22,Brazil,Brazil,,M,Midfielder,12,31.0,5.0,8.0,13.0,10.0,8.0,2.0,2.0,,
1621,25955.0,Hassan Kachloul,Hassan,Kachloul,1973-02-19,Morocco,Morocco,,,,12,4.0,0.0,1.0,,3.0,,,,,
1805,101300.0,Frederic Kanoute,Frederic,Kanoute,1977-09-02,France,Mali,12.0,F,Centre Striker,12,27.0,2.0,5.0,13.0,9.0,7.0,1.0,,,
1502,4272.0,Kanu,Nwankwo,Kanu,1976-08-01,Nigeria,Nigeria,27.0,F,Centre Second Striker,12,10.0,0.0,4.0,,6.0,1.0,2.0,,,
2602,3442.0,Yoshikatsu Kawaguchi,Yoshikatsu,Kawaguchi,1975-08-15,Japan,Japan,,G,Goalkeeper,12,,,,,,,,,,
407,119241.0,Roy Keane,Roy,Keane,1971-08-10,Ireland,Ireland,16.0,M,Midfielder,12,28.0,8.0,5.0,4.0,19.0,3.0,3.0,2.0,,
1905,10793.0,Paul Keegan,Paul,Keegan,1984-07-05,Ireland,Ireland,18.0,M,Centre Central Midfielder,12,,,,,,,,,,
1681,2092.0,Joe Keenan,Joe,Keenan,1982-10-14,England,England,36.0,M,Midfielder,12,,,,,,,,,,
